Variant,Test_Year,Feature,Baseline_BA,Mean_BA_Drop,Std_BA_Drop,Baseline_AUC,Mean_AUC_Drop,Std_AUC_Drop,N_Repeats,Rank_AUC
C,2025,QQQ_Log_Return_5D,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,11
C,2025,Has_Event_Guidance,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,12
C,2025,Has_Event_Buyback,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,13
C,2025,Has_Event_Earnings,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,14
C,2025,Stock_vs_QQQ_1D,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,15
C,2025,Has_Item_2_03,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,16
C,2025,Has_Item_5_02,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,17
C,2025,Has_Item_5_07,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,18
C,2025,Has_Item_5_03,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,19
C,2025,Has_Item_1_02,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,20
C,2025,Has_Item_2_01,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,21
C,2025,Has_Item_2_02,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,22
C,2025,Has_Item_1_01,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,23
C,2025,Has_Item_7_01,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,24
C,2025,Has_Item_8_01,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,25
C,2025,Has_Sentiment_History,0.46348110465116277,0.0,0.0,0.4494004360465117,0.0,0.0,100,26
C,2025,Volatility_14D,0.46348110465116277,-0.002897892441860468,0.007326997094117001,0.4494004360465117,-0.0033975290697674,0.009824351277966431,100,27
C,2025,Intraday_Return,0.46348110465116277,-0.00447674418604652,0.0037737580349521665,0.4494004360465117,-0.005735828488372041,0.004835127482282426,100,28
C,2025,Sentiment_Momentum_3,0.46348110465116277,-0.008303052325581407,0.008309484924454253,0.4494004360465117,-0.013259447674418534,0.013160110386989322,100,29
C,2025,RSI_14,0.46348110465116277,-0.029429505813953497,0.024656145159897305,0.4494004360465117,-0.03052961482558133,0.02323830206658075,100,30
C,2025,QQQ_Volatility_14D,0.46348110465116277,-0.003006904069767451,0.006283894469855172,0.4494004360465117,-0.05762899709302319,0.024405244840857515,100,31
A,2026,Ticker,0.4085343228200371,0.014866419294990718,0.012234093539122743,0.4165120593692022,0.02330983302411871,0.019333109718351917,100,1
A,2026,QQQ_Volatility_14D,0.4085343228200371,-0.009814471243042678,0.035565847507290915,0.4165120593692022,0.021758812615955456,0.036140218757138076,100,2
A,2026,RSI_14,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,3
A,2026,Price_to_SMA20,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,4
A,2026,Stock_vs_QQQ_1D,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,5
A,2026,Stock_vs_QQQ_5D,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,6
A,2026,QQQ_Log_Return_5D,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,7
A,2026,Daily_Range,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,8
A,2026,QQQ_Log_Return_3D,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,9
A,2026,Intraday_Return,0.4085343228200371,0.0,0.0,0.4165120593692022,0.0,0.0,100,10
A,2026,QQQ_Log_Return_1D,0.4085343228200371,-0.0014007421150278303,0.006147434724224381,0.4165120593692022,-0.0029962894248608592,0.010680118452646558,100,11
