Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Daily_Range,0.0087879515189227,-0.6186324811848343,0.6186324811848343,toward_class_0,1
Volatility_14D,0.0091771198880272,-0.40959942815381417,0.40959942815381417,toward_class_0,2
Price_to_SMA20,-0.0074222190442415,-0.32601053578198547,0.32601053578198547,toward_class_0,3
QQQ_Log_Return_1D,-0.0016041083744945,-0.2916329199209297,0.2916329199209297,toward_class_0,4
Ticker,AAPL,0.2464226286333965,0.2464226286333965,toward_class_1,5
Mean_Net_Sentiment,0.9999997568140402,-0.19544685231307268,0.19544685231307268,toward_class_0,6
QQQ_Volatility_14D,0.0110351947610577,-0.17541030896561413,0.17541030896561413,toward_class_0,7
Intraday_Return,-0.0020880573157595,-0.13832062251596985,0.13832062251596985,toward_class_0,8
Sentiment_Momentum_3,0.6937301008171766,-0.11273404256861086,0.11273404256861086,toward_class_0,9
RSI_14,49.87389792891524,-0.11231205758784657,0.11231205758784657,toward_class_0,10
QQQ_Log_Return_3D,-0.0261148114599732,0.07974947471795875,0.07974947471795875,toward_class_1,11
Stock_vs_QQQ_3D,-0.0011302074975687,0.06341472130263938,0.06341472130263938,toward_class_1,12
Stock_vs_QQQ_5D,-0.003123836063508,-0.0428227196519807,0.0428227196519807,toward_class_0,13
Relative_Volume_20D,1.2206758916252258,-0.028351353664929323,0.028351353664929323,toward_class_0,14
Stock_vs_QQQ_1D,-0.0057444844379288,0.023675917854087458,0.023675917854087458,toward_class_1,15
Has_Item_2_02,1,-0.019986519071430495,0.019986519071430495,toward_class_0,16
Has_Item_5_03,0,-0.015375556054372864,0.015375556054372864,toward_class_0,17
Has_Item_8_01,0,0.015281390670400078,0.015281390670400078,toward_class_1,18
Has_Event_Earnings,1,-0.012249453514546715,0.012249453514546715,toward_class_0,19
Has_EX99,1,0.011970845800822721,0.011970845800822721,toward_class_1,20
Has_Item_1_01,0,-0.01115212507544651,0.01115212507544651,toward_class_0,21
Has_Item_7_01,0,-0.007347608279289317,0.007347608279289317,toward_class_0,22
QQQ_Log_Return_5D,-0.0075426599277197,0.00653841966346552,0.00653841966346552,toward_class_1,23
Has_Item_5_02,0,-0.0032630799034025545,0.0032630799034025545,toward_class_0,24
Has_Sentiment_History,1,0.0024941380309597837,0.0024941380309597837,toward_class_1,25
Has_Event_Buyback,0,0.0020766600200653133,0.0020766600200653133,toward_class_1,26
Has_Item_5_07,0,0.0008015656852879466,0.0008015656852879466,toward_class_1,27
Has_Item_1_02,0,0.0005227624181082978,0.0005227624181082978,toward_class_1,28
Has_Item_2_03,0,0.0,0.0,neutral,29
Has_Event_Guidance,0,0.0,0.0,neutral,30
