Sequence_Step,Feature,Model_Input_Value,IG_Value,Abs_IG_Value
1,Log_Return_1D_Z60,0.3781653046607971,-1.582300683367066e-05,1.582300683367066e-05
1,Log_Return_5D_Z60,-0.4511157274246216,-1.5153644199017435e-05,1.5153644199017435e-05
1,Volatility_14D_Z60,1.5843894481658936,2.9001139409956522e-05,2.9001139409956522e-05
1,Relative_Volume_20D_Z60,0.21411648392677307,-4.852730398852145e-06,4.852730398852145e-06
1,RSI_14_Scaled,-2.2620608806610107,3.9386133721563965e-05,3.9386133721563965e-05
1,Price_to_SMA20_Z60,-1.9232949018478394,-2.83612243947573e-05,2.83612243947573e-05
1,Intraday_Return_Z60,0.8275524973869324,-3.17636295221746e-05,3.17636295221746e-05
1,Daily_Range_Z60,1.2517833709716797,2.090435373247601e-05,2.090435373247601e-05
1,QQQ_Log_Return_1D,-0.23532052338123322,-7.648976065866009e-07,7.648976065866009e-07
1,QQQ_Log_Return_5D,-1.0384200811386108,-4.073307081853272e-06,4.073307081853272e-06
1,QQQ_Volatility_14D,-0.3481576144695282,-7.513193395425333e-06,7.513193395425333e-06
2,Log_Return_1D_Z60,0.8959868550300598,-4.017329410999082e-05,4.017329410999082e-05
2,Log_Return_5D_Z60,0.16666586697101593,7.855288458813448e-06,7.855288458813448e-06
2,Volatility_14D_Z60,1.647702693939209,3.546801599441096e-05,3.546801599441096e-05
2,Relative_Volume_20D_Z60,-0.30616244673728943,1.314635210292181e-05,1.314635210292181e-05
2,RSI_14_Scaled,-1.8861339092254639,5.5295953643508255e-05,5.5295953643508255e-05
2,Price_to_SMA20_Z60,-1.4255329370498657,-5.179613799555227e-05,5.179613799555227e-05
2,Intraday_Return_Z60,0.2729892134666443,-1.8438016923028044e-05,1.8438016923028044e-05
2,Daily_Range_Z60,0.49159884452819824,1.0614765415084548e-05,1.0614765415084548e-05
2,QQQ_Log_Return_1D,1.2425776720046997,1.5359277313109487e-05,1.5359277313109487e-05
2,QQQ_Log_Return_5D,-0.5320746302604675,-2.938388433904038e-06,2.938388433904038e-06
2,QQQ_Volatility_14D,-0.19789060950279236,-6.8238791754993144e-06,6.8238791754993144e-06
3,Log_Return_1D_Z60,-0.16557548940181732,6.679377293039579e-06,6.679377293039579e-06
3,Log_Return_5D_Z60,0.34272828698158264,2.2212660041986965e-05,2.2212660041986965e-05
3,Volatility_14D_Z60,1.6335880756378174,2.7144080377183855e-05,2.7144080377183855e-05
3,Relative_Volume_20D_Z60,-0.576492965221405,4.135987546760589e-05,4.135987546760589e-05
3,RSI_14_Scaled,-1.9626901149749756,8.891419565770775e-05,8.891419565770775e-05
3,Price_to_SMA20_Z60,-1.4066685438156128,-0.000106119092379231,0.000106119092379231
3,Intraday_Return_Z60,0.08632734417915344,-8.790755600784905e-06,8.790755600784905e-06
3,Daily_Range_Z60,-0.6025115251541138,-1.5534484191448428e-05,1.5534484191448428e-05
3,QQQ_Log_Return_1D,-0.20621906220912933,-5.835152023792034e-06,5.835152023792034e-06
3,QQQ_Log_Return_5D,-0.004123731981962919,-3.707677009856525e-08,3.707677009856525e-08
3,QQQ_Volatility_14D,-0.23264004290103912,-1.1535118574101944e-05,1.1535118574101944e-05
4,Log_Return_1D_Z60,-1.1579645872116089,3.853300950140692e-05,3.853300950140692e-05
4,Log_Return_5D_Z60,-0.44926127791404724,-3.738057421287522e-05,3.738057421287522e-05
4,Volatility_14D_Z60,1.6431339979171753,4.8009687816374935e-06,4.8009687816374935e-06
4,Relative_Volume_20D_Z60,-0.10024850815534592,1.057338886312209e-05,1.057338886312209e-05
4,RSI_14_Scaled,-2.2375056743621826,0.00015886157052591443,0.00015886157052591443
4,Price_to_SMA20_Z60,-1.7347463369369507,-0.00020193896489217877,0.00020193896489217877
4,Intraday_Return_Z60,-2.075481653213501,0.00033427399466745555,0.00033427399466745555
4,Daily_Range_Z60,1.3235887289047241,6.092585317674093e-05,6.092585317674093e-05
4,QQQ_Log_Return_1D,-0.09536135196685791,-5.327965936885448e-06,5.327965936885448e-06
4,QQQ_Log_Return_5D,-0.21943646669387817,-3.392385224287864e-06,3.392385224287864e-06
4,QQQ_Volatility_14D,-0.2459487020969391,-1.6272628272417933e-05,1.6272628272417933e-05
5,Log_Return_1D_Z60,0.2250441312789917,-2.5815677417995175e-06,2.5815677417995175e-06
5,Log_Return_5D_Z60,0.07644921541213989,8.070087460509967e-06,8.070087460509967e-06
