Sequence_Step,Feature,Model_Input_Value,IG_Value,Abs_IG_Value
1,Log_Return_1D_Z60,0.4793836176395416,-0.0011705030919983983,0.0011705030919983983
1,Log_Return_5D_Z60,0.5154624581336975,-0.0003741278196685016,0.0003741278196685016
1,Volatility_14D_Z60,0.30973905324935913,-0.00029946319409646094,0.00029946319409646094
1,Relative_Volume_20D_Z60,-0.3272882401943207,-0.003833258990198374,0.003833258990198374
1,RSI_14_Scaled,0.8949184417724609,0.015469654463231564,0.015469654463231564
1,Price_to_SMA20_Z60,0.046148091554641724,-0.0005787030677311122,0.0005787030677311122
1,Intraday_Return_Z60,0.33543163537979126,0.005977396387606859,0.005977396387606859
1,Daily_Range_Z60,-0.11512848734855652,0.00038122740807011724,0.00038122740807011724
1,QQQ_Log_Return_1D,0.5771967172622681,0.000221813446842134,0.000221813446842134
1,QQQ_Log_Return_5D,0.523474931716919,0.0022835663985460997,0.0022835663985460997
1,QQQ_Volatility_14D,-0.13722382485866547,-0.0014206503983587027,0.0014206503983587027
2,Log_Return_1D_Z60,1.0107024908065796,-0.002485354896634817,0.002485354896634817
2,Log_Return_5D_Z60,0.15837305784225464,-0.00013678669347427785,0.00013678669347427785
2,Volatility_14D_Z60,0.46078166365623474,-0.0004224094154778868,0.0004224094154778868
2,Relative_Volume_20D_Z60,-0.04316586256027222,-0.0005015237838961184,0.0005015237838961184
2,RSI_14_Scaled,1.2981394529342651,0.02213701792061329,0.02213701792061329
2,Price_to_SMA20_Z60,0.5619757175445557,-0.007029399275779724,0.007029399275779724
2,Intraday_Return_Z60,0.8934326767921448,0.015699977055191994,0.015699977055191994
2,Daily_Range_Z60,-0.3082732856273651,0.0010043610818684101,0.0010043610818684101
2,QQQ_Log_Return_1D,0.9917493462562561,0.00032072418252937496,0.00032072418252937496
2,QQQ_Log_Return_5D,0.6753329038619995,0.0028732188511639833,0.0028732188511639833
2,QQQ_Volatility_14D,-0.07975353300571442,-0.0008193808607757092,0.0008193808607757092
3,Log_Return_1D_Z60,-0.2174793779850006,0.0005313439760357141,0.0005313439760357141
3,Log_Return_5D_Z60,0.10552090406417847,-8.31604193081148e-05,8.31604193081148e-05
3,Volatility_14D_Z60,0.4403468668460846,-0.0004248858313076198,0.0004248858313076198
3,Relative_Volume_20D_Z60,-0.1494627445936203,-0.0017488612793385983,0.0017488612793385983
3,RSI_14_Scaled,1.3099924325942993,0.022616872563958168,0.022616872563958168
3,Price_to_SMA20_Z60,0.4830329716205597,-0.006054219324141741,0.006054219324141741
3,Intraday_Return_Z60,-0.15917661786079407,-0.0028349764179438353,0.0028349764179438353
3,Daily_Range_Z60,-1.2646689414978027,0.004204164259135723,0.004204164259135723
3,QQQ_Log_Return_1D,0.40259599685668945,0.00014419281797017902,0.00014419281797017902
3,QQQ_Log_Return_5D,0.9098125696182251,0.003953251522034407,0.003953251522034407
3,QQQ_Volatility_14D,-0.09473348408937454,-0.0009801581036299467,0.0009801581036299467
4,Log_Return_1D_Z60,-0.1095801442861557,0.00026922582765109837,0.00026922582765109837
4,Log_Return_5D_Z60,0.5003777146339417,-0.00041141745168715715,0.00041141745168715715
4,Volatility_14D_Z60,0.24588440358638763,-0.00023823264928068966,0.00023823264928068966
4,Relative_Volume_20D_Z60,0.23887991905212402,0.002795703476294875,0.002795703476294875
4,RSI_14_Scaled,1.3559736013412476,0.023340949788689613,0.023340949788689613
4,Price_to_SMA20_Z60,0.45719438791275024,-0.0057580070570111275,0.0057580070570111275
4,Intraday_Return_Z60,-0.05760226398706436,-0.0010222740238532424,0.0010222740238532424
4,Daily_Range_Z60,-0.30856895446777344,0.0010107803391292691,0.0010107803391292691
4,QQQ_Log_Return_1D,0.21583518385887146,7.788804214214906e-05,7.788804214214906e-05
4,QQQ_Log_Return_5D,1.3293311595916748,0.0057887788861989975,0.0057887788861989975
4,QQQ_Volatility_14D,-0.09814819693565369,-0.001011810963973403,0.001011810963973403
5,Log_Return_1D_Z60,0.08880122005939484,-0.00022012523550074548,0.00022012523550074548
5,Log_Return_5D_Z60,0.520643949508667,-0.0004026603710372001,0.0004026603710372001
5,Volatility_14D_Z60,-0.7271153330802917,0.00072467140853405,0.00072467140853405
5,Relative_Volume_20D_Z60,0.9702229499816895,0.011407660320401192,0.011407660320401192
5,RSI_14_Scaled,1.4687819480895996,0.02549002133309841,0.02549002133309841
5,Price_to_SMA20_Z60,0.5460883975028992,-0.006921682041138411,0.006921682041138411
5,Intraday_Return_Z60,-0.3291453421115875,-0.005884578451514244,0.005884578451514244
5,Daily_Range_Z60,0.16489769518375397,-0.0005456458311527967,0.0005456458311527967
5,QQQ_Log_Return_1D,-0.9574669003486633,-0.0003798438119702041,0.0003798438119702041
5,QQQ_Log_Return_5D,0.6255375742912292,0.0027773769106715918,0.0027773769106715918
5,QQQ_Volatility_14D,-0.48446837067604065,-0.005008952226489782,0.005008952226489782
6,Log_Return_1D_Z60,-0.45606300234794617,0.0011224047048017383,0.0011224047048017383
6,Log_Return_5D_Z60,0.1502748727798462,-8.06248135631904e-05,8.06248135631904e-05
6,Volatility_14D_Z60,-0.6430051326751709,0.0007123432587832212,0.0007123432587832212
6,Relative_Volume_20D_Z60,1.5851209163665771,0.018907224759459496,0.018907224759459496
6,RSI_14_Scaled,1.3008379936218262,0.023130055516958237,0.023130055516958237
6,Price_to_SMA20_Z60,0.33474528789520264,-0.004281643312424421,0.004281643312424421
6,Intraday_Return_Z60,-1.957502841949463,-0.03591194748878479,0.03591194748878479
6,Daily_Range_Z60,1.2049871683120728,-0.004097741097211838,0.004097741097211838
6,QQQ_Log_Return_1D,0.23467059433460236,0.0001221368438564241,0.0001221368438564241
6,QQQ_Log_Return_5D,0.45358923077583313,0.002124956576153636,0.002124956576153636
6,QQQ_Volatility_14D,-0.6085842847824097,-0.006363030523061752,0.006363030523061752
7,Log_Return_1D_Z60,-0.49818092584609985,0.0012195638846606016,0.0012195638846606016
7,Log_Return_5D_Z60,-0.4508836269378662,0.00027009565383195877,0.00027009565383195877
7,Volatility_14D_Z60,-0.5670056343078613,0.0005840641679242253,0.0005840641679242253
7,Relative_Volume_20D_Z60,0.06791619956493378,0.0008041230612434447,0.0008041230612434447
7,RSI_14_Scaled,1.0841280221939087,0.01909700594842434,0.01909700594842434
7,Price_to_SMA20_Z60,0.1084207221865654,-0.0013687409227713943,0.0013687409227713943
7,Intraday_Return_Z60,-0.468335896730423,-0.008498693816363811,0.008498693816363811
7,Daily_Range_Z60,-0.18465688824653625,0.0006297251093201339,0.0006297251093201339
7,QQQ_Log_Return_1D,0.23237456381320953,0.00010110771108884364,0.00010110771108884364
7,QQQ_Log_Return_5D,0.07238255441188812,0.00032676427508704364,0.00032676427508704364
7,QQQ_Volatility_14D,-0.655532956123352,-0.006854056380689144,0.006854056380689144
8,Log_Return_1D_Z60,0.06814192235469818,-0.00016815341950859874,0.00016815341950859874
8,Log_Return_5D_Z60,-0.3593979775905609,0.0002502896822988987,0.0002502896822988987
8,Volatility_14D_Z60,-0.543895959854126,0.0005452954792417586,0.0005452954792417586
8,Relative_Volume_20D_Z60,0.05556105077266693,0.0006541259353980422,0.0006541259353980422
8,RSI_14_Scaled,1.166612148284912,0.020415864884853363,0.020415864884853363
8,Price_to_SMA20_Z60,0.16759593784809113,-0.0021121769677847624,0.0021121769677847624
8,Intraday_Return_Z60,0.4632481038570404,0.008363457396626472,0.008363457396626472
8,Daily_Range_Z60,-0.4727024734020233,0.0016238978132605553,0.0016238978132605553
8,QQQ_Log_Return_1D,-1.2581814527511597,-0.0005009575397707522,0.0005009575397707522
8,QQQ_Log_Return_5D,-0.761328935623169,-0.003374382620677352,0.003374382620677352
8,QQQ_Volatility_14D,-0.4328005015850067,-0.004521880764514208,0.004521880764514208
9,Log_Return_1D_Z60,-0.15553981065750122,0.00038184941513463855,0.00038184941513463855
9,Log_Return_5D_Z60,-0.39014366269111633,0.00026245208573527634,0.00026245208573527634
9,Volatility_14D_Z60,-0.6238483786582947,0.0006181112257763743,0.0006181112257763743
9,Relative_Volume_20D_Z60,-0.19349631667137146,-0.002274686936289072,0.002274686936289072
9,RSI_14_Scaled,1.1752921342849731,0.020502274855971336,0.020502274855971336
9,Price_to_SMA20_Z60,0.1228768527507782,-0.001543815596960485,0.001543815596960485
9,Intraday_Return_Z60,0.3960902988910675,0.007123712450265884,0.007123712450265884
9,Daily_Range_Z60,-0.0601210854947567,0.00020465865964069963,0.00020465865964069963
9,QQQ_Log_Return_1D,0.33339715003967285,0.00013336041592992842,0.00013336041592992842
9,QQQ_Log_Return_5D,-0.7023127675056458,-0.0030927732586860657,0.0030927732586860657
9,QQQ_Volatility_14D,-0.4402441084384918,-0.004590728785842657,0.004590728785842657
10,Log_Return_1D_Z60,-0.2563496530056,0.0006350476760417223,0.0006350476760417223
10,Log_Return_5D_Z60,-0.5758054256439209,0.00038564184796996415,0.00038564184796996415
10,Volatility_14D_Z60,-0.7019369602203369,0.0007088981801643968,0.0007088981801643968
10,Relative_Volume_20D_Z60,0.0815957561135292,0.0009629944106563926,0.0009629944106563926
10,RSI_14_Scaled,1.1044037342071533,0.019392093643546104,0.019392093643546104
10,Price_to_SMA20_Z60,0.0020180102437734604,-2.550276622059755e-05,2.550276622059755e-05
10,Intraday_Return_Z60,0.5038151741027832,0.00910752359777689,0.00910752359777689
10,Daily_Range_Z60,0.26893097162246704,-0.0009223378146998584,0.0009223378146998584
10,QQQ_Log_Return_1D,-1.1577175855636597,-0.0004654150106944144,0.0004654150106944144
10,QQQ_Log_Return_5D,-0.8028386831283569,-0.003588652703911066,0.003588652703911066
