Variant,Test_Year,Feature,Coefficient_Log_Odds,Abs_Coefficient,Odds_Ratio_Per_Model_Unit,Direction,Rank
B,2025,binary__Has_Item_1_02,-0.3312425812572932,0.3312425812572932,0.7180309670575922,toward_class_0,14
B,2025,binary__Has_Event_Guidance,0.3143334635923509,0.3143334635923509,1.3693462875537958,toward_class_1,15
B,2025,categorical__Ticker_NVDA,-0.3078539356920319,0.3078539356920319,0.7350226707464197,toward_class_0,16
B,2025,binary__Has_Event_Earnings,-0.3062916185356461,0.3062916185356461,0.7361719067770851,toward_class_0,17
B,2025,binary__Has_Item_2_03,-0.30277654308379137,0.30277654308379137,0.7387641598884775,toward_class_0,18
B,2025,numeric__Intraday_Return,0.2982006407341053,0.2982006407341053,1.3474321105275933,toward_class_1,19
B,2025,numeric__Stock_vs_QQQ_5D,-0.25854109719364654,0.25854109719364654,0.7721772960772139,toward_class_0,20
B,2025,categorical__Ticker_ADBE,-0.23864761509696447,0.23864761509696447,0.7876924043840733,toward_class_0,21
B,2025,numeric__RSI_14,0.2134006937638298,0.2134006937638298,1.2378805629045326,toward_class_1,22
B,2025,binary__Has_Item_2_01,-0.20613215402147667,0.20613215402147667,0.8137255320754355,toward_class_0,23
B,2025,numeric__Daily_Range,-0.19564594827195952,0.19564594827195952,0.8223033210571218,toward_class_0,24
B,2025,binary__Has_Event_Buyback,0.1839800187435271,0.1839800187435271,1.201991805549807,toward_class_1,25
B,2025,numeric__Stock_vs_QQQ_1D,-0.17822322091113157,0.17822322091113157,0.8367556212882866,toward_class_0,26
B,2025,categorical__Ticker_MSFT,0.15235745568661171,0.15235745568661171,1.1645764465126505,toward_class_1,27
B,2025,binary__Has_Item_2_02,0.1416354122777779,0.1416354122777779,1.1521565098353885,toward_class_1,28
B,2025,binary__Has_Item_5_07,-0.1370668142582222,0.1370668142582222,0.871911968034516,toward_class_0,29
B,2025,binary__Has_Item_5_02,0.1169996145872436,0.1169996145872436,1.1241189964406524,toward_class_1,30
B,2025,categorical__Ticker_QCOM,-0.0995092974086289,0.0995092974086289,0.9052815330570437,toward_class_0,31
B,2025,numeric__Volatility_14D,0.09946738603218064,0.09946738603218064,1.1045824453361646,toward_class_1,32
B,2025,numeric__Relative_Volume_20D,-0.07184224259194183,0.07184224259194183,0.9306777055333031,toward_class_0,33
B,2025,numeric__QQQ_Volatility_14D,0.05305646509788351,0.05305646509788351,1.0544891852734333,toward_class_1,34
B,2025,numeric__Stock_vs_QQQ_3D,-0.021036119161272574,0.021036119161272574,0.9791835966404909,toward_class_0,35
B,2025,numeric__QQQ_Log_Return_5D,0.02040257442547978,0.02040257442547978,1.0206121296762465,toward_class_1,36
B,2025,numeric__Price_to_SMA20,0.01866805435609679,0.01866805435609679,1.018843391853339,toward_class_1,37
B,2025,numeric__QQQ_Log_Return_3D,-0.01770423045945159,0.01770423045945159,0.9824515686393591,toward_class_0,38
B,2025,binary__Has_Item_8_01,0.004193367493602858,0.004193367493602858,1.0042021719615593,toward_class_1,39
C,2025,categorical__Ticker_INTC,-1.020158053101455,1.020158053101455,0.36053795152814966,toward_class_0,1
C,2025,binary__Has_Item_1_01,0.7197553957204131,0.7197553957204131,2.053930748943085,toward_class_1,2
C,2025,categorical__Ticker_AMD,-0.713431465393828,0.713431465393828,0.489960028647386,toward_class_0,3
C,2025,categorical__Ticker_AMZN,-0.6142729633919265,0.6142729633919265,0.5410341039532472,toward_class_0,4
C,2025,categorical__Ticker_META,-0.5880628460717211,0.5880628460717211,0.5554021427582814,toward_class_0,5
C,2025,categorical__Ticker_GOOGL,-0.53963427079643,0.53963427079643,0.5829614194065407,toward_class_0,6
C,2025,categorical__Ticker_NFLX,-0.5008965055140314,0.5008965055140314,0.6059871453000087,toward_class_0,7
C,2025,binary__Has_Item_5_03,0.45757376423647533,0.45757376423647533,1.5802353066923795,toward_class_1,8
C,2025,binary__Has_Item_7_01,0.45675696870683824,0.45675696870683824,1.5789451045455019,toward_class_1,9
C,2025,binary__Has_EX99,-0.449077482389155,0.449077482389155,0.6382166462273977,toward_class_0,10
C,2025,categorical__Ticker_AVGO,-0.4166878785626488,0.4166878785626488,0.6592266466050786,toward_class_0,11
C,2025,numeric__QQQ_Log_Return_1D,-0.4091893093508499,0.4091893093508499,0.6641884833292412,toward_class_0,12
C,2025,binary__Has_Sentiment_History,-0.36799710034197886,0.36799710034197886,0.6921191885947775,toward_class_0,13
C,2025,binary__Has_Event_Guidance,0.3469636091102898,0.3469636091102898,1.4147652398678228,toward_class_1,14
C,2025,binary__Has_Event_Earnings,-0.3248479577071093,0.3248479577071093,0.7226372167093009,toward_class_0,15
C,2025,numeric__Intraday_Return,0.3137411254285809,0.3137411254285809,1.3685354116683364,toward_class_1,16
C,2025,categorical__Ticker_NVDA,-0.30262635958565853,0.30262635958565853,0.7388751184061653,toward_class_0,17
C,2025,categorical__Ticker_TSLA,-0.2990807764928634,0.2990807764928634,0.7414995112858802,toward_class_0,18
C,2025,binary__Has_Item_1_02,-0.29073510226509086,0.29073510226509086,0.7477137194572133,toward_class_0,19
C,2025,binary__Has_Item_2_03,-0.2850540385478291,0.2850540385478291,0.7519736176591153,toward_class_0,20
C,2025,numeric__Stock_vs_QQQ_5D,-0.24872751180411481,0.24872751180411481,0.7797924286696603,toward_class_0,21
C,2025,binary__Has_Item_2_01,-0.2482655431735944,0.2482655431735944,0.7801527515325446,toward_class_0,22
C,2025,categorical__Ticker_ADBE,-0.23729499282861724,0.23729499282861724,0.7887585755717419,toward_class_0,23
C,2025,numeric__RSI_14,0.2027503795723038,0.2027503795723038,1.2247667032981928,toward_class_1,24
C,2025,binary__Has_Event_Buyback,0.2024241020724542,0.2024241020724542,1.2243671546657506,toward_class_1,25
C,2025,numeric__Daily_Range,-0.19397210945265908,0.19397210945265908,0.8236808768587062,toward_class_0,26
C,2025,numeric__Stock_vs_QQQ_1D,-0.18128810363960207,0.18128810363960207,0.8341949894592252,toward_class_0,27
C,2025,categorical__Ticker_MSFT,0.1521049805811091,0.1521049805811091,1.1642824570655215,toward_class_1,28
C,2025,binary__Has_Item_5_07,-0.14576953164112005,0.14576953164112005,0.8643568871442276,toward_class_0,29
C,2025,sentiment__Mean_Net_Sentiment,0.14558856511694165,0.14558856511694165,1.1567201751033707,toward_class_1,30
C,2025,binary__Has_Item_5_02,0.11835017743974445,0.11835017743974445,1.1256382154685038,toward_class_1,31
C,2025,numeric__Volatility_14D,0.10669254962575352,0.10669254962575352,1.1125921350213468,toward_class_1,32
C,2025,numeric__Relative_Volume_20D,-0.08202188444420194,0.08202188444420194,0.921251797392184,toward_class_0,33
C,2025,numeric__QQQ_Volatility_14D,0.05470997187777477,0.05470997187777477,1.0562342326168195,toward_class_1,34
C,2025,categorical__Ticker_QCOM,-0.0489223721081829,0.0489223721081829,0.9522550483812701,toward_class_0,35
C,2025,binary__Has_Item_2_02,0.035617696258823946,0.035617696258823946,1.036259604829659,toward_class_1,36
C,2025,numeric__Stock_vs_QQQ_3D,-0.032712298077540454,0.032712298077540454,0.9678169623392624,toward_class_0,37
C,2025,sentiment__Sentiment_Momentum_3,-0.02591506699937628,0.02591506699937628,0.9744178463258611,toward_class_0,38
C,2025,numeric__QQQ_Log_Return_5D,0.02321008417086804,0.02321008417086804,1.0234815342324546,toward_class_1,39
C,2025,binary__Has_Item_8_01,0.023079296966737408,0.023079296966737408,1.0233476846972072,toward_class_1,40
C,2025,numeric__Price_to_SMA20,0.01876930929741668,0.01876930929741668,1.0189465600042498,toward_class_1,41
C,2025,numeric__QQQ_Log_Return_3D,-0.01110792442814514,0.01110792442814514,0.9889535407703035,toward_class_0,42
A,2026,categorical__Ticker_INTC,-0.7176281324203408,0.7176281324203408,0.4879081381130189,toward_class_0,1
A,2026,categorical__Ticker_GOOGL,-0.6016834928965933,0.6016834928965933,0.5478884928736485,toward_class_0,2
A,2026,categorical__Ticker_AMZN,-0.45001063744536446,0.45001063744536446,0.637621368923223,toward_class_0,3
A,2026,categorical__Ticker_AMD,-0.4063685774462462,0.4063685774462462,0.6660646257783053,toward_class_0,4
A,2026,categorical__Ticker_TSLA,-0.4053492017123703,0.4053492017123703,0.6667439420754666,toward_class_0,5
A,2026,categorical__Ticker_AVGO,-0.36917693298686916,0.36917693298686916,0.6913030853092357,toward_class_0,6
A,2026,categorical__Ticker_META,-0.33213048481303903,0.33213048481303903,0.7173937077630694,toward_class_0,7
A,2026,numeric__QQQ_Log_Return_1D,-0.31884633856878275,0.31884633856878275,0.726987250625434,toward_class_0,8
A,2026,categorical__Ticker_NFLX,-0.26106835231001835,0.26106835231001835,0.7702282709342104,toward_class_0,9
A,2026,categorical__Ticker_NVDA,-0.24997624559019477,0.24997624559019477,0.7788192832440921,toward_class_0,10
A,2026,numeric__Intraday_Return,0.20611618142500596,0.20611618142500596,1.2288959705867852,toward_class_1,11
A,2026,numeric__Stock_vs_QQQ_5D,-0.2028490317717601,0.2028490317717601,0.8164014828080012,toward_class_0,12
A,2026,numeric__Relative_Volume_20D,-0.18550729248915113,0.18550729248915113,0.8306827778136893,toward_class_0,13
A,2026,numeric__Stock_vs_QQQ_1D,-0.15924044578150937,0.15924044578150937,0.8527912842486383,toward_class_0,14
A,2026,numeric__Daily_Range,-0.15387899489397439,0.15387899489397439,0.8573757615796954,toward_class_0,15
A,2026,numeric__Volatility_14D,0.15252843616622638,0.15252843616622638,1.1647755833757962,toward_class_1,16
A,2026,categorical__Ticker_ADBE,-0.1346278683706283,0.1346278683706283,0.8740411095183053,toward_class_0,17
A,2026,numeric__QQQ_Log_Return_5D,0.13450094699951715,0.13450094699951715,1.143965742336888,toward_class_1,18
A,2026,categorical__Ticker_MSFT,0.13187229416550728,0.13187229416550728,1.1409626023817228,toward_class_1,19
A,2026,numeric__RSI_14,0.10209420144178284,0.10209420144178284,1.1074877937611425,toward_class_1,20
A,2026,numeric__QQQ_Log_Return_3D,-0.09512037823321537,0.09512037823321537,0.9092634723496067,toward_class_0,21
A,2026,numeric__QQQ_Volatility_14D,0.06643881243974296,0.06643881243974296,1.0686955711999193,toward_class_1,22
A,2026,categorical__Ticker_QCOM,-0.04774056340844111,0.04774056340844111,0.9533810969377502,toward_class_0,23
A,2026,numeric__Price_to_SMA20,0.007848434731718904,0.007848434731718904,1.007879314428485,toward_class_1,24
A,2026,numeric__Stock_vs_QQQ_3D,0.00746322430458625,0.00746322430458625,1.0074911435758058,toward_class_1,25
B,2026,categorical__Ticker_INTC,-0.9645664553205457,0.9645664553205457,0.3811484087887101,toward_class_0,1
B,2026,binary__Has_Item_1_01,0.6464379242213008,0.6464379242213008,1.9087296655658144,toward_class_1,2
B,2026,categorical__Ticker_AMD,-0.644529385936223,0.644529385936223,0.5249095137872601,toward_class_0,3
B,2026,categorical__Ticker_AMZN,-0.617675538917118,0.617675538917118,0.5391963229203022,toward_class_0,4
B,2026,categorical__Ticker_GOOGL,-0.6073784153616174,0.6073784153616174,0.5447771781442072,toward_class_0,5
B,2026,binary__Has_Item_7_01,0.5157646291151059,0.5157646291151059,1.6749187039016937,toward_class_1,6
B,2026,categorical__Ticker_NFLX,-0.4838196956205325,0.4838196956205325,0.6164243359003894,toward_class_0,7
B,2026,categorical__Ticker_AVGO,-0.46139941508374094,0.46139941508374094,0.6304008355041734,toward_class_0,8
B,2026,binary__Has_Event_Guidance,0.43808998831869933,0.43808998831869933,1.5497443600342349,toward_class_1,9
B,2026,binary__Has_Item_5_03,0.42841045019563856,0.42841045019563856,1.5348159171940177,toward_class_1,10
B,2026,binary__Has_EX99,-0.42192414416007157,0.42192414416007157,0.6557837825363997,toward_class_0,11
B,2026,categorical__Ticker_META,-0.4010522602167507,0.4010522602167507,0.6696150658950325,toward_class_0,12
B,2026,binary__Has_Event_Earnings,-0.37227609769531916,0.37227609769531916,0.6891639396789004,toward_class_0,13
B,2026,numeric__QQQ_Log_Return_1D,-0.3456833677451381,0.3456833677451381,0.7077365438505613,toward_class_0,14
B,2026,categorical__Ticker_NVDA,-0.3046939417192807,0.3046939417192807,0.7373490116315836,toward_class_0,15
B,2026,binary__Has_Item_1_02,-0.29971057657252914,0.29971057657252914,0.7410326618609341,toward_class_0,16
B,2026,binary__Has_Item_2_01,0.2813672691790143,0.2813672691790143,1.3249401242595085,toward_class_1,17
B,2026,binary__Has_Item_2_03,-0.23850944691614573,0.23850944691614573,0.7878012459296778,toward_class_0,18
B,2026,numeric__Daily_Range,-0.23047834929279917,0.23047834929279917,0.794153628803792,toward_class_0,19
B,2026,numeric__Stock_vs_QQQ_5D,-0.22877109056336367,0.22877109056336367,0.7955106125506503,toward_class_0,20
B,2026,numeric__Intraday_Return,0.22645822782301422,0.22645822782301422,1.2541502201547328,toward_class_1,21
B,2026,numeric__Stock_vs_QQQ_1D,-0.1699257214019093,0.1699257214019093,0.8437274851636567,toward_class_0,22
B,2026,binary__Has_Item_5_07,-0.16416703580679717,0.16416703580679717,0.8486002634115191,toward_class_0,23
B,2026,categorical__Ticker_TSLA,-0.1611747096175787,0.1611747096175787,0.8511433551863893,toward_class_0,24
B,2026,categorical__Ticker_ADBE,-0.14901140344068944,0.14901140344068944,0.8615592901026751,toward_class_0,25
B,2026,categorical__Ticker_QCOM,-0.14881477478812893,0.14881477478812893,0.8617287140012395,toward_class_0,26
B,2026,binary__Has_Event_Buyback,0.1279370867809214,0.1279370867809214,1.13648150073824,toward_class_1,27
B,2026,numeric__Volatility_14D,0.12318673483958417,0.12318673483958417,1.131095616186564,toward_class_1,28
B,2026,numeric__QQQ_Volatility_14D,0.11802360255547456,0.11802360255547456,1.1252706703173316,toward_class_1,29
B,2026,numeric__RSI_14,0.11759846566641262,0.11759846566641262,1.1247923779222746,toward_class_1,30
B,2026,numeric__QQQ_Log_Return_5D,0.11638322573397057,0.11638322573397057,1.123426315523823,toward_class_1,31
B,2026,binary__Has_Item_5_02,0.10738731676535647,0.10738731676535647,1.1133653960636172,toward_class_1,32
B,2026,numeric__QQQ_Log_Return_3D,-0.07127399796354593,0.07127399796354593,0.9312067084275321,toward_class_0,33
B,2026,binary__Has_Item_8_01,0.064094696843314,0.064094696843314,1.0661933591265875,toward_class_1,34
B,2026,binary__Has_Item_2_02,-0.05705717941635568,0.05705717941635568,0.9445400595730828,toward_class_0,35
B,2026,categorical__Ticker_MSFT,0.04207887655258114,0.04207887655258114,1.042976741916228,toward_class_1,36
B,2026,numeric__Relative_Volume_20D,-0.021739131607952343,0.021739131607952343,0.9784954602970165,toward_class_0,37
B,2026,numeric__Price_to_SMA20,-0.007104739348893238,0.007104739348893238,0.9929204396463606,toward_class_0,38
B,2026,numeric__Stock_vs_QQQ_3D,0.0035423320592179518,0.0035423320592179518,1.003548613532258,toward_class_1,39
C,2026,categorical__Ticker_INTC,-0.953418753019207,0.953418753019207,0.3854211089293813,toward_class_0,1
C,2026,binary__Has_Item_1_01,0.635159193302439,0.635159193302439,1.8873225666574174,toward_class_1,2
C,2026,categorical__Ticker_AMD,-0.6252589585424501,0.6252589585424501,0.5351228359452712,toward_class_0,3
C,2026,categorical__Ticker_AMZN,-0.6027721704276412,0.6027721704276412,0.5472923435480058,toward_class_0,4
C,2026,categorical__Ticker_GOOGL,-0.525682375231629,0.525682375231629,0.5911518393314367,toward_class_0,5
C,2026,binary__Has_Item_7_01,0.49153901492240426,0.49153901492240426,1.6348303130931674,toward_class_1,6
C,2026,binary__Has_EX99,-0.48490859367137334,0.48490859367137334,0.6157534779567765,toward_class_0,7
C,2026,binary__Has_Sentiment_History,-0.4684802676953203,0.4684802676953203,0.6259528265343998,toward_class_0,8
C,2026,binary__Has_Event_Guidance,0.461403172866021,0.461403172866021,1.5862982747945933,toward_class_1,9
C,2026,categorical__Ticker_NFLX,-0.4448918781186437,0.4448918781186437,0.6408935669045244,toward_class_0,10
C,2026,binary__Has_Item_5_03,0.417552535823851,0.417552535823851,1.5182411638536846,toward_class_1,11
C,2026,binary__Has_Event_Earnings,-0.3823873374282512,0.3823873374282512,0.6822307485175408,toward_class_0,12
C,2026,categorical__Ticker_AVGO,-0.3738799216039522,0.3738799216039522,0.6880595279531763,toward_class_0,13
C,2026,categorical__Ticker_META,-0.3714284937959686,0.3714284937959686,0.6897483253502641,toward_class_0,14
C,2026,numeric__QQQ_Log_Return_1D,-0.3558041441613703,0.3558041441613703,0.7006098253234959,toward_class_0,15
C,2026,binary__Has_Item_1_02,-0.295995309026111,0.295995309026111,0.7437909171157671,toward_class_0,16
C,2026,categorical__Ticker_NVDA,-0.2773908145582723,0.2773908145582723,0.757758296260646,toward_class_0,17
C,2026,binary__Has_Item_2_01,0.2559625438892318,0.2559625438892318,1.2917043448125687,toward_class_1,18
C,2026,numeric__Intraday_Return,0.24009787338367586,0.24009787338367586,1.2713735778662147,toward_class_1,19
C,2026,numeric__Daily_Range,-0.22767570916167015,0.22767570916167015,0.79638247750564,toward_class_0,20
C,2026,numeric__Stock_vs_QQQ_5D,-0.2219534797265578,0.2219534797265578,0.8009526240030703,toward_class_0,21
C,2026,binary__Has_Item_2_03,-0.2216945189571277,0.2216945189571277,0.8011600661693915,toward_class_0,22
C,2026,numeric__Stock_vs_QQQ_1D,-0.17628002240866206,0.17628002240866206,0.8383831843854509,toward_class_0,23
C,2026,binary__Has_Item_5_07,-0.17150216353916725,0.17150216353916725,0.8423984454560215,toward_class_0,24
C,2026,sentiment__Mean_Net_Sentiment,0.16147183525222283,0.16147183525222283,1.1752393573721616,toward_class_1,25
C,2026,binary__Has_Event_Buyback,0.1431590382831306,0.1431590382831306,1.1539133034643827,toward_class_1,26
C,2026,binary__Has_Item_2_02,-0.1402515805318743,0.1402515805318743,0.8691395493012907,toward_class_0,27
C,2026,categorical__Ticker_ADBE,-0.1374022746728494,0.1374022746728494,0.8716195251384509,toward_class_0,28
C,2026,numeric__Volatility_14D,0.13256946083695845,0.13256946083695845,1.1417583208234348,toward_class_1,29
C,2026,numeric__QQQ_Log_Return_5D,0.11941274709556825,0.11941274709556825,1.126834920158146,toward_class_1,30
C,2026,numeric__QQQ_Volatility_14D,0.1170676959168166,0.1170676959168166,1.1241955305617712,toward_class_1,31
C,2026,numeric__RSI_14,0.11062957189750898,0.11062957189750898,1.1169810690326907,toward_class_1,32
C,2026,binary__Has_Item_5_02,0.10155555179623062,0.10155555179623062,1.1068914064898956,toward_class_1,33
C,2026,categorical__Ticker_QCOM,-0.08498039581934966,0.08498039581934966,0.9185302912587145,toward_class_0,34
C,2026,categorical__Ticker_TSLA,-0.08107434969937019,0.08107434969937019,0.9221251291697119,toward_class_0,35
C,2026,sentiment__Sentiment_Momentum_3,-0.07550851666035717,0.07550851666035717,0.9272718332411071,toward_class_0,36
C,2026,binary__Has_Item_8_01,0.06845836394254218,0.06845836394254218,1.0708560377992504,toward_class_1,37
C,2026,numeric__QQQ_Log_Return_3D,-0.06784359858897182,0.06784359858897182,0.9344066046608048,toward_class_0,38
C,2026,categorical__Ticker_MSFT,0.04607494426836002,0.04607494426836002,1.04715288612318,toward_class_1,39
C,2026,numeric__Relative_Volume_20D,-0.031101719283298114,0.031101719283298114,0.9693769637308786,toward_class_0,40
C,2026,numeric__Price_to_SMA20,-0.007031980824084126,0.007031980824084126,0.9929926857010284,toward_class_0,41
C,2026,numeric__Stock_vs_QQQ_3D,-0.0033690232584428163,0.0033690232584428163,0.9966366455325321,toward_class_0,42
