Sequence_Step,Feature,Model_Input_Value,IG_Value,Abs_IG_Value
1,Log_Return_1D_Z60,0.03733166307210922,-9.17067882255651e-06,9.17067882255651e-06
1,Log_Return_5D_Z60,0.291597843170166,7.394456770271063e-05,7.394456770271063e-05
1,Volatility_14D_Z60,-0.5146126747131348,-7.124812691472471e-05,7.124812691472471e-05
1,Relative_Volume_20D_Z60,-0.12125703692436218,4.519746289588511e-05,4.519746289588511e-05
1,RSI_14_Scaled,2.202775239944458,-0.0006952316616661847,0.0006952316616661847
1,Price_to_SMA20_Z60,0.4361180365085602,0.0002334114833502099,0.0002334114833502099
1,Intraday_Return_Z60,0.06016574800014496,-2.9614573577418923e-05,2.9614573577418923e-05
1,Daily_Range_Z60,-0.5709476470947266,-0.00014123006258159876,0.00014123006258159876
1,QQQ_Log_Return_1D,0.42683538794517517,1.893229091365356e-05,1.893229091365356e-05
1,QQQ_Log_Return_5D,0.22161231935024261,-6.286142706812825e-06,6.286142706812825e-06
1,QQQ_Volatility_14D,-0.9992226362228394,-0.00019286137830931693,0.00019286137830931693
2,Log_Return_1D_Z60,-0.6106098294258118,0.00012456538388505578,0.00012456538388505578
2,Log_Return_5D_Z60,0.1046271026134491,2.9425944376271218e-05,2.9425944376271218e-05
2,Volatility_14D_Z60,-0.5027908086776733,-4.718203126685694e-05,4.718203126685694e-05
2,Relative_Volume_20D_Z60,-0.391614705324173,0.00021360469690989703,0.00021360469690989703
2,RSI_14_Scaled,2.0693271160125732,-0.0009194971062242985,0.0009194971062242985
2,Price_to_SMA20_Z60,0.18721450865268707,0.0001482384541304782,0.0001482384541304782
2,Intraday_Return_Z60,-0.7379537224769592,0.000525707087945193,0.000525707087945193
2,Daily_Range_Z60,-0.7047246098518372,-0.00024060939904302359,0.00024060939904302359
2,QQQ_Log_Return_1D,-0.10556549578905106,-1.2629111552087124e-05,1.2629111552087124e-05
2,QQQ_Log_Return_5D,0.2598375976085663,-9.182640496874228e-06,9.182640496874228e-06
2,QQQ_Volatility_14D,-0.9952194094657898,-0.00023364216031040996,0.00023364216031040996
3,Log_Return_1D_Z60,-0.7125256061553955,7.333319808822125e-05,7.333319808822125e-05
3,Log_Return_5D_Z60,0.04282431676983833,1.2199589036754332e-05,1.2199589036754332e-05
3,Volatility_14D_Z60,-0.4767785966396332,-1.1870146408909932e-05,1.1870146408909932e-05
3,Relative_Volume_20D_Z60,-0.7991004586219788,0.0005915575893595815,0.0005915575893595815
3,RSI_14_Scaled,1.8323843479156494,-0.00108159682713449,0.00108159682713449
3,Price_to_SMA20_Z60,-0.1598072499036789,-0.00017229070363100618,0.00017229070363100618
3,Intraday_Return_Z60,-0.7774234414100647,0.000736331392545253,0.000736331392545253
3,Daily_Range_Z60,-0.9712187051773071,-0.00040142409852705896,0.00040142409852705896
3,QQQ_Log_Return_1D,0.25636163353919983,5.535165473702364e-05,5.535165473702364e-05
3,QQQ_Log_Return_5D,0.30573755502700806,-1.2409289411152713e-05,1.2409289411152713e-05
3,QQQ_Volatility_14D,-1.0030763149261475,-0.00027386334841139615,0.00027386334841139615
4,Log_Return_1D_Z60,-1.6276109218597412,4.1685663745738566e-05,4.1685663745738566e-05
4,Log_Return_5D_Z60,-1.4606009721755981,-0.0005256976583041251,0.0005256976583041251
4,Volatility_14D_Z60,-0.5221239924430847,5.593487003352493e-05,5.593487003352493e-05
4,Relative_Volume_20D_Z60,0.557702362537384,-0.0005185179761610925,0.0005185179761610925
4,RSI_14_Scaled,0.9410548210144043,-0.0007459952612407506,0.0007459952612407506
4,Price_to_SMA20_Z60,-0.92601078748703,-0.0012752088950946927,0.0012752088950946927
4,Intraday_Return_Z60,-1.8474969863891602,0.0025024760980159044,0.0025024760980159044
4,Daily_Range_Z60,1.221198320388794,0.0008399505168199539,0.0008399505168199539
4,QQQ_Log_Return_1D,-0.3550539016723633,-0.0001386031071888283,0.0001386031071888283
4,QQQ_Log_Return_5D,0.1250472068786621,4.376469860289944e-06,4.376469860289944e-06
4,QQQ_Volatility_14D,-1.0460351705551147,-0.0003297432267572731,0.0003297432267572731
5,Log_Return_1D_Z60,0.6992836594581604,0.00020293911802582443,0.00020293911802582443
5,Log_Return_5D_Z60,-1.0184661149978638,-0.00035549679887481034,0.00035549679887481034
5,Volatility_14D_Z60,-0.5489882230758667,0.00010276666580466554,0.00010276666580466554
5,Relative_Volume_20D_Z60,-0.20882849395275116,0.00023654664983041584,0.00023654664983041584
5,RSI_14_Scaled,1.2827045917510986,-0.0011253354605287313,0.0011253354605287313
5,Price_to_SMA20_Z60,-0.6085863709449768,-0.0009839851409196854,0.0009839851409196854
5,Intraday_Return_Z60,0.19043059647083282,-0.00026186113245785236,0.00026186113245785236
5,Daily_Range_Z60,-0.5163002014160156,-0.0002706711820792407,0.0002706711820792407
5,QQQ_Log_Return_1D,0.21973711252212524,0.00011239307787036523,0.00011239307787036523
5,QQQ_Log_Return_5D,0.2294359654188156,-3.1224701615428785e-06,3.1224701615428785e-06
5,QQQ_Volatility_14D,-1.0614643096923828,-0.0004218571411911398,0.0004218571411911398
6,Log_Return_1D_Z60,0.48848336935043335,0.00026352115673944354,0.00026352115673944354
6,Log_Return_5D_Z60,-0.815701425075531,-0.0002882569970097393,0.0002882569970097393
6,Volatility_14D_Z60,-0.5462737083435059,0.00018876003741752356,0.00018876003741752356
6,Relative_Volume_20D_Z60,-0.6489118337631226,0.0008465053397230804,0.0008465053397230804
6,RSI_14_Scaled,1.5162690877914429,-0.0014310611877590418,0.0014310611877590418
6,Price_to_SMA20_Z60,-0.35240310430526733,-0.0006394146475940943,0.0006394146475940943
6,Intraday_Return_Z60,0.24288906157016754,-0.0003789493057411164,0.0003789493057411164
6,Daily_Range_Z60,-0.8993782997131348,-0.0004675714881159365,0.0004675714881159365
6,QQQ_Log_Return_1D,0.07665855437517166,4.945046384818852e-05,4.945046384818852e-05
6,QQQ_Log_Return_5D,0.053829375654459,1.5626357026121696e-06,1.5626357026121696e-06
6,QQQ_Volatility_14D,-1.1223092079162598,-0.0005303866346366704,0.0005303866346366704
7,Log_Return_1D_Z60,-0.4470897316932678,-0.00037012805114500225,0.00037012805114500225
7,Log_Return_5D_Z60,-0.746396541595459,-0.00026008844724856317,0.00026008844724856317
7,Volatility_14D_Z60,-0.6126508116722107,0.0003531472466420382,0.0003531472466420382
7,Relative_Volume_20D_Z60,-0.6892006397247314,0.0010241210693493485,0.0010241210693493485
7,RSI_14_Scaled,1.4697235822677612,-0.001501045422628522,0.001501045422628522
7,Price_to_SMA20_Z60,-0.5225752592086792,-0.0010514769237488508,0.0010514769237488508
7,Intraday_Return_Z60,-0.2916315495967865,0.0005296175950206816,0.0005296175950206816
7,Daily_Range_Z60,-1.2533286809921265,-0.0007260022102855146,0.0007260022102855146
7,QQQ_Log_Return_1D,0.09305410832166672,7.427669333992526e-05,7.427669333992526e-05
7,QQQ_Log_Return_5D,0.15343309938907623,1.8534550690674223e-05,1.8534550690674223e-05
7,QQQ_Volatility_14D,-1.2041022777557373,-0.0006334197241812944,0.0006334197241812944
8,Log_Return_1D_Z60,0.5356711745262146,0.0006547521916218102,0.0006547521916218102
8,Log_Return_5D_Z60,-0.1657029539346695,-4.328388604335487e-05,4.328388604335487e-05
8,Volatility_14D_Z60,-0.6915456652641296,0.0006290815654210746,0.0006290815654210746
