Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Price_to_SMA20_Z60,1.1542080883109234,-0.7026862487600084,0.7026862487600084,toward_class_0,1
RSI_14,65.37487000054145,-0.24569523803961155,0.24569523803961155,toward_class_0,2
Log_Return_1D_Z60,0.7570470396002994,-0.22706790397249627,0.22706790397249627,toward_class_0,3
Sentiment_Momentum_3,0.0377330016069158,-0.211175776927128,0.211175776927128,toward_class_0,4
Has_Item_5_02,1,-0.1927626557316033,0.1927626557316033,toward_class_0,5
QQQ_Log_Return_1D,0.0193098682259509,-0.11600552934778621,0.11600552934778621,toward_class_0,6
QQQ_Volatility_14D,0.0128687200144869,-0.07352574140388667,0.07352574140388667,toward_class_0,7
Mean_Net_Sentiment,2.0584723718760262e-05,0.06468851142637394,0.06468851142637394,toward_class_1,8
QQQ_Log_Return_5D,0.0640160146826467,-0.04767825601617502,0.04767825601617502,toward_class_0,9
Relative_Volume_20D_Z60,0.1940691950287347,0.04133361275654421,0.04133361275654421,toward_class_1,10
Intraday_Return_Z60,0.3885024004408429,-0.03418199287044033,0.03418199287044033,toward_class_0,11
Has_EX99,0,-0.032492301930396345,0.032492301930396345,toward_class_0,12
Volatility_14D_Z60,-1.26828477431687,0.027420267629260024,0.027420267629260024,toward_class_1,13
Daily_Range_Z60,-1.1676759206813003,0.017014057389037343,0.017014057389037343,toward_class_1,14
Has_Item_5_07,0,0.0166886753811061,0.0166886753811061,toward_class_1,15
Ticker,ADBE,-0.013913301015434993,0.013913301015434993,toward_class_0,16
Has_Item_5_03,0,-0.005424700958155445,0.005424700958155445,toward_class_0,17
Has_Item_7_01,0,-0.0034203498235955945,0.0034203498235955945,toward_class_0,18
Log_Return_5D_Z60,1.0286999412873967,0.0032337187331367453,0.0032337187331367453,toward_class_1,19
Has_Item_8_01,0,-0.0020643261178097134,0.0020643261178097134,toward_class_0,20
Has_Item_2_02,0,-0.0001281667964125172,0.0001281667964125172,toward_class_0,21
Has_Item_1_01,0,-9.01733767144213e-05,9.01733767144213e-05,toward_class_0,22
Has_Sentiment_History,1,0.0,0.0,neutral,23
