Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Price_to_SMA20_Z60,1.1544370708870295,-0.6480326297151151,0.6480326297151151,toward_class_0,1
Log_Return_1D_Z60,1.8733503199590216,-0.5143449537426967,0.5143449537426967,toward_class_0,2
RSI_14,65.08131272091316,-0.24673994377734612,0.24673994377734612,toward_class_0,3
Mean_Net_Sentiment,0.6273860008510277,-0.17208324406246733,0.17208324406246733,toward_class_0,4
Volatility_14D_Z60,0.2557630071757142,-0.17007861818624898,0.17007861818624898,toward_class_0,5
QQQ_Log_Return_5D,0.0127862015699844,0.13059807207531532,0.13059807207531532,toward_class_1,6
Daily_Range_Z60,0.7208275276393662,-0.09515090599007953,0.09515090599007953,toward_class_0,7
Log_Return_5D_Z60,1.160971713782272,0.07383586722726937,0.07383586722726937,toward_class_1,8
QQQ_Log_Return_1D,0.0268279201841457,0.06600849223909394,0.06600849223909394,toward_class_1,9
Sentiment_Momentum_3,0.1842511445119402,-0.05794362586991915,0.05794362586991915,toward_class_0,10
Has_Item_5_02,0,0.037257018126961,0.037257018126961,toward_class_1,11
Ticker,AMZN,-0.026922956457086804,0.026922956457086804,toward_class_0,12
Relative_Volume_20D_Z60,5.445703423779533,0.02518737669185167,0.02518737669185167,toward_class_1,13
Has_Item_5_07,0,0.0166886753811061,0.0166886753811061,toward_class_1,14
QQQ_Volatility_14D,0.0113691434534424,-0.0073732767607407185,0.0073732767607407185,toward_class_0,15
Has_Item_5_03,0,-0.007307108114231903,0.007307108114231903,toward_class_0,16
Has_EX99,1,0.005803932291816227,0.005803932291816227,toward_class_1,17
Has_Item_1_01,0,-0.003691493441937974,0.003691493441937974,toward_class_0,18
Has_Item_7_01,0,-0.0034203498235955945,0.0034203498235955945,toward_class_0,19
Intraday_Return_Z60,0.8023298939066048,0.002902846073668164,0.002902846073668164,toward_class_1,20
Has_Item_8_01,0,-0.0020643261178097134,0.0020643261178097134,toward_class_0,21
Has_Item_2_02,1,0.00021336001991025002,0.00021336001991025002,toward_class_1,22
Has_Sentiment_History,1,0.0,0.0,neutral,23
