Variant,Sequence_Step,Feature,Mean_Abs_IG,Std_Abs_IG_Across_Folds,Mean_IG,N_Folds,Presence_Rate
A,18,QQQ_Log_Return_5D,0.0005936452266723791,0.0007964321656615996,4.3717680872745746e-05,4,1.0
A,20,Log_Return_5D_Z60,0.0005375902269406652,0.0005699668502020676,-0.00016446817141968495,4,1.0
A,17,RSI_14_Scaled,0.0005280674101868499,0.0006274509588589065,7.218973189004885e-05,4,1.0
A,23,Daily_Range_Z60,0.0005253274430288002,0.0004678458892172718,0.0002295542155597019,4,1.0
A,22,QQQ_Log_Return_1D,0.0005243618525128113,0.0007450078954397262,8.232423397203092e-05,4,1.0
A,22,Intraday_Return_Z60,0.0005191192117308674,0.0007332859547127903,0.00017142577524964508,4,1.0
A,18,Price_to_SMA20_Z60,0.0005144088663655566,0.0009225686922093071,-5.64496672268433e-05,4,1.0
A,23,QQQ_Log_Return_1D,0.0005140737175679533,0.0006516956892330274,0.00010571892562438734,4,1.0
A,21,Relative_Volume_20D_Z60,0.0004988248751942592,0.00048463904790693935,4.796115291583192e-06,4,1.0
A,18,Volatility_14D_Z60,0.000488932554276289,0.0004890334351667114,-2.6346417143940926e-05,4,1.0
A,20,QQQ_Volatility_14D,0.0004460359109543788,0.0004975198342883619,-0.00023937487821967807,4,1.0
A,22,Daily_Range_Z60,0.00044504009929369204,0.0005481282117677762,0.00015951796240187832,4,1.0
A,21,Daily_Range_Z60,0.0004158564688623301,0.0005997812406777074,0.00017267255702790862,4,1.0
A,19,Log_Return_1D_Z60,0.0004144137687944749,0.00043480624921966534,-8.639478863869954e-06,4,1.0
A,19,Log_Return_5D_Z60,0.00040345727938984055,0.0004387689165732037,-0.00014338767959998222,4,1.0
A,17,QQQ_Log_Return_5D,0.0004032078042541798,0.0005498069783069402,4.746490084883703e-05,4,1.0
A,21,QQQ_Log_Return_1D,0.00039691768051852705,0.0005635876309682546,2.6220572749480198e-05,4,1.0
A,17,Price_to_SMA20_Z60,0.0003797940292997737,0.0006863823669878046,-2.7174961331866143e-05,4,1.0
A,21,Intraday_Return_Z60,0.00037752481057395926,0.0005279394863012684,2.0448943473638792e-05,4,1.0
A,20,Relative_Volume_20D_Z60,0.00037224360448817606,0.00038660157645497233,-6.967102700627947e-05,4,1.0
A,16,RSI_14_Scaled,0.0003668386201525209,0.0004427187644709453,4.794693607834688e-05,4,1.0
A,17,Volatility_14D_Z60,0.00035639456700664596,0.0003711681213157679,-1.9545773227491736e-05,4,1.0
A,20,Daily_Range_Z60,0.00034308083240830456,0.0005474521254849023,9.203291244830325e-05,4,1.0
A,20,QQQ_Log_Return_1D,0.0003390622814549715,0.0005239717644996251,7.584959462292318e-05,4,1.0
A,18,Log_Return_1D_Z60,0.00031948259879754914,0.0003338676219779131,-6.574745362897261e-05,4,1.0
A,19,QQQ_Volatility_14D,0.0003019957006245022,0.00033435665286211155,-0.0001746673108300456,4,1.0
A,19,Relative_Volume_20D_Z60,0.00029109477725342003,0.00030233419882179347,-7.270101025369513e-05,4,1.0
A,18,Log_Return_5D_Z60,0.0002795394738086543,0.0003077543719693876,-0.00011311745481634716,4,1.0
A,16,QQQ_Log_Return_5D,0.0002704067841250435,0.0003617422627978925,3.575507663722277e-05,4,1.0
A,16,Price_to_SMA20_Z60,0.0002668594091801424,0.00047711290963158086,-2.6939072640175254e-05,4,1.0
A,19,Daily_Range_Z60,0.0002582040508514183,0.00041849026813386,5.005770998600667e-05,4,1.0
A,16,Volatility_14D_Z60,0.0002550596336732269,0.0002762192465586036,-1.1740780260893757e-05,4,1.0
A,20,Intraday_Return_Z60,0.00025113148421951337,0.00034070361577519763,1.6867932799868868e-05,4,1.0
A,15,RSI_14_Scaled,0.0002486140984956364,0.00030216508582579386,2.9573043050845627e-05,4,1.0
A,18,Daily_Range_Z60,0.00023782531070537516,0.00039467821983121153,5.815132934117173e-05,4,1.0
A,18,Relative_Volume_20D_Z60,0.00023446000216154061,0.00023890476806977539,-3.186362415874555e-05,4,1.0
A,17,Log_Return_1D_Z60,0.00022153528334456496,0.0002313613637332425,-2.3394913057472877e-05,4,1.0
A,19,QQQ_Log_Return_1D,0.00021903080050833523,0.00033751085713059974,4.030162392609782e-05,4,1.0
A,18,QQQ_Volatility_14D,0.0002090494552930977,0.00023375075809587318,-0.00011573754869687036,4,1.0
A,17,Daily_Range_Z60,0.0001892493268655926,0.0003218783924446858,3.154184321374487e-05,4,1.0
A,15,Price_to_SMA20_Z60,0.00018515618035053194,0.0003258196091395334,-1.562882020067491e-05,4,1.0
A,17,Relative_Volume_20D_Z60,0.0001846327637053946,0.00018656524291303455,-3.713188706200299e-05,4,1.0
A,15,QQQ_Log_Return_5D,0.000183276201425997,0.00025478245154008776,2.6280994445571082e-05,4,1.0
A,19,Intraday_Return_Z60,0.0001817815186768712,0.000255061229793076,1.8382714273457168e-05,4,1.0
A,17,Log_Return_5D_Z60,0.0001790847560982911,0.00020684676977883803,-7.366014533261023e-05,4,1.0
A,15,Volatility_14D_Z60,0.00017539688792567176,0.00018762840304527151,-1.6059281222169375e-05,4,1.0
A,18,QQQ_Log_Return_1D,0.00017396211296727415,0.0002819107372481875,-1.985772200896463e-06,4,1.0
A,14,RSI_14_Scaled,0.00016756988748056756,0.00020526082492636002,1.6677082669502852e-05,4,1.0
A,16,Daily_Range_Z60,0.00016356410645812502,0.00028856976592308415,5.09619417872198e-05,4,1.0
A,16,Log_Return_1D_Z60,0.00016319775943429704,0.0001721771287530736,-2.1456486978266298e-05,4,1.0
A,17,QQQ_Log_Return_1D,0.0001538612211788859,0.00025191082595071645,-1.5903354544377635e-07,4,1.0
A,17,QQQ_Volatility_14D,0.00013949522269740555,0.00015486680940080704,-7.38326418172619e-05,4,1.0
A,16,Relative_Volume_20D_Z60,0.00013828451540121023,0.00014413282501699883,-1.724002913761069e-07,4,1.0
A,14,Price_to_SMA20_Z60,0.0001312485970004218,0.00023021610982421422,-8.120005819733933e-06,4,1.0
A,16,Log_Return_5D_Z60,0.0001275272298357777,0.00015552520894786387,-4.4708995218911696e-05,4,1.0
A,18,Intraday_Return_Z60,0.0001253501765177134,0.00015992839448494123,2.334306295637134e-05,4,1.0
A,14,Volatility_14D_Z60,0.00012416502462997414,0.00013186597737917594,-5.6023417300821166e-06,4,1.0
A,14,QQQ_Log_Return_5D,0.00012022361508456925,0.00016824286011697402,1.413927109972235e-05,4,1.0
A,15,Daily_Range_Z60,0.00011459588660045483,0.00019289134579047567,1.4868916873744809e-05,4,1.0
A,16,QQQ_Log_Return_1D,0.00010980325072296182,0.0001788470835676025,-3.2062985173553216e-06,4,1.0
A,13,RSI_14_Scaled,0.0001077875081421098,0.0001267437108743832,5.267869717329177e-06,4,1.0
A,15,Log_Return_1D_Z60,9.635815428055139e-05,9.644642652577358e-05,-9.921692180725472e-06,4,1.0
A,16,QQQ_Volatility_14D,9.26335388555799e-05,9.943605704607723e-05,-5.223144424348902e-05,4,1.0
A,14,Daily_Range_Z60,9.120072675727897e-05,0.0001554303907846236,2.0528941996111882e-05,4,1.0
A,13,Volatility_14D_Z60,9.045531604101598e-05,9.620023873941251e-05,-3.272460077141659e-06,4,1.0
A,15,Log_Return_5D_Z60,9.039630818108435e-05,0.00011456337245211515,-2.0127860906882233e-05,4,1.0
A,17,Intraday_Return_Z60,8.877749121438683e-05,0.00010880684693135059,-4.730957144261083e-06,4,1.0
A,13,Price_to_SMA20_Z60,8.813556206632711e-05,0.00015014227918270015,-7.605505169649973e-06,4,1.0
A,15,Relative_Volume_20D_Z60,8.478445761284092e-05,8.7770916700488e-05,-2.614777157994297e-05,4,1.0
A,13,Daily_Range_Z60,8.183612305856514e-05,0.00013532233898336628,2.284904248384123e-05,4,1.0
A,15,QQQ_Log_Return_1D,7.962885280221599e-05,0.0001296852114572218,8.520978099113563e-06,4,1.0
A,13,QQQ_Log_Return_5D,7.554226844774803e-05,0.00010724984245448744,8.41218607128269e-06,4,1.0
A,12,RSI_14_Scaled,6.774721737201617e-05,7.489669242535533e-05,-2.446813383016888e-07,4,1.0
A,14,Log_Return_5D_Z60,6.529932722543208e-05,8.11971197143378e-05,-1.1906835474917443e-05,4,1.0
A,12,Volatility_14D_Z60,6.305092848890581e-05,6.6338011495736e-05,-5.080895668641006e-06,4,1.0
A,14,Log_Return_1D_Z60,6.176392130896602e-05,6.223226065207529e-05,-7.420120056167434e-06,4,1.0
A,16,Intraday_Return_Z60,6.16590454001198e-05,7.662290553658769e-05,7.713845036505518e-06,4,1.0
A,15,QQQ_Volatility_14D,6.116952944523746e-05,6.324251429114743e-05,-3.564367668218438e-05,4,1.0
A,14,Relative_Volume_20D_Z60,5.7207068394404814e-05,5.9613526765489816e-05,-2.0739342794229287e-05,4,1.0
A,12,Price_to_SMA20_Z60,5.716853510762121e-05,9.26900450639375e-05,-3.4843236509374265e-06,4,1.0
A,12,Daily_Range_Z60,5.402783827435087e-05,8.689834746887754e-05,5.098856061813706e-06,4,1.0
A,14,QQQ_Log_Return_1D,5.12588602816777e-05,8.259366735884986e-05,7.387684295423469e-07,4,1.0
A,13,Relative_Volume_20D_Z60,4.678354876830326e-05,5.021512660329279e-05,-8.300755201418042e-06,4,1.0
A,12,QQQ_Log_Return_5D,4.630755562118338e-05,6.425149664367596e-05,8.014937177502901e-06,4,1.0
A,13,Log_Return_5D_Z60,4.447118801920169e-05,5.225920803972961e-05,-8.780525959650731e-06,4,1.0
A,11,RSI_14_Scaled,4.291467634232049e-05,4.4948206440890475e-05,-3.77325634559611e-06,4,1.0
A,11,Volatility_14D_Z60,4.098665587548567e-05,4.202254940345291e-05,-5.076991385521978e-06,4,1.0
A,14,QQQ_Volatility_14D,4.055332586716531e-05,4.026582555795166e-05,-2.2269614724734765e-05,4,1.0
A,13,Log_Return_1D_Z60,4.0492369720368515e-05,3.9909864550432486e-05,-6.763173504786835e-06,4,1.0
A,15,Intraday_Return_Z60,3.943345768675499e-05,4.4920819104889375e-05,3.381803063362554e-06,4,1.0
A,11,Daily_Range_Z60,3.933210423667788e-05,6.087938550167512e-05,1.0980482665345903e-06,4,1.0
A,11,Price_to_SMA20_Z60,3.804643834115495e-05,5.78257987813249e-05,-9.188666112436294e-07,4,1.0
A,13,QQQ_Log_Return_1D,3.782741970326242e-05,6.201420865209021e-05,3.72904917345096e-06,4,1.0
A,12,Relative_Volume_20D_Z60,3.168641028139518e-05,3.35683843906239e-05,-3.3604413585131e-06,4,1.0
A,12,QQQ_Log_Return_1D,3.0931583779647553e-05,4.9531196724818866e-05,4.0882220631033306e-07,4,1.0
A,12,Log_Return_5D_Z60,3.083538258508156e-05,3.8686579851233234e-05,-3.507177638084613e-06,4,1.0
A,12,Log_Return_1D_Z60,3.060923717868036e-05,3.3722425949594654e-05,-5.529065437492875e-06,4,1.0
A,10,Daily_Range_Z60,2.9316249012367734e-05,4.4509383288666346e-05,2.5051018292532312e-06,4,1.0
A,11,QQQ_Log_Return_5D,2.8067913611096174e-05,3.634350390553111e-05,6.303388776635055e-06,4,1.0
A,13,QQQ_Volatility_14D,2.7773955018517427e-05,2.687477715180923e-05,-1.2924739063890911e-05,4,1.0
A,10,Volatility_14D_Z60,2.6968148063133413e-05,2.777435268862701e-05,-3.5871375221319113e-06,4,1.0
A,10,RSI_14_Scaled,2.5028369819324325e-05,2.4178814944575782e-05,-3.894228084888596e-06,4,1.0
A,14,Intraday_Return_Z60,2.4054824223185278e-05,2.5257221939129966e-05,6.397296310467482e-07,4,1.0
A,10,Price_to_SMA20_Z60,2.3338397941330413e-05,3.272370651036892e-05,-1.9124537287140697e-07,4,1.0
A,11,Log_Return_5D_Z60,2.295624122794493e-05,2.7848130989245683e-05,-3.985447683874099e-06,4,1.0
A,11,Relative_Volume_20D_Z60,2.2316669749500306e-05,2.371657769624394e-05,-2.4275253345251713e-06,4,1.0
A,9,Daily_Range_Z60,2.125581849554692e-05,2.959376860848692e-05,-3.0852822652249756e-07,4,1.0
A,11,QQQ_Log_Return_1D,1.89100886203164e-05,3.0175349734453767e-05,1.4356953084160295e-06,4,1.0
A,12,QQQ_Volatility_14D,1.8878300657831915e-05,1.7225318396612324e-05,-7.046833758295179e-06,4,1.0
A,11,Log_Return_1D_Z60,1.8481239607126554e-05,2.004399106056489e-05,1.6995463726909854e-06,4,1.0
A,9,Volatility_14D_Z60,1.8276968894781476e-05,1.893673320616069e-05,-2.8734394650342665e-06,4,1.0
A,10,Relative_Volume_20D_Z60,1.6900151141641118e-05,1.7868019141191357e-05,-1.5494105018998283e-06,4,1.0
A,13,Intraday_Return_Z60,1.6040633425973283e-05,1.7109032300180947e-05,1.2762549097544706e-06,4,1.0
A,8,Daily_Range_Z60,1.5774559063430615e-05,2.2648689541020556e-05,-1.1952247760405044e-06,4,1.0
A,9,RSI_14_Scaled,1.565361100830387e-05,1.4473148922226635e-05,-3.983633395598929e-06,4,1.0
A,10,Log_Return_5D_Z60,1.562940858512718e-05,1.890424012348187e-05,-3.1298428249115773e-06,4,1.0
A,10,QQQ_Log_Return_5D,1.544422245913779e-05,1.7597723275022893e-05,3.7054881605325107e-06,4,1.0
A,9,Price_to_SMA20_Z60,1.4807544157946495e-05,1.9256423710868207e-05,3.05000884104345e-07,4,1.0
A,10,QQQ_Log_Return_1D,1.356720084189078e-05,2.2525853626211013e-05,4.595407994967271e-07,4,1.0
A,10,Log_Return_1D_Z60,1.350674770961291e-05,1.3807823374949878e-05,-1.5757092679535845e-06,4,1.0
A,9,Relative_Volume_20D_Z60,1.31337581841251e-05,1.4410680471045623e-05,-5.695285105744574e-07,4,1.0
A,11,QQQ_Volatility_14D,1.3120891928508627e-05,1.157025812547373e-05,-3.7232847454049534e-06,4,1.0
A,8,Volatility_14D_Z60,1.2325223853082434e-05,1.2777095457040816e-05,-2.14895645589408e-06,4,1.0
A,9,Log_Return_5D_Z60,1.1344010630409684e-05,1.3983108258591473e-05,-1.5531617574282564e-06,4,1.0
A,8,RSI_14_Scaled,1.0537669343335665e-05,9.691238820404932e-06,-3.997965866808784e-06,4,1.0
A,12,Intraday_Return_Z60,1.0190904063733797e-05,9.325013765659288e-06,1.5983416332687739e-06,4,1.0
A,7,Daily_Range_Z60,9.85591925761753e-06,1.3741774934053477e-05,-2.464295006276984e-06,4,1.0
