Variant,Test_Year,Sequence_Step,Feature,Mean_Abs_IG,Mean_IG,Positive_Share,Negative_Share
A,2023,5,Daily_Range_Z60,6.698049674014328e-06,-1.0773039775813231e-06,0.3644067796610169,0.635593220338983
A,2023,5,QQQ_Log_Return_1D,1.1547498388608801e-06,3.852403906989821e-08,0.4491525423728814,0.5508474576271186
A,2023,5,QQQ_Log_Return_5D,2.410044544376433e-06,2.044610880602704e-07,0.4661016949152542,0.5338983050847458
A,2023,5,QQQ_Volatility_14D,1.473721113143256e-06,-1.122174126066966e-06,0.288135593220339,0.711864406779661
A,2023,6,Log_Return_1D_Z60,5.8178193285129964e-06,9.969253511599163e-08,0.5423728813559322,0.4576271186440678
A,2023,6,Log_Return_5D_Z60,1.04730015664245e-05,-1.3471562851918861e-06,0.4576271186440678,0.5423728813559322
A,2023,6,Volatility_14D_Z60,1.2871972103312146e-05,-7.691487553529441e-06,0.2542372881355932,0.7457627118644068
A,2023,6,Relative_Volume_20D_Z60,8.74686702445615e-06,-4.986658268535393e-07,0.3389830508474576,0.6610169491525424
A,2023,6,RSI_14_Scaled,6.291799763857853e-06,-1.0998611514878576e-06,0.4661016949152542,0.5338983050847458
A,2023,6,Price_to_SMA20_Z60,8.135382813634351e-06,-2.0084880816284567e-06,0.5508474576271186,0.4491525423728814
A,2023,6,Intraday_Return_Z60,2.4726723495405167e-06,1.1513081688008242e-07,0.559322033898305,0.4406779661016949
A,2023,6,Daily_Range_Z60,8.228204933402594e-06,-2.317751523150946e-06,0.3220338983050847,0.6779661016949152
A,2023,6,QQQ_Log_Return_1D,1.7707023971524904e-06,-5.250322487881931e-08,0.423728813559322,0.576271186440678
A,2023,6,QQQ_Log_Return_5D,3.7678239550587023e-06,3.762609424029506e-07,0.4745762711864407,0.5254237288135594
A,2023,6,QQQ_Volatility_14D,2.0704883354483172e-06,-1.5861838846831233e-06,0.2796610169491525,0.7203389830508474
A,2023,7,Log_Return_1D_Z60,8.90101000550203e-06,-2.8481852041295497e-06,0.4830508474576271,0.5169491525423728
A,2023,7,Log_Return_5D_Z60,1.542001155030448e-05,-2.539391061873175e-06,0.4491525423728814,0.5508474576271186
A,2023,7,Volatility_14D_Z60,1.7862948880065233e-05,-1.0695635864976794e-05,0.23728813559322035,0.7627118644067796
A,2023,7,Relative_Volume_20D_Z60,1.1531328709679656e-05,-8.049298116930004e-07,0.3898305084745763,0.6101694915254238
A,2023,7,RSI_14_Scaled,9.19980629987549e-06,-3.8901728771634225e-07,0.5254237288135594,0.4745762711864407
A,2023,7,Price_to_SMA20_Z60,9.875346222543158e-06,-2.3907077775220387e-06,0.5508474576271186,0.4491525423728814
A,2023,7,Intraday_Return_Z60,3.017305289176875e-06,-1.3282218880306118e-08,0.4745762711864407,0.5254237288135594
A,2023,7,Daily_Range_Z60,9.664114259066992e-06,-4.866557446803199e-06,0.2796610169491525,0.7203389830508474
A,2023,7,QQQ_Log_Return_1D,2.2699371129419887e-06,-3.9411028751601407e-07,0.4745762711864407,0.5254237288135594
A,2023,7,QQQ_Log_Return_5D,5.672396127920365e-06,1.4551839058185578e-06,0.5254237288135594,0.4745762711864407
A,2023,7,QQQ_Volatility_14D,2.749679879343603e-06,-2.0569625576172257e-06,0.2457627118644068,0.7542372881355932
A,2023,8,Log_Return_1D_Z60,1.2710897863144055e-05,-1.6113839365061722e-06,0.5169491525423728,0.4830508474576271
A,2023,8,Log_Return_5D_Z60,2.233259510830976e-05,-3.34344395014341e-06,0.4661016949152542,0.5338983050847458
A,2023,8,Volatility_14D_Z60,2.502862480469048e-05,-1.4932760677766055e-05,0.2288135593220339,0.7711864406779662
A,2023,8,Relative_Volume_20D_Z60,1.699990389170125e-05,-3.6110486689722165e-06,0.3135593220338983,0.6864406779661016
A,2023,8,RSI_14_Scaled,1.4966898561397102e-05,-4.0948041402089075e-08,0.5254237288135594,0.4745762711864407
A,2023,8,Price_to_SMA20_Z60,1.2811899978260044e-05,-3.9930400816956535e-06,0.5338983050847458,0.4661016949152542
A,2023,8,Intraday_Return_Z60,3.8822690839879215e-06,-5.864840773028845e-07,0.5338983050847458,0.4661016949152542
A,2023,8,Daily_Range_Z60,1.4406432455871254e-05,-5.452439381770091e-06,0.3135593220338983,0.6864406779661016
A,2023,8,QQQ_Log_Return_1D,3.308487293907092e-06,-3.5461820857563e-07,0.5169491525423728,0.4830508474576271
A,2023,8,QQQ_Log_Return_5D,7.802654181432445e-06,2.3605023216077825e-06,0.5338983050847458,0.4661016949152542
A,2023,8,QQQ_Volatility_14D,3.970083525928203e-06,-3.041061518160859e-06,0.23728813559322035,0.7627118644067796
A,2023,9,Log_Return_1D_Z60,1.9248007447458804e-05,-2.2751898995920783e-06,0.4745762711864407,0.5254237288135594
A,2023,9,Log_Return_5D_Z60,3.1483807106269524e-05,-1.6771911077739787e-06,0.5084745762711864,0.4915254237288136
A,2023,9,Volatility_14D_Z60,3.420472057769075e-05,-2.233099439763464e-05,0.2288135593220339,0.7711864406779662
A,2023,9,Relative_Volume_20D_Z60,2.9385017114691436e-05,-6.78776473250764e-07,0.2966101694915254,0.7033898305084746
A,2023,9,RSI_14_Scaled,2.174043947889004e-05,-4.3392356019467115e-07,0.5338983050847458,0.4661016949152542
A,2023,9,Price_to_SMA20_Z60,1.6816587958601303e-05,-4.92970184495789e-06,0.5169491525423728,0.4830508474576271
A,2023,9,Intraday_Return_Z60,6.746741291863145e-06,1.3961474678580998e-06,0.559322033898305,0.4406779661016949
A,2023,9,Daily_Range_Z60,2.094210867653601e-05,-2.817256245180033e-06,0.3644067796610169,0.635593220338983
A,2023,9,QQQ_Log_Return_1D,4.200086550554261e-06,2.235845926179536e-07,0.5169491525423728,0.4830508474576271
A,2023,9,QQQ_Log_Return_5D,1.1125253877253272e-05,2.6845771117223194e-06,0.4491525423728814,0.5508474576271186
A,2023,9,QQQ_Volatility_14D,5.20123285241425e-06,-4.1290686567663215e-06,0.2542372881355932,0.7457627118644068
A,2023,10,Log_Return_1D_Z60,2.9806526072206907e-05,-4.368589543446433e-06,0.5338983050847458,0.4661016949152542
A,2023,10,Log_Return_5D_Z60,4.295268445275724e-05,-5.679684818460373e-06,0.4830508474576271,0.5169491525423728
A,2023,10,Volatility_14D_Z60,4.765793710248545e-05,-3.059583832509816e-05,0.2288135593220339,0.7711864406779662
A,2023,10,Relative_Volume_20D_Z60,3.5517496144166216e-05,-8.48651416163193e-06,0.288135593220339,0.711864406779661
A,2023,10,RSI_14_Scaled,3.307307997602038e-05,8.619354048278183e-07,0.5508474576271186,0.4491525423728814
A,2023,10,Price_to_SMA20_Z60,2.1537704014917836e-05,-7.588354947074549e-06,0.4491525423728814,0.5508474576271186
A,2023,10,Intraday_Return_Z60,8.495746442349628e-06,-5.596835421783908e-07,0.5677966101694916,0.4322033898305085
A,2023,10,Daily_Range_Z60,2.144204336218536e-05,-7.34498780730064e-06,0.3389830508474576,0.6610169491525424
A,2023,10,QQQ_Log_Return_1D,6.231254246813478e-06,-8.030750109355722e-08,0.5,0.5
A,2023,10,QQQ_Log_Return_5D,1.6312478692270815e-05,4.0447885112371296e-06,0.5423728813559322,0.4576271186440678
A,2023,10,QQQ_Volatility_14D,7.337442639254732e-06,-5.522605079022469e-06,0.2542372881355932,0.7457627118644068
A,2023,11,Log_Return_1D_Z60,4.446917955647223e-05,7.535826171078952e-06,0.5847457627118644,0.4152542372881356
A,2023,11,Log_Return_5D_Z60,6.322144326986745e-05,-3.7512652397708734e-06,0.5932203389830508,0.4067796610169492
A,2023,11,Volatility_14D_Z60,7.1407099312637e-05,-4.277960033505224e-05,0.23728813559322035,0.7627118644067796
A,2023,11,Relative_Volume_20D_Z60,4.273712693247944e-05,-1.1701758921844885e-05,0.3135593220338983,0.6864406779661016
A,2023,11,RSI_14_Scaled,5.088220495963469e-05,-8.372894626518246e-07,0.5,0.5
A,2023,11,Price_to_SMA20_Z60,2.7137590222992003e-05,-1.3067246072751004e-05,0.3983050847457627,0.6016949152542372
A,2023,11,Intraday_Return_Z60,1.1665909369185101e-05,3.6231253943697084e-06,0.6779661016949152,0.3220338983050847
A,2023,11,Daily_Range_Z60,2.6799043553182855e-05,-4.993773927708389e-06,0.3898305084745763,0.6101694915254238
A,2023,11,QQQ_Log_Return_1D,1.1149272722832393e-05,3.069993681492633e-06,0.6101694915254238,0.3898305084745763
A,2023,11,QQQ_Log_Return_5D,2.353438139834907e-05,2.882026819861494e-06,0.4915254237288136,0.5084745762711864
A,2023,11,QQQ_Volatility_14D,9.775461876415648e-06,-8.01652731752256e-06,0.23728813559322035,0.7627118644067796
A,2023,12,Log_Return_1D_Z60,7.369816739810631e-05,-1.2563188647618517e-05,0.4745762711864407,0.5254237288135594
A,2023,12,Log_Return_5D_Z60,8.734138828003779e-05,1.0480409855517792e-06,0.576271186440678,0.423728813559322
A,2023,12,Volatility_14D_Z60,0.00010037051833933219,-5.89045557717327e-05,0.2288135593220339,0.7711864406779662
A,2023,12,Relative_Volume_20D_Z60,6.437525735236704e-05,-1.4629051293013617e-05,0.3644067796610169,0.635593220338983
A,2023,12,RSI_14_Scaled,7.311906665563583e-05,3.7292390970833367e-06,0.5084745762711864,0.4915254237288136
A,2023,12,Price_to_SMA20_Z60,3.0450200938503258e-05,-1.519239776825998e-05,0.3898305084745763,0.6101694915254238
A,2023,12,Intraday_Return_Z60,1.6055289961514063e-05,-6.686308324788115e-07,0.5423728813559322,0.4576271186440678
A,2023,12,Daily_Range_Z60,3.041594936803449e-05,-2.0842726371483877e-06,0.3983050847457627,0.6016949152542372
A,2023,12,QQQ_Log_Return_1D,1.7715354260872118e-05,-4.1051566768146586e-06,0.4406779661016949,0.559322033898305
A,2023,12,QQQ_Log_Return_5D,3.162892608088441e-05,4.342064130469225e-06,0.5423728813559322,0.4576271186440678
A,2023,12,QQQ_Volatility_14D,1.3071997273073066e-05,-1.0445308362250216e-05,0.2627118644067797,0.7372881355932204
A,2023,13,Log_Return_1D_Z60,7.88857287261635e-05,-1.585980317031499e-05,0.5084745762711864,0.4915254237288136
A,2023,13,Log_Return_5D_Z60,0.00011923298006877303,-5.1823831199726555e-06,0.5677966101694916,0.4322033898305085
A,2023,13,Volatility_14D_Z60,0.00013994202890899032,-7.956567424116656e-05,0.2711864406779661,0.7288135593220338
A,2023,13,Relative_Volume_20D_Z60,0.00010129555448656902,-2.968452827190049e-05,0.3220338983050847,0.6779661016949152
A,2023,13,RSI_14_Scaled,0.00010319247667212039,1.2811821761715692e-05,0.5338983050847458,0.4661016949152542
A,2023,13,Price_to_SMA20_Z60,3.5142726119374856e-05,-1.813304697861895e-05,0.4152542372881356,0.5847457627118644
A,2023,13,Intraday_Return_Z60,1.9074139345320873e-05,-2.517551820346853e-07,0.5084745762711864,0.4915254237288136
A,2023,13,Daily_Range_Z60,3.8003861845936626e-05,-1.0321342415409163e-05,0.3135593220338983,0.6864406779661016
A,2023,13,QQQ_Log_Return_1D,1.8528948203311302e-05,-1.7904377500599367e-06,0.4830508474576271,0.5169491525423728
A,2023,13,QQQ_Log_Return_5D,4.6154131268849596e-05,8.988812624011189e-06,0.5084745762711864,0.4915254237288136
A,2023,13,QQQ_Volatility_14D,1.7655880583333783e-05,-1.4844611541775521e-05,0.23728813559322035,0.7627118644067796
A,2023,14,Log_Return_1D_Z60,0.00012441622675396502,-2.9978311431477778e-05,0.423728813559322,0.576271186440678
A,2023,14,Log_Return_5D_Z60,0.00018337600340601057,-1.785741733328905e-05,0.5084745762711864,0.4915254237288136
A,2023,14,Volatility_14D_Z60,0.0001874245936051011,-0.00010691873467294499,0.22033898305084745,0.7796610169491526
A,2023,14,Relative_Volume_20D_Z60,0.0001124509290093556,-6.271639722399414e-05,0.22033898305084745,0.7796610169491526
A,2023,14,RSI_14_Scaled,0.0001463315129512921,3.0051376597839408e-05,0.5508474576271186,0.4491525423728814
A,2023,14,Price_to_SMA20_Z60,4.0895196434576064e-05,-1.9683115169755183e-05,0.3983050847457627,0.6016949152542372
A,2023,14,Intraday_Return_Z60,3.191410723957233e-05,-5.514485224011878e-07,0.4830508474576271,0.5169491525423728
A,2023,14,Daily_Range_Z60,3.381743226782419e-05,-1.107183561543934e-05,0.3474576271186441,0.652542372881356
A,2023,14,QQQ_Log_Return_1D,2.738338298513554e-05,-6.919032784935553e-06,0.4152542372881356,0.5847457627118644
A,2023,14,QQQ_Log_Return_5D,7.74404761614278e-05,2.0534669602056965e-05,0.559322033898305,0.4406779661016949
A,2023,14,QQQ_Volatility_14D,2.438348383293487e-05,-2.1095183910802007e-05,0.23728813559322035,0.7627118644067796
A,2023,15,Log_Return_1D_Z60,0.00019382858590688556,-2.0116407540626824e-05,0.5254237288135594,0.4745762711864407
A,2023,15,Log_Return_5D_Z60,0.00025773633387871087,-3.221317456336692e-05,0.4491525423728814,0.5508474576271186
A,2023,15,Volatility_14D_Z60,0.0002544363378547132,-0.0001589092134963721,0.22033898305084745,0.7796610169491526
A,2023,15,Relative_Volume_20D_Z60,0.00016777498240116984,-6.932664109626785e-05,0.2796610169491525,0.7203389830508474
A,2023,15,RSI_14_Scaled,0.00022406478819902986,4.7501103836111724e-05,0.5932203389830508,0.4067796610169492
A,2023,15,Price_to_SMA20_Z60,5.35802282684017e-05,-2.6551142582320608e-05,0.4576271186440678,0.5423728813559322
A,2023,15,Intraday_Return_Z60,4.374193667899817e-05,-1.2418233382049948e-05,0.5084745762711864,0.4915254237288136
A,2023,15,Daily_Range_Z60,4.454357986105606e-05,-6.7342839429329615e-06,0.3728813559322034,0.6271186440677966
A,2023,15,QQQ_Log_Return_1D,3.986634692410007e-05,-7.574638402729761e-06,0.4661016949152542,0.5338983050847458
A,2023,15,QQQ_Log_Return_5D,0.00012407345639076084,3.947963341488503e-05,0.6101694915254238,0.3898305084745763
A,2023,15,QQQ_Volatility_14D,3.490775634418242e-05,-2.9983690183144063e-05,0.19491525423728814,0.8050847457627118
A,2023,16,Log_Return_1D_Z60,0.0002637276193127036,-5.0789432862075046e-05,0.5,0.5
A,2023,16,Log_Return_5D_Z60,0.00035218658740632236,-0.00011132781219203025,0.4576271186440678,0.5423728813559322
A,2023,16,Volatility_14D_Z60,0.0003544929495546967,-0.00020424864487722516,0.23728813559322035,0.7627118644067796
A,2023,16,Relative_Volume_20D_Z60,0.00024842590210027993,-2.7831467377836816e-05,0.2796610169491525,0.7203389830508474
A,2023,16,RSI_14_Scaled,0.0003247017739340663,8.392517338506877e-05,0.6016949152542372,0.3983050847457627
A,2023,16,Price_to_SMA20_Z60,6.401539576472715e-05,-3.793735959334299e-05,0.4322033898305085,0.5677966101694916
A,2023,16,Intraday_Return_Z60,5.98248079768382e-05,-1.1227659342694096e-05,0.4915254237288136,0.5084745762711864
A,2023,16,Daily_Range_Z60,4.330044612288475e-05,6.530108294100501e-06,0.4745762711864407,0.5254237288135594
A,2023,16,QQQ_Log_Return_1D,5.3179028327576816e-05,-8.090881237876602e-06,0.4915254237288136,0.5084745762711864
A,2023,16,QQQ_Log_Return_5D,0.0002069235051749274,0.00010977961937896907,0.6694915254237288,0.3305084745762712
A,2023,16,QQQ_Volatility_14D,5.0655573431868106e-05,-4.337899372330867e-05,0.1864406779661017,0.8135593220338984
A,2023,17,Log_Return_1D_Z60,0.00036602834006771445,-0.00013695091183762997,0.4152542372881356,0.5847457627118644
A,2023,17,Log_Return_5D_Z60,0.00047338835429400206,-0.0001903880765894428,0.4491525423728814,0.5508474576271186
A,2023,17,Volatility_14D_Z60,0.0005104822921566665,-0.00030863069696351886,0.2033898305084746,0.7966101694915254
A,2023,17,Relative_Volume_20D_Z60,0.00035568219027481973,-8.298447937704623e-05,0.2711864406779661,0.7288135593220338
A,2023,17,RSI_14_Scaled,0.0004771322710439563,0.0001718767307465896,0.635593220338983,0.3644067796610169
A,2023,17,Price_to_SMA20_Z60,7.650388579349965e-05,-4.4773001718567684e-05,0.3813559322033898,0.6186440677966102
A,2023,17,Intraday_Return_Z60,9.366659651277587e-05,-3.5278124414617196e-05,0.4576271186440678,0.5423728813559322
A,2023,17,Daily_Range_Z60,6.276672502281144e-05,1.5119545423658565e-05,0.4745762711864407,0.5254237288135594
A,2023,17,QQQ_Log_Return_1D,7.171322067733854e-05,-2.7992737159365788e-05,0.4406779661016949,0.559322033898305
A,2023,17,QQQ_Log_Return_5D,0.0002913078642450273,0.00016478625184390694,0.652542372881356,0.3474576271186441
A,2023,17,QQQ_Volatility_14D,7.199829997261986e-05,-6.508476508315653e-05,0.16101694915254236,0.8389830508474576
A,2023,18,Log_Return_1D_Z60,0.0005365493125282228,-0.00017534260405227542,0.4322033898305085,0.5677966101694916
A,2023,18,Log_Return_5D_Z60,0.0007057548500597477,-0.0003127545351162553,0.423728813559322,0.576271186440678
A,2023,18,Volatility_14D_Z60,0.0007234821678139269,-0.0004165556747466326,0.2033898305084746,0.7966101694915254
A,2023,18,Relative_Volume_20D_Z60,0.0004467201652005315,-4.338938197179232e-06,0.3305084745762712,0.6694915254237288
A,2023,18,RSI_14_Scaled,0.0007247185567393899,0.00029595507658086717,0.652542372881356,0.3474576271186441
A,2023,18,Price_to_SMA20_Z60,0.00010415993892820552,-7.479730265913531e-05,0.3135593220338983,0.6864406779661016
A,2023,18,Intraday_Return_Z60,0.00011508013994898647,-4.7056069888640195e-05,0.4491525423728814,0.5508474576271186
A,2023,18,Daily_Range_Z60,8.619701839052141e-05,2.9265274861245416e-05,0.5254237288135594,0.4745762711864407
A,2023,18,QQQ_Log_Return_1D,7.686702883802354e-05,-2.178308022848796e-05,0.4322033898305085,0.5677966101694916
A,2023,18,QQQ_Log_Return_5D,0.00042258703615516424,0.0002535388630349189,0.6864406779661016,0.3135593220338983
A,2023,18,QQQ_Volatility_14D,0.00010790176020236686,-0.00010119640501216054,0.13559322033898305,0.864406779661017
A,2023,19,Log_Return_1D_Z60,0.0006916587590239942,-2.6850733775063418e-05,0.5169491525423728,0.4830508474576271
A,2023,19,Log_Return_5D_Z60,0.001002115779556334,-0.00035122717963531613,0.3898305084745763,0.6101694915254238
A,2023,19,Volatility_14D_Z60,0.0010158225195482373,-0.0005563743179664016,0.211864406779661,0.788135593220339
A,2023,19,Relative_Volume_20D_Z60,0.0004894344601780176,-9.127409430220723e-05,0.3220338983050847,0.6779661016949152
A,2023,19,RSI_14_Scaled,0.0010064373491331935,0.000408864114433527,0.6271186440677966,0.3728813559322034
A,2023,19,Price_to_SMA20_Z60,0.00011936619557673112,-9.089700324693695e-05,0.3050847457627119,0.6949152542372882
A,2023,19,Intraday_Return_Z60,0.00013180576206650585,-1.1693569831550121e-05,0.4830508474576271,0.5169491525423728
A,2023,19,Daily_Range_Z60,0.00010901514178840443,7.730378274573013e-05,0.6779661016949152,0.3220338983050847
A,2023,19,QQQ_Log_Return_1D,0.00012153897841926664,2.031642543443013e-05,0.5338983050847458,0.4661016949152542
A,2023,19,QQQ_Log_Return_5D,0.0005868895095773041,0.0002774233289528638,0.6271186440677966,0.3728813559322034
A,2023,19,QQQ_Volatility_14D,0.00016815464186947793,-0.00016341096488758922,0.0847457627118644,0.9152542372881356
A,2023,20,Log_Return_1D_Z60,0.0008785554673522711,4.725798135041259e-05,0.5423728813559322,0.4576271186440678
A,2023,20,Log_Return_5D_Z60,0.0012962841428816319,-0.0003947916266042739,0.4406779661016949,0.559322033898305
A,2023,20,Volatility_14D_Z60,0.0013606062857434154,-0.0008138649864122272,0.17796610169491525,0.8220338983050848
A,2023,20,Relative_Volume_20D_Z60,0.0005819693324156106,-0.00011780801287386566,0.3220338983050847,0.6779661016949152
A,2023,20,RSI_14_Scaled,0.0013447164092212915,0.0005118316039443016,0.6186440677966102,0.3813559322033898
A,2023,20,Price_to_SMA20_Z60,0.00014593150990549475,-0.00011512711353134364,0.2966101694915254,0.7033898305084746
A,2023,20,Intraday_Return_Z60,0.0001852693676482886,-2.9161531074350933e-06,0.5508474576271186,0.4491525423728814
A,2023,20,Daily_Range_Z60,0.0001292020606342703,7.448098040185869e-05,0.6949152542372882,0.3050847457627119
A,2023,20,QQQ_Log_Return_1D,0.0001753547985572368,2.0972869606339373e-05,0.5338983050847458,0.4661016949152542
A,2023,20,QQQ_Log_Return_5D,0.0008177220588549972,0.00030696825706399977,0.6271186440677966,0.3728813559322034
A,2023,20,QQQ_Volatility_14D,0.00024285518156830221,-0.00023711867106612772,0.0847457627118644,0.9152542372881356
A,2023,21,Log_Return_1D_Z60,0.001508699613623321,-7.984119292814285e-05,0.5423728813559322,0.4576271186440678
A,2023,21,Log_Return_5D_Z60,0.0016636628424748778,-0.0004665776214096695,0.4491525423728814,0.5508474576271186
A,2023,21,Volatility_14D_Z60,0.0017987055471166968,-0.0009718358051031828,0.211864406779661,0.788135593220339
A,2023,21,Relative_Volume_20D_Z60,0.0008957718382589519,8.856951171765104e-05,0.3474576271186441,0.652542372881356
A,2023,21,RSI_14_Scaled,0.0018726094858720899,0.0006592340650968254,0.6016949152542372,0.3983050847457627
A,2023,21,Price_to_SMA20_Z60,0.0002132497465936467,-0.00019128613348584622,0.211864406779661,0.788135593220339
A,2023,21,Intraday_Return_Z60,0.00023489701561629772,-3.0385021091206e-05,0.5338983050847458,0.4661016949152542
A,2023,21,Daily_Range_Z60,0.0002199545269832015,0.00014211030793376267,0.7372881355932204,0.2627118644067797
