Event_Session,Strategy_Return_Gross,Strategy_Return_Net,Num_Positions,Equity,Running_Max,Drawdown,Family,Model,Portfolio_Type,Portfolio_Definition,Cost_Bps_Per_Side,Probability_Margin
2024-12-12,0.0,0.0,0,0.9706984004824346,1.0159724705477813,-0.04456230004040984,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-13,-0.025413230643093088,-0.02641323064309309,1,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-16,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-17,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-18,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-19,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-20,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-23,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-24,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-26,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-27,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-30,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2024-12-31,0.0,0.0,0,0.9450591197456105,1.0159724705477813,-0.06979849637454882,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-02,-0.009911436005916263,-0.010911436005916264,1,0.9347471676386987,1.0159724705477813,-0.07994833055396511,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-03,0.0,0.0,0,0.9347471676386987,1.0159724705477813,-0.07994833055396511,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-06,0.0009160206755860489,-8.397932441395108e-05,1,0.9346686682030625,1.0159724705477813,-0.08002559587159119,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-07,0.0010276309866117939,2.763098661179384e-05,1,0.9346944940205201,1.0159724705477813,-0.08000017607114751,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-08,0.0,0.0,0,0.9346944940205201,1.0159724705477813,-0.08000017607114751,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-10,0.0,0.0,0,0.9346944940205201,1.0159724705477813,-0.08000017607114751,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-13,0.0076964277115311175,0.0066964277115311175,1,0.9409536081320946,1.0159724705477813,-0.07383946375558659,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-14,0.0005296567358811788,-0.00047034326411882123,1,0.9405110369406614,1.0159724705477813,-0.07427507712530179,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-15,0.0,0.0,0,0.9405110369406614,1.0159724705477813,-0.07427507712530179,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-16,0.0,0.0,0,0.9405110369406614,1.0159724705477813,-0.07427507712530179,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-17,0.0,0.0,0,0.9405110369406614,1.0159724705477813,-0.07427507712530179,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-21,0.0,0.0,0,0.9405110369406614,1.0159724705477813,-0.07427507712530179,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-22,0.023895138386941905,0.022895138386941905,1,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-23,0.0,0.0,0,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-24,0.0,0.0,0,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-27,0.0,0.0,0,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-28,0.0,0.0,0,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-29,0.0,0.0,0,0.9620441672858642,1.0159724705477813,-0.05308047690784434,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-30,0.009283280199104849,0.008283280199104848,2,0.9700130486874075,1.0159724705477813,-0.04523687717206937,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-01-31,0.0,0.0,0,0.9700130486874075,1.0159724705477813,-0.04523687717206937,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-03,0.0,0.0,0,0.9700130486874075,1.0159724705477813,-0.04523687717206937,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-04,0.0,0.0,0,0.9700130486874075,1.0159724705477813,-0.04523687717206937,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-05,0.0041392746211904585,0.0031392746211904585,1,0.9730581860333755,1.0159724705477813,-0.04223961353132699,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-06,0.0,0.0,0,0.9730581860333755,1.0159724705477813,-0.04223961353132699,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-07,0.0003947624423444318,-0.0006052375576555682,1,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-10,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-11,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-12,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-13,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-14,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-18,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-19,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-20,0.0,0.0,0,0.972469254673404,1.0159724705477813,-0.042819286088452535,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-21,0.002070287971828344,0.001070287971828344,1,0.9735100768196537,1.0159724705477813,-0.04179482708348692,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-24,0.0,0.0,0,0.9735100768196537,1.0159724705477813,-0.04179482708348692,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-25,0.0,0.0,0,0.9735100768196537,1.0159724705477813,-0.04179482708348692,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-26,-0.007183450491792531,-0.008183450491792532,1,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-27,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-02-28,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-03,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-04,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-05,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-06,0.0,0.0,0,0.9655434053027389,1.0159724705477813,-0.049636251677028786,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-07,0.01450437137884697,0.013504371378846969,1,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-10,0.0,0.0,0,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-11,0.0,0.0,0,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-12,0.0,0.0,0,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-13,0.0,0.0,0,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-14,0.0,0.0,0,0.9785824620303436,1.0159724705477813,-0.03680218667468238,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-17,0.022708938055724937,0.021708938055724936,1,0.9998264480809791,1.0159724705477813,-0.01589218500979339,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-18,0.0,0.0,0,0.9998264480809791,1.0159724705477813,-0.01589218500979339,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-19,0.0,0.0,0,0.9998264480809791,1.0159724705477813,-0.01589218500979339,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-20,0.0,0.0,0,0.9998264480809791,1.0159724705477813,-0.01589218500979339,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-21,-0.0011933214657005031,-0.002193321465700503,1,0.997633507270428,1.0159724705477813,-0.01805064980497506,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-24,0.0,0.0,0,0.997633507270428,1.0159724705477813,-0.01805064980497506,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-25,0.0,0.0,0,0.997633507270428,1.0159724705477813,-0.01805064980497506,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-26,0.0,0.0,0,0.997633507270428,1.0159724705477813,-0.01805064980497506,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-27,0.0,0.0,0,0.997633507270428,1.0159724705477813,-0.01805064980497506,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-28,0.0023771289383774374,0.0013771289383774374,1,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-03-31,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-01,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-02,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-03,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-04,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-07,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-08,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-09,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-10,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-11,0.0,0.0,0,0.9990073772431851,1.0159724705477813,-0.01669837893880044,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-14,0.006983862198562618,0.005983862198562617,2,1.004985299723956,1.0159724705477813,-0.01081443753874689,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-15,0.0,0.0,0,1.004985299723956,1.0159724705477813,-0.01081443753874689,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-16,0.0,0.0,0,1.004985299723956,1.0159724705477813,-0.01081443753874689,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-17,0.0,0.0,0,1.004985299723956,1.0159724705477813,-0.01081443753874689,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-21,-0.005544519514350477,-0.0065445195143504775,2,0.9984081538182771,1.0159724705477813,-0.017288181755588328,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-22,0.0,0.0,0,0.9984081538182771,1.0159724705477813,-0.017288181755588328,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-23,0.0,0.0,0,0.9984081538182771,1.0159724705477813,-0.017288181755588328,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-24,0.0,0.0,0,0.9984081538182771,1.0159724705477813,-0.017288181755588328,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-25,-0.0021240791360923605,-0.0031240791360923606,1,0.9952890477356289,1.0159724705477813,-0.02035825124375712,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-28,0.0,0.0,0,0.9952890477356289,1.0159724705477813,-0.02035825124375712,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-29,0.0,0.0,0,0.9952890477356289,1.0159724705477813,-0.02035825124375712,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-04-30,-0.0009666412758597698,-0.00196664127585977,1,0.9933316712129409,1.0159724705477813,-0.022284855142416626,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-01,0.004833047372296173,0.003833047372296173,1,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-02,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-05,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-06,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-07,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-08,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-09,0.0,0.0,0,0.9971391585651023,1.0159724705477813,-0.01853722667556601,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-12,0.0008481586280856268,-0.0001518413719143732,1,0.9969877515872761,1.0159724705477813,-0.01868625332955054,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-13,0.0,0.0,0,0.9969877515872761,1.0159724705477813,-0.01868625332955054,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-14,0.0,0.0,0,0.9969877515872761,1.0159724705477813,-0.01868625332955054,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-15,0.0,0.0,0,0.9969877515872761,1.0159724705477813,-0.01868625332955054,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-16,0.0,0.0,0,0.9969877515872761,1.0159724705477813,-0.01868625332955054,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-19,-0.0038592453232087764,-0.004859245323208777,2,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-20,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-21,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-22,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-23,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-27,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-28,0.0,0.0,0,0.9921431435180792,1.0159724705477813,-0.023454697563659366,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-29,0.004675844353897729,0.003675844353897729,1,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-05-30,0.0,0.0,0,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-02,0.0,0.0,0,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-03,0.0,0.0,0,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-04,0.0,0.0,0,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-05,0.0,0.0,0,0.9957901072904385,1.0159724705477813,-0.019865069027373394,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-06,0.008306304653906638,0.007306304653906638,1,1.0030656531856488,1.0159724705477813,-0.012703904619751683,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-09,0.0063479381492916875,0.0053479381492916875,1,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-10,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-11,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-12,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-13,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-16,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-17,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-18,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-20,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-23,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-24,0.0,0.0,0,1.0084299862585646,1.0159724705477813,-0.007423906166620808,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-25,0.003673106587943842,0.002673106587943842,1,1.0111256270983127,1.0159724705477813,-0.004770644471159047,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-26,0.0,0.0,0,1.0111256270983127,1.0159724705477813,-0.004770644471159047,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-27,0.0,0.0,0,1.0111256270983127,1.0159724705477813,-0.004770644471159047,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-06-30,0.0,0.0,0,1.0111256270983127,1.0159724705477813,-0.004770644471159047,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-01,-0.0070733966800484716,-0.008073396680048472,1,1.0029624088173852,1.0159724705477813,-0.012805525845972499,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-02,-0.003125374942470227,-0.004125374942470227,1,0.9988248128278103,1.0159724705477813,-0.016878073192992615,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-03,-0.007060852056092304,-0.008060852056092305,1,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-07,0.0,0.0,0,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-08,0.0,0.0,0,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-09,0.0,0.0,0,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-10,0.0,0.0,0,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-11,0.0,0.0,0,0.9907734337816513,1.0159724705477813,-0.024802873598084307,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-14,0.0006775368681061211,-0.0003224631318938789,1,0.9904539458771968,1.0159724705477813,-0.02511733871767774,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-15,0.0,0.0,0,0.9904539458771968,1.0159724705477813,-0.02511733871767774,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-16,0.0,0.0,0,0.9904539458771968,1.0159724705477813,-0.02511733871767774,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-17,0.0,0.0,0,0.9904539458771968,1.0159724705477813,-0.02511733871767774,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
2025-07-18,0.0,0.0,0,0.9904539458771968,1.0159724705477813,-0.02511733871767774,CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0
