Event_Session,Strategy_Return_Gross,Strategy_Return_Net,Num_Positions,Equity,Running_Max,Drawdown,Family,Model,Portfolio_Type,Portfolio_Definition,Cost_Bps_Per_Side,Probability_Margin
2023-01-30,0.0,0.0,0,0.9791657480050474,1.0,-0.02083425199495259,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-01-31,0.0,0.0,0,0.9791657480050474,1.0,-0.02083425199495259,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-01,0.0,0.0,0,0.9791657480050474,1.0,-0.02083425199495259,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-02,0.0,0.0,0,0.9791657480050474,1.0,-0.02083425199495259,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-03,0.0035694143034406545,0.0025694143034406536,2,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-06,0.0,0.0,0,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-07,0.0,0.0,0,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-08,0.0,0.0,0,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-09,0.0,0.0,0,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-10,0.0,0.0,0,0.9816816304834108,1.0,-0.01831836951658916,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-13,-0.006603886810377713,-0.007603886810377713,1,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-14,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-15,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-16,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-17,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-21,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-22,0.0,0.0,0,0.974217034481388,1.0,-0.025782965518612033,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-23,-0.006707850275782246,-0.007707850275782246,1,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-24,0.0,0.0,0,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-27,0.0,0.0,0,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-02-28,0.0,0.0,0,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-03-01,0.0,0.0,0,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-03-02,0.0,0.0,0,0.9667079154434889,1.0,-0.033292084556511115,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-03-03,-0.004928838965888693,-0.005928838965888693,1,0.9609764598857745,1.0,-0.039023540114225486,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
2023-03-06,0.0,0.0,0,0.9609764598857745,1.0,-0.039023540114225486,CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0
