Model,Mean_Yearly_Accuracy,Mean_Yearly_Balanced_Accuracy,Mean_Yearly_Precision,Mean_Yearly_Recall,Mean_Yearly_F1,Mean_Yearly_ROC_AUC,Mean_Yearly_Brier_Score,Mean_Yearly_Log_Loss,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1,Pooled_ROC_AUC,Pooled_Brier_Score,Pooled_Log_Loss
XGB B - MARKET + SEC,0.5353639276579677,0.5223592582954605,0.5141194331983806,0.3261870941558441,0.3964437229997154,0.5289868982300461,0.26749421656131744,0.7356536090373993,0.5344129554655871,0.520998023715415,0.5,0.32608695652173914,0.39473684210526316,0.5337121212121212,0.26678034793334005,0.7339311074187261
XGB C - MARKET + SEC + FINBERT,0.5353498478922207,0.5223350578339158,0.5175928078741379,0.30298295454545454,0.3776838126862553,0.5438664348755711,0.266845166683197,0.7357004284858704,0.5344129554655871,0.5195981554677207,0.5,0.30434782608695654,0.3783783783783784,0.5463191699604742,0.26578882921748026,0.7329914372899405
XGB A - MARKET,0.5169682639764607,0.5018506564667798,0.48081583453923876,0.2820921266233766,0.35259902641145535,0.5053225715717928,0.2727932780981064,0.7486553341150284,0.5182186234817814,0.5030467720685112,0.47101449275362317,0.2826086956521739,0.3532608695652174,0.5095520421607378,0.27194146267296787,0.7463920456527412
