Ticker,Date,Open,High,Low,Close,Adj_Close,Volume
AAPL,2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,53.880069732666016,139223200
AAPL,2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,52.52941131591797,138449200
AAPL,2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,52.97563171386719,114426000
AAPL,2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,54.46063232421875,138478800
AAPL,2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,54.47264099121094,122306000
AAPL,2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,53.83449172973633,111820000
AAPL,2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,54.4654426574707,74770400
AAPL,2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,55.199546813964844,113013600
AAPL,2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,56.66775894165039,166795600
AAPL,2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,56.58618927001953,96427600
AAPL,2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,56.454254150390625,87360000
AAPL,2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,56.22633361816406,73903200
AAPL,2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,56.44464111328125,67585200
AAPL,2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,56.71574020385742,97433600
AAPL,2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,57.6993522644043,87247200
AAPL,2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,57.56740951538086,82293600
AAPL,2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,58.33989715576172,75828800
AAPL,2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,58.43585968017578,69275200
AAPL,2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,59.155574798583984,73477200
AAPL,2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,59.74812698364258,96572800
AAPL,2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,58.36627960205078,142839600
AAPL,2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,58.35908126831055,124522000
AAPL,2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,59.67856216430664,139162000
AAPL,2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,61.372283935546875,151125200
AAPL,2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,61.77531433105469,103272000
AAPL,2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,61.68655014038086,79897600
AAPL,2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,61.71294021606445,75864400
AAPL,2019-11-07,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,62.42519760131836,94940400
AAPL,2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,62.59603500366211,69986400
AAPL,2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,63.09172439575195,81821200
AAPL,2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,63.03396224975586,87388800
AAPL,2019-11-13,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,63.637943267822266,102734400
AAPL,2019-11-14,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,63.197593688964844,89182800
AAPL,2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,63.9483528137207,100206400
AAPL,2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,64.27078247070312,86703200
AAPL,2019-11-19,66.9749984741211,67.0,66.34750366210938,66.57250213623047,64.07588195800781,76167200
AAPL,2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,63.3299446105957,106234400
AAPL,2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,63.045997619628906,121395200
AAPL,2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,62.99066925048828,65325200
AAPL,2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,64.09513092041016,84020400
AAPL,2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,63.594627380371094,105207600
AAPL,2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,64.44884490966797,65235600
AAPL,2019-11-29,66.6500015258789,67.0,66.4749984741211,66.8125,64.30686950683594,46617600
AAPL,2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,63.5633430480957,94487200
AAPL,2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,62.43000793457031,114430400
AAPL,2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,62.98102951049805,67181600
AAPL,2019-12-05,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,63.90501022338867,74424400
AAPL,2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,65.1394271850586,106075600
AAPL,2019-12-09,67.5,67.69999694824219,66.22750091552734,66.7300033569336,64.22744750976562,128042400
AAPL,2019-12-10,67.1500015258789,67.51750183105469,66.46499633789062,67.12000274658203,64.60286712646484,90420400
AAPL,2019-12-11,67.20249938964844,67.7750015258789,67.125,67.69249725341797,65.15386962890625,78756800
AAPL,2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,65.31990814208984,137310400
AAPL,2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.7874984741211,66.20780181884766,133587600
AAPL,2019-12-16,69.25,70.19750213623047,69.24500274658203,69.96499633789062,67.34114074707031,128186000
AAPL,2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,67.47349548339844,114158400
AAPL,2019-12-18,69.94999694824219,70.4749984741211,69.77999877929688,69.93499755859375,67.31227111816406,116028400
AAPL,2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,67.3796615600586,98369200
AAPL,2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,67.24010467529297,275978000
AAPL,2019-12-23,70.13249969482422,71.0625,70.09249877929688,71.0,68.33734893798828,98572000
AAPL,2019-12-24,71.17250061035156,71.22250366210938,70.7300033569336,71.06749725341797,68.40228271484375,48478800
AAPL,2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,69.75942993164062,93121200
AAPL,2019-12-27,72.77999877929688,73.49250030517578,72.02999877929688,72.44999694824219,69.73295593261719,146266000
AAPL,2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,70.14681243896484,144114400
AAPL,2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,70.65935516357422,100805600
AAPL,2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.27153778076172,135480400
AAPL,2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,71.56888580322266,146322800
AAPL,2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.1391830444336,118387200
AAPL,2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,71.7999267578125,108872000
AAPL,2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,72.95492553710938,132079200
AAPL,2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,74.50454711914062,170108400
AAPL,2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,74.6729736328125,140644800
AAPL,2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.26830291748047,121532000
AAPL,2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.23844909667969,161954400
AAPL,2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,74.91600036621094,121923600
AAPL,2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,75.85443115234375,108829200
AAPL,2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,76.6942138671875,137816400
AAPL,2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.17447662353516,110843200
AAPL,2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,76.44635772705078,101832400
AAPL,2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,76.81452941894531,104472000
AAPL,2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,76.59313201904297,146537600
AAPL,2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.34091186523438,161940000
AAPL,2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.44396209716797,162234000
AAPL,2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.04412078857422,216229200
AAPL,2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,77.93102264404297,126743200
AAPL,2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,74.47567749023438,199588400
AAPL,2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.27112579345703,173788400
AAPL,2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,76.72309112548828,136616400
AAPL,2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.3487319946289,118826800
AAPL,2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.25345611572266,105425600
AAPL,2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.18977355957031,117684000
AAPL,2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,77.55641174316406,109348800
AAPL,2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.08849334716797,94323200
AAPL,2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,78.91918182373047,113730400
AAPL,2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,78.35716247558594,94747600
AAPL,2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,78.37647247314453,80113600
AAPL,2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,76.94137573242188,152531200
AAPL,2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.05570983886719,93984000
AAPL,2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.25489044189453,100566000
AAPL,2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,75.50625610351562,129554000
AAPL,2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,71.919677734375,222195200
AAPL,2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,69.4836196899414,230673600
AAPL,2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,70.58584594726562,198054800
AAPL,2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,65.97177124023438,320605600
AAPL,2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,65.93318939208984,426510000
AAPL,2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.07162475585938,341397200
AAPL,2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,69.7826919555664,319475600
AAPL,2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.01952362060547,219178400
AAPL,2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,70.6509780883789,187572800
AAPL,2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,69.71273803710938,226176800
AAPL,2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.19901275634766,286744800
AAPL,2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,68.82271575927734,285290000
AAPL,2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,66.4324951171875,255598800
AAPL,2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,59.8719596862793,418474000
AAPL,2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.04510498046875,370732000
AAPL,2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.41996383666992,322423600
AAPL,2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,60.988685607910156,324056000
AAPL,2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,59.49568557739258,300233600
AAPL,2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.03984069824219,271857200
AAPL,2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.291656494140625,401693200
AAPL,2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.11703109741211,336752800
AAPL,2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,59.54635238647461,287531200
AAPL,2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.21832275390625,303602000
AAPL,2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.334556579589844,252087200
