Model,Mean_Yearly_Accuracy,Mean_Yearly_Balanced_Accuracy,Mean_Yearly_Precision,Mean_Yearly_Recall,Mean_Yearly_F1,Mean_Yearly_ROC_AUC,Mean_Yearly_Brier_Score,Mean_Yearly_Log_Loss,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1,Pooled_ROC_AUC,Pooled_Brier_Score,Pooled_Log_Loss
CAT B - MARKET + SEC,0.5420816590790889,0.5267089649460912,0.5216291145925013,0.30625,0.3822305580501227,0.5397348600953772,0.2674653340751248,0.7387653025941802,0.5465587044534413,0.5312417654808959,0.5220588235294118,0.30869565217391304,0.3879781420765027,0.5397233201581028,0.26611268199334986,0.7357020016972604
CAT A - MARKET,0.5363884109546099,0.5208258595236896,0.5170088566827697,0.28998579545454545,0.36752083258107354,0.5410138759300408,0.25847598980077136,0.7136219454248479,0.5384615384615384,0.5225461133069829,0.5075757575757576,0.29130434782608694,0.3701657458563536,0.5456521739130435,0.256842158342779,0.7100529760685061
CAT C - MARKET + SEC + FINBERT,0.5357462275845855,0.5195136244684625,0.5118355481727574,0.29405438311688314,0.37031572173529814,0.5476434484558447,0.2627982382467328,0.7260888242314067,0.5404858299595142,0.5247200263504611,0.5112781954887218,0.2956521739130435,0.3746556473829201,0.5539525691699605,0.2603133188911234,0.720624278968595
