Family,Model,Portfolio_Type,Portfolio_Definition,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm
TabNet,TABNET A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,-0.0019369152126459002,-0.00196664127585977,0.4105263157894737,0.009057616215789297,0.009593821028877556,0.6575047317146394,-0.00020287425049764115,-0.051124311125405573,0.06434551030313365,-0.7945280235490775,-1.0223021052374974,-1.5797143825500055,0.11452133242750805,0.942739333786246,-0.18117963289208572,-0.1742710054037203,-0.05164459942843436,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0,231,231,1.0,213,-0.0003872970238664443,-0.0005196616074468743,0.4588744588744589,0.008078259341080387,0.007566088821341358,0.9054035820876999,-0.00011392685826735303,-0.028709568283372962,0.07870513487737114,-0.36477376384787036,-0.5178338516057714,-0.6731548840857889,0.5010204274738832,0.7494897862630584,-0.20824493050189574,-0.10815410035170969,-0.031199088275771114,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,5.0,0.0,297,297,1.0,248,-0.0002184966141168393,-0.0007933518685593324,0.46464646464646464,0.008950619885928752,0.008176597727363956,0.9500849621727282,-0.00010494562414948382,-0.026446297285669922,0.09704824039152142,-0.2725067160308905,-0.3873824499149468,-0.5042697770071985,0.6141944208981936,0.6929027895509032,-0.1986373059306199,-0.10605969710927765,-0.03056960810391185,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0,251,251,1.0,222,-0.00036981073241556064,-0.0003224631318938789,0.47410358565737054,0.00822502151486549,0.008118182228070446,0.9133795360678616,-0.00013204113979998054,-0.0332743672295951,0.09115582241684414,-0.3650273383244308,-0.4967292768794349,-0.7027482288579842,0.4823931876678655,0.7588034061660672,-0.30625141855535154,-0.12604119638280797,-0.036619150752503105,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,-0.0006743004488204313,-0.00018326625623138384,0.47368421052631576,0.009039669139673776,0.00941687307846522,0.8639494403202016,-7.06268386305854e-05,-0.01779796333490752,0.06389634798161523,-0.2785442970860948,-0.37562114494280446,-0.5053794016602031,0.6134153024249546,0.6932923487875227,-0.1192632256355628,-0.06892301174925597,-0.01958111904497517,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0,231,231,1.0,213,-0.00011557929717396068,-0.0002090736924000849,0.48917748917748916,0.007827095685826284,0.007721700255470803,0.9706980122232458,2.1057240656962933e-05,0.005306424645554659,0.07781003686265622,0.06819717429155209,0.0993779013956688,0.13710353215563517,0.8909794216914293,0.44548971084571465,-0.1385579772913239,0.008255445314867327,0.002279260102281855,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,5.0,0.0,297,297,1.0,248,-0.0002427142471441916,5.354104527377588e-05,0.5084175084175084,0.008065735596117606,0.008835700043942352,0.9441198067403387,-6.97534829114548e-05,-0.01757787769368661,0.09710676498292949,-0.18101599509340718,-0.24717911004598284,-0.37505244957441886,0.7077092385608745,0.6461453807195627,-0.17518441064901036,-0.077118099559359,-0.021978361379830447,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,5.0,0.0,251,251,1.0,222,-0.0005000493567487392,-0.00036410665256408816,0.47808764940239046,0.008023415445439497,0.008307803374020406,0.8846735059703785,-0.00015458484819404176,-0.03895538174489852,0.09097531632770291,-0.4281972662186415,-0.5752446982512418,-0.8965698545170867,0.3701866514946735,0.8149066742526633,-0.22438806036695425,-0.14369505129204885,-0.042047768320117584,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,-0.00023342762118711992,0.0006863254613823653,0.5157894736842106,0.008688063899991627,0.009736755545921003,0.9504887659330834,-2.4449420080238565e-05,-0.0061612538602201184,0.06372245894739703,-0.09668889057320029,-0.1308003050144426,-0.17740079646013188,0.8592332341360331,0.5703833829319834,-0.13890784366495212,-0.029067393383246598,-0.008135208218955636,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0,231,231,1.0,213,0.00011834732288490743,-0.000585801402983698,0.4675324675324675,0.008468985835918194,0.007213920639778468,1.030810159484208,2.595085251328469e-05,0.006539614833347742,0.07832773770058084,0.08349040870229613,0.1288972228018542,0.1513060072087708,0.8797680134214343,0.43988400671071715,-0.13466861952542042,0.012628411243380322,0.0034811366086757722,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Growth,fixed_ex_ante_growth_companies,5.0,0.0,297,297,1.0,248,0.0003641405833067233,-0.00034521869966252974,0.494949494949495,0.008942975210643427,0.008043117351483246,1.089641655522327,6.422414684287343e-05,0.016184485004404104,0.09662996424643566,0.16748929931432832,0.24290689704556861,0.3099269735858749,0.7566877624296532,0.3783438812148266,-0.1480945538781555,0.04234430691264168,0.011550476515528985,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Momentum,positive_relative_momentum_60d,5.0,0.0,251,251,1.0,222,0.0003147069295034947,3.343688735652026e-05,0.5059760956175299,0.008336395524632311,0.007901054776797794,1.080625657501373,6.399546328195639e-05,0.01612685674705301,0.09058972162525682,0.17802082242580566,0.2598382882072335,0.335751482338587,0.7371360144560752,0.3685680072280376,-0.11522750757021971,0.04426639447291647,0.012066661811313217,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,0.0009144861535531332,0.0001933214657005031,0.5052631578947369,0.009993512443963263,0.008357710908993383,1.221164560420546,9.578410649123227e-05,0.024137594835790532,0.06322755291452302,0.3817575364401975,0.6035652601498431,0.6840712713153905,0.4941050906504566,0.2470525453252283,-0.1110103180506804,0.08297489377900247,0.022318754119452944,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0,231,231,1.0,213,0.00011176205738587127,-0.0006258734978650251,0.4675324675324675,0.008471185187314227,0.00722821922742927,1.0290382166027625,-9.589053758836386e-06,-0.002416441547226769,0.07852107404815051,-0.03077443318904381,-0.046865986945569975,-0.055670598341881615,0.9556164963580974,0.5221917518209513,-0.13618027137294697,-0.019549070589645057,-0.0054521142694191616,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Growth,fixed_ex_ante_growth_companies,5.0,0.0,297,297,1.0,248,0.0002293232499464492,-0.00034521869966252974,0.49158249158249157,0.008869124651733302,0.008124392012708388,1.055518371601196,5.137180632838462e-06,0.0012945695194752926,0.09682197606029086,0.0133706165908984,0.01913644824916384,0.025428026141215056,0.979719156146478,0.489859578073239,-0.15278924903453606,-0.012114972009948266,-0.0033696067829660503,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Momentum,positive_relative_momentum_60d,5.0,0.0,251,251,1.0,222,-8.046055420146271e-06,-0.00034521869966252974,0.4820717131474104,0.008467025432469221,0.007896381824917174,0.9980326336062852,3.6797770119169856e-06,0.0009273038070030803,0.09075671218306987,0.010217468049443769,0.015041329218127467,0.019367029882821143,0.9845525760027054,0.4922762880013527,-0.14889716209405046,-0.01136618111105725,-0.0031604775563129905,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,0.0008411242744999218,-0.00018326625623138384,0.4842105263157895,0.010395737131634981,0.008128512285259522,1.2006211084156044,8.810011695423659e-05,0.02220122947246762,0.06326102206630715,0.350946423995448,0.578152443090671,0.6833374486919862,0.494568345150453,0.2472841725752265,-0.08189396349353861,0.07546099702764963,0.020349639542499798,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,5.0,0.0,231,231,1.0,213,-0.00044438461069029004,-0.0006944369679824361,0.45021645021645024,0.008196105724949054,0.007520061735938257,0.8925154942818706,-7.324232528997628e-05,-0.018457065973074022,0.07779911268112741,-0.23724005759195965,-0.364841849342662,-0.4112709636771936,0.6809711218072647,0.6595144390963676,-0.15303867376847524,-0.07435595092965008,-0.02116865899603415,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,5.0,0.0,297,297,1.0,248,-0.0007097965922863149,-0.0015821199973792268,0.4444444444444444,0.008864157544916155,0.008368959902048292,0.8473366008358256,-0.0002550105445915314,-0.06426265723706591,0.09755181552770521,-0.6587540876552419,-0.9044360369536065,-1.2538188933936558,0.2102312634024318,0.8948843682987841,-0.25981317133373794,-0.2199851992885662,-0.06648407447256033,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Momentum,positive_relative_momentum_60d,5.0,0.0,251,251,1.0,222,-0.000750878241919494,-0.000655375711991423,0.450199203187251,0.008293897017373162,0.008157107258586668,0.8325720413462826,-0.00013131211824891998,-0.03309065379872783,0.09108044464896657,-0.363312387486278,-0.5323822032059427,-0.6546129370212599,0.5128831363308755,0.7435584318345623,-0.23072232327827713,-0.12538714409875384,-0.03641955675785935,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,5.0,0.0,95,95,1.0,95,0.0008864226809937213,0.0001933214657005031,0.5052631578947369,0.009963272910747717,0.008383552021733765,1.2137167413508012,9.284471300375251e-05,0.023396867676945633,0.06324038593924308,0.3699671867819355,0.6053675491062208,0.7251223614551563,0.4685642041170019,0.23428210205850095,-0.0818939634935385,0.08010273328402939,0.02156723690909912,1.0,1.0
