Test_Year,Model,Feature,Importance
2024,CAT A - MARKET,Ticker,8.333954322966445
2024,CAT A - MARKET,Relative_Volume_20D,8.000092458724154
2024,CAT A - MARKET,RSI_14,7.561467794186911
2024,CAT A - MARKET,Stock_vs_QQQ_1D,6.862636818591114
2024,CAT A - MARKET,Stock_vs_QQQ_5D,6.631405626106081
2024,CAT A - MARKET,Daily_Range,6.117541399797601
2024,CAT A - MARKET,QQQ_Volatility_14D,6.079510690955592
2024,CAT A - MARKET,QQQ_Log_Return_5D,5.0718915730674405
2024,CAT A - MARKET,QQQ_Log_Return_3D,4.38650190800605
2024,CAT A - MARKET,Intraday_Return,4.142556014299343
2024,CAT A - MARKET,Stock_vs_QQQ_3D,2.8855443182206013
2024,CAT B - MARKET + SEC,Price_to_SMA20,10.025237700047976
2024,CAT B - MARKET + SEC,QQQ_Log_Return_1D,9.255597844626664
2024,CAT B - MARKET + SEC,Stock_vs_QQQ_5D,8.477663863873932
2024,CAT B - MARKET + SEC,QQQ_Volatility_14D,7.454534610481302
2024,CAT B - MARKET + SEC,Ticker,7.380143032292827
2024,CAT B - MARKET + SEC,Volatility_14D,7.06227691898972
2024,CAT B - MARKET + SEC,Stock_vs_QQQ_1D,6.470122258948591
2024,CAT B - MARKET + SEC,QQQ_Log_Return_5D,5.643172302554374
2024,CAT B - MARKET + SEC,Stock_vs_QQQ_3D,5.636501059206494
2024,CAT B - MARKET + SEC,RSI_14,5.447685710515621
2024,CAT B - MARKET + SEC,Daily_Range,5.20943622855051
2024,CAT B - MARKET + SEC,QQQ_Log_Return_3D,5.204951637065496
2024,CAT B - MARKET + SEC,Relative_Volume_20D,5.077443163703999
2024,CAT B - MARKET + SEC,Intraday_Return,4.946945048512534
2024,CAT B - MARKET + SEC,Has_Item_1_01,1.7188649690277393
2024,CAT B - MARKET + SEC,Has_EX99,1.379846040198302
2024,CAT B - MARKET + SEC,Has_Item_7_01,1.0748502814577146
2024,CAT B - MARKET + SEC,Has_Event_Guidance,0.9052857575352316
2024,CAT B - MARKET + SEC,Has_Item_2_02,0.6415709747744874
2024,CAT B - MARKET + SEC,Has_Item_5_07,0.34245201125160857
2024,CAT B - MARKET + SEC,Has_Item_5_03,0.24751507502898815
2024,CAT B - MARKET + SEC,Has_Event_Buyback,0.1604265151808957
2024,CAT B - MARKET + SEC,Has_Item_8_01,0.13676964578972994
2024,CAT B - MARKET + SEC,Has_Item_5_02,0.10070735038523879
2024,CAT B - MARKET + SEC,Has_Item_1_02,0.0
2024,CAT B - MARKET + SEC,Has_Event_Earnings,0.0
2024,CAT B - MARKET + SEC,Has_Item_2_03,0.0
2024,CAT B - MARKET + SEC,Has_Item_2_01,0.0
2024,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_1D,9.75215695578711
2024,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_5D,8.597315197973566
2024,CAT C - MARKET + SEC + FINBERT,Price_to_SMA20,8.593175882512588
2024,CAT C - MARKET + SEC + FINBERT,Ticker,7.44274805349661
2024,CAT C - MARKET + SEC + FINBERT,RSI_14,6.698652580861841
2024,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_1D,6.321461684783893
2024,CAT C - MARKET + SEC + FINBERT,QQQ_Volatility_14D,5.949147098518063
2024,CAT C - MARKET + SEC + FINBERT,Volatility_14D,5.4910385907683485
2024,CAT C - MARKET + SEC + FINBERT,Daily_Range,5.1984464213694475
2024,CAT C - MARKET + SEC + FINBERT,Intraday_Return,5.1071533010459245
2024,CAT C - MARKET + SEC + FINBERT,Mean_Net_Sentiment,5.069170412408297
2024,CAT C - MARKET + SEC + FINBERT,Relative_Volume_20D,4.891292381076014
2024,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_5D,4.303337522572526
2024,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_3D,4.2539239734848895
2024,CAT C - MARKET + SEC + FINBERT,Sentiment_Momentum_3,3.9312698413619356
2024,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_3D,3.0854864178301096
2024,CAT C - MARKET + SEC + FINBERT,Has_EX99,1.2598006770946935
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_1_01,1.1413549298200174
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_7_01,0.8122852641284316
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_5_02,0.4946398700535549
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_5_03,0.3979609225155823
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_8_01,0.39199821075279195
2024,CAT C - MARKET + SEC + FINBERT,Has_Event_Buyback,0.37065125672962884
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_2_02,0.22696040944269513
2024,CAT C - MARKET + SEC + FINBERT,Has_Event_Guidance,0.19292296018035815
2024,CAT C - MARKET + SEC + FINBERT,Has_Sentiment_History,0.02564918343110309
2024,CAT C - MARKET + SEC + FINBERT,Has_Event_Earnings,0.0
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_2_03,0.0
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_2_01,0.0
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_1_02,0.0
2024,CAT C - MARKET + SEC + FINBERT,Has_Item_5_07,0.0
2025,CAT A - MARKET,QQQ_Log_Return_1D,11.33226087321427
2025,CAT A - MARKET,Price_to_SMA20,8.996143383753505
2025,CAT A - MARKET,Volatility_14D,8.846856035413417
2025,CAT A - MARKET,Relative_Volume_20D,8.761893957472076
2025,CAT A - MARKET,Stock_vs_QQQ_5D,8.12150245477082
2025,CAT A - MARKET,QQQ_Log_Return_5D,7.742997802975771
2025,CAT A - MARKET,Ticker,7.615710142256921
2025,CAT A - MARKET,RSI_14,7.009522297313846
2025,CAT A - MARKET,Daily_Range,6.793717807334285
2025,CAT A - MARKET,QQQ_Volatility_14D,5.914949661245788
2025,CAT A - MARKET,Intraday_Return,5.643795125553931
2025,CAT A - MARKET,Stock_vs_QQQ_1D,5.518293869742068
2025,CAT A - MARKET,Stock_vs_QQQ_3D,4.131543844182332
2025,CAT A - MARKET,QQQ_Log_Return_3D,3.5708127447709654
2025,CAT B - MARKET + SEC,QQQ_Log_Return_1D,8.658911738655217
2025,CAT B - MARKET + SEC,Price_to_SMA20,8.548025217629604
2025,CAT B - MARKET + SEC,Relative_Volume_20D,8.210449914252536
2025,CAT B - MARKET + SEC,Stock_vs_QQQ_5D,7.751552570047395
2025,CAT B - MARKET + SEC,Intraday_Return,7.062762026188173
2025,CAT B - MARKET + SEC,Ticker,6.55622999553847
2025,CAT B - MARKET + SEC,QQQ_Volatility_14D,6.493907391278635
2025,CAT B - MARKET + SEC,RSI_14,6.399238852357977
2025,CAT B - MARKET + SEC,QQQ_Log_Return_3D,6.215625670432502
2025,CAT B - MARKET + SEC,Stock_vs_QQQ_1D,6.187087416144429
2025,CAT B - MARKET + SEC,Volatility_14D,5.99973314686347
2025,CAT B - MARKET + SEC,QQQ_Log_Return_5D,4.764535782989864
2025,CAT B - MARKET + SEC,Daily_Range,4.566369132854549
2025,CAT B - MARKET + SEC,Stock_vs_QQQ_3D,3.3953053926878094
2025,CAT B - MARKET + SEC,Has_Item_1_01,3.0639720419569407
2025,CAT B - MARKET + SEC,Has_Item_5_03,1.019087423018
2025,CAT B - MARKET + SEC,Has_Item_7_01,0.8403050332294141
2025,CAT B - MARKET + SEC,Has_Item_2_02,0.7326950519900005
2025,CAT B - MARKET + SEC,Has_Event_Guidance,0.7142952982647467
2025,CAT B - MARKET + SEC,Has_EX99,0.6951512052934768
2025,CAT B - MARKET + SEC,Has_Item_5_07,0.6318173807098082
2025,CAT B - MARKET + SEC,Has_Item_5_02,0.5312421979968792
