Sequence_Row_ID,Ticker,Accession,Filing_Date,Feature_Cutoff_Session,Event_Session,Publication_Period,Target_Tradable_Abnormal_1D,Test_Year
792,INTC,0000050863-25-000153,2025-09-15,2025-09-12,2025-09-15,PRE_MARKET,1,2025
793,INTC,0000050863-25-000155,2025-09-18,2025-09-18,2025-09-19,AFTER_HOURS,0,2025
794,AVGO,0001193125-25-223202,2025-09-29,2025-09-29,2025-09-30,AFTER_HOURS,0,2025
795,INTC,0000050863-25-000159,2025-09-29,2025-09-29,2025-09-30,AFTER_HOURS,0,2025
796,MSFT,0001193125-25-225125,2025-09-30,2025-09-30,2025-10-01,AFTER_HOURS,0,2025
797,TSLA,0001628280-25-043530,2025-10-02,2025-10-01,2025-10-02,PRE_MARKET,0,2025
798,AMD,0001193125-25-230895,2025-10-06,2025-10-03,2025-10-06,PRE_MARKET,0,2025
799,NFLX,0001065280-25-000404,2025-10-21,2025-10-21,2025-10-22,AFTER_HOURS,0,2025
800,TSLA,0001628280-25-045861,2025-10-22,2025-10-22,2025-10-23,AFTER_HOURS,1,2025
801,INTC,0000050863-25-000169,2025-10-23,2025-10-23,2025-10-24,AFTER_HOURS,0,2025
802,AMD,0001193125-25-250803,2025-10-27,2025-10-24,2025-10-27,PRE_MARKET,1,2025
803,GOOGL,0001652044-25-000087,2025-10-29,2025-10-29,2025-10-30,AFTER_HOURS,0,2025
804,META,0001628280-25-047114,2025-10-29,2025-10-29,2025-10-30,AFTER_HOURS,1,2025
805,MSFT,0001193125-25-256310,2025-10-29,2025-10-29,2025-10-30,AFTER_HOURS,1,2025
806,AAPL,0000320193-25-000077,2025-10-30,2025-10-30,2025-10-31,AFTER_HOURS,0,2025
807,AMZN,0001018724-25-000121,2025-10-30,2025-10-30,2025-10-31,AFTER_HOURS,0,2025
808,NFLX,0001065280-25-000407,2025-10-30,2025-10-30,2025-10-31,AFTER_HOURS,1,2025
809,META,0001193125-25-262593,2025-11-03,2025-11-03,2025-11-04,AFTER_HOURS,1,2025
810,AMD,0000002488-25-000163,2025-11-04,2025-11-04,2025-11-05,AFTER_HOURS,1,2025
811,NFLX,0001065280-25-000408,2025-11-04,2025-11-04,2025-11-05,AFTER_HOURS,1,2025
812,QCOM,0000804328-25-000084,2025-11-05,2025-11-05,2025-11-06,AFTER_HOURS,0,2025
813,GOOGL,0001193125-25-269979,2025-11-06,2025-11-06,2025-11-07,AFTER_HOURS,0,2025
814,TSLA,0001104659-25-108507,2025-11-07,2025-11-07,2025-11-10,AFTER_HOURS,1,2025
815,INTC,0000050863-25-000194,2025-11-12,2025-11-12,2025-11-13,AFTER_HOURS,0,2025
816,NFLX,0001065280-25-000450,2025-11-14,2025-11-14,2025-11-17,AFTER_HOURS,1,2025
817,NVDA,0001045810-25-000228,2025-11-19,2025-11-19,2025-11-20,AFTER_HOURS,0,2025
818,AMZN,0001104659-25-114647,2025-11-20,2025-11-20,2025-11-21,AFTER_HOURS,1,2025
819,NFLX,0001193125-25-308651,2025-12-05,2025-12-04,2025-12-05,PRE_MARKET,1,2025
820,AAPL,0001140361-25-044561,2025-12-05,2025-12-05,2025-12-08,AFTER_HOURS,1,2025
821,MSFT,0001193125-25-311196,2025-12-08,2025-12-08,2025-12-09,AFTER_HOURS,1,2025
822,ADBE,0000796343-25-000135,2025-12-10,2025-12-10,2025-12-11,AFTER_HOURS,1,2025
823,QCOM,0000804328-25-000096,2025-12-10,2025-12-10,2025-12-11,AFTER_HOURS,0,2025
824,AVGO,0001730168-25-000116,2025-12-11,2025-12-11,2025-12-12,AFTER_HOURS,0,2025
825,META,0001628280-25-056768,2025-12-12,2025-12-12,2025-12-15,AFTER_HOURS,1,2025
826,AMD,0000002488-25-000182,2025-12-15,2025-12-15,2025-12-16,AFTER_HOURS,1,2025
827,QCOM,0000804328-25-000098,2025-12-16,2025-12-16,2025-12-17,AFTER_HOURS,0,2025
828,META,0001628280-25-058337,2025-12-19,2025-12-19,2025-12-22,AFTER_HOURS,1,2025
829,NFLX,0001193125-25-327462,2025-12-22,2025-12-19,2025-12-22,PRE_MARKET,0,2025
830,INTC,0000050863-25-000204,2025-12-29,2025-12-26,2025-12-29,PRE_MARKET,1,2025
831,AAPL,0001140361-26-000199,2026-01-02,2026-01-02,2026-01-05,AFTER_HOURS,0,2026
832,AVGO,0001193125-26-011731,2026-01-13,2026-01-13,2026-01-14,AFTER_HOURS,0,2026
833,META,0001628280-26-002429,2026-01-16,2026-01-16,2026-01-20,AFTER_HOURS,0,2026
834,NFLX,0001193125-26-015951,2026-01-20,2026-01-16,2026-01-20,PRE_MARKET,0,2026
835,QCOM,0000804328-26-000008,2026-01-16,2026-01-16,2026-01-20,AFTER_HOURS,0,2026
836,AMD,0000002488-26-000002,2026-01-20,2026-01-20,2026-01-21,AFTER_HOURS,1,2026
837,NFLX,0001065280-26-000033,2026-01-20,2026-01-20,2026-01-21,AFTER_HOURS,1,2026
838,INTC,0000050863-26-000009,2026-01-22,2026-01-22,2026-01-23,AFTER_HOURS,0,2026
839,INTC,0000050863-26-000031,2026-01-23,2026-01-23,2026-01-26,AFTER_HOURS,0,2026
840,NVDA,0001045810-26-000003,2026-01-23,2026-01-23,2026-01-26,AFTER_HOURS,0,2026
841,ADBE,0000796343-26-000019,2026-01-27,2026-01-27,2026-01-28,AFTER_HOURS,1,2026
842,META,0001628280-26-003832,2026-01-28,2026-01-28,2026-01-29,AFTER_HOURS,1,2026
843,MSFT,0001193125-26-027198,2026-01-28,2026-01-28,2026-01-29,AFTER_HOURS,0,2026
844,TSLA,0001628280-26-003837,2026-01-28,2026-01-28,2026-01-29,AFTER_HOURS,0,2026
845,AAPL,0000320193-26-000005,2026-01-29,2026-01-29,2026-01-30,AFTER_HOURS,1,2026
846,AMD,0000002488-26-000014,2026-02-03,2026-02-03,2026-02-04,AFTER_HOURS,0,2026
847,GOOGL,0001652044-26-000012,2026-02-04,2026-02-04,2026-02-05,AFTER_HOURS,1,2026
848,QCOM,0000804328-26-000016,2026-02-04,2026-02-04,2026-02-05,AFTER_HOURS,1,2026
849,AMZN,0001018724-26-000002,2026-02-05,2026-02-05,2026-02-06,AFTER_HOURS,1,2026
850,GOOGL,0001193125-26-051423,2026-02-13,2026-02-13,2026-02-17,AFTER_HOURS,1,2026
851,AMD,0000002488-26-000029,2026-02-17,2026-02-17,2026-02-18,AFTER_HOURS,1,2026
852,AMD,0000002488-26-000045,2026-02-24,2026-02-23,2026-02-24,PRE_MARKET,1,2026
853,AAPL,0001140361-26-006577,2026-02-24,2026-02-24,2026-02-25,AFTER_HOURS,0,2026
854,NVDA,0001045810-26-000019,2026-02-25,2026-02-25,2026-02-26,AFTER_HOURS,0,2026
855,AMZN,0001104659-26-021050,2026-02-27,2026-02-26,2026-02-27,PRE_MARKET,1,2026
856,AVGO,0001193125-26-085656,2026-03-02,2026-03-02,2026-03-03,AFTER_HOURS,0,2026
857,INTC,0000050863-26-000044,2026-03-03,2026-03-03,2026-03-04,AFTER_HOURS,1,2026
858,AVGO,0001730168-26-000011,2026-03-04,2026-03-04,2026-03-05,AFTER_HOURS,1,2026
859,GOOGL,0001652044-26-000026,2026-03-06,2026-03-06,2026-03-09,AFTER_HOURS,1,2026
860,NVDA,0001045810-26-000024,2026-03-06,2026-03-06,2026-03-09,AFTER_HOURS,1,2026
861,ADBE,0000796343-26-000048,2026-03-12,2026-03-12,2026-03-13,AFTER_HOURS,1,2026
862,AMZN,0001104659-26-027729,2026-03-13,2026-03-13,2026-03-16,AFTER_HOURS,1,2026
863,AMZN,0001104659-26-028556,2026-03-16,2026-03-16,2026-03-17,AFTER_HOURS,1,2026
864,QCOM,0000804328-26-000041,2026-03-19,2026-03-19,2026-03-20,AFTER_HOURS,1,2026
865,TSLA,0001628280-26-022956,2026-04-02,2026-04-01,2026-04-02,PRE_MARKET,0,2026
866,AVGO,0001193125-26-140574,2026-04-02,2026-04-02,2026-04-06,AFTER_HOURS,0,2026
867,GOOGL,0001652044-26-000031,2026-04-02,2026-04-02,2026-04-06,AFTER_HOURS,1,2026
868,INTC,0000050863-26-000069,2026-04-03,2026-04-02,2026-04-06,NON_TRADING_DAY,0,2026
869,AVGO,0001193125-26-144028,2026-04-06,2026-04-06,2026-04-07,AFTER_HOURS,1,2026
870,AMZN,0001104659-26-041034,2026-04-08,2026-04-08,2026-04-09,AFTER_HOURS,1,2026
871,INTC,0000050863-26-000072,2026-04-08,2026-04-08,2026-04-09,AFTER_HOURS,1,2026
872,GOOGL,0001652044-26-000034,2026-04-10,2026-04-10,2026-04-13,AFTER_HOURS,1,2026
873,AMZN,0001104659-26-042880,2026-04-14,2026-04-13,2026-04-14,PRE_MARKET,1,2026
874,META,0001628280-26-025108,2026-04-14,2026-04-14,2026-04-15,AFTER_HOURS,0,2026
875,NFLX,0001065280-26-000137,2026-04-16,2026-04-16,2026-04-17,AFTER_HOURS,1,2026
876,AAPL,0001140361-26-015711,2026-04-20,2026-04-20,2026-04-21,AFTER_HOURS,0,2026
877,ADBE,0000796343-26-000101,2026-04-21,2026-04-21,2026-04-22,AFTER_HOURS,0,2026
878,AVGO,0001730168-26-000039,2026-04-21,2026-04-21,2026-04-22,AFTER_HOURS,1,2026
879,NFLX,0001065280-26-000139,2026-04-22,2026-04-22,2026-04-23,AFTER_HOURS,0,2026
880,TSLA,0001628280-26-026551,2026-04-22,2026-04-22,2026-04-23,AFTER_HOURS,0,2026
881,INTC,0000050863-26-000077,2026-04-23,2026-04-23,2026-04-24,AFTER_HOURS,0,2026
882,INTC,0000050863-26-000083,2026-04-24,2026-04-24,2026-04-27,AFTER_HOURS,1,2026
883,NVDA,0001045810-26-000026,2026-04-27,2026-04-27,2026-04-28,AFTER_HOURS,1,2026
884,AMZN,0001018724-26-000012,2026-04-29,2026-04-29,2026-04-30,AFTER_HOURS,0,2026
885,GOOGL,0001652044-26-000043,2026-04-29,2026-04-29,2026-04-30,AFTER_HOURS,1,2026
886,META,0001628280-26-028364,2026-04-29,2026-04-29,2026-04-30,AFTER_HOURS,0,2026
887,MSFT,0001193125-26-191457,2026-04-29,2026-04-29,2026-04-30,AFTER_HOURS,0,2026
888,QCOM,0000804328-26-000060,2026-04-29,2026-04-29,2026-04-30,AFTER_HOURS,1,2026
889,AAPL,0000320193-26-000011,2026-04-30,2026-04-30,2026-05-01,AFTER_HOURS,0,2026
890,INTC,0001193125-26-197845,2026-04-30,2026-04-30,2026-05-01,AFTER_HOURS,1,2026
891,META,0001193125-26-204128,2026-05-04,2026-05-04,2026-05-05,AFTER_HOURS,0,2026
892,AMD,0000002488-26-000072,2026-05-05,2026-05-05,2026-05-06,AFTER_HOURS,1,2026
893,NVDA,0001045810-26-000028,2026-05-08,2026-05-08,2026-05-11,AFTER_HOURS,1,2026
894,GOOGL,0001193125-26-216986,2026-05-11,2026-05-11,2026-05-12,AFTER_HOURS,1,2026
895,MSFT,0001193125-26-224155,2026-05-14,2026-05-14,2026-05-15,AFTER_HOURS,1,2026
896,AMD,0001193125-26-226746,2026-05-15,2026-05-15,2026-05-18,AFTER_HOURS,0,2026
897,INTC,0000050863-26-000118,2026-05-15,2026-05-15,2026-05-18,AFTER_HOURS,0,2026
898,NVDA,0001045810-26-000051,2026-05-20,2026-05-20,2026-05-21,AFTER_HOURS,0,2026
899,GOOGL,0001193125-26-234488,2026-05-21,2026-05-21,2026-05-22,AFTER_HOURS,0,2026
900,AMZN,0001104659-26-065717,2026-05-22,2026-05-22,2026-05-26,AFTER_HOURS,0,2026
901,META,0001628280-26-039193,2026-05-29,2026-05-29,2026-06-01,AFTER_HOURS,0,2026
902,AVGO,0001730168-26-000051,2026-06-03,2026-06-03,2026-06-04,AFTER_HOURS,1,2026
903,GOOGL,0001193125-26-257724,2026-06-04,2026-06-04,2026-06-05,AFTER_HOURS,1,2026
904,GOOGL,0001193125-26-259830,2026-06-05,2026-06-05,2026-06-08,AFTER_HOURS,0,2026
905,NFLX,0001065280-26-000189,2026-06-05,2026-06-05,2026-06-08,AFTER_HOURS,1,2026
906,AMZN,0001104659-26-072140,2026-06-10,2026-06-09,2026-06-10,PRE_MARKET,0,2026
907,AVGO,0001193125-26-266777,2026-06-11,2026-06-10,2026-06-11,PRE_MARKET,1,2026
908,ADBE,0000796343-26-000109,2026-06-11,2026-06-11,2026-06-12,AFTER_HOURS,1,2026
909,GOOGL,0001193125-26-267578,2026-06-11,2026-06-11,2026-06-12,AFTER_HOURS,0,2026
910,AMZN,0001104659-26-073562,2026-06-12,2026-06-12,2026-06-15,AFTER_HOURS,0,2026
911,AVGO,0001193125-26-275077,2026-06-18,2026-06-17,2026-06-18,PRE_MARKET,0,2026
912,NVDA,0001193125-26-275783,2026-06-18,2026-06-18,2026-06-22,AFTER_HOURS,0,2026
913,QCOM,0001104659-26-077071,2026-06-24,2026-06-23,2026-06-24,PRE_MARKET,0,2026
914,NVDA,0001045810-26-000056,2026-06-30,2026-06-30,2026-07-01,AFTER_HOURS,1,2026
915,AMD,0000002488-26-000115,2026-07-01,2026-07-01,2026-07-02,AFTER_HOURS,0,2026
916,TSLA,0001628280-26-046717,2026-07-02,2026-07-01,2026-07-02,PRE_MARKET,0,2026
917,AVGO,0001193125-26-295589,2026-07-06,2026-07-02,2026-07-06,PRE_MARKET,0,2026
918,AMZN,0001104659-26-082293,2026-07-09,2026-07-09,2026-07-10,AFTER_HOURS,0,2026
919,NFLX,0001065280-26-000211,2026-07-16,2026-07-16,2026-07-17,AFTER_HOURS,1,2026
920,ADBE,0000796343-26-000120,2026-07-17,2026-07-17,2026-07-20,AFTER_HOURS,1,2026
921,GOOGL,0001652044-26-000066,2026-07-22,2026-07-22,2026-07-23,AFTER_HOURS,0,2026
922,NFLX,0001193125-26-312575,2026-07-22,2026-07-22,2026-07-23,AFTER_HOURS,1,2026
923,TSLA,0001628280-26-049213,2026-07-22,2026-07-22,2026-07-23,AFTER_HOURS,0,2026
924,INTC,0000050863-26-000155,2026-07-23,2026-07-23,2026-07-24,AFTER_HOURS,0,2026
925,META,0001628280-26-050596,2026-07-29,2026-07-29,2026-07-30,AFTER_HOURS,1,2026
926,MSFT,0001193125-26-323632,2026-07-29,2026-07-29,2026-07-30,AFTER_HOURS,1,2026
927,QCOM,0000804328-26-000085,2026-07-29,2026-07-29,2026-07-30,AFTER_HOURS,1,2026
928,AAPL,0000320193-26-000018,2026-07-30,2026-07-30,2026-07-31,AFTER_HOURS,1,2026
929,AMZN,0001018724-26-000024,2026-07-30,2026-07-30,2026-07-31,AFTER_HOURS,1,2026
930,NFLX,0001065280-26-000214,2026-07-30,2026-07-30,2026-07-31,AFTER_HOURS,1,2026
931,QCOM,0001104659-26-089234,2026-07-31,2026-07-31,2026-08-03,AFTER_HOURS,1,2026
932,AMD,0000002488-26-000121,2026-08-04,2026-08-04,2026-08-05,AFTER_HOURS,1,2026
933,GOOGL,0001193125-26-342390,2026-08-10,2026-08-10,2026-08-11,AFTER_HOURS,0,2026
934,INTC,0001193125-26-346806,2026-08-12,2026-08-12,2026-08-13,AFTER_HOURS,1,2026
