Family,Model,Ticker,Event_Session,Test_Year,Filing_Count,Accessions,y_prob,Acceptance_DateTime_ET,Lead_Minutes,Feature_Cutoff_Session,Momentum_Score_60D,Publication_Period,Stock_Return_Open_Close,QQQ_Return_Open_Close,Market_Neutral_Return,Active,Signal,Strategy_Return_Gross,Transaction_Cost,Strategy_Return_Net,Win,Cost_Bps_Per_Side,Probability_Margin
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2024-07-15,2024,1,0001140361-24-033072,0.4186288510528209,2024-07-12 20:52:58+00:00,3877.0333333333333,2024-07-12,0.1340342346277208,AFTER_HOURS,0.008352930405560732,-0.0009262630004358563,0.004639596702998294,True,-1,-0.004639596702998294,0.001,-0.005639596702998294,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2024-09-06,2024,1,0001730168-24-000095,0.3012320390492377,2024-09-05 20:21:56+00:00,1028.0666666666666,2024-09-05,0.07084933332744314,AFTER_HOURS,-0.04363001745200701,-0.02528617398473998,-0.009171921733633515,True,-1,0.009171921733633515,0.001,0.008171921733633514,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2024-10-03,2024,1,0001193125-24-231159,0.2806562080560118,2024-10-02 20:10:59+00:00,1039.0166666666667,2024-10-02,0.01824982739240577,AFTER_HOURS,0.013382881368983801,0.0038562682727611985,0.004763306548111301,True,-1,-0.004763306548111301,0.001,-0.005763306548111301,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2024-12-13,2024,1,0001730168-24-000125,0.1496328916876444,2024-12-12 21:23:06+00:00,1026.9,2024-12-12,0.002776184663368264,AFTER_HOURS,0.050958436027578324,0.00013197474139214904,0.025413230643093088,True,-1,-0.025413230643093088,0.001,-0.02641323064309309,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-01-13,2025,1,0001193125-25-004476,0.7328873130528468,2025-01-10 21:23:51+00:00,3906.15,2025-01-10,0.21255218358443817,AFTER_HOURS,0.024091948091402804,0.008699092668340569,0.0076964277115311175,True,1,0.0076964277115311175,0.001,0.0066964277115311175,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-01-14,2025,1,0001193125-25-005318,0.2048557928861822,2025-01-13 21:16:11+00:00,1033.8166666666666,2025-01-13,0.25200316024800107,AFTER_HOURS,-0.008253565412568498,-0.00719425194080614,-0.0005296567358811788,True,-1,0.0005296567358811788,0.001,-0.00047034326411882123,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-03-07,2025,1,0001730168-25-000009,0.5162686297676415,2025-03-06 21:19:37+00:00,1030.3833333333334,2025-03-06,0.11839994744280025,AFTER_HOURS,0.038512817082366535,0.009504074324672596,0.01450437137884697,True,1,0.01450437137884697,0.001,0.013504371378846969,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-04-23,2025,1,0001730168-25-000037,0.6953136122384728,2025-04-22 20:13:22+00:00,1036.6333333333334,2025-04-22,-0.14537023663178772,AFTER_HOURS,-0.004893661397014304,-0.007879205891570207,0.0014927722472779514,True,1,0.0014927722472779514,0.001,0.0004927722472779514,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-06-06,2025,1,0001730168-25-000061,0.3178013024956965,2025-06-05 20:27:02+00:00,1022.9666666666667,2025-06-05,0.25709672019214325,AFTER_HOURS,-0.016763584949027854,-0.00015097564121457907,-0.008306304653906638,True,-1,0.008306304653906638,0.001,0.007306304653906638,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-07-14,2025,1,0001193125-25-158202,0.5960839329372636,2025-07-11 20:14:59+00:00,3915.016666666667,2025-07-11,0.3291906949356427,AFTER_HOURS,0.005362423647610415,0.0040073499113981725,0.0006775368681061211,True,1,0.0006775368681061211,0.001,-0.0003224631318938789,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-09-05,2025,1,0001730168-25-000094,0.2816581309407069,2025-09-04 20:19:50+00:00,1030.1666666666667,2025-09-04,0.17089430269351014,AFTER_HOURS,-0.058716016084474076,-0.00763147125757091,-0.025542272413451583,True,-1,0.025542272413451583,0.001,0.024542272413451582,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-09-10,2025,1,0001193125-25-199281,0.7242546729230055,2025-09-09 21:28:00+00:00,962.0,2025-09-09,0.22884024519000534,AFTER_HOURS,0.051348483371296716,-0.0052077604382101406,0.028278121904753428,True,1,0.028278121904753428,0.001,0.027278121904753427,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-09-11,2025,1,0001193125-25-200108,0.2213858580152328,2025-09-10 20:16:49+00:00,1033.1833333333334,2025-09-10,0.38628600077732833,AFTER_HOURS,-0.031116946012382463,0.0014402765062992984,-0.01627861125934088,True,-1,0.01627861125934088,0.001,0.01527861125934088,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-09-30,2025,1,0001193125-25-223202,0.2723460531251327,2025-09-29 20:08:40+00:00,1041.3333333333333,2025-09-29,0.11595111944624681,AFTER_HOURS,-0.0006361064406401606,0.003241820204785917,-0.0019389633227130387,True,-1,0.0019389633227130387,0.001,0.0009389633227130387,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2025-12-12,2025,1,0001730168-25-000116,0.3565310578963247,2025-12-11 21:17:37+00:00,1032.3833333333334,2025-12-11,0.11437980080159771,AFTER_HOURS,-0.0527160733491725,-0.013599571984699188,-0.019558250682236655,True,-1,0.019558250682236655,0.001,0.018558250682236654,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-01-14,2026,1,0001193125-26-011731,0.4837720881037575,2026-01-13 21:06:00+00:00,1044.0,2026-01-13,-0.041880813194469235,AFTER_HOURS,-0.026019390034970558,-0.004323094760259716,-0.010848147637355421,True,-1,0.010848147637355421,0.001,0.00984814763735542,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-03-03,2026,1,0001193125-26-085656,0.5150388725748453,2026-03-02 22:00:50+00:00,989.1666666666666,2026-03-02,-0.14174965856516797,AFTER_HOURS,0.0026836943702575056,0.008803849964857724,-0.003060077797300109,True,1,-0.003060077797300109,0.001,-0.004060077797300109,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-03-05,2026,1,0001730168-26-000011,0.461595420511001,2026-03-04 21:16:10+00:00,1033.8333333333333,2026-03-04,-0.14675363690508014,AFTER_HOURS,0.007844195273315258,0.00248592141879711,0.0026791369272590737,True,-1,-0.0026791369272590737,0.001,-0.0036791369272590737,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-04-06,2026,1,0001193125-26-140574,0.2957826950008108,2026-04-02 21:25:00+00:00,5285.0,2026-04-02,-0.022602580801643568,AFTER_HOURS,-0.001999634633702674,0.0038722337766399217,-0.0029359342051712978,True,-1,0.0029359342051712978,0.001,0.0019359342051712978,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-04-07,2026,1,0001193125-26-144028,0.4856268863054238,2026-04-06 21:22:08+00:00,967.8666666666667,2026-04-06,-0.02697652076624457,AFTER_HOURS,0.022158938545372653,0.005037244951238806,0.008560846797066923,True,-1,-0.008560846797066923,0.001,-0.009560846797066924,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-04-22,2026,1,0001730168-26-000039,0.6421857773248786,2026-04-21 20:37:02+00:00,1012.9666666666667,2026-04-21,0.22321371429936354,AFTER_HOURS,0.0385030775152313,0.007628948321535711,0.015437064596847794,True,1,0.015437064596847794,0.001,0.014437064596847793,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-06-04,2026,1,0001730168-26-000051,0.2826549961533336,2026-06-03 20:21:35+00:00,1028.4166666666667,2026-06-03,0.16290994660791713,AFTER_HOURS,0.02425490516784934,0.0069750435348938655,0.008639930816477737,True,-1,-0.008639930816477737,0.001,-0.009639930816477738,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-06-11,2026,1,0001193125-26-266777,0.6077103802304007,2026-06-11 13:07:29+00:00,22.516666666666666,2026-06-10,-0.009267929817580178,PRE_MARKET,0.03419880840491518,0.025497315348550043,0.00435074652818257,True,1,0.00435074652818257,0.001,0.0033507465281825697,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-06-18,2026,1,0001193125-26-275077,0.36681735645586,2026-06-18 13:00:28+00:00,29.533333333333335,2026-06-17,-0.010501717617499517,PRE_MARKET,0.004321547900968392,0.004639151998814484,-0.00015880204892304572,True,-1,0.00015880204892304572,0.001,-0.0008411979510769543,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,AVGO,2026-07-06,2026,1,0001193125-26-295589,0.6010122941987461,2026-07-06 12:00:19+00:00,89.68333333333334,2026-07-02,-0.13102355301897117,PRE_MARKET,0.0007762333885401596,0.004014299553899869,-0.001619033082679855,True,1,-0.001619033082679855,0.001,-0.002619033082679855,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-01-20,2023,1,0001193125-23-011424,0.3737190789453238,2023-01-20 11:51:39+00:00,158.35,2023-01-19,-0.08130865136075949,PRE_MARKET,0.030704502794917543,0.021279612518612545,0.004712445138152499,True,-1,-0.004712445138152499,0.001,-0.005712445138152499,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-01-25,2023,1,0001652044-23-000005,0.5835778445524045,2023-01-25 00:50:47+00:00,819.2166666666667,2023-01-24,-0.010868166946075064,AFTER_HOURS,-0.003662221149301148,0.013955041498294074,-0.008808631323797611,True,1,-0.008808631323797611,0.001,-0.009808631323797612,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-02-03,2023,1,0001652044-23-000013,0.2357574767631279,2023-02-02 21:01:29+00:00,1048.5166666666667,2023-02-02,0.0638541317737289,AFTER_HOURS,0.01797336508924574,0.004066341655563077,0.006953511716841332,True,-1,-0.006953511716841332,0.001,-0.007953511716841333,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-04-21,2023,1,0001652044-23-000034,0.3763758681697566,2023-04-20 20:24:04+00:00,1025.9333333333334,2023-04-20,-0.0207964411327779,AFTER_HOURS,-0.0005688589921242215,0.0022157629747041607,-0.0013923109834141911,True,-1,0.0013923109834141911,0.001,0.0003923109834141911,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-04-24,2023,1,0001193125-23-110657,0.3553982958652826,2023-04-21 21:01:56+00:00,3868.0666666666666,2023-04-21,0.004940066422857825,AFTER_HOURS,0.004550226245653155,-0.0013591019316803177,0.0029546640886667364,True,-1,-0.0029546640886667364,0.001,-0.003954664088666736,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-04-26,2023,1,0001652044-23-000041,0.2765964398313217,2023-04-25 20:01:48+00:00,1048.2,2023-04-25,-0.002880403418292099,AFTER_HOURS,-0.011532587739129574,-0.005008956457343783,-0.0032618156408928956,True,-1,0.0032618156408928956,0.001,0.0022618156408928955,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-06-09,2023,1,0001193125-23-163590,0.2695275564558196,2023-06-08 21:00:58+00:00,989.0333333333333,2023-06-08,0.11036006487714789,AFTER_HOURS,-0.0001635717224245381,-0.0003665930153187169,0.0001015106464470894,True,-1,-0.0001015106464470894,0.001,-0.0011015106464470894,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-07-26,2023,1,0001652044-23-000067,0.2836391784245908,2023-07-25 20:01:21+00:00,1048.65,2023-07-25,-0.04812987799498236,AFTER_HOURS,-0.0061505574437593635,-0.0005295250619105074,-0.002810516190924428,True,-1,0.002810516190924428,0.001,0.001810516190924428,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2023-10-25,2023,1,0001652044-23-000088,0.3131865022822165,2023-10-24 20:01:23+00:00,1048.6166666666666,2023-10-24,0.1085164315392314,AFTER_HOURS,-0.01989702698886331,-0.01783015321415027,-0.0010334368873565203,True,-1,0.0010334368873565203,0.001,3.343688735652026e-05,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-01-31,2024,1,0001652044-24-000014,0.471081119123686,2024-01-30 21:01:26+00:00,1048.5666666666666,2024-01-30,0.0033276617185558077,AFTER_HOURS,-0.024509045629751758,-0.00921944832254118,-0.007644798653605289,True,-1,0.007644798653605289,0.001,0.006644798653605289,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-02-09,2024,1,0001652044-24-000032,0.325369937907467,2024-02-08 22:24:23+00:00,965.6166666666667,2024-02-08,-0.04619414939515232,AFTER_HOURS,0.01581679465547059,0.007166855634569869,0.0043249695104503605,True,-1,-0.0043249695104503605,0.001,-0.0053249695104503605,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-04-26,2024,1,0001652044-24-000047,0.2070135694550938,2024-04-25 20:01:35+00:00,1048.4166666666667,2024-04-25,0.030653857373971194,AFTER_HOURS,-0.013878524039178441,0.007904225530628528,-0.010891374784903485,True,-1,0.010891374784903485,0.001,0.009891374784903484,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-06-05,2024,1,0001193125-24-154725,0.2484129175043504,2024-06-05 11:56:04+00:00,93.93333333333334,2024-06-04,0.24710267079865456,PRE_MARKET,0.0011986684790252777,0.012118406174575158,-0.00545986884777494,True,-1,0.00545986884777494,0.001,0.00445986884777494,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-06-10,2024,1,0001193125-24-157498,0.3837419972887551,2024-06-07 21:00:57+00:00,3869.05,2024-06-07,0.1950402334610939,AFTER_HOURS,0.00022857224583527902,0.00651764583671155,-0.0031445367954381354,True,-1,0.0031445367954381354,0.001,0.0021445367954381353,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-06-14,2024,1,0001193125-24-160721,0.2788098015130125,2024-06-13 20:16:04+00:00,1033.9333333333334,2024-06-13,0.10570146284655779,AFTER_HOURS,0.014751418019874896,0.005603150947058877,0.004574133536408009,True,-1,-0.004574133536408009,0.001,-0.005574133536408009,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-07-24,2024,1,0001652044-24-000076,0.132266645218604,2024-07-23 20:01:54+00:00,1048.1,2024-07-23,0.03252218215917213,AFTER_HOURS,-0.0055875644389362655,-0.022033688489356162,0.008223062025209948,True,-1,-0.008223062025209948,0.001,-0.00922306202520995,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-08-06,2024,1,0001652044-24-000085,0.3916592033060685,2024-08-06 00:08:50+00:00,801.1666666666666,2024-08-05,-0.04964195844892416,AFTER_HOURS,-0.006527386763132359,0.00526036121761253,-0.005893873990372445,True,-1,0.005893873990372445,0.001,0.004893873990372445,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-09-24,2024,1,0001652044-24-000097,0.3642735927666767,2024-09-24 12:31:01+00:00,58.983333333333334,2024-09-23,-0.1302902202950449,PRE_MARKET,-0.004539075622308375,0.0018783876443051462,-0.0032087316333067606,True,-1,0.0032087316333067606,0.001,0.0022087316333067606,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2024-10-30,2024,1,0001652044-24-000115,0.3698019712485272,2024-10-29 20:01:46+00:00,1048.2333333333333,2024-10-29,-0.08352235408473474,AFTER_HOURS,-0.03442542735252063,-0.0060273727494211116,-0.01419902730154976,True,-1,0.01419902730154976,0.001,0.01319902730154976,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-02-05,2025,1,0001652044-25-000010,0.2018501799028352,2025-02-04 21:01:27+00:00,1048.55,2025-02-04,0.1499936283078056,AFTER_HOURS,0.0013607290357966484,0.009639278278177565,-0.0041392746211904585,True,-1,0.0041392746211904585,0.001,0.0031392746211904585,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-03-18,2025,1,0001652044-25-000027,0.4031425237271094,2025-03-18 12:43:32+00:00,46.46666666666667,2025-03-17,-0.0621418999303569,PRE_MARKET,-0.018389507829452034,-0.010158309338534122,-0.004115599245458956,True,-1,0.004115599245458956,0.001,0.0031155992454589563,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-04-21,2025,1,0001652044-25-000033,0.6439463987331813,2025-04-17 21:49:33+00:00,5260.45,2025-04-17,-0.07390196804041449,AFTER_HOURS,-0.008127395715896268,-0.011683420821047674,0.001778012552575703,True,1,0.001778012552575703,0.001,0.0007780125525757029,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-04-25,2025,1,0001652044-25-000040,0.6238690955203665,2025-04-24 20:01:26+00:00,1048.5666666666666,2025-04-24,-0.08046319319692663,AFTER_HOURS,-0.018840494774093774,0.011970782541229408,-0.015405638657661591,True,1,-0.015405638657661591,0.001,-0.016405638657661592,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-05-02,2025,1,0001193125-25-110020,0.4983192399614111,2025-05-01 20:28:02+00:00,1021.9666666666667,2025-05-01,-0.13731428633355303,AFTER_HOURS,0.0037941074799159313,0.004706659241019651,-0.00045627588055185964,True,-1,0.00045627588055185964,0.001,-0.0005437241194481404,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-05-07,2025,1,0001193125-25-113864,0.6197433401606072,2025-05-06 20:50:04+00:00,999.9333333333333,2025-05-06,-0.04027185094907393,AFTER_HOURS,-0.07740124821133754,0.0025307029013541538,-0.039965975556345845,True,1,-0.039965975556345845,0.001,-0.040965975556345846,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-06-13,2025,1,0001193125-25-139948,0.4925439733629764,2025-06-12 20:23:59+00:00,1026.0166666666667,2025-06-12,-0.031390982147170954,AFTER_HOURS,0.012932009371182884,-0.0013644078098814516,0.007148208590532168,True,-1,-0.007148208590532168,0.001,-0.008148208590532169,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-07-21,2025,1,0001193125-25-161225,0.2223828582311128,2025-07-18 20:16:46+00:00,3913.233333333333,2025-07-18,-0.04091285375071885,AFTER_HOURS,0.020671173710150814,0.0037003966541151456,0.008485388528017834,True,-1,-0.008485388528017834,0.001,-0.009485388528017835,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-07-24,2025,1,0001652044-25-000056,0.228213894274461,2025-07-23 20:01:33+00:00,1048.45,2025-07-23,-0.01846589010112254,AFTER_HOURS,-0.024666297723502928,-0.00021233188142677495,-0.012226982921038076,True,-1,0.012226982921038076,0.001,0.011226982921038076,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-09-04,2025,1,0001652044-25-000067,0.2030793068743096,2025-09-03 20:30:34+00:00,1019.4333333333333,2025-09-03,0.25270786815659063,AFTER_HOURS,0.011539339106048097,0.00786696273469678,0.0018361881856756579,True,-1,-0.0018361881856756579,0.001,-0.002836188185675658,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-09-08,2025,1,0001652044-25-000074,0.5084728415283079,2025-09-05 20:53:32+00:00,3876.4666666666667,2025-09-05,0.2362384688006871,AFTER_HOURS,-0.0060729941273069965,0.0008644985117161053,-0.003468746319511551,True,1,-0.003468746319511551,0.001,-0.004468746319511551,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-10-30,2025,1,0001652044-25-000087,0.3709267905449501,2025-10-29 20:01:48+00:00,1048.2,2025-10-29,0.27562772225740795,AFTER_HOURS,-0.034671921117098936,-0.009680932791231944,-0.012495494162933496,True,-1,0.012495494162933496,0.001,0.011495494162933495,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2025-11-07,2025,1,0001193125-25-269979,0.5017018794047378,2025-11-06 21:47:26+00:00,1002.5666666666667,2025-11-06,0.3559861544596259,AFTER_HOURS,-0.015465573302371416,0.0023507630673840207,-0.008908168184877718,True,1,-0.008908168184877718,0.001,-0.00990816818487772,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-02-05,2026,1,0001652044-26-000012,0.2048354701877404,2026-02-04 21:01:37+00:00,1048.3833333333334,2026-02-04,0.17875499163350772,AFTER_HOURS,0.06095060760007143,-0.005298133252306991,0.03312437042618921,True,-1,-0.03312437042618921,0.001,-0.03412437042618921,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-02-17,2026,1,0001193125-26-051423,0.6220052499592666,2026-02-13 21:16:46+00:00,5353.233333333334,2026-02-13,0.07492598344157753,AFTER_HOURS,0.0065990548338941135,0.00487981364071155,0.0008596205965912818,True,1,0.0008596205965912818,0.001,-0.00014037940340871826,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-03-09,2026,1,0001652044-26-000026,0.595022516939829,2026-03-06 22:21:44+00:00,3788.266666666667,2026-03-06,-0.010395223795321762,AFTER_HOURS,0.04076641050809959,0.02276901156384281,0.00899869947212839,True,1,0.00899869947212839,0.001,0.00799869947212839,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-04-06,2026,1,0001652044-26-000031,0.5168285794606281,2026-04-02 20:18:28+00:00,5351.533333333334,2026-04-02,0.0020629368775004764,AFTER_HOURS,0.013925018370165132,0.0038722337766399217,0.005026392296762605,True,1,0.005026392296762605,0.001,0.004026392296762605,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-04-13,2026,1,0001652044-26-000034,0.5182246518835573,2026-04-10 20:16:53+00:00,3913.116666666667,2026-04-10,-0.032090757912588086,AFTER_HOURS,0.013148712611301239,0.01297833305960916,8.51897758460396e-05,True,1,8.51897758460396e-05,0.001,-0.0009148102241539604,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-04-30,2026,1,0001652044-26-000043,0.2940726541377668,2026-04-29 20:01:35+00:00,1048.4166666666667,2026-04-29,-0.03901517498016638,AFTER_HOURS,0.028684418046512894,0.003592116534358869,0.012546150756077012,True,-1,-0.012546150756077012,0.001,-0.013546150756077013,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-05-12,2026,1,0001193125-26-216986,0.742739561115344,2026-05-11 20:45:29+00:00,1004.5166666666667,2026-05-11,0.06957272110307122,AFTER_HOURS,2.584232384883478e-05,-0.001383723291193073,0.0007047828075209539,True,1,0.0007047828075209539,0.001,-0.0002952171924790461,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-05-22,2026,1,0001193125-26-234488,0.588678650940433,2026-05-21 20:25:10+00:00,1024.8333333333333,2026-05-21,0.07969749057995901,AFTER_HOURS,-0.011307615370585444,-0.0007381303932328942,-0.005284742488676275,True,1,-0.005284742488676275,0.001,-0.006284742488676275,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-06-05,2026,1,0001193125-26-257724,0.2348739846366944,2026-06-04 21:07:39+00:00,982.35,2026-06-04,-0.007918611884015325,AFTER_HOURS,0.00597805989872402,-0.03424376090129977,0.020110910400011894,True,-1,-0.020110910400011894,0.001,-0.021110910400011895,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-06-08,2026,1,0001193125-26-259830,0.5233491278894984,2026-06-05 20:52:38+00:00,3877.366666666667,2026-06-05,0.032120010050456616,AFTER_HOURS,-0.005120749095495536,-0.002424026191182982,-0.001348361452156277,True,1,-0.001348361452156277,0.001,-0.002348361452156277,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-06-12,2026,1,0001193125-26-267578,0.4013066532817831,2026-06-11 20:17:04+00:00,1032.9333333333334,2026-06-11,-0.038772298627538504,AFTER_HOURS,-0.00810766775410754,0.005197867337477069,-0.006652767545792304,True,-1,0.006652767545792304,0.001,0.005652767545792304,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-07-23,2026,1,0001652044-26-000066,0.286314626144732,2026-07-22 20:01:36+00:00,1048.4,2026-07-22,-0.06974763297495534,AFTER_HOURS,-0.010712180080032052,-0.0039010767762661658,-0.003405551651882943,True,-1,0.003405551651882943,0.001,0.002405551651882943,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,GOOGL,2026-08-11,2026,1,0001193125-26-342390,0.5303620565945245,2026-08-10 20:10:48+00:00,1039.2,2026-08-10,-0.12121318366074196,AFTER_HOURS,-0.03397124492917214,-0.006691598069024418,-0.01363982343007386,True,1,-0.01363982343007386,0.001,-0.014639823430073862,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-01-27,2023,1,0000050863-23-000005,0.5360844139702885,2023-01-26 21:06:30+00:00,1043.5,2023-01-26,0.0034721165531772513,AFTER_HOURS,0.04026598318714791,0.01458907453981162,0.012838454323668147,True,1,0.012838454323668147,0.001,0.011838454323668146,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-02-13,2023,1,0001193125-23-032608,0.4551618316959089,2023-02-10 21:16:41+00:00,3913.3166666666666,2023-02-10,-0.12533022844301323,AFTER_HOURS,0.024398937113410346,0.01119116349265492,0.006603886810377713,True,-1,-0.006603886810377713,0.001,-0.007603886810377713,False,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-04-28,2023,1,0000050863-23-000027,0.4761014017902852,2023-04-27 20:09:04+00:00,1040.9333333333334,2023-04-27,-0.019524213437882132,AFTER_HOURS,-0.028767982784955737,0.007653657552545434,-0.018210820168750586,True,-1,0.018210820168750586,0.001,0.017210820168750585,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-05-17,2023,1,0000050863-23-000057,0.2586565070527322,2023-05-16 22:37:03+00:00,892.95,2023-05-16,-0.025368640540866405,AFTER_HOURS,-0.022018956925839883,0.008774082892081703,-0.015396519908960793,True,-1,0.015396519908960793,0.001,0.014396519908960792,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-07-28,2023,1,0000050863-23-000068,0.2108316799697626,2023-07-27 20:07:40+00:00,1042.3333333333333,2023-07-27,-0.025607467923543403,AFTER_HOURS,0.0021769205729167407,0.007196566744319233,-0.002509823085701246,True,-1,0.002509823085701246,0.001,0.001509823085701246,True,5.0,0.0
CatBoost,CAT C - MARKET + SEC + FINBERT,INTC,2023-08-16,2023,1,0000050863-23-000078,0.670377154236763,2023-08-16 10:01:11+00:00,208.81666666666666,2023-08-15,0.08779071773526881,PRE_MARKET,-0.028679074893932732,-0.00910155688279124,-0.009788759005570746,True,1,-0.009788759005570746,0.001,-0.010788759005570747,False,5.0,0.0
