Family,Model,Ticker,Event_Session,Test_Year,Filing_Count,Accessions,y_prob,Acceptance_DateTime_ET,Lead_Minutes,Feature_Cutoff_Session,Momentum_Score_60D,Publication_Period,Stock_Return_Open_Close,QQQ_Return_Open_Close,Market_Neutral_Return,Active,Signal,Strategy_Return_Gross,Transaction_Cost,Strategy_Return_Net,Win,Cost_Bps_Per_Side,Probability_Margin
CatBoost,CAT A - MARKET,AAPL,2024-09-10,2024,1,0001140361-24-040659,0.5425569421800449,2024-09-10 13:06:34+00:00,23.433333333333334,2024-09-09,0.07799908714542492,PRE_MARKET,0.005435786823312139,0.005304255390877088,6.576571621752514e-05,True,1,6.576571621752514e-05,0.001,-0.0009342342837824749,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2024-11-01,2024,1,0000320193-24-000120,0.5423463514303248,2024-10-31 20:30:25+00:00,1019.5833333333334,2024-10-31,-0.03652011369502706,AFTER_HOURS,0.008779483326646353,0.003975268127252907,0.0024021075996967234,True,1,0.0024021075996967234,0.001,0.0014021075996967234,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-01-06,2025,1,0001140361-25-000228,0.586388425631101,2025-01-03 21:30:56+00:00,3899.0666666666666,2025-01-03,0.017547491039337837,AFTER_HOURS,0.0028242906483628705,0.0009922492971907726,0.0009160206755860489,True,1,0.0009160206755860489,0.001,-8.397932441395108e-05,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-01-31,2025,1,0000320193-25-000007,0.4663183512117922,2025-01-30 21:30:23+00:00,1019.6166666666667,2025-01-30,-0.02990108432782157,AFTER_HOURS,-0.04526883098380452,-0.008786922176003187,-0.018240954403900667,True,-1,0.018240954403900667,0.001,0.017240954403900666,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-02-26,2025,1,0001140361-25-005876,0.4157541274660534,2025-02-25 21:47:19+00:00,1002.6833333333333,2025-02-25,0.04709702718186026,AFTER_HOURS,-0.016248521225192047,-0.001881620241606985,-0.007183450491792531,True,-1,0.007183450491792531,0.001,0.006183450491792531,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-05-02,2025,1,0000320193-25-000055,0.532080830967055,2025-05-01 20:30:21+00:00,1019.65,2025-05-01,-0.0024519029062234354,AFTER_HOURS,-0.0035906169514497988,0.004706659241019651,-0.004148638096234725,True,1,-0.004148638096234725,0.001,-0.005148638096234725,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-05-13,2025,1,0001140361-25-018400,0.2917013493961263,2025-05-12 20:30:28+00:00,1019.5333333333333,2025-05-12,-0.07519902058763517,AFTER_HOURS,0.011880435712659398,0.012628688716929348,-0.0003741265021349749,True,-1,0.0003741265021349749,0.001,-0.0006258734978650251,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-07-09,2025,1,0001140361-25-025275,0.5753858681842279,2025-07-09 01:18:13+00:00,731.7833333333333,2025-07-08,-0.12910268901808664,AFTER_HOURS,0.007683866843560816,0.0031922153974859313,0.0022458257230374423,True,1,0.0022458257230374423,0.001,0.0012458257230374423,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-07-28,2025,1,0001140361-25-027340,0.5097167859882372,2025-07-25 20:30:49+00:00,3899.1833333333334,2025-07-25,-0.17839718134283467,AFTER_HOURS,9.346480668614987e-05,0.0007045908707212778,-0.00030556303201756396,True,1,-0.00030556303201756396,0.001,-0.001305563032017564,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-08-01,2025,1,0000320193-25-000071,0.4253580393993086,2025-07-31 20:30:25+00:00,1019.5833333333334,2025-07-31,-0.11903471952951294,AFTER_HOURS,-0.0402617272773057,-0.008857813745955956,-0.015701956765674874,True,-1,0.015701956765674874,0.001,0.014701956765674873,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-10-31,2025,1,0000320193-25-000077,0.5426217028341298,2025-10-30 20:30:35+00:00,1019.4166666666666,2025-10-30,0.16932797099842944,AFTER_HOURS,-0.023899762989940565,-0.00804196938261581,-0.007928896803662377,True,1,-0.007928896803662377,0.001,-0.008928896803662378,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2025-12-08,2025,1,0001140361-25-044561,0.4222409563200893,2025-12-05 21:31:42+00:00,3898.3,2025-12-05,0.1409815532842873,AFTER_HOURS,-0.0008628707085239773,-0.0046714697998064825,0.0019042995456412526,True,-1,-0.0019042995456412526,0.001,-0.0029042995456412526,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-01-05,2026,1,0001140361-26-000199,0.5468798652500094,2026-01-02 21:30:52+00:00,3899.133333333333,2026-01-02,0.042126038664790366,AFTER_HOURS,-0.012488932529815089,-0.0021475442002755196,-0.005170694164769785,True,1,-0.005170694164769785,0.001,-0.006170694164769785,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-01-30,2026,1,0000320193-26-000005,0.3716433842982484,2026-01-29 21:30:33+00:00,1019.45,2026-01-29,-0.045651850802905236,AFTER_HOURS,0.0168907506693996,-0.006137071040291819,0.01151391085484571,True,-1,-0.01151391085484571,0.001,-0.012513910854845711,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-02-25,2026,1,0001140361-26-006577,0.4308934540701278,2026-02-24 21:55:58+00:00,994.0333333333333,2026-02-24,-0.016130234907218544,AFTER_HOURS,0.00901468915312198,0.009180593523363756,-8.295218512088809e-05,True,-1,8.295218512088809e-05,0.001,-0.0009170478148791119,False,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-04-21,2026,1,0001140361-26-015711,0.4872706489356692,2026-04-20 21:29:51+00:00,960.15,2026-04-20,0.05723884890268072,AFTER_HOURS,-0.019631626417184633,-0.006292247534227968,-0.0066696894414783325,True,-1,0.0066696894414783325,0.001,0.0056696894414783325,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-05-01,2026,1,0000320193-26-000011,0.4695774481968345,2026-04-30 20:30:41+00:00,1019.3166666666667,2026-04-30,-0.07656333245077085,AFTER_HOURS,0.004590222205101524,0.007457187324104053,-0.0014334825595012646,True,-1,0.0014334825595012646,0.001,0.00043348255950126455,True,5.0,0.0
CatBoost,CAT A - MARKET,AAPL,2026-07-31,2026,1,0000320193-26-000018,0.5992779322065265,2026-07-30 20:30:28+00:00,1019.5333333333333,2026-07-30,0.1885938601556183,AFTER_HOURS,0.01345102239544338,-0.005952804040379123,0.009701913217911251,True,1,0.009701913217911251,0.001,0.00870191321791125,True,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-01-20,2023,1,0001193125-23-010953,0.452667680764429,2023-01-19 21:06:00+00:00,1044.0,2023-01-19,0.11661571667301973,AFTER_HOURS,0.03819155850708067,0.021279612518612545,0.008455972994234062,True,-1,-0.008455972994234062,0.001,-0.009455972994234063,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-01-27,2023,1,0000796343-23-000011,0.5578152134885296,2023-01-26 21:14:22+00:00,1035.6333333333334,2023-01-26,0.07765427603545105,AFTER_HOURS,0.019862998747359528,0.01458907453981162,0.0026369621037739543,True,1,0.0026369621037739543,0.001,0.0016369621037739543,True,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-03-16,2023,1,0000796343-23-000044,0.3628268462147929,2023-03-15 20:06:36+00:00,1043.4,2023-03-15,-0.06727609591868511,AFTER_HOURS,0.025306907262239386,0.02956375019662305,-0.0021284214671918322,True,-1,0.0021284214671918322,0.001,0.0011284214671918322,True,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-04-25,2023,1,0000796343-23-000084,0.3369683563426097,2023-04-24 20:09:54+00:00,1040.1,2023-04-24,-0.047254318982288934,AFTER_HOURS,-0.010812858957055638,-0.013681689502172856,0.001434415272558609,True,-1,-0.001434415272558609,0.001,-0.002434415272558609,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-06-16,2023,1,0000796343-23-000133,0.392940341462332,2023-06-15 20:06:02+00:00,1043.9666666666667,2023-06-15,0.11874334944978893,AFTER_HOURS,-0.04447829855794816,-0.012851493156347815,-0.015813402700800172,True,-1,0.015813402700800172,0.001,0.014813402700800171,True,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-09-15,2023,1,0000796343-23-000198,0.3286258282058451,2023-09-14 20:06:02+00:00,1043.9666666666667,2023-09-14,0.10819518650402071,AFTER_HOURS,-0.0060513254623432156,-0.013567093330402069,0.0037578839340294268,True,-1,-0.0037578839340294268,0.001,-0.004757883934029427,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-10-27,2023,1,0000796343-23-000226,0.5523117601684979,2023-10-26 20:09:12+00:00,1040.8,2023-10-26,0.05054229557569001,AFTER_HOURS,-0.018125613300120746,-0.003232962332553435,-0.007446325483783656,True,1,-0.007446325483783656,0.001,-0.008446325483783657,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-12-14,2023,1,0000796343-23-000252,0.2903320879493052,2023-12-13 21:06:47+00:00,1043.2166666666667,2023-12-13,0.06085755712823904,AFTER_HOURS,-0.014097783054911495,-0.0039261106591858,-0.0050858361978628475,True,-1,0.0050858361978628475,0.001,0.0040858361978628474,True,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2023-12-18,2023,1,0000796343-23-000254,0.4551723651367713,2023-12-18 13:01:03+00:00,88.95,2023-12-15,0.005097770590061446,PRE_MARKET,0.01286513575245185,0.005309544700003999,0.003777795526223926,True,-1,-0.003777795526223926,0.001,-0.004777795526223926,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2024-01-29,2024,1,0000796343-24-000024,0.4406989598582654,2024-01-26 21:08:26+00:00,3921.5666666666666,2024-01-26,-0.05163820362715965,AFTER_HOURS,0.023582462487087064,0.009145131598472522,0.007218665444307271,True,-1,-0.007218665444307271,0.001,-0.008218665444307272,False,5.0,0.0
CatBoost,CAT A - MARKET,ADBE,2024-03-15,2024,1,0000796343-24-000057,0.2722120008082355,2024-03-14 20:07:21+00:00,1042.65,2024-03-14,-0.11045999929216588,AFTER_HOURS,-0.014370392648417996,-0.004930387002942682,-0.004720002822737657,True,-1,0.004720002822737657,0.001,0.0037200028227376567,True,5.0,0.0
