Family,Model,Portfolio_Type,Portfolio_Definition,Test_Year,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm
LSTM,LSTM B - MARKET SEQUENCE + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0034668761439991987,-0.004437954113701375,0.4375,0.006611084752314486,0.011305290174465398,0.45482731783121727,-0.00022188007321594872,-0.05591377845041908,0.04257111426438884,-1.313420600249393,-1.5313799481748542,-1.3352052535822476,0.183028542090479,0.9084857289547605,-0.054815944809734396,-0.054815944809734396,-0.055592703061856485,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0012592604222706502,-0.0015574537774995503,0.4230769230769231,0.005860378750772118,0.006480329149168681,0.6631779011488739,-0.0002058038806654178,-0.05186257792768528,0.05315385325612205,-0.9757068349830681,-1.287558843260791,-0.9621589994565449,0.336903163884886,0.831548418057557,-0.06550479338261139,-0.05148140855663108,-0.05221223160354871,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.0006711258472396414,0.00045189160152270345,0.5466666666666666,0.007088010143775739,0.007066881686818594,1.2094876819276545,0.00019020830630888527,0.04793249318983909,0.09004106374742298,0.5323403699926962,0.7699793568096733,0.5092533834561033,0.6110256214429964,0.3055128107214982,-0.07274460785575987,0.04449921725745787,0.045162604037791265,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.00023795191254504493,-0.0005097411822777556,0.4625,0.006761969047956167,0.006261139715767019,0.929293826245864,2.089452039960954e-05,0.005265419140701604,0.07161070627990074,0.07352837884493078,0.11179207764511538,0.06749931759251003,0.9462383735615603,0.47311918678078013,-0.10152978466995244,0.0026997255263718767,0.0027391503963605235,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0011775291874323197,0.0012388297711870841,0.5625,0.006954707657637381,0.011633262273950506,0.7686379605154736,-7.536186799566845e-05,-0.018991190734908448,0.041823163976784615,-0.4540830709376786,-0.589523438509712,-0.4539598700593828,0.6502531358472317,0.6748734320763842,-0.034726870622272754,-0.019513933340595924,-0.019795676188765765,1.0,1.0
Logistic,MODEL A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0013127463972415496,-0.0007971019587059694,0.4423076923076923,0.0054789183324376566,0.006699239113883679,0.6486332176549313,-0.00015280945586759802,-0.0385079828786347,0.052946426030636096,-0.7273008919686674,-0.9569977809683549,-0.7929679504082617,0.4285514086197407,0.7857242956901296,-0.061462635959984135,-0.03881874457791912,-0.03937355830474054,1.0,1.0
Logistic,MODEL A - MARKET,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.0012624553640566952,-0.000123117083986545,0.49333333333333335,0.00597997355891342,0.008314294052211808,0.7003127141179112,-0.0004349645797159306,-0.10961107408841451,0.09151684676586476,-1.19771471550852,-1.4254342161408746,-1.1471254776797217,0.2524307991403797,0.8737846004298102,-0.09213504316698107,-0.10679893939500962,-0.10826891435598218,1.0,1.0
Logistic,MODEL A - MARKET,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0008639472214384949,-0.00037371683091694165,0.4625,0.0060652263313394,0.006826259348247382,0.764535218222374,-0.00015558036800444836,-0.039206252737120986,0.07230718075552126,-0.5422179696050072,-0.7520376981441323,-0.4809009629377712,0.6310091710127502,0.6844954144936248,-0.12183062684891399,-0.04063095645745041,-0.04121111169494718,1.0,1.0
Logistic,MODEL A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0009000949266107053,0.0012388297711870841,0.5625,0.007201315889478816,0.011316194547297233,0.8181933136926829,-5.760607530308513e-05,-0.014516730976377453,0.041722769984554445,-0.34793305865721463,-0.45536251958568125,-0.34654412292990744,0.7292264982232296,0.6353867508883853,-0.03828737485187428,-0.015147491182317507,-0.015366686139697272,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0019216981930617915,-0.0023822742993089554,0.36538461538461536,0.006002527221544231,0.006484131007531925,0.5329936297524981,-0.0002794714293982083,-0.07042680020834849,0.05341876760349827,-1.318390583831747,-1.6897352298206185,-1.2718967144646083,0.20459642920616603,0.897701785396917,-0.0735274333895295,-0.06880801251190838,-0.06977561668600596,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.0006952895850903611,0.0011284214671918322,0.5733333333333334,0.006713359471460725,0.007391491824719815,1.2204676679213273,0.00012722586429137292,0.032060917801425975,0.09031684421539532,0.35498270649231684,0.5019386109159638,0.3310215138057719,0.7409066298792318,0.3704533149396159,-0.06238834392130432,0.028157452898151192,0.028573894365073293,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0003505282481723185,-0.00029758987235933756,0.475,0.006416204616968564,0.006472810364252165,0.8968496192397413,1.915822107735282e-05,0.004827871711492911,0.07171615479541808,0.0673191657481525,0.09963077318936144,0.05838718992921162,0.9534870474823922,0.4767435237411961,-0.07677841486419013,0.002255990492588511,0.0022889279781561633,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.001754288035335085,-0.0007290066854858382,0.5,0.007372287266939288,0.010880863337609459,0.6775461687361832,-0.00011227443426144544,-0.02829315743388425,0.042025031788196554,-0.6732453547323876,-0.8588570357803949,-0.6735978776690844,0.5011917683567729,0.7494041158216136,-0.034726870622272754,-0.028529559366953783,-0.02893953670006555,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.001508589090954141,-0.002026663706443859,0.38461538461538464,0.006189442693206965,0.006319858956054832,0.6121025342738345,-0.00023650808277901264,-0.059600036860311185,0.052725135441273205,-1.1303913467741673,-1.46492904063991,-1.0844436358857859,0.2792170201524361,0.8603914899237819,-0.06570699561914595,-0.05871524580943854,-0.059545498595219515,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.0009817118958849987,0.0011627266099607523,0.5866666666666667,0.006782165771082047,0.007251190378588231,1.3275475199963849,0.00021315255752976423,0.05371444449750058,0.09003472318228169,0.596596986128917,0.8556379133046946,0.5567218491570524,0.5782175002153281,0.28910875010766407,-0.05826746842849684,0.050506390639567744,0.051261508245271425,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-8.200733180234567e-05,-0.00017709508807056597,0.4875,0.006501451592297547,0.006344321918141269,0.9747783438450303,6.212156769654847e-05,0.015654635059530214,0.07115539107571188,0.2200063104547219,0.3288452766076378,0.19051030193748147,0.8490645014338079,0.4245322507169039,-0.07677841486419013,0.013118987623267353,0.013311573995856918,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.001754288035335085,-0.0007290066854858382,0.5,0.007372287266939288,0.010880863337609459,0.6775461687361832,-0.00011227443426144544,-0.02829315743388425,0.042025031788196554,-0.6732453547323876,-0.8588570357803949,-0.6735978776690844,0.5011917683567729,0.7494041158216136,-0.034726870622272754,-0.028529559366953783,-0.02893953670006555,1.0,1.0
TabNet,TABNET A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0018426378231893568,-0.0022676427222221565,0.38461538461538464,0.0057880260046550116,0.006611802715592087,0.547130095757165,-0.0003648659984668851,-0.09194623161365505,0.05403251232380475,-1.7016834431581096,-2.0815963367513364,-1.754648587683401,0.08054941055728783,0.959725294721356,-0.08851473504264906,-0.08851473504264906,-0.08974584918804629,1.0,1.0
TabNet,TABNET A - MARKET,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-2.6558728302636554e-05,0.0003923109834141911,0.52,0.006848234298959122,0.007474251174502876,0.9925971602141793,1.1717920996010377e-05,0.002952916090994615,0.09056192425132152,0.032606596154029104,0.04387084027300927,0.03375950649986343,0.9730959727591403,0.48654798637957014,-0.10872333555831826,-0.0011421254623574795,-0.001158771804731229,1.0,1.0
TabNet,TABNET A - MARKET,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0010282399830949776,-0.0016262831690830584,0.4125,0.006764158342418691,0.006499498381859895,0.7307183396196939,-0.0001940427515946234,-0.0488987734018451,0.0728543812757979,-0.6711850755651012,-0.8942178072968653,-0.7554650612500227,0.45068401232442024,0.7746579938377899,-0.07910012382488041,-0.049861837627448446,-0.05057028756001447,1.0,1.0
TabNet,TABNET A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.001189058931352054,-0.0007290066854858382,0.5,0.00793751637092232,0.010315634233626428,0.7694646970952081,-7.609977160653145e-05,-0.019177142444845925,0.04182728970869857,-0.45848398446093375,-0.6031980895277637,-0.5014181806489806,0.6165198614714351,0.6917400692642824,-0.034726870622272754,-0.019694711637956552,-0.019979037885535567,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0007407395777293511,-0.00044254622250044975,0.46153846153846156,0.005796598835230743,0.006344172503123718,0.7831617574859858,-0.0001861961193345824,-0.04692142207231477,0.05307876061295002,-0.8839961885030715,-1.1156733768817273,-0.8955868302552062,0.371338420892391,0.8143307895538046,-0.09198826667362625,-0.046817861526633475,-0.04748415089918023,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.002592439805841185,-0.002292975167322352,0.3466666666666667,0.00697363523135606,0.007668316356190744,0.4825435041190019,-0.0007274814691729739,-0.18332533023158942,0.09249604358762938,-1.9819802352725473,-2.474274093104215,-1.925346111492806,0.055325026865518115,0.972337486567241,-0.18859828011941882,-0.1698751276725008,-0.17212595306170286,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0018818177151269711,-0.0014902588177222445,0.3875,0.00608593084366845,0.006922638231915911,0.5561872005525531,-0.0005747863118713437,-0.14484615059157863,0.07320538412163784,-1.9786270139762223,-2.329233457800332,-1.9121764769265277,0.05700109823147455,0.9714994508842627,-0.2024968989547652,-0.13619072242644825,-0.13803302912267312,1.0,1.0
TabNet,TABNET B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0008224708125676819,-0.003238829771187084,0.4375,0.009633262273950505,0.008954707657637383,0.8367149002115567,-5.263813200433164e-05,-0.013264809265091573,0.041694294664470236,-0.31814446968916277,-0.4206285733919298,-0.3268872797814825,0.7440277597630878,0.6279861201184561,-0.048567431815914275,-0.013923009103583794,-0.014124612277695459,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0007338915910285062,-0.0013717333568517278,0.4423076923076923,0.006155996614316623,0.00619828568492292,0.7876923379419485,-9.652716376705185e-05,-0.024324845269297065,0.05271047724422398,-0.46148026997730496,-0.6487577409392248,-0.4338145558682364,0.6647987322736025,0.6676006338631988,-0.05992746309245711,-0.02518313729492294,-0.02554566033521599,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.0004104223908964091,-0.000655375711991423,0.4666666666666667,0.007315724484705812,0.007170800907048353,0.8926839563800515,-0.00014611437314527906,-0.03682082203261032,0.09110545105217545,-0.40415608075441395,-0.5601561143251547,-0.39772870487282025,0.6911709349815108,0.6544145325092445,-0.09878636706292032,-0.03982398335878856,-0.04039286033546707,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0008913676986139856,-0.001440562748435236,0.4125,0.006910794646412744,0.006369481685547648,0.7617982609001485,-0.0001840647835930254,-0.046384325465442404,0.07229161085930254,-0.6416280521915307,-0.9259952560813659,-0.5985630334198713,0.5500084177456261,0.7249957911271869,-0.10710383839281634,-0.047435892795243184,-0.04811075384685781,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,0.0005299195141046481,0.0015992103849290793,0.625,0.007525195853103217,0.0111288743842263,1.1269776848485207,3.3914848902697487e-05,0.008546541923479766,0.04117069751411293,0.2075879797895115,0.29824914451029716,0.190155261220952,0.8493423989505946,0.4246711994752973,-0.034726870622272754,0.007670656167656498,0.007782954101708928,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0012592604222706502,-0.0015574537774995503,0.4230769230769231,0.005860378750772118,0.006480329149168681,0.6631779011488739,-0.0002058038806654178,-0.05186257792768528,0.05315385325612205,-0.9757068349830681,-1.287558843260791,-0.9621589994565449,0.336903163884886,0.831548418057557,-0.06550479338261139,-0.05148140855663108,-0.05221223160354871,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.0006711258472396414,0.00045189160152270345,0.5466666666666666,0.007088010143775739,0.007066881686818594,1.2094876819276545,0.00019020830630888527,0.04793249318983909,0.09004106374742298,0.5323403699926962,0.7699793568096733,0.5092533834561033,0.6110256214429964,0.3055128107214982,-0.07274460785575987,0.04449921725745787,0.045162604037791265,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.00023795191254504493,-0.0005097411822777556,0.4625,0.006761969047956167,0.006261139715767019,0.929293826245864,2.089452039960954e-05,0.005265419140701604,0.07161070627990074,0.07352837884493078,0.11179207764511538,0.06749931759251003,0.9462383735615603,0.47311918678078013,-0.10152978466995244,0.0026997255263718767,0.0027391503963605235,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0011775291874323197,0.0012388297711870841,0.5625,0.006954707657637381,0.011633262273950506,0.7686379605154736,-7.536186799566845e-05,-0.018991190734908448,0.041823163976784615,-0.4540830709376786,-0.589523438509712,-0.4539598700593828,0.6502531358472317,0.6748734320763842,-0.034726870622272754,-0.019513933340595924,-0.019795676188765765,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0014147817169863556,-0.0015574537774995503,0.4423076923076923,0.005429691607403839,0.0068431571121923725,0.6292866094268093,-0.0002381523099662845,-0.0600143821115037,0.05327351708339346,-1.1265331331054829,-1.464714535204958,-1.05792102518442,0.2911166829618668,0.8544416585190666,-0.07074575881974587,-0.059129120138860625,-0.05996503686837673,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.0004078392849275293,0.0003923109834141911,0.5333333333333333,0.007043379245202527,0.007175634955386754,1.1217928908421737,0.00011122233761525169,0.028028029079043424,0.0902961011078608,0.31040132115519914,0.44316804983555613,0.3034303116010645,0.7618153226593177,0.38090766132965886,-0.07903277276964316,0.024055357973499003,0.02441041278012257,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0006380117004215657,-0.001138657918422519,0.45,0.006560794204867428,0.006527943804748925,0.8222991330516864,-0.00010313209925723693,-0.025989289012823706,0.0719998762736256,-0.36096296768698605,-0.5299532991334643,-0.33788588467867664,0.7357338738224936,0.6321330630887532,-0.11038252238573121,-0.02794264834605309,-0.028344315237250117,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0021218174495921983,-0.0024701176570284525,0.5,0.007004757852682175,0.011248392751866572,0.622734110303874,-0.0001357963167739007,-0.03422067182702297,0.0421488978242841,-0.8118995654331613,-1.026424728112423,-0.8154186948778424,0.41561197003619904,0.7921940149819005,-0.034726870622272754,-0.0342312552511862,-0.03472169306986084,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0011660570074694021,-0.0013717333568517278,0.4423076923076923,0.0056674617957312625,0.006585744334145792,0.682517156012432,-0.00018641757038675825,-0.04697722773746308,0.05307961953811244,-0.8850332415011436,-1.1705423710511826,-0.872772098504001,0.3836281615019232,0.8081859192490384,-0.060960132187560245,-0.046868548474746974,-0.047535541064347764,1.0,1.0
