Family,Model,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm,HAC_p_value_Positive_Global_Holm
Tree,TREE A - MARKET,0.0,0.1,494,260,0.5263157894736842,204,0.0002702936081942711,0.0005463802548917318,0.5192307692307693,0.007996373134917063,0.008073872280666345,1.0696333414129362,8.845767072267674e-05,0.022291333022114536,0.08128130848570836,0.27424919009558035,0.3868325509224248,0.48779676964847857,0.6258118181491311,0.31290590907456556,-0.11552250239205919,0.07071553280236764,0.019100898108793896,1.0,1.0,1.0
Tree,TREE B - MARKET + SEC,0.0,0.1,494,261,0.52834008097166,205,0.0002640918646680238,0.0004803383925531257,0.5172413793103449,0.007996373134917063,0.008020495210598803,1.0682061917114902,8.697105390662792e-05,0.021916705584470234,0.08128482387776682,0.2696285055304762,0.38030253102793227,0.47892357616165654,0.6321085614824288,0.3160542807412144,-0.11671509775513356,0.06927182125171183,0.018720199957049433,1.0,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,0.0,0.1,494,277,0.5607287449392713,218,-1.7795934433294032e-05,-0.0003916927595644659,0.49097472924187724,0.008131634719277428,0.00787823968553016,0.9955623579939978,7.504799084875473e-05,0.018912093693886193,0.08291856522887854,0.22808032967868536,0.3356373845184791,0.4259398829067603,0.6702528197231934,0.3351264098615967,-0.09839508984470835,0.0572901878754708,0.015546283496981728,1.0,1.0,1.0
XGBoost,XGB A - MARKET,0.0,0.1,494,306,0.6194331983805668,264,0.0008639253866714829,0.0006793726743790085,0.5261437908496732,0.008556232090098332,0.007677187573685227,1.2374802561073035,0.000288080161522274,0.07259620070361304,0.09603482434318396,0.755936205435102,1.1677899141249166,1.4418504513063068,0.14969013144034354,0.07484506572017177,-0.11412824545589928,0.2772520929832807,0.07011270369350409,1.0,0.8981407886420613,1.0
XGBoost,XGB B - MARKET + SEC,0.0,0.1,494,315,0.6376518218623481,273,0.0007395575289521969,0.0007047828075209539,0.5365079365079365,0.008532140197047858,0.008280623778637987,1.192693296867721,0.0002489236605596671,0.0627287624610361,0.1034955795502559,0.6061008859859175,0.9212606180709462,1.1737354889068286,0.2408094430548941,0.12040472152744705,-0.127700228446335,0.2294046217371033,0.0588581576080891,1.0,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,0.0,0.1,494,304,0.6153846153846154,261,0.0012551317626159249,0.00101287955126092,0.5526315789473685,0.008920167969318623,0.008213442375075642,1.3415849917400222,0.0003924387757676156,0.09889457149343914,0.10335586016003966,0.9568356486057733,1.5039991625877127,1.857815431033167,0.0635194697601588,0.0317597348800794,-0.09731637210738786,0.40035290554644876,0.09772930505542932,0.8892725766422233,0.44463628832111163,1.0
CatBoost,CAT A - MARKET,5.0,0.0,494,494,1.0,370,-0.00027639360448273003,-0.00030700435591357513,0.48785425101214575,0.0080315028619962,0.00819023964567412,0.9341072234470855,-2.427198764677784e-05,-0.006116540886988015,0.11172701363196337,-0.054745407472684554,-0.07819133245056693,-0.11241475089380192,0.9105194613743991,0.5447402693128005,-0.1838933948102469,-0.043480179405682384,-0.012234428725030888,1.0,1.0,1.0
CatBoost,CAT B - MARKET + SEC,5.0,0.0,494,494,1.0,370,-0.00018107659178766988,-0.00019616997431573437,0.49190283400809715,0.008053800400039543,0.008153487384672182,0.9562908726920948,-1.1363446254856065e-05,-0.0028635884562237283,0.11159886400617097,-0.025659655962675245,-0.03697567717668874,-0.04826023546974096,0.9615194812862631,0.5192402593568685,-0.19608123520493403,-0.032156634578641485,-0.009010113108516293,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-0.00033585871338042686,-0.00026314514231681654,0.4817813765182186,0.008062549643348928,0.008143753982527247,0.9204172470869306,-0.0001828823617167065,-0.04608635515261004,0.11355911160169123,-0.40583581979980615,-0.555625220478727,-0.7855180315213615,0.43235527423004533,0.7838223628849773,-0.22283684497156442,-0.1723203693993366,-0.051024752184619326,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,5.0,0.0,494,494,1.0,370,0.00018995476940387312,-0.00042550692923559643,0.4777327935222672,0.008704170647648697,0.007598242700618524,1.0478678899350082,0.00011021640384971378,0.027774533770127872,0.11172697341076321,0.24859291290398652,0.3791855888321036,0.45304655122581045,0.6506236967695153,0.32531184838475763,-0.15605421393158936,0.08067239134865689,0.02171640597674207,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,5.0,0.0,494,494,1.0,370,-0.0001241123771328328,-0.000466889619910176,0.46558704453441296,0.008599422323405376,0.0077241615480562725,0.9699332305469648,3.73055536817601e-06,0.0009400999527803545,0.11164787010420409,0.008420222901726051,0.012761352129801675,0.015015373156420866,0.9880232215627119,0.49401161078135597,-0.18737007607027423,-0.01877224790984089,-0.005233970509326058,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-0.00014939064438658904,-0.0005594356445426931,0.46356275303643724,0.008622026891489139,0.007729219382935802,0.9639696201038545,-5.942740156300497e-05,-0.014975705193877252,0.1120338840018638,-0.13367121319857228,-0.19817510241567782,-0.24294911945800202,0.8080998046508552,0.5959500976745724,-0.2166585821944612,-0.07356958163354888,-0.020938460499020373,1.0,1.0,1.0
Logistic,MODEL A - MARKET,5.0,0.0,494,494,1.0,370,-0.0004818327366220796,-0.00044561356163266754,0.46963562753036436,0.008144737010527635,0.008120627321884424,0.8881251718821809,-0.00016733822166865346,-0.04216923186050067,0.11266037889945481,-0.3743040123993826,-0.5178060499498103,-0.7633179374098163,0.4454725192463301,0.777263740376835,-0.21302474434821417,-0.16023346302536134,-0.047207302587568334,1.0,1.0,1.0
Logistic,MODEL B - MARKET + SEC,5.0,0.0,494,494,1.0,370,4.2718100492514165e-05,-0.00039994141345031566,0.47368421052631576,0.008617398648166259,0.007674494392413856,1.0105758616510303,0.00011200219362294992,0.02822455279298338,0.11247160706055855,0.2509482484569312,0.379213649466366,0.47425747802020124,0.6354305875120387,0.31771529375601937,-0.13892991543042488,0.08208739522622022,0.02208668906980904,1.0,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,5.0,0.0,494,494,1.0,370,0.00017219081982387943,-0.00026314514231681654,0.4817813765182186,0.00859013044262921,0.007653862423252951,1.043412652887439,0.0001504941078703549,0.037924515183329434,0.11237861319036456,0.33747093069289735,0.511223229519431,0.6387973157992202,0.5231162461581752,0.2615581230790876,-0.1342457979546403,0.12057008132772373,0.032025370644030104,1.0,1.0,1.0
TabNet,TABNET A - MARKET,5.0,0.0,494,494,1.0,370,-0.0007278977085425995,-0.0007678174595296952,0.45951417004048584,0.008099003500476274,0.00823241671396314,0.8364092686231637,-0.0001426645137401267,-0.035951457462511924,0.11234204499789777,-0.320017830040255,-0.4612903187727486,-0.5605862572050434,0.5752182199268886,0.7123908900365556,-0.27010703003376735,-0.14106811736679237,-0.041234883765647656,1.0,1.0,1.0
TabNet,TABNET B - MARKET + SEC,5.0,0.0,494,494,1.0,370,-0.00035884049169915483,-0.0006578960076303588,0.4574898785425101,0.008525084132821548,0.007850508272078553,0.9157449729349987,-0.00019796524133872432,-0.04988724081735853,0.11260540778080505,-0.44302704284387323,-0.6239926114369274,-0.8357118301653309,0.4035373760331477,0.7982313119834261,-0.3031869098262503,-0.18319773447113408,-0.054494804413888986,1.0,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-0.0004205515190471086,-0.00030700435591357513,0.48785425101214575,0.007881934292256202,0.008329243536928918,0.9014129042054402,-0.00012662363796404113,-0.03190915676693837,0.11165487146585941,-0.28578382965310384,-0.39583393580111237,-0.5691458876296188,0.569398204954319,0.7153008975228405,-0.19939624398261901,-0.12828871354080762,-0.03730583912264862,1.0,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,5.0,0.0,494,494,1.0,370,0.0002692950752474274,-0.000466889619910176,0.4817813765182186,0.008712948508476284,0.007580663975957524,1.0685501088248517,9.729397437135632e-05,0.024518081541581794,0.11210061651811348,0.21871495717974135,0.3288972559355558,0.4101632601411319,0.6817831600394217,0.34089158001971087,-0.15605421393159047,0.06790585455681475,0.01835966031750691,1.0,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,5.0,0.0,494,494,1.0,370,0.00015896877259610919,-0.0005594356445426931,0.4757085020242915,0.008722231887535611,0.0076107873355536326,1.039839090852171,2.8857817690554533e-05,0.007272170058019742,0.11231389329488646,0.064748624098768,0.0963849944794908,0.123453523533698,0.9017753568431043,0.45088767842155214,-0.1653760288392161,0.003548446811068917,0.000981357717846798,1.0,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-0.0005722663916376602,-0.0010815834543246297,0.44534412955465585,0.008556760166727845,0.007902141730471275,0.8694340862366741,-0.00017559808326110475,-0.044250716981798395,0.11229856967200047,-0.39404524127996515,-0.5794174881050178,-0.7218137409096491,0.47059524339966596,0.764702378300167,-0.27335261171392866,-0.166316501707235,-0.049123527578629256,1.0,1.0,1.0
Tree,TREE A - MARKET,5.0,0.0,494,494,1.0,370,-0.00046426554949648705,-0.0007156543234160531,0.46153846153846156,0.008343429137749886,0.008013718138564807,0.8924085631467793,-0.00019865262736518352,-0.05006046209602625,0.11280923982917626,-0.4437620727861596,-0.6069321474498263,-0.8436643461026475,0.3990796874103353,0.8004601562948324,-0.3203026830832729,-0.1838149823029248,-0.05469271575357182,1.0,1.0,1.0
Tree,TREE B - MARKET + SEC,5.0,0.0,494,494,1.0,370,0.00023918623088903468,-0.0005316928634475073,0.4777327935222672,0.008765156099974263,0.007559762951685051,1.0605808329692954,6.508801589145872e-05,0.016402180004647597,0.11225198915826543,0.14611928151689113,0.2127435600016736,0.2915586479504614,0.7706908365802226,0.3853454182901113,-0.14973606323044897,0.03706314207500516,0.010128643336093424,1.0,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-0.0007018437166399569,-0.0014202861073105135,0.4251012145748988,0.008854118740770528,0.007767872294302641,0.8428382167227247,-0.0002470092679347646,-0.062246335519560686,0.11294584279524832,-0.5511166589141554,-0.7736438296368856,-1.0898718390175315,0.2760593916113954,0.8619703041943023,-0.309469722845513,-0.21885955423343073,-0.0661112200297802,1.0,1.0,1.0
XGBoost,XGB A - MARKET,5.0,0.0,494,494,1.0,370,-0.0004613944312582372,-0.0006067723990455512,0.46963562753036436,0.008181886851833681,0.008114987017812911,0.8927962007603529,-3.590078360083823e-05,-0.009046997467411234,0.1113641877625736,-0.08123794236886338,-0.11731747694980565,-0.16031195638344017,0.8726710760653219,0.563664461967339,-0.21448493711084604,-0.053364979858619876,-0.015071710774557823,1.0,1.0,1.0
XGBoost,XGB B - MARKET + SEC,5.0,0.0,494,494,1.0,370,-0.00035645297432974226,-0.0003522329780868685,0.4757085020242915,0.008166000515753757,0.008089181044482724,0.9159524859837926,-1.0359191820818536e-05,-0.002610516338846271,0.11108706216957859,-0.023499733343035206,-0.03405750043213114,-0.04639726081461405,0.9630038444168113,0.5184980777915944,-0.17052929240748338,-0.031068707508958626,-0.008701770929161468,1.0,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,5.0,0.0,494,494,1.0,370,-9.294017594498993e-05,-0.0001778953707737554,0.48785425101214575,0.008209742383945338,0.008001819610465026,0.9773211430605665,6.552635015115981e-05,0.016512640238092274,0.1119268326902658,0.14753066660777908,0.21573450767706775,0.28046517260646925,0.7791846700254026,0.3895923350127013,-0.14643562928477183,0.03762065717919372,0.010278988395546973,1.0,1.0,1.0
CatBoost,CAT A - MARKET,5.0,0.05,494,362,0.7327935222672065,288,0.00012430610891761267,0.00024222759787398494,0.511049723756906,0.008626568211469187,0.00876223902651765,1.0290143389459185,0.00012926478333540717,0.03257472540052261,0.10432546179786621,0.31224137271145885,0.4544834540455575,0.6193260436514094,0.5358572939372813,0.26792864696864066,-0.1380340930022712,0.10260408639533103,0.027416638043256114,1.0,1.0,1.0
CatBoost,CAT B - MARKET + SEC,5.0,0.05,494,374,0.757085020242915,293,-2.076090639773878e-05,0.00015184813829724562,0.5133689839572193,0.008195152916917527,0.008688098566158898,0.9950895444367557,4.790242689665679e-05,0.01207141157795751,0.10504185665299505,0.11492001343650395,0.16539223814579,0.21281863900737488,0.831516299198648,0.415758149599324,-0.16693499832470426,0.02389585530028482,0.006560709163694556,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,5.0,0.05,494,394,0.7975708502024291,315,-0.00019005675721614634,-8.207831927528522e-05,0.4949238578680203,0.008200165255653485,0.008411631091435131,0.9552651234919839,9.244436659762576e-06,0.0023295980382601693,0.10606979238541615,0.02196287921254075,0.03145202041784304,0.04098948817551148,0.9673133068890198,0.4836566534445099,-0.14714654245218628,-0.011773299357404787,-0.0032741670812089785,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,5.0,0.05,494,264,0.5344129554655871,210,-0.0004894841693460512,-0.0007862117634352675,0.4696969696969697,0.008832129794088492,0.008745770822673788,0.8944601557161949,1.6023970825138696e-05,0.004038040647934952,0.09357026526664314,0.043155169395191116,0.0649192607850219,0.07914985141177854,0.9369309102358971,0.46846545511794857,-0.16132392739586043,-0.0011648424925876366,-0.0003226975119563491,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,5.0,0.05,494,266,0.5384615384615384,197,0.0008035887707114592,-0.00010738861941214563,0.49624060150375937,0.010090184670450156,0.008344401220075912,1.1911681422191949,0.0001896357436821263,0.04778820740789583,0.09243106300807673,0.5170145820320171,0.8310171063448344,0.9238762598869688,0.35579673081272106,0.17789836540636053,-0.1155903098717439,0.1696425537061339,0.04434717243928277,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.05,494,283,0.5728744939271255,220,0.0008247238659687946,0.0011284214671918322,0.5371024734982333,0.009895288181013349,0.00969990037744168,1.1836776982490735,0.0002280232242615448,0.05746185251390929,0.10585458372916155,0.5428376409370292,0.8294920914528646,1.0104338305909377,0.31255725914577903,0.15627862957288952,-0.11480956795996455,0.2052706596727727,0.053060889182132254,1.0,1.0,1.0
Logistic,MODEL A - MARKET,5.0,0.05,494,356,0.7206477732793523,280,2.9620954236272513e-05,-0.0003647687450590567,0.4691011235955056,0.009141155639739922,0.008021311810203461,1.0069557159763591,5.412455533701977e-05,0.013639387944928982,0.10342247009964665,0.13188031509774956,0.19362386506440266,0.2512087197897433,0.8017097068047546,0.4008548534023773,-0.17289168272298538,0.03032795524195775,0.008307731505556859,1.0,1.0,1.0
Logistic,MODEL B - MARKET + SEC,5.0,0.05,494,391,0.791497975708502,302,0.0005145047469114129,3.343688735652026e-05,0.5038363171355499,0.009107879637017332,0.008211757383763155,1.1262781770496582,0.0003177044377182348,0.08006151830499517,0.11011809526145742,0.7270514270602136,1.1358133207255137,1.367883770240354,0.17168763660677921,0.08584381830338961,-0.1085831138575597,0.30522986119211426,0.07655293245788264,1.0,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,5.0,0.05,494,387,0.7834008097165992,299,0.0002967696309917853,2.763098661179384e-05,0.5012919896640827,0.00884376250134428,0.008294508176512793,1.0717434856656658,0.0002166215059998177,0.05458861951195406,0.10575900506963026,0.5161604865326945,0.771540150841837,0.9997782602497639,0.31768477176052257,0.15884238588026128,-0.09906457832515825,0.19286930078717868,0.050049230390362354,1.0,1.0,1.0
TabNet,TABNET A - MARKET,5.0,0.05,494,244,0.4939271255060729,204,-0.0005854668668988998,-0.0007678174595296952,0.4672131147540984,0.00902753285701833,0.009015328163257084,0.8781102303369298,4.5307413381355e-05,0.01141746817210146,0.09467013519765215,0.12060263934623194,0.18744631907248566,0.21396300611961488,0.8306240483611472,0.4153120241805736,-0.1254824189620013,0.02537631231044668,0.0069635175625262224,1.0,1.0,1.0
TabNet,TABNET B - MARKET + SEC,5.0,0.05,494,321,0.6497975708502024,263,0.00042012646267147426,-0.00023107309215458696,0.48598130841121495,0.009229156174836077,0.007908410719738695,1.1033503399652673,0.00014558721351741222,0.03668797780638788,0.0994951772343958,0.3687412679305699,0.5625376767888081,0.6807308648744069,0.4962157327854699,0.24810786639273494,-0.18939512133888858,0.12107804746307438,0.03215489766459423,1.0,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,5.0,0.05,494,293,0.5931174089068826,240,-7.822006872196663e-05,-0.0002090736924000849,0.49146757679180886,0.00862069767527018,0.00848522782130498,0.9818725783016862,-9.672370373716093e-07,-0.00024374373341764553,0.09799881527234049,-0.0024872110212789543,-0.0034979156003233187,-0.004962031947744101,0.9960419799027219,0.501979010048639,-0.15468915907223135,-0.017994464810897726,-0.005015682122212817,1.0,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,5.0,0.05,494,283,0.5728744939271255,230,-3.548176681553642e-05,-0.0005511205449434389,0.46996466431095407,0.008821495289411369,0.007888668090003392,0.9915141230482061,5.037059209910931e-05,0.012693389208975546,0.09160865326380138,0.13856102842624438,0.21006070705113894,0.2586519761916728,0.7959625253665272,0.3979812626832636,-0.15528937571036183,0.031113041328620028,0.008520428188495632,1.0,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,5.0,0.05,494,329,0.6659919028340081,255,0.00016674177129145451,-0.0005677507441419474,0.48024316109422494,0.009106152791756684,0.0080930649025887,1.0396397744777546,4.9435912856415916e-05,0.01245785003981681,0.0992543002888069,0.12551446137414066,0.18568699492808122,0.23316167038566646,0.8156885344487075,0.40784426722435374,-0.14010430608466995,0.027516809703709733,0.0075451693706456435,1.0,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.05,494,214,0.4331983805668016,175,-0.0004745433352629829,-0.0015972710573047824,0.42990654205607476,0.010535442354692533,0.008777155494901566,0.9051633884202668,-4.471415422790951e-05,-0.011267966865433196,0.09128317549268496,-0.12343968978528977,-0.1873949674769177,-0.2375283983659084,0.8123005927154534,0.5938497036422733,-0.15458076850489777,-0.05397037648484171,-0.015246175612353197,1.0,1.0,1.0
Tree,TREE A - MARKET,5.0,0.05,494,379,0.7672064777327935,291,-0.0008710575286627646,-0.0010657657162175252,0.45382585751978893,0.007924282567975345,0.008179262826352403,0.8050148488054872,-0.00021932640209714418,-0.05527025332848033,0.09326592275670513,-0.5926093013914541,-0.7801789511374868,-1.0334525602894806,0.3016679367124304,0.8491660316437848,-0.2689822780496147,-0.19317717064384432,-0.05770791803928621,1.0,1.0,1.0
Tree,TREE B - MARKET + SEC,5.0,0.05,494,379,0.7672064777327935,291,4.5842681127334906e-05,-0.000655375711991423,0.47493403693931396,0.008495842210437289,0.0075973729735248855,1.0114919226889085,4.441424115949804e-05,0.011192388772193506,0.09260598213603231,0.12086032148282384,0.17353574566540028,0.22673002456900854,0.8206848241902485,0.41034241209512423,-0.10281592277338847,0.025167333836664252,0.006906683403054004,1.0,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,5.0,0.05,494,397,0.8036437246963563,301,-0.0011526550489260592,-0.0018596205965912818,0.41309823677581864,0.008401957413315559,0.007877790000890117,0.750695829846693,-0.000288363796533314,-0.07266767672639513,0.09429723642591185,-0.7706236097755549,-1.046426953698876,-1.414908181097962,0.15743901762591536,0.9212804911870424,-0.27061632048858375,-0.24239668600395003,-0.07398989663064759,1.0,1.0,1.0
XGBoost,XGB A - MARKET,5.0,0.05,494,401,0.8117408906882592,323,-0.0003039034440161486,-0.00031879151934810415,0.48129675810473815,0.008042797468831108,0.008048678810263844,0.927206590287341,4.308738720546539e-05,0.010858021575777279,0.10174777151618829,0.1067150799862948,0.15582763129525568,0.20587917972221864,0.8369315408632879,0.41846577043164396,-0.11630608918029295,0.020696852028755153,0.005688871797217887,1.0,1.0,1.0
XGBoost,XGB B - MARKET + SEC,5.0,0.05,494,407,0.8238866396761133,330,-0.00021972163416475985,-0.0002090736924000849,0.48402948402948404,0.008160446003095961,0.008081116989118864,0.9473041346320545,3.8833636850964006e-05,0.009786076486442929,0.10634266388857762,0.09202399233384319,0.13466742573338691,0.1769434173783556,0.859592381654666,0.429796190827333,-0.14988881420329037,0.0150249646364351,0.004138219839906032,1.0,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,5.0,0.05,494,408,0.8259109311740891,318,8.114477399774026e-05,-5.866902427709066e-05,0.4950980392156863,0.008259021542461956,0.007937938270806974,1.020246305253716,0.00011348441657559746,0.02859807297705056,0.10554554586129293,0.2709548067014965,0.4069725673060012,0.5025937476237204,0.6153720653985245,0.30768603269926226,-0.1423972235240608,0.08647250973434639,0.02323198171892482,1.0,1.0,1.0
CatBoost,CAT A - MARKET,5.0,0.1,494,256,0.5182186234817814,215,0.00036934668123133284,0.0005982630651150686,0.52734375,0.008809846634871204,0.009047740043904058,1.086367168533229,0.00023371597345862687,0.05889642531157397,0.08955000333103512,0.6576931671778329,1.0447422796647323,1.2460575755555168,0.21306536436745285,0.10653268218372643,-0.13322851285397008,0.2184760298661823,0.05624326860144224,1.0,1.0,1.0
CatBoost,CAT B - MARKET + SEC,5.0,0.1,494,288,0.582995951417004,235,0.00014925123222042858,0.00016024461865743553,0.5104166666666666,0.008932036298001248,0.009007269368274468,1.0338452829865747,0.0001273331908927015,0.03208796410496078,0.09697740245975801,0.330880837092704,0.48921438664814076,0.6441317450595073,0.5196530385559022,0.2598265192779511,-0.13989020220946946,0.10362554506343558,0.02768011814134308,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,5.0,0.1,494,307,0.6214574898785425,256,0.0004694414085139798,0.0003923109834141911,0.5211726384364821,0.008540183503284565,0.008315039783073052,1.117906596866444,0.00016615224087147915,0.04187036469961275,0.09628898949389184,0.43484062840091214,0.6418027843310438,0.8287557080839888,0.40746093024361524,0.20373046512180762,-0.11024619024538607,0.14341875842349827,0.03781008133242625,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,5.0,0.1,494,95,0.19230769230769232,84,-0.00046287903049814044,-0.0011004068513519307,0.47368421052631576,0.010798961645965499,0.010598535639315416,0.9170196536695069,-2.44038909310161e-05,-0.006149780514616057,0.07345394105327645,-0.0837229483732615,-0.1196785371215308,-0.14585059585806345,0.8840717762462877,0.5579641118768561,-0.13773862171846685,-0.03133050053598918,-0.00877594588225461,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,5.0,0.1,494,110,0.22267206477732793,89,0.00191465507517005,0.001134051918410873,0.5454545454545454,0.012233172924647288,0.010467566344202636,1.402408833807585,0.0002558695469463229,0.06447912583047337,0.07642504285981239,0.8436910653586209,1.4223749189547408,1.598575854312246,0.11026354221857608,0.05513177110928804,-0.08806197750991807,0.2480751905413272,0.06328684984935107,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.1,494,109,0.22064777327935223,88,0.0018058514721848483,0.00043348255950126455,0.5321100917431193,0.012496335707487304,0.010351954128747358,1.3728344294360966,0.0002608084300703575,0.06572372437773008,0.07586798689493261,0.8662906064549859,1.5113245622150575,1.5526018086384747,0.12086752181450489,0.06043376090725244,-0.0739675299072885,0.25388666225103496,0.06465555992588201,1.0,1.0,1.0
Logistic,MODEL A - MARKET,5.0,0.1,494,220,0.44534412955465585,187,-0.0001804872203299066,-0.0006406246049282241,0.4636363636363636,0.009900409022075283,0.008894482277324221,0.962167376724879,9.432590515352566e-05,0.023770128098688465,0.09381097732099573,0.253383226329191,0.3781824582310921,0.4884708902357987,0.6253345451905584,0.3126672725952792,-0.1300502986081088,0.07223754229238066,0.019501841259672137,1.0,1.0,1.0
Logistic,MODEL B - MARKET + SEC,5.0,0.1,494,284,0.5748987854251012,233,0.00013549930068828606,-0.00018045753215722906,0.4823943661971831,0.00955950495140644,0.00864741753025312,1.0302727329816244,0.00015598343466751116,0.039307825536212815,0.09931923422828881,0.39577253934381307,0.5895722656079094,0.7583278336922874,0.44845196204650895,0.22422598102325447,-0.12949112700647158,0.13172454282368484,0.03485994919548263,1.0,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,5.0,0.1,494,289,0.5850202429149798,235,0.00015474792740786117,2.763098661179384e-05,0.5017301038062284,0.009142247673307652,0.00889516501117179,1.0349145286018238,0.00015484484199936542,0.039020900183840086,0.09923561958425799,0.393214657673484,0.5796976245430651,0.7566827795706615,0.44943665347685247,0.22471832673842623,-0.11963609884251758,0.13058023606804214,0.03457008968058295,1.0,1.0,1.0
TabNet,TABNET A - MARKET,5.0,0.1,494,92,0.1862348178137652,83,-0.00023787618672652035,-6.210519265128969e-05,0.5,0.009281154175690724,0.009756906549143766,0.9512394250107078,-3.095577124753217e-05,-0.007800854354378107,0.06447706881393592,-0.12098649175398077,-0.17143976821319198,-0.21521953023550308,0.8296446018161697,0.5851776990919151,-0.15804566223438343,-0.0349265481161396,-0.009796299759163074,1.0,1.0,1.0
TabNet,TABNET B - MARKET + SEC,5.0,0.1,494,142,0.2874493927125506,128,-0.00016878521278144998,-0.0008459206110561215,0.45774647887323944,0.00909797164083696,0.007991372167134653,0.9610497133598515,-8.05648077508253e-06,-0.0020302331553207977,0.0670631139531735,-0.030273469805449208,-0.04382278462053558,-0.06148853164354897,0.9509837089228664,0.5245081455385667,-0.12837532062024792,-0.015276016699203532,-0.0042537178848710555,1.0,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,5.0,0.1,494,153,0.3097165991902834,136,-0.0003360718341510269,-0.0006376085874646989,0.47058823529411764,0.008929209489529586,0.008571877455200461,0.9259436037537778,2.0934684155458357e-05,0.0052755404071755056,0.07156998264197977,0.07371163457682758,0.10609505280659218,0.12903965643663803,0.8973549096701575,0.44867745483507876,-0.12990668390281845,0.009824936263504558,0.002711055634241122,1.0,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,5.0,0.1,494,12,0.024291497975708502,11,-0.003430318764061182,-0.0025001074259024805,0.3333333333333333,0.004944958084823912,0.007617957188503728,0.3245593249254772,-5.005558910098841e-05,-0.01261400845344908,0.015586782617272515,-0.8092759592008968,-0.8852972595456884,-1.4723540703999012,0.1412725740585369,0.9293637129707315,-0.04480626783467434,-0.04480626783467434,-0.01261382723986415,1.0,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,5.0,0.1,494,118,0.2388663967611336,94,-0.0001366914204559313,-0.0006283939221304316,0.4915254237288136,0.008619006070265113,0.008600532328152942,0.9687430440380971,-1.4143604045017894e-05,-0.0035641882193445094,0.05881001497933671,-0.060605123474238375,-0.08712243592943283,-0.10565429513788285,0.9158800315598065,0.5420599842200968,-0.10486446322162879,-0.01886674247733955,-0.005260499364900584,1.0,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,5.0,0.1,494,60,0.1214574898785425,48,0.0004447447736309359,-0.0011776811137202406,0.45,0.011730098809595427,0.008788726710340011,1.0920072824878944,2.4583814592208975e-05,0.006195121277236662,0.047558083128767366,0.1302643182750421,0.1980370130972091,0.27489646815169133,0.7834584544605425,0.39172922723027126,-0.10759556463606756,0.018407252337151014,0.005063664005573898,1.0,1.0,1.0
