Family,Model,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm,HAC_p_value_Positive_Global_Holm
Tree,TREE A - MARKET,5.0,0.1,494,260,0.5263157894736842,204,-0.0007297063918057298,-0.0004536197451082682,0.47692307692307695,0.007659857559495793,0.008379014700345353,0.8335094309533249,-0.00013645963908989232,-0.034387829050652866,0.08133902656401014,-0.4227715833750629,-0.5599316569084349,-0.7532877303149274,0.45147272972596814,0.7742636351370159,-0.14006421310919903,-0.12691161094504544,-0.03688493856653863,1.0,1.0,1.0
Tree,TREE B - MARKET + SEC,5.0,0.1,494,261,0.52834008097166,205,-0.0007359081353319771,-0.0005196616074468743,0.47509578544061304,0.007659857559495793,0.008334995333570253,0.8317952781516058,-0.0001390487917383557,-0.03504029551806563,0.08134734907947719,-0.4307490768240144,-0.5704398104000944,-0.7656432394219495,0.4440880192812473,0.7779559903593763,-0.14208365316246296,-0.12896193806222722,-0.0375117798890684,1.0,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,5.0,0.1,494,277,0.5607287449392713,218,-0.001017795934433295,-0.001391692759564466,0.4404332129963899,0.008006571566279033,0.008120846483381064,0.7760209068186001,-0.0001653048206176181,-0.041656814795639756,0.08302280104678796,-0.5017514980271967,-0.6894367605547975,-0.9331946924983622,0.3509680804924246,0.8245159597537877,-0.16313501172828682,-0.14986191044654218,-0.043963165576159424,1.0,1.0,1.0
XGBoost,XGB A - MARKET,5.0,0.1,494,306,0.6194331983805668,264,-0.00013607461332851783,-0.0003206273256209915,0.48366013071895425,0.008262545612619993,0.008003136597128388,0.9670707970357121,-2.9892982351683617e-06,-0.0007533031552624271,0.09576899104895038,-0.007865835768045124,-0.011363232810520818,-0.014993027196953123,0.9880410441311188,0.5059794779344406,-0.13639678626854923,-0.019009735320667853,-0.0053006473711308955,1.0,1.0,1.0
XGBoost,XGB B - MARKET + SEC,5.0,0.1,494,315,0.6376518218623481,273,-0.00026044247104780384,-0.0002952171924790461,0.48253968253968255,0.008429135199700817,0.00836360692475204,0.9398215298322106,-5.206862168950622e-05,-0.013121292665755568,0.10332773445916149,-0.12698713210383544,-0.18149943184517417,-0.24545385706694783,0.8061606205201464,0.5969196897399268,-0.19282977778095378,-0.06426138660721314,-0.018224292718048374,1.0,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,5.0,0.1,494,304,0.6153846153846154,261,0.0002551317626159241,1.2879551260920087e-05,0.5,0.008802511286494154,0.008292247761262306,1.0615350071443321,0.00010467692350741697,0.026378584723869076,0.10292284016235517,0.25629476102931376,0.3782828257565843,0.4988505162017859,0.6180057903990469,0.30900289519952345,-0.12923254263720496,0.0788671390836373,0.02124349204896303,1.0,1.0,1.0
CatBoost,CAT A - MARKET,10.0,0.0,494,494,1.0,370,-0.00127639360448273,-0.0013070043559135752,0.44129554655870445,0.007831305129378597,0.00847015564789494,0.7302812767069395,-0.00043221024564016265,-0.10891698190132099,0.11203172629322375,-0.9721976577978416,-1.30545454696575,-1.9895299821949344,0.04694301507009002,0.976528492464955,-0.3685860043624435,-0.33946547264059357,-0.10848944397968241,0.6102591959111703,1.0,1.0
CatBoost,CAT B - MARKET + SEC,10.0,0.0,494,494,1.0,370,-0.0011810765917876702,-0.0011961699743157344,0.4433198380566802,0.007884493114097672,0.008400566648474543,0.7474404846686219,-0.00041930170424824085,-0.1056640294705567,0.1118866945605362,-0.9443842262529909,-1.2780606472105263,-1.7753371390244415,0.07617788819426131,0.9619110559028693,-0.35648711557401536,-0.33163796280073154,-0.1055763938732478,0.6856009937483518,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.0013358587133804269,-0.0012631451423168166,0.44129554655870445,0.007756976762412176,0.008517880937013715,0.7192971453910533,-0.0005908206197100911,-0.14888679616694295,0.11406680228858082,-1.3052596652115316,-1.6872530511341695,-2.5430138753101477,0.01115538015405827,0.9944223099229709,-0.4497677839800638,-0.42852065011908747,-0.14353431333054267,0.2013970556027435,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,10.0,0.0,494,494,1.0,370,-0.000810045230596127,-0.0014255069292355965,0.4331983805668016,0.008552754152694016,0.007965899044967882,0.820591345659994,-0.000297721854143671,-0.0750259072442051,0.11185223822664608,-0.6707591053491498,-0.9546860654380289,-1.2221664765256393,0.22196254509654964,0.8890187274517252,-0.2820595243333429,-0.2536393898338727,-0.07781579894639057,0.8263471534829157,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,10.0,0.0,494,494,1.0,370,-0.0011241123771328332,-0.001466889619910176,0.4271255060728745,0.008336744528945596,0.008177966819473996,0.7600587600045695,-0.0004042077026252088,-0.10186034106155262,0.11191543174605603,-0.910154564677737,-1.2873974500946923,-1.6307369324997893,0.10329339418536446,0.9483533029073178,-0.3715961276873232,-0.32238573916122093,-0.10216476968547461,0.8263471534829157,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.0011493906443865891,-0.0015594356445426932,0.42105263157894735,0.008449720651096242,0.008130562495646832,0.755821185299992,-0.0004673656595563897,-0.11777614620821021,0.11238449719119252,-1.047975024596544,-1.452987690504858,-1.9025039622491948,0.057422135524453084,0.9712889322377735,-0.3840493444624028,-0.3602645029919621,-0.1163531278382508,0.631643490768984,1.0,1.0
Logistic,MODEL A - MARKET,10.0,0.0,494,494,1.0,370,-0.00148183273662208,-0.0014456135616326676,0.4291497975708502,0.00786585101252641,0.008509169455840095,0.6949367778408458,-0.0005752764796620382,-0.14496967287483362,0.1131515844036905,-1.2811987886764877,-1.6719600047756553,-2.607198590161536,0.009278715587840675,0.9953606422060797,-0.3999340987544514,-0.4201664645834188,-0.14008544412470036,0.1855743117568135,1.0,1.0
Logistic,MODEL B - MARKET + SEC,10.0,0.0,494,494,1.0,370,-0.0009572818995074859,-0.0013999414134503157,0.4352226720647773,0.00833664692744469,0.00811927006364626,0.7912408087318435,-0.0002959360643704348,-0.07457588822134957,0.11259367449953303,-0.6623452743045426,-0.9352514468973644,-1.2492675290888566,0.21188989441397643,0.8940550527930118,-0.28867685434156065,-0.25266138737406874,-0.07748133546895153,0.8263471534829157,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.0008278091801761206,-0.0012631451423168166,0.44129554655870445,0.00833618800879071,0.008066038843925283,0.8163090348509574,-0.0002574441501230299,-0.06487592583100353,0.11244966524716127,-0.576933027665383,-0.8167617529845425,-1.0893246382130928,0.2763004092719046,0.8618497953640477,-0.25984602906780385,-0.22605640090074985,-0.06850181286968315,0.8263471534829157,1.0,1.0
TabNet,TABNET A - MARKET,10.0,0.0,494,494,1.0,370,-0.0017278977085425995,-0.0017678174595296952,0.41295546558704455,0.007961786949578045,0.00854408967494471,0.6555063810818488,-0.0005506027717335114,-0.13875189847684485,0.11280196990487108,-1.2300485407644748,-1.6634310220371675,-2.1612907335004348,0.030934254502287713,0.9845328727488561,-0.44335625154016156,-0.4069198299018122,-0.13468974565043257,0.433079563032028,1.0,1.0
TabNet,TABNET B - MARKET + SEC,10.0,0.0,494,494,1.0,370,-0.001358840491699155,-0.0016578960076303589,0.4190283400809717,0.008265823474036996,0.0083006712962545,0.7182263902333562,-0.0006059034993321093,-0.15268768183169154,0.11313729316062751,-1.3495787071280916,-1.788174208230107,-2.546232771907426,0.011053771499514553,0.9944731142502428,-0.4489884718574769,-0.436038207081726,-0.1466690988726198,0.2013970556027435,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.0014205515190471086,-0.0013070043559135752,0.4392712550607287,0.007702985846666969,0.008567871404823119,0.7043136820865703,-0.0005345618959574259,-0.1347095977812713,0.11209624345079487,-1.2017315980834156,-1.5695222897266066,-2.3821101145442842,0.017419247015838992,0.9912903764920805,-0.42046547754021446,-0.398086839544736,-0.13114008596481852,0.2728902067106406,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,10.0,0.0,494,494,1.0,370,-0.0007307049247525728,-0.001466889619910176,0.4392712550607287,0.008511981838547131,0.00797136567434115,0.8365230667142369,-0.0003106442836220285,-0.07828235947275118,0.11224266181001334,-0.697438551530925,-0.9802175423164654,-1.3063153878161735,0.1917768563635773,0.9041115718182113,-0.29733496818953964,-0.2624654348758241,-0.08084861465646498,0.8263471534829157,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,10.0,0.0,494,494,1.0,370,-0.000841031227403891,-0.0015594356445426932,0.43724696356275305,0.00845019937355364,0.008060116874191038,0.8145815547502713,-0.00037908044030283023,-0.09552827095631322,0.11254652976594078,-0.8487891288605712,-1.182079152293737,-1.616913151215777,0.10624513166137277,0.9468774341693136,-0.33533725757079724,-0.3069561823299436,-0.09654951712256021,0.8263471534829157,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.0015722663916376604,-0.0020815834543246297,0.4008097165991903,0.008452301896148613,0.008277889773332532,0.6830127969283041,-0.0005835363412544896,-0.14705115799613136,0.11280228847654723,-1.3036185699965197,-1.7932789634272668,-2.389918022375151,0.01705563791941504,0.9914721810402924,-0.44628961753204277,-0.4243706366738039,-0.14181653399935135,0.2728902067106406,1.0,1.0
Tree,TREE A - MARKET,10.0,0.0,494,494,1.0,370,-0.0014642655494964871,-0.001715654323416053,0.4149797570850202,0.008229628846835483,0.008340557422327125,0.6999083757871367,-0.0006065908853585684,-0.15286090311035924,0.11334107452662368,-1.3486805533544894,-1.7413444750017608,-2.56094253708562,0.010599845031723343,0.9947000774841384,-0.46185728765837775,-0.4364649159235817,-0.14684793847650146,0.2013970556027435,1.0,1.0
Tree,TREE B - MARKET + SEC,10.0,0.0,494,494,1.0,370,-0.0007608137691109654,-0.0015316928634475074,0.4352226720647773,0.008576514391750853,0.007956245864398748,0.8306859827401193,-0.00034285024210192614,-0.08639826100968538,0.11243663465865786,-0.7684173514440256,-1.0496438491649018,-1.5300600714351467,0.12635092077852406,0.936824539610738,-0.3155349886177451,-0.2837876391779943,-0.088285208766828,0.8263471534829157,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.001701843716639957,-0.0024202861073105136,0.39068825910931176,0.008597731021118103,0.0083058899770629,0.6637254850830366,-0.0006549475259281496,-0.16504677653389369,0.11354066890028236,-1.4536357600539314,-1.91878225059124,-2.8615452987853347,0.004312852755590618,0.9978435736222047,-0.4807364173904044,-0.46068513262805144,-0.15716353660443705,0.09056990786740297,1.0,1.0
XGBoost,XGB A - MARKET,10.0,0.0,494,494,1.0,370,-0.0014613944312582372,-0.0016067723990455512,0.4291497975708502,0.007909463517305489,0.008506152889043734,0.6990376950692413,-0.000443839041594223,-0.1118474384817442,0.1116854434993354,-1.001450457439512,-1.357087037945356,-1.9653934091353857,0.049673850942223756,0.9751630745288882,-0.3706064221136124,-0.34629820609459827,-0.11105275756854072,0.6102591959111703,1.0,1.0
XGBoost,XGB B - MARKET + SEC,10.0,0.0,494,494,1.0,370,-0.0013564529743297423,-0.0013522329780868685,0.4352226720647773,0.007877637632700885,0.008472329248564813,0.7165185385665344,-0.0004182974498142034,-0.10541095735317925,0.11137486859379578,-0.9464519122139845,-1.2869427311438562,-1.8610841885479432,0.06305601531227233,0.9684719923438638,-0.36078233719913655,-0.3308857745141429,-0.10529776453528106,0.631643490768984,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,10.0,0.0,494,494,1.0,370,-0.00109294017594499,-0.0011778953707737554,0.4433198380566802,0.00798560275101717,0.008322761634143949,0.7641025809589467,-0.000342411907842225,-0.0862878007762407,0.1121114297318796,-0.7696610504620496,-1.0556740514962706,-1.4670464313230522,0.14271044934471472,0.9286447753276427,-0.3128061701303546,-0.28340211795427805,-0.08814933788029067,0.8263471534829157,1.0,1.0
CatBoost,CAT A - MARKET,10.0,0.05,494,362,0.7327935222672065,288,-0.0008756938910823871,-0.0007577724021260151,0.4696132596685083,0.008344029767771956,0.009038990880693007,0.8173415728661145,-0.00018826553639998423,-0.04744291517279603,0.10437413601048498,-0.4545466624799665,-0.6230227333698832,-0.897059163108125,0.3699256509079364,0.8150371745460319,-0.2145681091010211,-0.17336431046478074,-0.051356350388120586,1.0,1.0,1.0
CatBoost,CAT B - MARKET + SEC,10.0,0.05,494,374,0.757085020242915,293,-0.0010207609063977389,-0.0008481518617027544,0.46524064171123,0.007991575657116818,0.008861493716655405,0.7845935509296711,-0.00027514057200080734,-0.06933542414420345,0.1052264211622,-0.6589164905392649,-0.8950817364910528,-1.2240783125975703,0.22124090257104817,0.8893795487144759,-0.26610606028795214,-0.23626012034030508,-0.07191891195979827,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,10.0,0.05,494,394,0.7975708502024291,315,-0.0011900567572161464,-0.0010820783192752852,0.4467005076142132,0.008030320585039675,0.008634031125275894,0.7508884907522048,-0.0003380543505508217,-0.08518969633880706,0.10632470755884205,-0.8012220140992302,-1.0792126893367289,-1.5026018649305763,0.13329019932230318,0.9333549003388484,-0.30574839526440234,-0.27893997447487806,-0.08658055865134096,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,10.0,0.05,494,264,0.5344129554655871,210,-0.0014894841693460514,-0.0017862117634352675,0.4166666666666667,0.008893568000805364,0.00890595000516849,0.7132926378788546,-0.00021550855398191755,-0.05430815560344322,0.09377669289009548,-0.5791221030484767,-0.8191835604215533,-1.050844342591007,0.29361029321591214,0.8531948533920439,-0.22055675691834575,-0.19045867388972604,-0.056829799261865266,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,10.0,0.05,494,266,0.5384615384615384,197,-0.000196411229288541,-0.0011073886194121457,0.4699248120300752,0.009636834394929196,0.008913827562814903,0.95843147549156,-2.7563815303540697e-05,-0.006946081456492255,0.09225776328449738,-0.07528993993787239,-0.11305169377050334,-0.13540675221303117,0.8923203632358767,0.5538398183820616,-0.1436195696573206,-0.03945916483761058,-0.011086322656439163,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,10.0,0.05,494,283,0.5728744939271255,220,-0.00017527613403120544,0.0001284214671918322,0.508833922261484,0.009430106980761358,0.010126176627053719,0.9647589432701966,-1.4534658869656967e-05,-0.003662734035153556,0.10566171587038493,-0.03466472226938493,-0.04997852379233572,-0.06455057333798643,0.9485460787806149,0.5257269606096926,-0.14148977951352837,-0.03269278481740612,-0.009162161936953517,1.0,1.0,1.0
Logistic,MODEL A - MARKET,10.0,0.05,494,356,0.7206477732793523,280,-0.0009703790457637275,-0.0013647687450590567,0.4297752808988764,0.008936506618878803,0.008437145088573125,0.798302807824291,-0.0002545854777390552,-0.0641555403902419,0.10359134701005152,-0.6193136998596694,-0.8558643092042828,-1.1755725007163031,0.2400745785115874,0.8799627107442063,-0.22511984852022549,-0.22139566513354458,-0.06695182148067969,1.0,1.0,1.0
Logistic,MODEL B - MARKET + SEC,10.0,0.05,494,391,0.791497975708502,302,-0.00048549525308858737,-0.0009665631126434798,0.4629156010230179,0.008871035973767294,0.008549934072426275,0.8942745153412301,-1.5261383670960316e-05,-0.003845868685082,0.10988676147606634,-0.03499847145754352,-0.05125357946241838,-0.06550100741885014,0.9477895542388755,0.5261052228805623,-0.16043666701597004,-0.0349033783472511,-0.009789716703347717,1.0,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,10.0,0.05,494,387,0.7834008097165992,299,-0.0007032303690082148,-0.0009723690133882062,0.4599483204134367,0.008596040157417167,0.008623183257542752,0.8489938341460053,-0.00011303670789213377,-0.028485250388817707,0.10567615464509103,-0.2695522985718419,-0.378195236605332,-0.5183525310906372,0.6043388921761377,0.6978305539119312,-0.18104632551040167,-0.11541053889212849,-0.03338833812968933,1.0,1.0,1.0
TabNet,TABNET A - MARKET,10.0,0.05,494,244,0.4939271255060729,204,-0.0015854668668988999,-0.0017678174595296952,0.4057377049180328,0.009328749162321558,0.009037241948918385,0.704781829105366,-0.00017960989643121394,-0.04526169390066591,0.09480873127297021,-0.4774000589708338,-0.6962644180583771,-0.8487547658309722,0.3962419592879453,0.8018790203560273,-0.21519587105524385,-0.16392194129003523,-0.048368011620619655,1.0,1.0,1.0
TabNet,TABNET B - MARKET + SEC,10.0,0.05,494,321,0.6497975708502024,263,-0.0005798735373285259,-0.001231073092154587,0.46105919003115264,0.008704386740212719,0.008522477705398492,0.8737514654891627,-0.0001443797104076153,-0.03638368702271906,0.09949409026625504,-0.3656869159299118,-0.5220254604453707,-0.6692117084123478,0.5035309293428942,0.7482345353285529,-0.23698769001096687,-0.1382104408951066,-0.04035263658875354,1.0,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,10.0,0.05,494,293,0.5931174089068826,240,-0.0010782200687219667,-0.001209073692400085,0.447098976109215,0.008435328325892876,0.008771274634737675,0.7776703892969551,-0.00026557583681686444,-0.06692511087784984,0.09825078988554235,-0.6811661357207868,-0.907088159149492,-1.3420519301373217,0.1799153781196294,0.9100423109401853,-0.25636271266152155,-0.22764727120230766,-0.06903242346606675,1.0,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,10.0,0.05,494,283,0.5728744939271255,230,-0.0010354817668155366,-0.001551120544943439,0.4134275618374558,0.008964732173428044,0.008083825327107698,0.7816245149135311,-0.000203212649356238,-0.051209587637771975,0.09176560478048539,-0.5580477321570715,-0.7913681177176932,-1.0319993416863193,0.3023478278918585,0.8488260860540707,-0.2415176808325471,-0.1808275113756801,-0.053735831065265804,1.0,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,10.0,0.05,494,329,0.6659919028340081,255,-0.0008332582287085454,-0.0015677507441419474,0.44984802431610943,0.008696559708362247,0.008625595547418367,0.8244067391588586,-0.0002317107244092952,-0.05839110255114239,0.09942068116827335,-0.5873134428873324,-0.8161983504757707,-1.0915865837202385,0.27530505312104636,0.8623474734394768,-0.2600533343928354,-0.2038543274476653,-0.06117766021119275,1.0,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,10.0,0.05,494,214,0.4331983805668016,175,-0.001474543335262983,-0.0025972710573047824,0.37850467289719625,0.010903753426840544,0.009013205273085434,0.7367669530506613,-0.00023765792490045636,-0.059889797074915,0.091597542714553,-0.6538362853417434,-0.9338161245854512,-1.2436538216462276,0.21394869035803135,0.8930256548209843,-0.24930588325743253,-0.20597425865130226,-0.06187056985391848,1.0,1.0,1.0
Tree,TREE A - MARKET,10.0,0.05,494,379,0.7672064777327935,291,-0.0018710575286627646,-0.002065765716217525,0.40897097625329815,0.00774584922333579,0.008525613540090337,0.6286762823428791,-0.0005401643293297791,-0.13612141099110434,0.09396095880455241,-1.448701808952904,-1.7984181813248292,-2.520408020906017,0.011892675783361818,0.9940536621083191,-0.40470208185744816,-0.39711418533508314,-0.13075151866016854,0.23785351566723636,1.0,1.0
Tree,TREE B - MARKET + SEC,10.0,0.05,494,379,0.7672064777327935,291,-0.0009541573188726652,-0.001655375711991423,0.43535620052770446,0.008227171577225493,0.008033219318200686,0.7896435666869918,-0.000276423686073137,-0.06965876889043052,0.09282036362385825,-0.7504686059269612,-1.0056196219791629,-1.4041053172397442,0.16063018395522102,0.9196849080223894,-0.23901146893762748,-0.23377570478166543,-0.0710838859378784,1.0,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,10.0,0.05,494,397,0.8036437246963563,301,-0.0021526550489260592,-0.002859620596591282,0.380352644836272,0.008091155023404916,0.00844052220714548,0.5884140653888271,-0.0006202270820900945,-0.15629722468670382,0.09510582267378019,-1.6434033195087807,-2.0931122480580457,-2.9946136966398984,0.0028226524673805303,0.9985886737663098,-0.44205111784124806,-0.43956384477115096,-0.14814968923408856,0.05927570181499114,1.0,1.0
XGBoost,XGB A - MARKET,10.0,0.05,494,401,0.8117408906882592,323,-0.0013039034440161489,-0.0013187915193481042,0.4389027431421446,0.007772258263517129,0.00840347882413107,0.7234662284285628,-0.00031303168666443535,-0.0788839850394377,0.10196302258133538,-0.7736528698579169,-1.0568482980266203,-1.479204828809078,0.13943317639542213,0.9302834118022889,-0.27247852926734084,-0.2611601859098429,-0.08039845583088134,1.0,1.0,1.0
XGBoost,XGB B - MARKET + SEC,10.0,0.05,494,407,0.8238866396761133,330,-0.0012197216341647598,-0.001209073692400085,0.4398034398034398,0.00793254079545815,0.008405050471456432,0.7409521670923868,-0.00032500318784583863,-0.08190080333715133,0.10655838555979434,-0.7686002646051108,-1.05569595908288,-1.4724811688556791,0.141238279462522,0.929380860268739,-0.29752485569533194,-0.2703988841682319,-0.08359719425829004,1.0,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,10.0,0.05,494,408,0.8259109311740891,318,-0.0009188552260022597,-0.0010586690242770907,0.4485294117647059,0.008069286038003108,0.008229210120726626,0.7975272492288349,-0.00023712197813223053,-0.05975473848932209,0.1056414574050681,-0.5656372030177558,-0.7955251996226199,-1.0475395680022577,0.2951301651970552,0.8524349174014724,-0.24001823048651527,-0.20955553122212667,-0.0630441707426127,1.0,1.0,1.0
CatBoost,CAT A - MARKET,10.0,0.1,494,256,0.5182186234817814,215,-0.0006306533187686674,-0.0004017369348849314,0.484375,0.008549969502408232,0.009254874756843936,0.867844216543918,-3.3292305105021213e-06,-0.0008389660886465346,0.08930206598204184,-0.009394699656951343,-0.013901148007158859,-0.017757672746696956,0.9858360814117088,0.5070819592941456,-0.1959272209899895,-0.017174019598108603,-0.00478555586513274,1.0,1.0,1.0
CatBoost,CAT B - MARKET + SEC,10.0,0.1,494,288,0.582995951417004,235,-0.0008507487677795716,-0.0008397553813425645,0.4722222222222222,0.00861453589140787,0.009319687673368339,0.8270387281009579,-0.00013176272972471853,-0.03320420789062907,0.09698167110466,-0.3423761161508136,-0.4766844067479316,-0.6681033342105394,0.5042377940146546,0.7478811029926726,-0.19658485964824213,-0.12753703853023246,-0.03707603603408738,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,10.0,0.1,494,307,0.6214574898785425,256,-0.0005305585914860202,-0.0006076890165858089,0.46254071661237783,0.008559294958461031,0.00835334164659197,0.8818244754507016,-0.00011609693222664647,-0.029256426921114912,0.09624191311729459,-0.30398841807579946,-0.42091340492658413,-0.5822102631398315,0.5605699102453744,0.7197150448773129,-0.14855947732141983,-0.11484097210811561,-0.0332160325745432,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,10.0,0.1,494,95,0.19230769230769232,84,-0.0014628790304981407,-0.0021004068513519308,0.4421052631578947,0.010560567731960067,0.010990893446031063,0.7614259776681803,-0.00011701690085383861,-0.02948825901516733,0.07367397533917243,-0.40025339856322956,-0.546401485288878,-0.6922551444313794,0.4889544915065237,0.7555227542467382,-0.16168518732573633,-0.10944944924501432,-0.031588945056798545,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,10.0,0.1,494,110,0.22267206477732793,89,0.0009146550751700497,0.000134051918410873,0.5181818181818182,0.011856572172439832,0.010853067086044624,1.1749128340404362,0.0001577438578614276,0.039751452181079755,0.07580686340605791,0.5243780100510413,0.8324904967169031,0.9983694631555035,0.31836680205541457,0.15918340102770728,-0.10799964426495667,0.14198659463534513,0.03744996115624977,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,10.0,0.1,494,109,0.22064777327935223,88,0.0008058514721848477,-0.0005665174404987355,0.48623853211009177,0.012644050675089091,0.010398158487706668,1.1508471265986933,0.00016378527681787673,0.041273889758104934,0.07522784342705005,0.54865177410182,0.8982247186173914,0.9908538318047487,0.3220215084175656,0.1610107542087828,-0.09067983943880786,0.14845808195298527,0.03907464130925975,1.0,1.0,1.0
Logistic,MODEL A - MARKET,10.0,0.1,494,220,0.44534412955465585,187,-0.0011804872203299067,-0.001640624604928224,0.4318181818181818,0.009603927584283491,0.00937664247183609,0.7784220189666889,-0.00011184829550799583,-0.02818577046801495,0.09382967859736108,-0.30039291287530495,-0.4236763687220916,-0.5794775877434417,0.562411020965992,0.718794489517004,-0.15420295334031908,-0.11067447911475903,-0.03195801559272937,1.0,1.0,1.0
Logistic,MODEL B - MARKET + SEC,10.0,0.1,494,284,0.5748987854251012,233,-0.0008645006993117144,-0.001180457532157229,0.4507042253521127,0.00920632500688133,0.009127742304393187,0.8275767923814208,-0.0001009074142850798,-0.025428668399840107,0.09926724119874768,-0.2561637463957335,-0.359472199883429,-0.48787390267867864,0.6257572005066614,0.6871213997466693,-0.17836322201423338,-0.10350975302824728,-0.029804651468354315,1.0,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,10.0,0.1,494,289,0.5850202429149798,235,-0.000845252072592139,-0.0009723690133882062,0.46366782006920415,0.008861811958918277,0.00923716549338179,0.8293863930904837,-0.00010425107861805464,-0.02627127181174977,0.09918796054095337,-0.2648635143667735,-0.36827857875866143,-0.5056534967000581,0.6132229149994937,0.6933885425002532,-0.16615878991563737,-0.1062073764756073,-0.030613958683858966,1.0,1.0,1.0
TabNet,TABNET A - MARKET,10.0,0.1,494,92,0.1862348178137652,83,-0.0012378761867265207,-0.0010621051926512897,0.43478260869565216,0.009609432562776767,0.009581959840190588,0.771436253691181,-0.00012246624533794012,-0.030861493825160912,0.06474917381550596,-0.4766314688909634,-0.6414770965829756,-0.8425337663928801,0.39971160418572177,0.8001441979071391,-0.1715604469371148,-0.11186868659769766,-0.03231815414258965,1.0,1.0,1.0
TabNet,TABNET B - MARKET + SEC,10.0,0.1,494,142,0.2874493927125506,128,-0.00116878521278145,-0.0018459206110561215,0.4295774647887324,0.008663935560134915,0.008573673696088838,0.7610147578779335,-0.00014918106732414536,-0.03759362896568463,0.06731664561554486,-0.5584596294412427,-0.7583186220232917,-1.1182798769754487,0.26374390048751617,0.8681280497562419,-0.1576449625811469,-0.13366313477534075,-0.03895310316881906,1.0,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,10.0,0.1,494,153,0.3097165991902834,136,-0.0013360718341510268,-0.0016376085874646989,0.42483660130718953,0.008850412716803379,0.008860179741105988,0.7378221274103245,-0.00012901018905292093,-0.03251056764133607,0.07173171713534493,-0.45322444435554843,-0.6144950124583196,-0.7802939503265965,0.43542167896366535,0.7822891605181673,-0.15406358621772942,-0.11864123257710879,-0.03436720980241026,1.0,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,10.0,0.1,494,12,0.024291497975708502,11,-0.0044303187640611814,-0.0035001074259024805,0.25,0.005582131817313043,0.0077678022911859225,0.23954144763472562,-6.218348325754849e-05,-0.01567023778090222,0.01645964308374206,-0.9520399501481552,-1.012856071785168,-1.7103734813269285,0.08753918443907233,0.9562304077804639,-0.055304790600316234,-0.055304790600316234,-0.015631015959118755,1.0,1.0,1.0
