Model,Mean_Yearly_Accuracy,Mean_Yearly_Balanced_Accuracy,Mean_Yearly_Precision,Mean_Yearly_Recall,Mean_Yearly_F1,Mean_Yearly_ROC_AUC,Mean_Yearly_Brier_Score,Mean_Yearly_Log_Loss,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1,Pooled_ROC_AUC,Pooled_Brier_Score,Pooled_Log_Loss
MODEL C - MARKET + SEC + FINBERT,0.5423501631507328,0.5290100368900202,0.5279056243936855,0.3195616883116883,0.3968237754754609,0.5418933472569789,0.26385450830626667,0.7312031112650874,0.548582995951417,0.5339756258234519,0.524822695035461,0.3217391304347826,0.39892183288409705,0.5500658761528326,0.2606313762631105,0.723291714329373
MODEL B - MARKET + SEC,0.5341118259345544,0.5207892582684941,0.5135658724711573,0.3150974025974026,0.3891425908667288,0.5403707706214973,0.26400700203780814,0.7311832056300658,0.5404858299595142,0.5261198945981554,0.5104895104895105,0.3173913043478261,0.3914209115281501,0.5473155467720685,0.26076412952207284,0.7233285201931294
MODEL A - MARKET,0.5240957424070789,0.5131520229436031,0.49058938746438746,0.30656452922077926,0.37468832269877095,0.506360476052648,0.2651914327561329,0.7307385111823222,0.5303643724696356,0.5160902503293807,0.4930555555555556,0.30869565217391304,0.37967914438502676,0.5140151515151515,0.26279404065788586,0.7250227767291096
DUMMY,0.5298422727823255,0.5,0.0,0.0,0.0,0.5,0.47015772721767446,16.946202158048948,0.5344129554655871,0.5,0.0,0.0,0.0,0.5,0.46558704453441296,16.781458055661833
