Test_Year,Model,Feature,Coefficient,Abs_Coefficient
2024,MODEL B - MARKET + SEC,categorical__Ticker_NVDA,-0.22959304126140767,0.22959304126140767
2024,MODEL B - MARKET + SEC,categorical__Ticker_QCOM,-0.009207060994865176,0.009207060994865176
2024,MODEL B - MARKET + SEC,categorical__Ticker_TSLA,-0.292296148121032,0.292296148121032
2024,MODEL B - MARKET + SEC,binary__Has_EX99,-0.4169922420243908,0.4169922420243908
2024,MODEL B - MARKET + SEC,binary__Has_Event_Earnings,-0.4104915847591638,0.4104915847591638
2024,MODEL B - MARKET + SEC,binary__Has_Event_Guidance,0.29568431991647876,0.29568431991647876
2024,MODEL B - MARKET + SEC,binary__Has_Event_Buyback,0.12588029322764172,0.12588029322764172
2024,MODEL B - MARKET + SEC,binary__Has_Item_1_01,0.5873089516469826,0.5873089516469826
2024,MODEL B - MARKET + SEC,binary__Has_Item_1_02,-0.49789705091405545,0.49789705091405545
2024,MODEL B - MARKET + SEC,binary__Has_Item_2_01,-0.2103992005328258,0.2103992005328258
2024,MODEL B - MARKET + SEC,binary__Has_Item_2_02,0.20913449789609365,0.20913449789609365
2024,MODEL B - MARKET + SEC,binary__Has_Item_2_03,-0.19447449511568463,0.19447449511568463
2024,MODEL B - MARKET + SEC,binary__Has_Item_5_02,0.0788611355644092,0.0788611355644092
2024,MODEL B - MARKET + SEC,binary__Has_Item_5_03,0.2813723636779002,0.2813723636779002
2024,MODEL B - MARKET + SEC,binary__Has_Item_5_07,-0.11723087628500777,0.11723087628500777
2024,MODEL B - MARKET + SEC,binary__Has_Item_7_01,0.7042702114871332,0.7042702114871332
2024,MODEL B - MARKET + SEC,binary__Has_Item_8_01,-0.03983529592760382,0.03983529592760382
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Stock_vs_QQQ_1D,-0.1389235854356543,0.1389235854356543
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Stock_vs_QQQ_3D,-0.005883008142029573,0.005883008142029573
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Stock_vs_QQQ_5D,-0.26644814743206896,0.26644814743206896
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Volatility_14D,0.08159767227414381,0.08159767227414381
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Relative_Volume_20D,0.0022110904038139386,0.0022110904038139386
2024,MODEL C - MARKET + SEC + FINBERT,numeric__RSI_14,0.15324398675126047,0.15324398675126047
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Price_to_SMA20,0.033062775894796254,0.033062775894796254
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Intraday_Return,0.3468028815661845,0.3468028815661845
2024,MODEL C - MARKET + SEC + FINBERT,numeric__Daily_Range,-0.22217128699172814,0.22217128699172814
2024,MODEL C - MARKET + SEC + FINBERT,numeric__QQQ_Log_Return_1D,-0.4542315930793944,0.4542315930793944
2024,MODEL C - MARKET + SEC + FINBERT,numeric__QQQ_Log_Return_3D,-0.002581657686027741,0.002581657686027741
2024,MODEL C - MARKET + SEC + FINBERT,numeric__QQQ_Log_Return_5D,0.05008421678000217,0.05008421678000217
2024,MODEL C - MARKET + SEC + FINBERT,numeric__QQQ_Volatility_14D,0.11467124725512656,0.11467124725512656
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_ADBE,-0.049639633451699715,0.049639633451699715
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_AMD,-0.747826414964638,0.747826414964638
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_AMZN,-0.7648622323373664,0.7648622323373664
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_AVGO,-0.3417385032197494,0.3417385032197494
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_GOOGL,-0.39556422853825396,0.39556422853825396
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_INTC,-1.0872063677235344,1.0872063677235344
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_META,-0.7279445845214874,0.7279445845214874
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_MSFT,0.4737096631186584,0.4737096631186584
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_NFLX,-0.42731939586783674,0.42731939586783674
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_NVDA,-0.222444898570162,0.222444898570162
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_QCOM,0.015835014769648964,0.015835014769648964
2024,MODEL C - MARKET + SEC + FINBERT,categorical__Ticker_TSLA,-0.27236664194787846,0.27236664194787846
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_EX99,-0.43412224409886124,0.43412224409886124
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Event_Earnings,-0.4133589399883022,0.4133589399883022
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Event_Guidance,0.30566240996945376,0.30566240996945376
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Event_Buyback,0.1384470355928213,0.1384470355928213
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_1_01,0.5841544211429697,0.5841544211429697
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_1_02,-0.49090268553426103,0.49090268553426103
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_2_01,-0.22141655147729922,0.22141655147729922
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_2_02,0.17096026756679117,0.17096026756679117
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_2_03,-0.1888980611403757,0.1888980611403757
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_5_02,0.07831310213206807,0.07831310213206807
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_5_03,0.281256099076819,0.281256099076819
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_5_07,-0.1236001239470634,0.1236001239470634
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_7_01,0.6855135795708184,0.6855135795708184
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Item_8_01,-0.03817282716441326,0.03817282716441326
2024,MODEL C - MARKET + SEC + FINBERT,binary__Has_Sentiment_History,-0.38885279823896274,0.38885279823896274
2024,MODEL C - MARKET + SEC + FINBERT,sentiment__Mean_Net_Sentiment,0.07900831962088788,0.07900831962088788
2024,MODEL C - MARKET + SEC + FINBERT,sentiment__Sentiment_Momentum_3,-0.04683841534251508,0.04683841534251508
2025,MODEL A - MARKET,numeric__Stock_vs_QQQ_1D,-0.17857934057582103,0.17857934057582103
2025,MODEL A - MARKET,numeric__Stock_vs_QQQ_3D,-0.008134543664797381,0.008134543664797381
2025,MODEL A - MARKET,numeric__Stock_vs_QQQ_5D,-0.24035209504723745,0.24035209504723745
2025,MODEL A - MARKET,numeric__Volatility_14D,0.13432167826046387,0.13432167826046387
2025,MODEL A - MARKET,numeric__Relative_Volume_20D,-0.16978159155565828,0.16978159155565828
2025,MODEL A - MARKET,numeric__RSI_14,0.2064237667696421,0.2064237667696421
2025,MODEL A - MARKET,numeric__Price_to_SMA20,0.026594150085667168,0.026594150085667168
2025,MODEL A - MARKET,numeric__Intraday_Return,0.29345571557024336,0.29345571557024336
2025,MODEL A - MARKET,numeric__Daily_Range,-0.13569422381344795,0.13569422381344795
2025,MODEL A - MARKET,numeric__QQQ_Log_Return_1D,-0.38907306426110666,0.38907306426110666
2025,MODEL A - MARKET,numeric__QQQ_Log_Return_3D,-0.03495369289366751,0.03495369289366751
2025,MODEL A - MARKET,numeric__QQQ_Log_Return_5D,0.032578918696971035,0.032578918696971035
2025,MODEL A - MARKET,numeric__QQQ_Volatility_14D,0.006884486173248125,0.006884486173248125
2025,MODEL A - MARKET,categorical__Ticker_ADBE,-0.23543698562372017,0.23543698562372017
2025,MODEL A - MARKET,categorical__Ticker_AMD,-0.5482864501524236,0.5482864501524236
2025,MODEL A - MARKET,categorical__Ticker_AMZN,-0.5009227030928918,0.5009227030928918
2025,MODEL A - MARKET,categorical__Ticker_AVGO,-0.4614552844888659,0.4614552844888659
2025,MODEL A - MARKET,categorical__Ticker_GOOGL,-0.6384028711541138,0.6384028711541138
2025,MODEL A - MARKET,categorical__Ticker_INTC,-0.8100016486684012,0.8100016486684012
2025,MODEL A - MARKET,categorical__Ticker_META,-0.5899657212308664,0.5899657212308664
2025,MODEL A - MARKET,categorical__Ticker_MSFT,0.1564206431453391,0.1564206431453391
2025,MODEL A - MARKET,categorical__Ticker_NFLX,-0.3800112337509641,0.3800112337509641
2025,MODEL A - MARKET,categorical__Ticker_NVDA,-0.2534127172294941,0.2534127172294941
2025,MODEL A - MARKET,categorical__Ticker_QCOM,-0.02391552339618348,0.02391552339618348
2025,MODEL A - MARKET,categorical__Ticker_TSLA,-0.5332552763906958,0.5332552763906958
2025,MODEL B - MARKET + SEC,numeric__Stock_vs_QQQ_1D,-0.17821284634092516,0.17821284634092516
2025,MODEL B - MARKET + SEC,numeric__Stock_vs_QQQ_3D,-0.021039286058265584,0.021039286058265584
2025,MODEL B - MARKET + SEC,numeric__Stock_vs_QQQ_5D,-0.2585375058481878,0.2585375058481878
2025,MODEL B - MARKET + SEC,numeric__Volatility_14D,0.09946647145471531,0.09946647145471531
2025,MODEL B - MARKET + SEC,numeric__Relative_Volume_20D,-0.07184281849948577,0.07184281849948577
2025,MODEL B - MARKET + SEC,numeric__RSI_14,0.2133947491182025,0.2133947491182025
2025,MODEL B - MARKET + SEC,numeric__Price_to_SMA20,0.018673174432805292,0.018673174432805292
2025,MODEL B - MARKET + SEC,numeric__Intraday_Return,0.29818708795842025,0.29818708795842025
2025,MODEL B - MARKET + SEC,numeric__Daily_Range,-0.1956441534416566,0.1956441534416566
2025,MODEL B - MARKET + SEC,numeric__QQQ_Log_Return_1D,-0.40078307795686824,0.40078307795686824
2025,MODEL B - MARKET + SEC,numeric__QQQ_Log_Return_3D,-0.017705965331763003,0.017705965331763003
2025,MODEL B - MARKET + SEC,numeric__QQQ_Log_Return_5D,0.020402497628266025,0.020402497628266025
2025,MODEL B - MARKET + SEC,numeric__QQQ_Volatility_14D,0.053053768705228974,0.053053768705228974
2025,MODEL B - MARKET + SEC,categorical__Ticker_ADBE,-0.23866860019132458,0.23866860019132458
2025,MODEL B - MARKET + SEC,categorical__Ticker_AMD,-0.7305662007423267,0.7305662007423267
2025,MODEL B - MARKET + SEC,categorical__Ticker_AMZN,-0.6268609030230822,0.6268609030230822
2025,MODEL B - MARKET + SEC,categorical__Ticker_AVGO,-0.4836404927877904,0.4836404927877904
2025,MODEL B - MARKET + SEC,categorical__Ticker_GOOGL,-0.6064512650727083,0.6064512650727083
2025,MODEL B - MARKET + SEC,categorical__Ticker_INTC,-1.0133608566332017,1.0133608566332017
2025,MODEL B - MARKET + SEC,categorical__Ticker_META,-0.613038772397467,0.613038772397467
2025,MODEL B - MARKET + SEC,categorical__Ticker_MSFT,0.15233705404940176,0.15233705404940176
2025,MODEL B - MARKET + SEC,categorical__Ticker_NFLX,-0.523540811315577,0.523540811315577
2025,MODEL B - MARKET + SEC,categorical__Ticker_NVDA,-0.30787762549691244,0.30787762549691244
2025,MODEL B - MARKET + SEC,categorical__Ticker_QCOM,-0.09953031433775465,0.09953031433775465
2025,MODEL B - MARKET + SEC,categorical__Ticker_TSLA,-0.37342461377080655,0.37342461377080655
2025,MODEL B - MARKET + SEC,binary__Has_EX99,-0.3747677784094109,0.3747677784094109
2025,MODEL B - MARKET + SEC,binary__Has_Event_Earnings,-0.30629406204680615,0.30629406204680615
2025,MODEL B - MARKET + SEC,binary__Has_Event_Guidance,0.31433010163773617,0.31433010163773617
2025,MODEL B - MARKET + SEC,binary__Has_Event_Buyback,0.18397645039874821,0.18397645039874821
2025,MODEL B - MARKET + SEC,binary__Has_Item_1_01,0.7424140353599651,0.7424140353599651
2025,MODEL B - MARKET + SEC,binary__Has_Item_1_02,-0.33124894901324675,0.33124894901324675
2025,MODEL B - MARKET + SEC,binary__Has_Item_2_01,-0.2061353586945335,0.2061353586945335
2025,MODEL B - MARKET + SEC,binary__Has_Item_2_02,0.14163552641211813,0.14163552641211813
2025,MODEL B - MARKET + SEC,binary__Has_Item_2_03,-0.3027789059573627,0.3027789059573627
