Ticker,Filing_Date,Acceptance_DateTime_ET,Accession,Has_8K,Has_EX99,Sentiment_Source,Filing_Block_Count,EightK_Block_Count,EX99_Block_Count,Item_Numbers,Source_Types,Positive_Block_Count,Negative_Block_Count,Neutral_Block_Count,Positive_Ratio,Negative_Ratio,Neutral_Ratio,Mean_Positive,Mean_Negative,Mean_Neutral,Mean_Net_Sentiment,Median_Net_Sentiment,Min_Net_Sentiment,Max_Net_Sentiment,Max_Positive_Probability,Max_Negative_Probability,Most_Positive_Source_Type,Most_Positive_Block_ID,Most_Negative_Source_Type,Most_Negative_Block_ID,Has_Item_1_01,Has_Item_1_02,Has_Item_1_05,Has_Item_2_01,Has_Item_2_02,Has_Item_2_03,Has_Item_3_02,Has_Item_5_02,Has_Item_5_03,Has_Item_5_07,Has_Item_5_08,Has_Item_7_01,Has_Item_8_01
AAPL,2021-02-08,2021-02-08T16:31:03-05:00,0001193125-21-032394,1,0,8K,3,3,0,8.01,8-K,0,0,3,0.0,0.0,1.0,1.3333932808260821e-05,2.36725198495454e-06,0.9999843041102091,1.0966680823306282e-05,7.478411475858593e-06,2.53451378284808e-06,2.288711721121217e-05,2.7109490474686027e-05,4.222373263473855e-06,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPL,2021-02-24,2021-02-24T16:31:21-05:00,0001193125-21-054710,1,0,8K,2,2,0,5.07,8-K,0,0,2,0.0,0.0,1.0,1.730535217348006e-06,1.0689427313081978e-05,0.9999875426292419,-8.958892095733972e-06,-8.958892095733972e-06,-1.7011870113492478e-05,-9.059140779754672e-07,3.0917663025320508e-06,2.010363641602453e-05,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AAPL,2021-04-28,2021-04-28T16:30:33-04:00,0000320193-21-000055,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.5000001552655533,4.0058543593346485e-07,0.4999994156189222,0.4999997546801174,0.4999997546801174,-4.862834543928329e-07,0.9999999956436892,1.0,7.968145609993371e-07,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2021-07-27,2021-07-27T16:35:44-04:00,0000320193-21-000063,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.999313235282898,1.275777634646147e-07,0.0006866800249554,0.9993131077051344,0.9993131077051344,0.9993131077051344,0.9993131077051344,0.999313235282898,1.275777634646147e-07,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2021-08-05,2021-08-05T16:31:44-04:00,0001193125-21-237787,1,0,8K,2,2,0,8.01,8-K,0,0,2,0.0,0.0,1.0,7.845859954613843e-06,2.7677208151999366e-06,0.9999893307685852,5.078139139413906e-06,5.078139139413906e-06,4.562379672279349e-06,5.593898606548464e-06,9.182160283671692e-06,4.619780611392343e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPL,2021-10-28,2021-10-28T16:30:23-04:00,0000320193-21-000104,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999997615814208,7.805731172538799e-09,2.2131025900762327e-07,0.9999997537756896,0.9999997537756896,0.9999997537756896,0.9999997537756896,0.9999997615814208,7.805731172538799e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2021-11-12,2021-11-12T16:31:14-05:00,0001193125-21-328151,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,9.861725629889406e-06,5.01811064168578e-06,0.9999850988388062,4.843614988203626e-06,4.843614988203626e-06,4.843614988203626e-06,4.843614988203626e-06,9.861725629889406e-06,5.01811064168578e-06,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2022-01-27,2022-01-27T16:30:36-05:00,0000320193-22-000006,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999991655349731,1.0816381568190536e-08,8.724067583898432e-07,0.9999991547185916,0.9999991547185916,0.9999991547185916,0.9999991547185916,0.9999991655349731,1.0816381568190536e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2022-03-04,2022-03-04T16:35:09-05:00,0001193125-22-066169,1,0,8K,5,5,0,5.02,8-K,0,0,5,0.0,0.0,1.0,5.915648063137269e-06,1.8851391359930858e-05,0.9999752759933471,-1.2935743296793589e-05,-1.781518761845291e-06,-3.692421023515635e-05,9.077548384084366e-06,1.2191799214633647e-05,4.904942761640996e-05,8-K,1,8-K,1,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2022-04-28,2022-04-28T16:32:12-04:00,0000320193-22-000058,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.5000000599083165,2.235133604977513e-06,0.4999977444165387,0.49999782477471155,0.49999782477471155,-4.347423981698739e-06,0.9999999969734048,1.0,4.467240614758339e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2022-07-28,2022-07-28T16:31:44-04:00,0000320193-22-000069,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999685287475586,3.878721699379639e-08,3.145523078273982e-05,0.9999684899603416,0.9999684899603416,0.9999684899603416,0.9999684899603416,0.9999685287475586,3.878721699379639e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2022-08-08,2022-08-08T16:32:16-04:00,0001193125-22-214914,1,0,8K,2,2,0,8.01,8-K,0,0,2,0.0,0.0,1.0,8.20271520751703e-06,2.846467538120123e-06,0.9999889731407166,5.3562476693969074e-06,5.3562476693969074e-06,4.556976534786372e-06,6.155518804007443e-06,1.1123875992780086e-05,4.968357188772643e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPL,2022-08-19,2022-08-19T16:31:06-04:00,0001193125-22-225365,1,0,8K,3,3,0,5.02,8-K,0,0,3,0.0,0.0,1.0,7.945566039778411e-05,6.269046142883259e-05,0.9998578230539957,1.676519896894509e-05,4.071144417139294e-06,-1.5889585483819246e-05,6.211403797351522e-05,0.0001599730312591,0.0001758626167429,8-K,2,8-K,2,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2022-10-27,2022-10-27T16:30:22-04:00,0000320193-22-000107,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.5000001400753717,2.4371886242491314e-07,0.4999996517252328,0.4999998963565093,0.4999998963565093,-2.009135755542957e-07,0.9999999936265942,1.0,4.81064319046709e-07,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2022-11-07,2022-11-07T06:27:07-05:00,0001193125-22-278435,1,1,EX99,2,1,1,7.01,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9997158646583556,5.702219641534612e-05,0.0002271872072014,0.9996588424619404,0.9996588424619404,0.9996588424619404,0.9996588424619404,0.9997158646583556,5.702219641534612e-05,EX-99.1,0,EX-99.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AAPL,2023-02-02,2023-02-02T16:30:33-05:00,0000320193-23-000005,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.999884843826294,3.111677244760358e-07,0.0001147600778494,0.9998845326585696,0.9998845326585696,0.9998845326585696,0.9998845326585696,0.999884843826294,3.111677244760358e-07,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2023-03-10,2023-03-10T16:30:52-05:00,0001140361-23-011192,1,0,8K,3,3,0,5.07,8-K,0,0,3,0.0,0.0,1.0,8.955778506939774e-07,1.3449130847220658e-05,0.9999856551488241,-1.2553552996526681e-05,-1.562318232117832e-06,-3.649709665864975e-05,3.987559011875419e-07,1.758441385391052e-06,3.684309558593668e-05,8-K,1,8-K,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AAPL,2023-05-04,2023-05-04T16:30:43-04:00,0000320193-23-000063,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999994039535522,9.228322106480393e-09,5.446974569167651e-07,0.99999939472523,0.99999939472523,0.99999939472523,0.99999939472523,0.9999994039535522,9.228322106480393e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2023-05-10,2023-05-10T16:31:27-04:00,0001140361-23-023909,1,0,8K,3,3,0,8.01,8-K,0,0,3,0.0,0.0,1.0,1.0641781576244588e-05,2.138024569831032e-06,0.9999872446060181,8.503757006413556e-06,7.877738767092524e-06,1.2556204183056252e-06,1.6377911833842518e-05,2.048260648734868e-05,4.104694653506158e-06,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPL,2023-08-03,2023-08-03T16:30:21-04:00,0000320193-23-000075,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,1.0,3.264194914365248e-09,4.524494912061528e-08,0.9999999967358052,0.9999999967358052,0.9999999967358052,0.9999999967358052,1.0,3.264194914365248e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2023-11-02,2023-11-02T16:30:32-04:00,0000320193-23-000104,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999997615814208,6.9570491589843195e-09,2.2115834497071774e-07,0.9999997546243716,0.9999997546243716,0.9999997546243716,0.9999997546243716,0.9999997615814208,6.9570491589843195e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2024-02-01,2024-02-01T16:30:30-05:00,0000320193-24-000005,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999849796295166,1.846371056046792e-08,1.5022112165752333e-05,0.999984961165806,0.999984961165806,0.999984961165806,0.999984961165806,0.9999849796295166,1.846371056046792e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2024-02-28,2024-02-28T17:09:05-05:00,0001140361-24-010155,1,0,8K,2,2,0,5.07,8-K,0,0,2,0.0,0.0,1.0,9.847827584508195e-07,2.892426095968403e-06,0.9999961256980896,-1.907643337517584e-06,-1.907643337517584e-06,-2.354899493184348e-06,-1.4603871818508196e-06,1.3860386616215692e-06,3.740938154805917e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AAPL,2024-05-02,2024-05-02T16:30:34-04:00,0000320193-24-000067,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.4983063641247014,2.4050576996614836e-06,0.5016912710852921,0.49830395906700176,0.49830395906700176,-4.347423981698739e-06,0.9966122655579852,0.9966126084327698,4.467240614758339e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2024-05-03,2024-05-03T16:35:42-04:00,0001140361-24-024352,1,1,EX99,23,1,22,7.01,8-K|EX-99.1|EX-99.2,0,0,22,0.0,0.0,1.0,0.000485558973113325,0.0036767352072605243,0.9958377155390653,-0.00319117623414721,5.086467353976332e-06,-0.0744614046998322,0.0031425863126059,0.0041604074649512,0.0786218121647834,EX-99.2,2,EX-99.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
AAPL,2024-08-01,2024-08-01T16:30:26-04:00,0000320193-24-000080,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999953508377076,1.6293993709837196e-08,4.660547801904613e-06,0.9999953345437138,0.9999953345437138,0.9999953345437138,0.9999953345437138,0.9999953508377076,1.6293993709837196e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2024-08-23,2024-08-23T16:30:44-04:00,0001140361-24-038403,1,0,8K,1,1,0,5.03,8-K,0,0,1,0.0,0.0,1.0,4.610684482031502e-05,4.221260314807296e-05,0.9999116659164428,3.89424167224206e-06,3.89424167224206e-06,3.89424167224206e-06,3.89424167224206e-06,4.610684482031502e-05,4.221260314807296e-05,8-K,0,8-K,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AAPL,2024-08-26,2024-08-26T17:20:33-04:00,0001140361-24-038601,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,7.92681566963438e-06,1.0090591786138248e-05,0.9999819993972778,-2.1637761165038683e-06,-2.1637761165038683e-06,-2.1637761165038683e-06,-2.1637761165038683e-06,7.92681566963438e-06,1.0090591786138248e-05,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2024-09-10,2024-09-10T09:06:34-04:00,0001140361-24-040659,1,0,8K,2,2,0,7.01,8-K,0,1,1,0.0,0.5,0.5,9.478020911041813e-05,0.3996696889789746,0.6002355515956879,-0.3995749087698641,-0.3995749087698641,-0.7991120358783519,-3.778166137635708e-05,0.0001683095615589,0.7992803454399109,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AAPL,2024-10-31,2024-10-31T16:30:25-04:00,0000320193-24-000120,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.49995883546216646,4.244071785564074e-06,0.5000369639201381,0.4999545913903809,0.4999545913903809,8.409074325754773e-06,0.999900773706436,0.9999008178710938,8.443978913419414e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2025-01-03,2025-01-03T16:30:56-05:00,0001140361-25-000228,1,0,8K,2,2,0,5.02,8-K,0,0,2,0.0,0.0,1.0,1.7218643279193202e-05,3.297113838129917e-05,0.9999498128890991,-1.5752495102105968e-05,-1.5752495102105968e-05,-4.377844561531674e-05,1.2273455411104806e-05,2.152267006749753e-05,6.530111568281427e-05,8-K,1,8-K,1,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2025-01-30,2025-01-30T16:30:23-05:00,0000320193-25-000007,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999996423721312,6.8808234665596055e-09,3.161626693781727e-07,0.999999635491308,0.999999635491308,0.999999635491308,0.999999635491308,0.9999996423721312,6.8808234665596055e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2025-02-25,2025-02-25T16:47:19-05:00,0001140361-25-005876,1,0,8K,2,2,0,5.07,8-K,0,0,2,0.0,0.0,1.0,1.4623536372937451e-06,3.875734762459615e-06,0.9999945759773254,-2.4133811251658695e-06,-2.4133811251658695e-06,-3.436045517446473e-06,-1.3907167328852663e-06,2.4664727789058816e-06,5.902518296352355e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AAPL,2025-05-01,2025-05-01T16:30:21-04:00,0000320193-25-000055,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.999998927116394,6.0507852062130504e-09,1.1013286211891682e-06,0.9999989210656088,0.9999989210656088,0.9999989210656088,0.9999989210656088,0.999998927116394,6.0507852062130504e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2025-05-12,2025-05-12T16:30:28-04:00,0001140361-25-018400,1,0,8K,2,2,0,8.01,8-K,0,0,2,0.0,0.0,1.0,9.029816965266946e-06,2.593158086483527e-06,0.999988317489624,6.436658878783419e-06,6.436658878783419e-06,5.7481420867588895e-06,7.125175670807948e-06,1.1650828128040304e-05,4.525652457232354e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPL,2025-07-08,2025-07-08T21:18:13-04:00,0001140361-25-025275,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,1.6870739273144864e-05,7.338455179706216e-05,0.9999096393585204,-5.6513812523917295e-05,-5.6513812523917295e-05,-5.6513812523917295e-05,-5.6513812523917295e-05,1.6870739273144864e-05,7.338455179706216e-05,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2025-07-25,2025-07-25T16:30:49-04:00,0001140361-25-027340,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,4.609412371792132e-06,8.185988008335698e-06,0.9999871253967284,-3.5765756365435664e-06,-3.5765756365435664e-06,-3.5765756365435664e-06,-3.5765756365435664e-06,4.609412371792132e-06,8.185988008335698e-06,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2025-07-31,2025-07-31T16:30:25-04:00,0000320193-25-000071,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999985694885254,7.422177095151028e-09,1.4606850982090691e-06,0.9999985620663484,0.9999985620663484,0.9999985620663484,0.9999985620663484,0.9999985694885254,7.422177095151028e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2025-10-30,2025-10-30T16:30:35-04:00,0000320193-25-000077,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999990463256836,9.13731224017056e-09,9.096787607631996e-07,0.9999990371883714,0.9999990371883714,0.9999990371883714,0.9999990371883714,0.9999990463256836,9.13731224017056e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2025-12-05,2025-12-05T16:31:42-05:00,0001140361-25-044561,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,1.28204956126865e-05,2.635569398989901e-05,0.9999607801437378,-1.353519837721251e-05,-1.353519837721251e-05,-1.353519837721251e-05,-1.353519837721251e-05,1.28204956126865e-05,2.635569398989901e-05,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2026-01-02,2026-01-02T16:30:52-05:00,0001140361-26-000199,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,9.709910955280066e-06,1.8283513782080263e-05,0.9999721050262452,-8.573602826800197e-06,-8.573602826800197e-06,-8.573602826800197e-06,-8.573602826800197e-06,9.709910955280066e-06,1.8283513782080263e-05,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2026-01-29,2026-01-29T16:30:33-05:00,0000320193-26-000005,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,1.0,3.081718880082462e-09,1.3287168698639109e-08,0.9999999969182812,0.9999999969182812,0.9999999969182812,0.9999999969182812,1.0,3.081718880082462e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2026-02-24,2026-02-24T16:55:58-05:00,0001140361-26-006577,1,0,8K,2,2,0,5.07,8-K,0,0,2,0.0,0.0,1.0,7.496590114897117e-06,4.983943085790088e-06,0.9999875426292419,2.512647029107029e-06,2.512647029107029e-06,-9.790626336325658e-07,6.004356691846624e-06,1.4337876564241014e-05,8.33351987239439e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AAPL,2026-04-20,2026-04-20T17:29:51-04:00,0001140361-26-015711,1,0,8K,1,1,0,5.02,8-K,0,0,1,0.0,0.0,1.0,2.0801280697924085e-06,4.492318112170324e-06,0.9999934434890748,-2.4121900423779152e-06,-2.4121900423779152e-06,-2.4121900423779152e-06,-2.4121900423779152e-06,2.0801280697924085e-06,4.492318112170324e-06,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AAPL,2026-04-30,2026-04-30T16:30:41-04:00,0000320193-26-000011,1,1,EX99,3,1,2,2.02,8-K|EX-99.1,1,0,1,0.5,0.0,0.5,0.5000000599083165,2.2355611124513786e-06,0.49999774650676626,0.49999782434720413,0.49999782434720413,-4.347423981698739e-06,0.99999999611839,1.0,4.467240614758339e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AAPL,2026-07-30,2026-07-30T16:30:28-04:00,0000320193-26-000018,1,1,EX99,2,1,1,2.02,8-K|EX-99.1,1,0,0,1.0,0.0,0.0,0.9999710321426392,4.0104367826643283e-08,2.893399869208224e-05,0.9999709920382712,0.9999709920382712,0.9999709920382712,0.9999709920382712,0.9999710321426392,4.0104367826643283e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADBE,2020-01-24,2020-01-24T16:17:15-05:00,0001104659-20-006717,1,0,8K,3,3,0,1.01,8-K,0,0,3,0.0,0.0,1.0,1.9398687072680332e-05,0.0001510122991324372,0.9998295704523722,-0.0001316136120597693,6.284868732109317e-06,-0.0004101320446352,9.00633972378273e-06,3.906264464603737e-05,0.0004491946892812,8-K,1,8-K,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ADBE,2020-01-30,2020-01-30T16:59:08-05:00,0000796343-20-000040,1,0,8K,6,6,0,5.02,8-K,0,0,6,0.0,0.0,1.0,0.00017497723782372826,8.022892264610467e-07,0.9998242060343424,0.00017417494859727766,9.392679132247395e-06,3.4867495344315103e-06,0.0009750350575359,0.0009766552830114,1.62022547556262e-06,8-K,0,8-K,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADBE,2020-02-03,2020-02-03T16:05:41-05:00,0001104659-20-009759,1,0,8K,4,4,0,1.01,8-K,0,0,4,0.0,0.0,1.0,8.078789463183966e-06,1.2478682194227986e-06,0.9999906420707703,6.830921243761168e-06,4.343207507417901e-06,-2.003514225634717e-07,1.883762138277234e-05,2.153239256585948e-05,2.6947711830871413e-06,8-K,1,8-K,1,1,0,0,0,0,0,0,0,0,0,0,0,0
