Ticker,Filing_Date,Acceptance_DateTime_ET,Accession,Has_8K,Has_EX99,Sentiment_Source,Filing_Block_Count,EightK_Block_Count,EX99_Block_Count,Item_Numbers,Source_Types,Has_Event_Earnings,Has_Event_Guidance,Has_Event_Buyback,Positive_Block_Count,Negative_Block_Count,Neutral_Block_Count,Positive_Ratio,Negative_Ratio,Neutral_Ratio,Mean_Positive,Mean_Negative,Mean_Neutral,Mean_Net_Sentiment,Median_Net_Sentiment,Min_Net_Sentiment,Max_Net_Sentiment,Unweighted_Mean_Positive,Unweighted_Mean_Negative,Unweighted_Mean_Neutral,Unweighted_Mean_Net_Sentiment,Sentiment_Total_Tokens,Sentiment_Weighting,Max_Positive_Probability,Max_Negative_Probability,Most_Positive_Source_Type,Most_Positive_Block_ID,Most_Negative_Source_Type,Most_Negative_Block_ID,Has_Item_1_01,Has_Item_1_02,Has_Item_1_05,Has_Item_2_01,Has_Item_2_02,Has_Item_2_03,Has_Item_2_05,Has_Item_3_02,Has_Item_3_03,Has_Item_5_02,Has_Item_5_03,Has_Item_5_07,Has_Item_5_08,Has_Item_7_01,Has_Item_8_01,Publication_Period,Filing_Session_Open_ET,Filing_Session_Close_ET,Feature_Cutoff_Session,Event_Session
AAPL,2021-01-27,2021-01-27T16:30:35-05:00,0000320193-21-000009,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.8717948717948718,0.0,0.1282051282051282,0.8717651173853644,1.4838578808761529e-06,0.1282334526745566,0.8717636335274838,0.499985451214453,7.895690032455605e-06,0.9999630067388736,0.499991126954228,5.67573977505731e-06,0.5000032300667954,0.499985451214453,507.0,token_count,0.9999630451202391,1.1313098184473349e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2021-01-27 09:30:00-05:00,2021-01-27 16:00:00-05:00,2021-01-27,2021-01-28
AAPL,2021-02-08,2021-02-08T16:31:03-05:00,0001193125-21-032394,1,0,8K,3,3,0,8.01|9.01,8-K,0,0,0,0,0,3,0.0,0.0,1.0,2.0499302249003865e-05,4.605113263463235e-06,0.9999748744540524,1.589418898554063e-05,7.478411475858593e-06,3.186131380061852e-06,4.402996910357615e-05,2.3728770126278203e-05,5.497266139779337e-06,0.9999707539876302,1.8231503986498865e-05,967.0,token_count,5.745153976022266e-05,1.3421570656646509e-05,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFTER_HOURS,2021-02-08 09:30:00-05:00,2021-02-08 16:00:00-05:00,2021-02-08,2021-02-09
AAPL,2021-02-24,2021-02-24T16:31:21-05:00,0001193125-21-054710,1,0,8K,2,2,0,5.07,8-K,0,0,0,0,0,2,0.0,0.0,1.0,1.0681912329463731e-06,6.108687984468993e-06,0.9999927920383096,-5.040496751522619e-06,-8.958892095733972e-06,-1.7011870113492478e-05,-9.059140779754672e-07,1.730535217348006e-06,1.0689427313081978e-05,0.999987542629242,-8.958892095733972e-06,596.0,token_count,3.0917663025320508e-06,2.010363641602453e-05,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AFTER_HOURS,2021-02-24 09:30:00-05:00,2021-02-24 16:00:00-05:00,2021-02-24,2021-02-25
AAPL,2021-04-28,2021-04-28T16:30:33-04:00,0000320193-21-000055,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,1,1,0,1,0.7900355871886121,0.0,0.2099644128113879,0.7900365649532293,8.382452066434837e-07,0.209962629104492,0.7900357267080227,0.5000003382629918,6.808822945458815e-07,0.9999999956436892,0.5000023284055715,1.990142579622045e-06,0.4999957201309462,0.5000003382629918,562.0,token_count,1.0,3.975928848376498e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2021-04-28 09:30:00-04:00,2021-04-28 16:00:00-04:00,2021-04-28,2021-04-29
AAPL,2021-07-27,2021-07-27T16:35:44-04:00,0000320193-21-000063,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.9182795698924732,0.0,0.0817204301075268,0.9160851000798126,2.7898467494431376e-06,0.0839121353587196,0.9160823102330632,0.4987935813754519,-2.199425125581911e-05,0.9976091570021596,0.4988095252651874,1.594388973558125e-05,0.5011745336232707,0.4987935813754519,465.0,token_count,0.9976093769073486,3.1667874281993136e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2021-07-27 09:30:00-04:00,2021-07-27 16:00:00-04:00,2021-07-27,2021-07-28
AAPL,2021-08-05,2021-08-05T16:31:44-04:00,0001193125-21-237787,1,0,8K,3,3,0,8.01|9.01,8-K,0,0,0,0,0,3,0.0,0.0,1.0,1.4390931116490672e-05,4.635703810194737e-06,0.9999809314028344,9.755227306295931e-06,6.112364189903019e-06,5.593911339474289e-06,2.1474036657309625e-05,1.7001160661796653e-05,5.941056599567673e-06,0.9999770323435464,1.1060104062228978e-05,829.0,token_count,3.260788798797876e-05,1.1133851330669133e-05,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFTER_HOURS,2021-08-05 09:30:00-04:00,2021-08-05 16:00:00-04:00,2021-08-05,2021-08-06
AAPL,2021-10-28,2021-10-28T16:30:23-04:00,0000320193-21-000104,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.8676171079429735,0.0,0.1323828920570264,0.8676195474298916,1.5038803150661537e-06,0.1323789636385002,0.8676180435495764,0.5000038846560373,7.895690032455605e-06,0.999999873622042,0.5000095447894637,5.660133426399484e-06,0.4999848055173714,0.5000038846560373,491.0,token_count,0.9999998807907104,1.1313098184473349e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2021-10-28 09:30:00-04:00,2021-10-28 16:00:00-04:00,2021-10-28,2021-10-29
AAPL,2021-11-12,2021-11-12T16:31:14-05:00,0001193125-21-328151,1,0,8K,3,3,0,5.02|5.03|9.01,8-K,0,0,0,0,0,3,0.0,0.0,1.0,0.0001332295042489,0.0001123527550939,0.9997544293220226,2.0876749155052973e-05,4.868050382356159e-06,-0.0003783580177696,0.0002389287037658,0.0001728256523468,0.0002176794068873,0.9996094703674316,-4.485375454048128e-05,390.0,token_count,0.0003331276238895,0.0005546094034798,8-K,1,8-K,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,AFTER_HOURS,2021-11-12 09:30:00-05:00,2021-11-12 16:00:00-05:00,2021-11-12,2021-11-15
AAPL,2022-01-27,2022-01-27T16:30:36-05:00,0000320193-22-000006,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.91792656587473,0.0,0.0820734341252699,0.9179256090162118,2.611767143525186e-06,0.0820717554799506,0.9179229972490682,0.4999880422953913,-2.199425125581911e-05,0.9999980788420384,0.5000038831371967,1.584084180539236e-05,0.4999802521069796,0.4999880422953913,463.0,token_count,0.9999980926513672,3.1667874281993136e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2022-01-27 09:30:00-05:00,2022-01-27 16:00:00-05:00,2022-01-27,2022-01-28
AAPL,2022-03-04,2022-03-04T16:35:09-05:00,0001193125-22-066169,1,0,8K,5,5,0,5.02|5.07|9.01,8-K,0,0,0,0,0,5,0.0,0.0,1.0,1.80853507777736e-05,1.1065141827644337e-05,0.9999708622213332,7.0202089501305504e-06,4.052446911373409e-07,-2.4254532604572887e-06,8.338082989212126e-05,4.889157561364474e-05,3.1158769570535324e-05,0.9999199628829956,1.773280604311367e-05,1488.0,token_count,0.0002282071363879,0.0001448263064958,8-K,4,8-K,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,AFTER_HOURS,2022-03-04 09:30:00-05:00,2022-03-04 16:00:00-05:00,2022-03-04,2022-03-07
AAPL,2022-04-28,2022-04-28T16:32:12-04:00,0000320193-22-000058,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,1,1,0,1,0.8712871287128713,0.0,0.1287128712871287,0.8712896011311566,1.4587783839154651e-06,0.1287089596500934,0.8712881423527727,0.5000039463317186,7.895690032455605e-06,0.9999999969734048,0.5000096043941085,5.658062389835018e-06,0.4999847506039776,0.5000039463317186,505.0,token_count,1.0,1.1313098184473349e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2022-04-28 09:30:00-04:00,2022-04-28 16:00:00-04:00,2022-04-28,2022-04-29
AAPL,2022-07-28,2022-07-28T16:31:44-04:00,0000320193-22-000069,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.9164835164835164,0.0,0.0835164835164835,0.916409595099857,2.6951905335413806e-06,0.0835877641505219,0.9164068999093236,0.4999482058003793,-2.199425125581911e-05,0.9999184058520144,0.4999640672344866,1.586143410747809e-05,0.5000200900685741,0.4999482058003793,455.0,token_count,0.9999184608459472,3.1667874281993136e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2022-07-28 09:30:00-04:00,2022-07-28 16:00:00-04:00,2022-07-28,2022-07-29
AAPL,2022-08-08,2022-08-08T16:32:16-04:00,0001193125-22-214914,1,0,8K,3,3,0,8.01|9.01,8-K,0,0,0,0,0,3,0.0,0.0,1.0,1.3741181539004708e-05,4.4077876343533205e-06,0.9999818948772844,9.333393904651388e-06,6.112329629104352e-06,4.556981537007232e-06,2.137779483746272e-05,1.6309574372523155e-05,5.627205704665054e-06,0.9999781052271524,1.06823686678581e-05,844.0,token_count,3.176118843839504e-05,1.0383393600932322e-05,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFTER_HOURS,2022-08-08 09:30:00-04:00,2022-08-08 16:00:00-04:00,2022-08-08,2022-08-09
AAPL,2022-08-19,2022-08-19T16:31:06-04:00,0001193125-22-225365,1,0,8K,4,4,0,5.02|5.03|9.01,8-K,0,0,0,0,0,4,0.0,0.0,1.0,6.774119529211546e-05,6.96046321980072e-05,0.999862629518018,-1.8634369058911703e-06,-1.4960855310164334e-06,-0.0002947208704426,3.754694898816524e-05,0.000173973958681,0.0002390154818101,0.99958698451519,-6.50415231291169e-05,991.0,token_count,0.0005168607458472,0.0008115816162899,8-K,3,8-K,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,AFTER_HOURS,2022-08-19 09:30:00-04:00,2022-08-19 16:00:00-04:00,2022-08-19,2022-08-22
AAPL,2022-10-27,2022-10-27T16:30:22-04:00,0000320193-22-000107,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.7861060329067642,0.0,0.2138939670932358,0.7861072658178484,7.157716764888117e-07,0.2138920439390576,0.7861065500461719,0.5000012173937267,2.4411608592345142e-06,0.9999999936265942,0.5000028820613807,1.6646676539444627e-06,0.4999954794000984,0.5000012173937267,547.0,token_count,1.0,3.322961902085808e-06,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2022-10-27 09:30:00-04:00,2022-10-27 16:00:00-04:00,2022-10-27,2022-10-28
AAPL,2022-11-07,2022-11-07T06:27:07-05:00,0001193125-22-278435,1,1,EX99,3,2,1,7.01|9.01,8-K|EX-99.1,0,0,0,1,0,0,1.0,0.0,0.0,0.9999810457229614,7.581933004985331e-06,1.138259995059343e-05,0.9999734637899564,0.9999734637899564,0.9999734637899564,0.9999734637899564,0.9999810457229614,7.581933004985331e-06,1.138259995059343e-05,0.9999734637899564,173.0,token_count,0.9999810457229614,7.581933004985331e-06,EX-99.1,0,EX-99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PRE_MARKET,2022-11-07 09:30:00-05:00,2022-11-07 16:00:00-05:00,2022-11-04,2022-11-07
AAPL,2023-02-02,2023-02-02T16:30:33-05:00,0000320193-23-000005,1,1,EX99,3,2,1,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,0,1.0,0.0,0.0,0.9866729974746704,1.620296529836196e-06,0.0133253652602434,0.9866713771781406,0.9866713771781406,0.9866713771781406,0.9866713771781406,0.9866729974746704,1.620296529836196e-06,0.0133253652602434,0.9866713771781406,442.0,token_count,0.9866729974746704,1.620296529836196e-06,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2023-02-02 09:30:00-05:00,2023-02-02 16:00:00-05:00,2023-02-02,2023-02-03
AAPL,2023-03-10,2023-03-10T16:30:52-05:00,0001140361-23-011192,1,0,8K,3,3,0,5.07,8-K,0,0,0,0,0,3,0.0,0.0,1.0,1.1304134361855496e-06,3.2873127725735565e-06,0.9999955837830716,-2.156899336388007e-06,-1.562318232117832e-06,-3.649709665864975e-05,3.987559011875419e-07,8.955778506939774e-07,1.3449130847220658e-05,0.999985655148824,-1.255355299652668e-05,893.0,token_count,1.758441385391052e-06,3.684309558593668e-05,8-K,1,8-K,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AFTER_HOURS,2023-03-10 09:30:00-05:00,2023-03-10 16:00:00-05:00,2023-03-10,2023-03-13
AAPL,2023-05-04,2023-05-04T16:30:43-04:00,0000320193-23-000063,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.9188034188034188,0.0,0.0811965811965812,0.9188032184994112,2.582123088891667e-06,0.081194225593897,0.9188006363763224,0.4999884605553797,-2.199425125581911e-05,0.9999989153620152,0.5000043003697101,1.5839814330398383e-05,0.4999798630855139,0.4999884605553797,468.0,token_count,0.999998927116394,3.1667874281993136e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2023-05-04 09:30:00-04:00,2023-05-04 16:00:00-04:00,2023-05-04,2023-05-05
AAPL,2023-05-10,2023-05-10T16:31:27-04:00,0001140361-23-023909,1,0,8K,3,3,0,8.01|9.01,8-K,0,0,0,0,0,3,0.0,0.0,1.0,1.4367386088292418e-05,3.8788724833591086e-06,0.9999817727602756,1.0488513604933313e-05,7.877738767092524e-06,1.1879858448082814e-06,2.711767410801258e-05,1.688061274762731e-05,4.819479840989516e-06,0.9999783039093018,1.2061132906637796e-05,941.0,token_count,3.9397666114382446e-05,1.2279992006369866e-05,8-K,2,8-K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFTER_HOURS,2023-05-10 09:30:00-04:00,2023-05-10 16:00:00-04:00,2023-05-10,2023-05-11
AAPL,2023-08-03,2023-08-03T16:30:21-04:00,0000320193-23-000075,1,1,EX99,3,2,1,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,0,1.0,0.0,0.0,0.9999997615814208,4.767380712422664e-09,2.696140484204079e-07,0.9999997568140402,0.9999997568140402,0.9999997568140402,0.9999997568140402,0.9999997615814208,4.767380712422664e-09,2.696140484204079e-07,0.9999997568140402,437.0,token_count,0.9999997615814208,4.767380712422664e-09,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2023-08-03 09:30:00-04:00,2023-08-03 16:00:00-04:00,2023-08-03,2023-08-04
AAPL,2023-11-02,2023-11-02T16:30:32-04:00,0000320193-23-000104,1,1,EX99,3,2,1,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,0,1.0,0.0,0.0,0.9999966621398926,1.5219240978581183e-08,3.360920118211652e-06,0.9999966469206516,0.9999966469206516,0.9999966469206516,0.9999966469206516,0.9999966621398926,1.5219240978581183e-08,3.360920118211652e-06,0.9999966469206516,424.0,token_count,0.9999966621398926,1.5219240978581183e-08,EX-99.1,0,EX-99.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2023-11-02 09:30:00-04:00,2023-11-02 16:00:00-04:00,2023-11-02,2023-11-03
AAPL,2024-02-01,2024-02-01T16:30:30-05:00,0000320193-24-000005,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.8694779116465864,0.0,0.1305220883534136,0.8694776202719476,1.4862985950122887e-06,0.1305209192671646,0.8694761339733528,0.5000023329476462,7.895690032455605e-06,0.99999677020526,0.5000079950686995,5.6621210533514e-06,0.4999863594991893,0.5000023329476462,498.0,token_count,0.999996781349182,1.1313098184473349e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2024-02-01 09:30:00-05:00,2024-02-01 16:00:00-05:00,2024-02-01,2024-02-02
AAPL,2024-02-28,2024-02-28T17:09:05-05:00,0001140361-24-010155,1,0,8K,2,2,0,5.07,8-K,0,0,0,0,0,2,0.0,0.0,1.0,9.270223545549028e-07,2.7702835957790538e-06,0.9999963058787548,-1.8432612412241515e-06,-1.907643337517584e-06,-2.354899493184348e-06,-1.4603871818508196e-06,9.847827584508195e-07,2.892426095968403e-06,0.9999961256980896,-1.907643337517584e-06,785.0,token_count,1.3860386616215692e-06,3.740938154805917e-06,8-K,1,8-K,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,AFTER_HOURS,2024-02-28 09:30:00-05:00,2024-02-28 16:00:00-05:00,2024-02-28,2024-02-29
AAPL,2024-05-02,2024-05-02T16:30:34-04:00,0000320193-24-000067,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.8712871287128713,0.0,0.1287128712871287,0.8683382104587184,1.7548837370281271e-06,0.1316600556273271,0.8683364555749814,0.4983100806240088,7.895690032455605e-06,0.9966122655579852,0.4983159086104933,5.8279864845189886e-06,0.5016782772727311,0.4983100806240088,505.0,token_count,0.9966126084327698,1.1313098184473349e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2024-05-02 09:30:00-04:00,2024-05-02 16:00:00-04:00,2024-05-02,2024-05-03
AAPL,2024-05-03,2024-05-03T16:35:42-04:00,0001140361-24-024352,1,1,EX99,107,2,105,7.01|9.01,8-K|EX-99.1|EX-99.2,1,1,0,0,0,105,0.0,0.0,1.0,0.0001841509379944,0.0009645716690894,0.9988512693593388,-0.0007804207310949,4.72549072583206e-06,-0.0744614046998322,0.0031425863126059,0.0002057811861634,0.001030489431108,0.9987637201944988,-0.0008247082449445,38864.0,token_count,0.0041604074649512,0.0786218121647834,EX-99.2,2,EX-99.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AFTER_HOURS,2024-05-03 09:30:00-04:00,2024-05-03 16:00:00-04:00,2024-05-03,2024-05-06
AAPL,2024-08-01,2024-08-01T16:30:26-04:00,0000320193-24-000080,1,1,EX99,4,2,2,2.02|9.01,8-K|EX-99.1,1,0,0,1,0,1,0.9188034188034188,0.0,0.0811965811965812,0.9187934703380628,2.5919190928237213e-06,0.0812039252570187,0.91879087841897,0.4999831504111461,-2.199425125581911e-05,0.999988295073548,0.4999989955563251,1.584514517904978e-05,0.4999851415068406,0.4999831504111461,468.0,token_count,0.999988317489624,3.1667874281993136e-05,EX-99.1,0,EX-99.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AFTER_HOURS,2024-08-01 09:30:00-04:00,2024-08-01 16:00:00-04:00,2024-08-01,2024-08-02
