Model,Mean_Yearly_Accuracy,Mean_Yearly_Balanced_Accuracy,Mean_Yearly_Precision,Mean_Yearly_Recall,Mean_Yearly_F1,Mean_Yearly_ROC_AUC,Mean_Yearly_Brier_Score,Mean_Yearly_Log_Loss,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1,Pooled_ROC_AUC,Pooled_Brier_Score,Pooled_Log_Loss
TREE B - MARKET + SEC,0.5272484343941694,0.5099698017640812,0.488558201058201,0.24629667207792205,0.3272798533009468,0.49876107419712074,0.2796799551599961,0.8480949225275592,0.52834008097166,0.5099967061923584,0.48695652173913045,0.24347826086956523,0.32463768115942027,0.5077651515151516,0.2796374237357556,0.8456470410929936
TREE A - MARKET,0.5080176651634001,0.4884484659570312,0.4635797342192691,0.26447849025974024,0.3337507343362877,0.48741150249079546,0.2819761602690769,0.8523908997574409,0.5121457489878543,0.49596508563899866,0.4580152671755725,0.2608695652173913,0.33240997229916897,0.4949110671936759,0.28156137041330814,0.8491818121467573
TREE C - MARKET + SEC + FINBERT,0.474934223181653,0.4522616130005561,0.4005952380952381,0.21831371753246753,0.2767275421522688,0.4601189324500942,0.29874541441559566,1.2678534689893597,0.48380566801619435,0.46637022397891964,0.3983739837398374,0.21304347826086956,0.2776203966005666,0.4576663372859025,0.2969683939436331,1.22313082920964
