Model,Mean_Yearly_Accuracy,Mean_Yearly_Balanced_Accuracy,Mean_Yearly_Precision,Mean_Yearly_Recall,Mean_Yearly_F1,Mean_Yearly_ROC_AUC,Mean_Yearly_Brier_Score,Mean_Yearly_Log_Loss,Pooled_Accuracy,Pooled_Balanced_Accuracy,Pooled_Precision,Pooled_Recall,Pooled_F1,Pooled_ROC_AUC,Pooled_Brier_Score,Pooled_Log_Loss
TABNET A - MARKET,0.5174616435477092,0.5094293260380263,0.44961734693877553,0.2720982142857143,0.31529010700086113,0.4918415661719233,0.25917739048600197,0.7208544313907623,0.5242914979757085,0.5084486166007905,0.48120300751879697,0.2782608695652174,0.3526170798898072,0.49576745718050064,0.2569677372140303,0.7151312804532617
TABNET B - MARKET + SEC,0.4911473272490222,0.5034628382933511,0.44979549430013827,0.4906757305194805,0.4109987149018873,0.5012450007310888,0.25788256898522377,0.7110636830329895,0.4939271255060729,0.49375823451910406,0.45934959349593496,0.49130434782608695,0.47478991596638653,0.49528985507246376,0.2576848002918227,0.7110944417744798
TABNET C - MARKET + SEC + FINBERT,0.516518388298744,0.4935169785629192,0.4419546092056611,0.17827719155844154,0.24961949338173797,0.4869707696327297,0.2627676725387573,0.7211863547563553,0.5222672064777328,0.5001152832674572,0.4659090909090909,0.1782608695652174,0.2578616352201258,0.4792325428194994,0.26058140421012443,0.7164264869153573
