Family,Model,Test_Year,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.0029291012965859645,-0.003910341527510435,0.3269230769230769,0.010378963831420021,0.009393018644474586,0.5366976469058814,-0.0013104532472196244,-0.33023421829934535,0.12531385032179287,-2.6352571359936547,-3.4784335970917506,-2.0944009351452735,0.03786186155813099,0.9810690692209345,-0.2166585821944611,-0.18783227311237172,-0.2876882656775096,0.7193753696044888,1.0
Logistic,MODEL A - MARKET,2026,5.0,0.0,104,104,1.0,76,-0.0028494849006682923,-0.003298339493380319,0.36538461538461536,0.00932073975464933,0.009856583944639044,0.5444570406487502,-0.0008874933433097626,-0.22364832251406017,0.1253867248998743,-1.7836682686516556,-2.4185090131984137,-1.6610588189287017,0.09873617508653533,0.9506319124567323,-0.15326580903298304,-0.13274482583247282,-0.20723667696492332,1.0,1.0
Logistic,MODEL B - MARKET + SEC,2026,5.0,0.0,104,104,1.0,76,-0.0020115332147026296,-0.0026240314932379485,0.375,0.010171247337481234,0.00932120154601295,0.6547169238175233,-0.0005346520987605933,-0.1347323288876695,0.127514772239887,-1.0566017295173025,-1.5228913754365414,-0.878566490135315,0.38100509298510804,0.809497453507446,-0.12317945673389685,-0.08410132138339288,-0.133458886667431,1.0,1.0
Logistic,MODEL C - MARKET + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.0019913129755789833,-0.0026240314932379485,0.38461538461538464,0.009918252464904943,0.009434791375881438,0.6570264824733828,-0.000530288111727787,-0.13363260415540235,0.12748507070983162,-1.048221594978467,-1.5112929881870438,-0.8757732362577301,0.38251726171606976,0.8087413691419651,-0.11904062063906617,-0.08347912102071997,-0.13249880713982598,1.0,1.0
TabNet,TABNET A - MARKET,2026,5.0,0.0,104,104,1.0,76,-0.0022643441506046305,-0.0020148498111676174,0.4230769230769231,0.008629230449032764,0.010252965523672053,0.6171972698708843,-0.0007616954942911098,-0.1919472645613597,0.1271478266798982,-1.509638580332149,-2.0804222137701656,-1.2659693553446496,0.20743581286804944,0.8962820935659753,-0.15004051827506215,-0.11577280922038713,-0.18178377142913593,1.0,1.0
TabNet,TABNET B - MARKET + SEC,2026,5.0,0.0,104,104,1.0,76,-0.001309544813284789,-0.0020148498111676174,0.4230769230769231,0.009744347740452275,0.009415732686025302,0.7589271326989538,-0.000381563182067684,-0.09615392188105636,0.12486468771974292,-0.7700649690236885,-1.1259212253511428,-0.6849726593717075,0.49439084576694214,0.7528045771165289,-0.12726806762335596,-0.06190587469818254,-0.09895692857516125,1.0,1.0
TabNet,TABNET C - MARKET + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.0017745559078270019,-0.002490247544265466,0.3942307692307692,0.00992355953307766,0.009387615163018925,0.6879478360852282,-0.0004511000319462095,-0.1136772080504448,0.12609742830771115,-0.9015029852396538,-1.3477236826613792,-0.6482699313125556,0.5177757979335973,0.7411121010332014,-0.1549964911970393,-0.07204883350693225,-0.11478838876107955,1.0,1.0
Transformer,TRANSFORMER A - MARKET SEQUENCE,2026,5.0,0.0,104,104,1.0,76,-0.0013816363716097635,-0.0017822017020561179,0.4326923076923077,0.00942227865660003,0.009621910545668081,0.7468873969495665,-0.0005076252233852561,-0.12792155629308452,0.12743940659336397,-1.0037833642874612,-1.4313872122243674,-0.8491817034645675,0.3970983192095943,0.8014508403952029,-0.15605421393159025,-0.08025143014418534,-0.12751175852910845,1.0,1.0
Transformer,TRANSFORMER B - MARKET SEQUENCE + SEC,2026,5.0,0.0,104,104,1.0,76,-0.0014140116264305636,-0.002300842219103232,0.40384615384615385,0.010109862940209496,0.009220507300606088,0.7427592221541129,-0.0006171996006976594,-0.15553429937581018,0.12758432071287626,-1.219070638984192,-1.7350677324913795,-1.1190633959389529,0.26485553118894517,0.8675722344055274,-0.1451477645053436,-0.09575882294909,-0.15137073268275936,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.001543979970883872,-0.0023757149105194933,0.3942307692307692,0.01021599730676163,0.009197298516653166,0.7228759805640027,-0.0006427370161458326,-0.16196972806874982,0.12789791673860995,-1.2663984855967108,-1.7995091716747458,-1.1285362604441453,0.2608485179606692,0.8695757410196654,-0.1546811154255603,-0.0993553838097565,-0.15686763616012322,1.0,1.0
Tree,TREE A - MARKET,2026,5.0,0.0,104,104,1.0,76,-0.00362821295054355,-0.003361433285339054,0.375,0.008028385396558261,0.010622171958804636,0.45348835027493195,-0.0017014227517740796,-0.42875853344706805,0.12471283955569086,-3.4379662509055837,-3.801235810304067,-2.45353903507561,0.015260907218029062,0.9923695463909855,-0.255758691988493,-0.23566443237094847,-0.3548134630608979,0.30521814436058126,1.0
Tree,TREE B - MARKET + SEC,2026,5.0,0.0,104,104,1.0,76,-0.00028681699371232246,-0.0015650439678542285,0.4519230769230769,0.01019961758835585,0.008933526210505376,0.9414212031994119,-0.0001581146005884377,-0.0398448793482863,0.12446313246116547,-0.3201339911697832,-0.45418761454651496,-0.25279723036258633,0.8007620287542033,0.5996189856228984,-0.07743639647518274,-0.028817941792625645,-0.0465614880442895,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.004278661552352145,-0.00497224874629018,0.25,0.011214487798979968,0.00944304466946285,0.3958641233318054,-0.0017897841370528964,-0.4510256025373299,0.12482683066960723,-3.6132103981002968,-4.361781589707737,-2.9457406297172017,0.0037224208966420303,0.998138789551679,-0.24605757332758815,-0.24605757332758815,-0.36905710990741003,0.07817083882948264,1.0
XGBoost,XGB A - MARKET,2026,5.0,0.0,104,104,1.0,76,-0.0021656853271726896,-0.0016542500258239215,0.4326923076923077,0.008495441822769177,0.010297053492382588,0.6292648937287719,-0.0006373457706299716,-0.16061113419875284,0.12417737903057637,-1.2934009032289637,-1.7251531337515482,-1.1399636214613205,0.2560713476078182,0.8719643261960909,-0.14269575765595932,-0.0983557353028528,-0.1553411820092775,1.0,1.0
XGBoost,XGB B - MARKET + SEC,2026,5.0,0.0,104,104,1.0,76,-0.0014352739305014395,-0.0009159290195165362,0.4519230769230769,0.00889768265692919,0.009955431116628449,0.7369530875783776,-0.0004477367951621174,-0.11282967238085359,0.1215847878044675,-0.9279916872685268,-1.263734942507733,-0.7621075356064515,0.44716145704432103,0.7764192714778395,-0.1705292924074826,-0.07126584489332322,-0.1135701423424561,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,2026,5.0,0.0,104,104,1.0,76,-0.0011187806252495132,-0.00030700435591357513,0.4807692307692308,0.008632974734975441,0.010148183736568917,0.7876774142522421,-6.257981676236721e-05,-0.015770113824116538,0.12809924942298206,-0.12310855758446973,-0.1697849816150762,-0.09976506231921847,0.9206605995866048,0.5396697002066976,-0.11207260608682446,-0.014609464352945745,-0.023711978251928056,1.0,1.0
