Family,Model,Ticker,Event_Session,Test_Year,Filing_Count,Accessions,y_prob,Acceptance_DateTime_ET,Lead_Minutes,Feature_Cutoff_Session,Momentum_Score_60D,Publication_Period,Stock_Return_Open_Close,QQQ_Return_Open_Close,Market_Neutral_Return,Active,Signal,Strategy_Return_Gross,Transaction_Cost,Strategy_Return_Net,Win,Cost_Bps_Per_Side,Probability_Margin,Portfolio_Type,Portfolio_Definition
CatBoost,CAT A - MARKET,AAPL,2024-11-01,2024,1,0000320193-24-000120,0.6006376968195795,2024-10-31 20:30:25+00:00,1019.5833333333334,2024-10-31,-0.036520258131504724,AFTER_HOURS,0.008779483326646353,0.003975268127252907,0.0024021075996967234,True,1,0.0024021075996967234,0.001,0.0014021075996967234,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-01-06,2025,1,0001140361-25-000228,0.6309526558481147,2025-01-03 21:30:56+00:00,3899.0666666666666,2025-01-03,0.017547410765622384,AFTER_HOURS,0.0028242906483628705,0.0009922492971907726,0.0009160206755860489,True,1,0.0009160206755860489,0.001,-8.397932441395108e-05,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-01-31,2025,1,0000320193-25-000007,0.4188919850122439,2025-01-30 21:30:23+00:00,1019.6166666666667,2025-01-30,-0.029900680201155216,AFTER_HOURS,-0.04526883098380452,-0.008786922176003187,-0.018240954403900667,True,-1,0.018240954403900667,0.001,0.017240954403900666,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-02-26,2025,1,0001140361-25-005876,0.4626051104213907,2025-02-25 21:47:19+00:00,1002.6833333333333,2025-02-25,0.04709682620731526,AFTER_HOURS,-0.016248521225192047,-0.001881620241606985,-0.007183450491792531,True,-1,0.007183450491792531,0.001,0.006183450491792531,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-05-02,2025,1,0000320193-25-000055,0.5855408470737605,2025-05-01 20:30:21+00:00,1019.65,2025-05-01,-0.0024519708682644303,AFTER_HOURS,-0.0035906169514497988,0.004706659241019651,-0.004148638096234725,True,1,-0.004148638096234725,0.001,-0.005148638096234725,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-05-13,2025,1,0001140361-25-018400,0.3675087927881631,2025-05-12 20:30:28+00:00,1019.5333333333333,2025-05-12,-0.07519885614356936,AFTER_HOURS,0.011880435712659398,0.012628688716929348,-0.0003741265021349749,True,-1,0.0003741265021349749,0.001,-0.0006258734978650251,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-07-09,2025,1,0001140361-25-025275,0.5714695290455468,2025-07-09 01:18:13+00:00,731.7833333333333,2025-07-08,-0.1291025081185191,AFTER_HOURS,0.007683866843560816,0.0031922153974859313,0.0022458257230374423,True,1,0.0022458257230374423,0.001,0.0012458257230374423,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-07-28,2025,1,0001140361-25-027340,0.5053715290570542,2025-07-25 20:30:49+00:00,3899.1833333333334,2025-07-25,-0.17839719963679368,AFTER_HOURS,9.346480668614987e-05,0.0007045908707212778,-0.00030556303201756396,True,1,-0.00030556303201756396,0.001,-0.001305563032017564,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-08-01,2025,1,0000320193-25-000071,0.3805185521211187,2025-07-31 20:30:25+00:00,1019.5833333333334,2025-07-31,-0.11903435830638043,AFTER_HOURS,-0.0402617272773057,-0.008857813745955956,-0.015701956765674874,True,-1,0.015701956765674874,0.001,0.014701956765674873,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-10-31,2025,1,0000320193-25-000077,0.5695770290187449,2025-10-30 20:30:35+00:00,1019.4166666666666,2025-10-30,0.16932797099842944,AFTER_HOURS,-0.023899762989940565,-0.00804196938261581,-0.007928896803662377,True,1,-0.007928896803662377,0.001,-0.008928896803662378,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2025-12-08,2025,1,0001140361-25-044561,0.4570683796944934,2025-12-05 21:31:42+00:00,3898.3,2025-12-05,0.14098142769932132,AFTER_HOURS,-0.0008628707085239773,-0.0046714697998064825,0.0019042995456412526,True,-1,-0.0019042995456412526,0.001,-0.0029042995456412526,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-01-05,2026,1,0001140361-26-000199,0.5688965131185505,2026-01-02 21:30:52+00:00,3899.133333333333,2026-01-02,0.04212609493365638,AFTER_HOURS,-0.012488932529815089,-0.0021475442002755196,-0.005170694164769785,True,1,-0.005170694164769785,0.001,-0.006170694164769785,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-01-30,2026,1,0000320193-26-000005,0.380664948974523,2026-01-29 21:30:33+00:00,1019.45,2026-01-29,-0.045651850802905236,AFTER_HOURS,0.0168907506693996,-0.006137071040291819,0.01151391085484571,True,-1,-0.01151391085484571,0.001,-0.012513910854845711,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-02-25,2026,1,0001140361-26-006577,0.4290616847700469,2026-02-24 21:55:58+00:00,994.0333333333333,2026-02-24,-0.016130242998679156,AFTER_HOURS,0.00901468915312198,0.009180593523363756,-8.295218512088809e-05,True,-1,8.295218512088809e-05,0.001,-0.0009170478148791119,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-04-21,2026,1,0001140361-26-015711,0.5922194907888373,2026-04-20 21:29:51+00:00,960.15,2026-04-20,0.05723884890268072,AFTER_HOURS,-0.019631626417184633,-0.006292247534227968,-0.0066696894414783325,True,1,-0.0066696894414783325,0.001,-0.0076696894414783326,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-05-01,2026,1,0000320193-26-000011,0.5239356460149265,2026-04-30 20:30:41+00:00,1019.3166666666667,2026-04-30,-0.07656333245077085,AFTER_HOURS,0.004590222205101524,0.007457187324104053,-0.0014334825595012646,True,1,-0.0014334825595012646,0.001,-0.0024334825595012646,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AAPL,2026-07-31,2026,1,0000320193-26-000018,0.5450712253737375,2026-07-30 20:30:28+00:00,1019.5333333333333,2026-07-30,0.18859372701739452,AFTER_HOURS,0.01345102239544338,-0.005952804040379123,0.009701913217911251,True,1,0.009701913217911251,0.001,0.00870191321791125,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-03-03,2023,1,0001730168-23-000004,0.350352583928456,2023-03-02 21:16:43+00:00,1033.2833333333333,2023-03-02,0.11018168696799768,AFTER_HOURS,0.02438077558099727,0.014523097649219885,0.004928838965888693,True,-1,-0.004928838965888693,0.001,-0.005928838965888693,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-04-10,2023,1,0001730168-23-000052,0.1803382949637394,2023-04-06 20:21:20+00:00,5348.666666666667,2023-04-06,-0.07677063132223694,AFTER_HOURS,0.015112015262492173,0.00888687506864927,0.003112570096921452,True,-1,-0.003112570096921452,0.001,-0.004112570096921452,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-05-23,2023,1,0001730168-23-000054,0.5663954574764445,2023-05-23 13:00:21+00:00,29.65,2023-05-22,0.023923244626479434,PRE_MARKET,-0.00599446089013056,-0.007532314705821386,0.0007689269078454131,True,1,0.0007689269078454131,0.001,-0.00023107309215458696,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-06-02,2023,1,0001730168-23-000062,0.4027421115932979,2023-06-01 20:17:30+00:00,1032.5,2023-06-01,0.08301425753049907,AFTER_HOURS,0.027016010785213762,0.0024025046151585627,0.0123067530850276,True,-1,-0.0123067530850276,0.001,-0.0133067530850276,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-08-17,2023,1,0001140361-23-040084,0.4804853406265801,2023-08-16 20:48:52+00:00,1001.1333333333333,2023-08-16,0.14861926634851752,AFTER_HOURS,-0.01124914084833839,-0.01478185792153619,0.0017663585365988999,True,-1,-0.0017663585365988999,0.001,-0.0027663585365989,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-09-01,2023,1,0001730168-23-000074,0.2787165661574604,2023-08-31 21:18:57+00:00,971.05,2023-08-31,0.10773668663410496,AFTER_HOURS,-0.03254346717153134,-0.0073869547941118885,-0.012578256188709724,True,-1,0.012578256188709724,0.001,0.011578256188709724,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-10-19,2023,1,0001140361-23-048712,0.3258494003846543,2023-10-18 20:34:06+00:00,1015.9,2023-10-18,0.01083125992649192,AFTER_HOURS,-0.02163430669421673,-0.013267170226367586,-0.004183568233924573,True,-1,0.004183568233924573,0.001,0.0031835682339245728,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-10-31,2023,1,0001140361-23-050217,0.307746096800564,2023-10-30 20:30:25+00:00,1019.5833333333334,2023-10-30,0.019405856850667758,AFTER_HOURS,-0.002986158166934705,0.004695999997902822,-0.0038410790824187635,True,-1,0.0038410790824187635,0.001,0.0028410790824187635,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-11-22,2023,1,0001140361-23-054354,0.2503003181718326,2023-11-22 14:14:41+00:00,15.316666666666666,2023-11-21,0.08497825102372292,PRE_MARKET,-0.011883889319685537,-0.001305808833399924,-0.005289040243142806,True,-1,0.005289040243142806,0.001,0.004289040243142806,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2023-12-08,2023,1,0001730168-23-000093,0.324788428931367,2023-12-07 21:18:51+00:00,1031.15,2023-12-07,0.04231840444520407,AFTER_HOURS,0.017740168388729494,0.009005068256058735,0.0043675500663353795,True,-1,-0.0043675500663353795,0.001,-0.0053675500663353795,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-02-12,2024,1,0001140361-24-006724,0.4689103104348834,2024-02-09 21:15:35+00:00,3914.4166666666665,2024-02-09,0.20003844198130305,AFTER_HOURS,-0.019387500428780458,-0.003661843947854737,-0.00786282824046286,True,-1,0.00786282824046286,0.001,0.00686282824046286,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-03-08,2024,1,0001730168-24-000012,0.1952138733245163,2024-03-07 21:18:09+00:00,1031.85,2024-03-07,0.35812728379843306,AFTER_HOURS,-0.06134487248336695,-0.01523072291358707,-0.02305707478488994,True,-1,0.02305707478488994,0.001,0.02205707478488994,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-04-24,2024,1,0001730168-24-000055,0.4728199191302085,2024-04-23 22:03:08+00:00,926.8666666666667,2024-04-23,0.03689143901238778,AFTER_HOURS,-0.005601710471750065,-0.003946759442382319,-0.000827475514683873,True,-1,0.000827475514683873,0.001,-0.00017252448531612698,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-06-13,2024,1,0001730168-24-000077,0.2132730006095159,2024-06-12 20:19:05+00:00,1030.9166666666667,2024-06-12,0.13007357473044623,AFTER_HOURS,-0.018134490788331514,-0.0020932763908664276,-0.008020607198732543,True,-1,0.008020607198732543,0.001,0.007020607198732543,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-07-08,2024,1,0001140361-24-032566,0.3036237184641674,2024-07-08 12:39:02+00:00,50.96666666666667,2024-07-05,0.15708784656094998,PRE_MARKET,0.023964800792705354,0.0016313164573844574,0.011166742167660448,True,-1,-0.011166742167660448,0.001,-0.01216674216766045,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-07-15,2024,1,0001140361-24-033072,0.403808552681334,2024-07-12 20:52:58+00:00,3877.0333333333333,2024-07-12,0.13403420867494487,AFTER_HOURS,0.008352930405560732,-0.0009262630004358563,0.004639596702998294,True,-1,-0.004639596702998294,0.001,-0.005639596702998294,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-09-06,2024,1,0001730168-24-000095,0.3291628636342627,2024-09-05 20:21:56+00:00,1028.0666666666666,2024-09-05,0.07084951499712877,AFTER_HOURS,-0.04363001745200701,-0.02528617398473998,-0.009171921733633515,True,-1,0.009171921733633515,0.001,0.008171921733633514,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-10-03,2024,1,0001193125-24-231159,0.3194485185293244,2024-10-02 20:10:59+00:00,1039.0166666666667,2024-10-02,0.01824968143768846,AFTER_HOURS,0.013382881368983801,0.0038562682727611985,0.004763306548111301,True,-1,-0.004763306548111301,0.001,-0.005763306548111301,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2024-12-13,2024,1,0001730168-24-000125,0.2188629777100712,2024-12-12 21:23:06+00:00,1026.9,2024-12-12,0.0027763154725242156,AFTER_HOURS,0.050958436027578324,0.00013197474139214904,0.025413230643093088,True,-1,-0.025413230643093088,0.001,-0.02641323064309309,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-01-13,2025,1,0001193125-25-004476,0.6705055962972857,2025-01-10 21:23:51+00:00,3906.15,2025-01-10,0.21255239367967516,AFTER_HOURS,0.024091948091402804,0.008699092668340569,0.0076964277115311175,True,1,0.0076964277115311175,0.001,0.0066964277115311175,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-01-14,2025,1,0001193125-25-005318,0.3326944911471783,2025-01-13 21:16:11+00:00,1033.8166666666666,2025-01-13,0.25200300946259735,AFTER_HOURS,-0.008253565412568498,-0.00719425194080614,-0.0005296567358811788,True,-1,0.0005296567358811788,0.001,-0.00047034326411882123,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-03-07,2025,1,0001730168-25-000009,0.4870749704750393,2025-03-06 21:19:37+00:00,1030.3833333333334,2025-03-06,0.1184002276668219,AFTER_HOURS,0.038512817082366535,0.009504074324672596,0.01450437137884697,True,-1,-0.01450437137884697,0.001,-0.01550437137884697,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-04-23,2025,1,0001730168-25-000037,0.6331414774089821,2025-04-22 20:13:22+00:00,1036.6333333333334,2025-04-22,-0.14536992027219886,AFTER_HOURS,-0.004893661397014304,-0.007879205891570207,0.0014927722472779514,True,1,0.0014927722472779514,0.001,0.0004927722472779514,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-06-06,2025,1,0001730168-25-000061,0.3969311377951541,2025-06-05 20:27:02+00:00,1022.9666666666667,2025-06-05,0.25709726997406923,AFTER_HOURS,-0.016763584949027854,-0.00015097564121457907,-0.008306304653906638,True,-1,0.008306304653906638,0.001,0.007306304653906638,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-07-14,2025,1,0001193125-25-158202,0.5323730003338262,2025-07-11 20:14:59+00:00,3915.016666666667,2025-07-11,0.32919064210955407,AFTER_HOURS,0.005362423647610415,0.0040073499113981725,0.0006775368681061211,True,1,0.0006775368681061211,0.001,-0.0003224631318938789,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-09-05,2025,1,0001730168-25-000094,0.296023015287478,2025-09-04 20:19:50+00:00,1030.1666666666667,2025-09-04,0.17089417715269284,AFTER_HOURS,-0.058716016084474076,-0.00763147125757091,-0.025542272413451583,True,-1,0.025542272413451583,0.001,0.024542272413451582,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-09-10,2025,1,0001193125-25-199281,0.3777189098271643,2025-09-09 21:28:00+00:00,962.0,2025-09-09,0.22884036024078758,AFTER_HOURS,0.051348483371296716,-0.0052077604382101406,0.028278121904753428,True,-1,-0.028278121904753428,0.001,-0.02927812190475343,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-09-11,2025,1,0001193125-25-200108,0.3205222104212098,2025-09-10 20:16:49+00:00,1033.1833333333334,2025-09-10,0.3862859961357925,AFTER_HOURS,-0.031116946012382463,0.0014402765062992984,-0.01627861125934088,True,-1,0.01627861125934088,0.001,0.01527861125934088,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-09-30,2025,1,0001193125-25-223202,0.381779724976287,2025-09-29 20:08:40+00:00,1041.3333333333333,2025-09-29,0.11595098610274146,AFTER_HOURS,-0.0006361064406401606,0.003241820204785917,-0.0019389633227130387,True,-1,0.0019389633227130387,0.001,0.0009389633227130387,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2025-12-12,2025,1,0001730168-25-000116,0.4192613453362417,2025-12-11 21:17:37+00:00,1032.3833333333334,2025-12-11,0.11437980127948943,AFTER_HOURS,-0.0527160733491725,-0.013599571984699188,-0.019558250682236655,True,-1,0.019558250682236655,0.001,0.018558250682236654,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-01-14,2026,1,0001193125-26-011731,0.4249171118614298,2026-01-13 21:06:00+00:00,1044.0,2026-01-13,-0.041880599789035466,AFTER_HOURS,-0.026019390034970558,-0.004323094760259716,-0.010848147637355421,True,-1,0.010848147637355421,0.001,0.00984814763735542,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-03-03,2026,1,0001193125-26-085656,0.5844489431301697,2026-03-02 22:00:50+00:00,989.1666666666666,2026-03-02,-0.14174975497243858,AFTER_HOURS,0.0026836943702575056,0.008803849964857724,-0.003060077797300109,True,1,-0.003060077797300109,0.001,-0.004060077797300109,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-03-05,2026,1,0001730168-26-000011,0.4775529191876778,2026-03-04 21:16:10+00:00,1033.8333333333333,2026-03-04,-0.14675380068918897,AFTER_HOURS,0.007844195273315258,0.00248592141879711,0.0026791369272590737,True,-1,-0.0026791369272590737,0.001,-0.0036791369272590737,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-04-06,2026,1,0001193125-26-140574,0.3568185680156395,2026-04-02 21:25:00+00:00,5285.0,2026-04-02,-0.022602580801643568,AFTER_HOURS,-0.001999634633702674,0.0038722337766399217,-0.0029359342051712978,True,-1,0.0029359342051712978,0.001,0.0019359342051712978,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-04-07,2026,1,0001193125-26-144028,0.4203879267604902,2026-04-06 21:22:08+00:00,967.8666666666667,2026-04-06,-0.02697652076624457,AFTER_HOURS,0.022158938545372653,0.005037244951238806,0.008560846797066923,True,-1,-0.008560846797066923,0.001,-0.009560846797066924,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-04-22,2026,1,0001730168-26-000039,0.6533407547165265,2026-04-21 20:37:02+00:00,1012.9666666666667,2026-04-21,0.22321371429936354,AFTER_HOURS,0.0385030775152313,0.007628948321535711,0.015437064596847794,True,1,0.015437064596847794,0.001,0.014437064596847793,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-06-04,2026,1,0001730168-26-000051,0.2699242853479307,2026-06-03 20:21:35+00:00,1028.4166666666667,2026-06-03,0.16290994660791713,AFTER_HOURS,0.02425490516784934,0.0069750435348938655,0.008639930816477737,True,-1,-0.008639930816477737,0.001,-0.009639930816477738,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-06-11,2026,1,0001193125-26-266777,0.5319027192565824,2026-06-11 13:07:29+00:00,22.516666666666666,2026-06-10,-0.009267929817580178,PRE_MARKET,0.03419880840491518,0.025497315348550043,0.00435074652818257,True,1,0.00435074652818257,0.001,0.0033507465281825697,True,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
CatBoost,CAT A - MARKET,AVGO,2026-06-18,2026,1,0001193125-26-275077,0.4156372776447106,2026-06-18 13:00:28+00:00,29.533333333333335,2026-06-17,-0.010501717617499517,PRE_MARKET,0.004321547900968392,0.004639151998814484,-0.00015880204892304572,True,-1,0.00015880204892304572,0.001,-0.0008411979510769543,False,5.0,0.0,Dividend,fixed_ex_ante_dividend_payers
