Family,Model,Portfolio_Type,Portfolio_Definition,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm,HAC_p_value_Positive_Global_Holm
CatBoost,CAT C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,0.0,0.0,251,251,1.0,222,0.001509007416427838,0.0009981281159100464,0.5697211155378487,0.008510881629709512,0.007761992699306226,1.4518227663907624,0.00033654323989813745,0.08480889645433064,0.09096025503787257,0.9323731163574606,1.3999925956941575,1.7193940769546905,0.08588419041405985,0.04294209520702993,-0.11311650667694384,0.33684576046477677,0.08371159350056101,1.0,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,0.0,0.0,95,95,1.0,95,0.0023213945885033854,0.0008481586280856268,0.5473684210526316,0.01058305797120581,0.0076694541533693155,1.6687128393250112,0.00024314496792483088,0.06127253191705738,0.06371715436487155,0.9616332136583625,1.8016111907485812,1.871281155907302,0.06162821525286762,0.03081410762643381,-0.05138051787392117,0.2377140943492546,0.06083514265853829,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Dividend,fixed_ex_ante_dividend_payers,0.0,0.0,231,231,1.0,213,0.0005725306581522145,0.00015880204892304572,0.5108225108225108,0.008191418727750394,0.007383476352578626,1.1585153761423188,0.00017403459455157683,0.04385671782699736,0.07806993922201587,0.5617619055943838,0.9267221249114651,1.017855274561424,0.30901846432389685,0.15450923216194842,-0.1161848395502334,0.158283553636821,0.04152873764781506,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Growth,fixed_ex_ante_growth_companies,0.0,0.0,297,297,1.0,248,0.0016603269888789002,0.0010698651590806962,0.5488215488215489,0.009267161902403526,0.007592763241751803,1.484669198575188,0.00038864418020079103,0.09793833341059933,0.09713450715297957,1.0082753933816107,1.5974572117104946,1.8494995780534842,0.06471123697987162,0.03235561848993581,-0.0912632416229533,0.39867804538831786,0.0973655830088449,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Momentum,positive_relative_momentum_60d,0.0,0.0,251,251,1.0,222,0.001326007951895904,0.0009981281159100464,0.5537848605577689,0.008590572951436707,0.007689836110034198,1.3864423756931294,0.0003190755105603141,0.08040702866119916,0.09108957493423216,0.882724820258016,1.425655620419994,1.6034363657532835,0.10918688122744576,0.05459344061372288,-0.09815241085303139,0.31589219946068714,0.078981038913301,1.0,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Value,fixed_ex_ante_mature_semiconductor_proxy,0.0,0.0,95,95,1.0,95,0.0014023480617386978,0.0008167337437686162,0.5368421052631579,0.009934594205517244,0.008487300877640982,1.3567443873066563,0.00014688320382048102,0.037014567362761215,0.06379143745712827,0.5802435066248078,0.9674866560755501,1.0381675058351765,0.29946906458063105,0.14973453229031553,-0.10287065997778277,0.1342107036821545,0.03548897848147825,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Dividend,fixed_ex_ante_dividend_payers,0.0,0.0,231,231,1.0,213,0.0008376744838477506,0.0006775368681061211,0.5454545454545454,0.007914377156685562,0.0076543687235576235,1.240762358206401,0.00021592725439952562,0.05441366810868046,0.07751756695484818,0.7019527346669033,1.1655567616594729,1.185501562151862,0.23613003467421523,0.11806501733710761,-0.11774228933228603,0.20332182784462272,0.05258910569446118,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Growth,fixed_ex_ante_growth_companies,0.0,0.0,297,297,1.0,248,0.0010758154093125076,0.0006179971757201419,0.5420875420875421,0.008843151680286742,0.008119340029120226,1.289357385666107,0.00023683986811310806,0.05968364676450323,0.09673361434769516,0.6169897317180654,0.9606127004805418,1.143848349570473,0.25298866045113594,0.12649433022556797,-0.07815744555233162,0.2189970085030195,0.05636830751308941,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Momentum,positive_relative_momentum_60d,0.0,0.0,251,251,1.0,222,-3.131839467698694e-05,0.0003947624423444318,0.5139442231075697,0.007936009176393833,0.008455787711628917,0.9923799238316983,5.8511900723715e-05,0.01474499898237618,0.09120423037988977,0.16167012123187002,0.24258656412917368,0.2843849238881071,0.7761803955293688,0.3880901977646844,-0.14605690478238764,0.038898391054631665,0.010623334593758749,1.0,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,0.0,0.0,95,95,1.0,95,0.00037924584987480384,0.0007909263075999151,0.5263157894736842,0.009161338988356891,0.009378635415105292,1.0853674433515108,3.9722553184240755e-05,0.01001008340242867,0.06383096620795359,0.1568217433810578,0.2389855891924119,0.2792232136182624,0.7801372556332927,0.39006862781664636,-0.12853830138838396,0.029144504432492058,0.007986887679499732,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,0.0,0.0,231,231,1.0,213,0.00046870269378180185,0.00030556303201756396,0.5151515151515151,0.008021809075544232,0.0075564728368407805,1.12792996505088,0.00010990447999963799,0.027695928959908772,0.07849700010366369,0.35282786505641417,0.5576536707265942,0.6318830224992756,0.5276227242966003,0.26381136214830014,-0.143379359022349,0.09269855234350421,0.02485235518078044,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,0.0,0.0,297,297,1.0,248,0.0011848431503981233,0.0006547813003374703,0.5387205387205387,0.00899961275048362,0.00794189506867983,1.323424264864749,0.00027754911793783835,0.06994237772033526,0.09680260112820314,0.7225258092776369,1.1244716610326924,1.3169000416015817,0.18820512312512733,0.09410256156256366,-0.1101189016300641,0.2647931056972612,0.06721189826755469,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Momentum,positive_relative_momentum_60d,0.0,0.0,251,251,1.0,222,0.000403547407583483,0.0005296567358811788,0.5179282868525896,0.00829477570721918,0.008074631757314373,1.1036716921842018,0.0001127556304844627,0.0284144188820846,0.09115683533862509,0.311709141465169,0.48048842427900723,0.583991215489494,0.5593715886341465,0.27968579431707324,-0.14144891917172364,0.09132121150858752,0.024494468278603465,1.0,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,0.0,0.0,95,95,1.0,95,0.0008651315082033305,0.0008481586280856268,0.5473684210526316,0.009252817657470184,0.009278116858351934,1.206004847986671,9.061465631677663e-05,0.02283489339182771,0.06381785684365035,0.3578135418707609,0.5586306263269305,0.6375454952549732,0.5239306664414671,0.26196533322073356,-0.12853830138838407,0.07776536605333129,0.020954584215606697,1.0,1.0,1.0
Logistic,MODEL A - MARKET,Dividend,fixed_ex_ante_dividend_payers,0.0,0.0,231,231,1.0,213,0.0011642402008043425,0.0008481586280856268,0.5541125541125541,0.0080853895472724,0.007436799763738486,1.351100346596782,0.00033663985849637687,0.08483324434108697,0.07914761511014813,1.0718357618612546,1.8634786027232422,2.154917988898985,0.03143116926615221,0.015715584633076107,-0.08758669751985981,0.34190504653908294,0.08484575196705335,1.0,1.0,1.0
Logistic,MODEL A - MARKET,Growth,fixed_ex_ante_growth_companies,0.0,0.0,297,297,1.0,248,0.0003890937158979327,0.0005821199973792268,0.5252525252525253,0.008472879801628853,0.008554669612995851,1.0958050301616065,2.0339979903593363e-05,0.005125674935705527,0.09702477408824213,0.052828517086201385,0.07264003848942267,0.10459147128164448,0.9167231317897065,0.4583615658948533,-0.1261619146215276,0.00149315237390657,0.0004132522691062679,1.0,1.0,1.0
