Node,Feature,Model_Input_Value,Threshold,Decision,Next_Node
0,numeric__Relative_Volume_20D,0.9605337090725778,1.475411295890808,<=,1.0
1,numeric__RSI_14,31.84891619946597,37.29570198059082,<=,2.0
2,numeric__QQQ_Log_Return_1D,-0.0023932834908408,-0.009012929629534483,>,6.0
6,numeric__Volatility_14D,0.0233349824098584,0.027882778085768223,<=,7.0
7,,,,leaf,
