Test_Year,Feature,Feature_Value,ALE,Count
2025,QQQ_Log_Return_3D,0.0044022970224025,-0.031546075,15
2025,QQQ_Log_Return_3D,0.0075295503538102,-0.031546075,15
2025,QQQ_Log_Return_3D,0.0099999302836299,-0.04197197,15
2025,QQQ_Log_Return_3D,0.017351449491997,-0.011675265,15
2025,QQQ_Log_Return_3D,0.0261250182116686,-0.011675265,16
2025,QQQ_Log_Return_3D,0.0975939186664011,-0.011675265,14
2025,Price_to_SMA20,-0.1654808035376055,-0.025015391,0
2025,Price_to_SMA20,-0.0549468199310287,-0.025015391,15
2025,Price_to_SMA20,-0.0250001163667688,0.060283102,15
2025,Price_to_SMA20,-0.0035735445423814,-0.059347913,15
2025,Price_to_SMA20,0.0098112537354488,-0.019624077,15
2025,Price_to_SMA20,0.0305521794190288,0.042180143,15
2025,Price_to_SMA20,0.0360158287452951,0.042180143,15
2025,Price_to_SMA20,0.0438293752063343,0.025374934,15
2025,Price_to_SMA20,0.0592585744539477,-0.06207765,15
2025,Price_to_SMA20,0.0925913009197338,-0.010504305,15
2025,Price_to_SMA20,0.258233416951884,0.038117416,15
2026,Sentiment_Momentum_3,-0.6904467280867587,0.027045878,0
2026,Sentiment_Momentum_3,-0.3975650039568021,0.039799754,11
2026,Sentiment_Momentum_3,-0.2491752051799443,-0.00042310543,10
2026,Sentiment_Momentum_3,-0.1697209166420808,-0.0079647545,10
2026,Sentiment_Momentum_3,-0.1457372853657917,0.01491338,11
2026,Sentiment_Momentum_3,-0.0940962446667786,0.029180953,10
2026,Sentiment_Momentum_3,0.0015805588742781,0.013365928,10
2026,Sentiment_Momentum_3,0.1937918553406528,-0.02520234,11
2026,Sentiment_Momentum_3,0.3216955371155123,-0.036184512,10
2026,Sentiment_Momentum_3,0.499238193147865,-0.045549802,10
2026,Sentiment_Momentum_3,0.9052711402702832,0.006765729,11
2026,QQQ_Log_Return_3D,-0.0566571336738952,0.07051854,0
2026,QQQ_Log_Return_3D,-0.0233888018833466,0.14081141,11
2026,QQQ_Log_Return_3D,-0.0126526704463972,0.061043993,10
2026,QQQ_Log_Return_3D,-0.0059076777749001,0.05281689,10
2026,QQQ_Log_Return_3D,0.0006362242950335,0.0023042038,11
2026,QQQ_Log_Return_3D,0.0049646630084028,-0.033434317,10
2026,QQQ_Log_Return_3D,0.0079595048140656,-0.029793054,10
2026,QQQ_Log_Return_3D,0.0143075213125224,-0.07910958,12
2026,QQQ_Log_Return_3D,0.0189066538091268,-0.07910958,9
2026,QQQ_Log_Return_3D,0.0297246095051896,-0.050707795,10
2026,QQQ_Log_Return_3D,0.0572843663522679,-0.050707795,11
2026,Price_to_SMA20,-0.1477654880054157,0.019140141,0
2026,Price_to_SMA20,-0.0726919275537494,0.019140141,11
2026,Price_to_SMA20,-0.0542893637670031,0.019140141,10
2026,Price_to_SMA20,-0.0398620971144205,0.040774014,10
2026,Price_to_SMA20,-0.0176653412623783,-0.012591599,11
2026,Price_to_SMA20,0.0018637100932641,-0.012591599,10
2026,Price_to_SMA20,0.0238493723562551,-0.02083615,10
2026,Price_to_SMA20,0.0440278006403478,-0.0022872128,11
2026,Price_to_SMA20,0.0614733346433458,-0.09464893,10
2026,Price_to_SMA20,0.1151349478965579,0.032602593,10
2026,Price_to_SMA20,0.385969049747088,0.032602593,11
