Sequence_Step,Feature,Model_Input_Value,IG_Value,Abs_IG_Value
1,Log_Return_1D_Z60,-0.5733528137207031,4.1372718442289624e-06,4.1372718442289624e-06
1,Log_Return_5D_Z60,-1.2123682498931885,1.363793489872478e-05,1.363793489872478e-05
1,Volatility_14D_Z60,-0.2747696340084076,-5.053715995018138e-06,5.053715995018138e-06
1,Relative_Volume_20D_Z60,0.4746781885623932,9.833757758315187e-06,9.833757758315187e-06
1,RSI_14_Scaled,-2.235558032989502,-5.185685586184263e-05,5.185685586184263e-05
1,Price_to_SMA20_Z60,-1.2695200443267822,7.703679330006707e-06,7.703679330006707e-06
1,Intraday_Return_Z60,-1.1249732971191406,-1.3041223610343877e-05,1.3041223610343877e-05
1,Daily_Range_Z60,0.7858745455741882,2.8199799999129027e-05,2.8199799999129027e-05
1,QQQ_Log_Return_1D,-0.31223762035369873,-4.327217084210133e-06,4.327217084210133e-06
1,QQQ_Log_Return_5D,-0.8164624571800232,-1.642005554458592e-05,1.642005554458592e-05
1,QQQ_Volatility_14D,-0.12976212799549103,-3.3836599868664052e-06,3.3836599868664052e-06
2,Log_Return_1D_Z60,0.2824351191520691,-3.0924900329409866e-06,3.0924900329409866e-06
2,Log_Return_5D_Z60,-0.6722312569618225,1.1485138202260714e-05,1.1485138202260714e-05
2,Volatility_14D_Z60,-0.6710144877433777,-1.8313818145543337e-05,1.8313818145543337e-05
2,Relative_Volume_20D_Z60,0.8298026323318481,2.2178161088959314e-05,2.2178161088959314e-05
2,RSI_14_Scaled,-2.1760191917419434,-6.782658601878211e-05,6.782658601878211e-05
2,Price_to_SMA20_Z60,-1.1128935813903809,1.1351535249559674e-05,1.1351535249559674e-05
2,Intraday_Return_Z60,0.8648488521575928,1.553893889649771e-05,1.553893889649771e-05
2,Daily_Range_Z60,0.12723997235298157,6.217764166649431e-06,6.217764166649431e-06
2,QQQ_Log_Return_1D,0.4635714590549469,1.0193548405368347e-05,1.0193548405368347e-05
2,QQQ_Log_Return_5D,-0.784813404083252,-2.379525722062681e-05,2.379525722062681e-05
2,QQQ_Volatility_14D,-0.14152267575263977,-5.282130587147549e-06,5.282130587147549e-06
3,Log_Return_1D_Z60,1.781280517578125,-3.212102092220448e-05,3.212102092220448e-05
3,Log_Return_5D_Z60,0.11052074283361435,-2.92277923108486e-06,2.92277923108486e-06
3,Volatility_14D_Z60,-0.08627450466156006,-3.3448282010795083e-06,3.3448282010795083e-06
3,Relative_Volume_20D_Z60,0.38886138796806335,1.3340563782548998e-05,1.3340563782548998e-05
3,RSI_14_Scaled,-1.2907041311264038,-5.4237254516920075e-05,5.4237254516920075e-05
3,Price_to_SMA20_Z60,-0.4190014898777008,6.989669600443449e-06,6.989669600443449e-06
3,Intraday_Return_Z60,2.006528377532959,4.9183552619069815e-05,4.9183552619069815e-05
3,Daily_Range_Z60,1.1936981678009033,7.777407154208049e-05,7.777407154208049e-05
3,QQQ_Log_Return_1D,0.5226003527641296,1.6646419680910185e-05,1.6646419680910185e-05
3,QQQ_Log_Return_5D,-0.9210288524627686,-4.316079503041692e-05,4.316079503041692e-05
3,QQQ_Volatility_14D,-0.11910207569599152,-6.114594270911766e-06,6.114594270911766e-06
4,Log_Return_1D_Z60,0.6314271688461304,-1.5695111869717948e-05,1.5695111869717948e-05
4,Log_Return_5D_Z60,0.5803566575050354,-1.7398613636032678e-05,1.7398613636032678e-05
4,Volatility_14D_Z60,-0.09505171328783035,-4.835528216062812e-06,4.835528216062812e-06
4,Relative_Volume_20D_Z60,-0.9482547044754028,-4.09845270041842e-05,4.09845270041842e-05
4,RSI_14_Scaled,-1.047524333000183,-6.536143337143585e-05,6.536143337143585e-05
4,Price_to_SMA20_Z60,-0.11224254220724106,2.5765091322682565e-06,2.5765091322682565e-06
4,Intraday_Return_Z60,-0.22360950708389282,-7.000035566306906e-06,7.000035566306906e-06
4,Daily_Range_Z60,-0.7134182453155518,-6.387371104210615e-05,6.387371104210615e-05
4,QQQ_Log_Return_1D,0.7450582981109619,3.4820859582396224e-05,3.4820859582396224e-05
4,QQQ_Log_Return_5D,-0.3917442262172699,-2.7451951609691605e-05,2.7451951609691605e-05
4,QQQ_Volatility_14D,-0.11081983894109726,-7.74643831391586e-06,7.74643831391586e-06
5,Log_Return_1D_Z60,-0.18222714960575104,6.716630650771549e-06,6.716630650771549e-06
5,Log_Return_5D_Z60,0.9278669953346252,-3.536554868333042e-05,3.536554868333042e-05
5,Volatility_14D_Z60,-0.11576750129461288,-8.077775419224054e-06,8.077775419224054e-06
5,Relative_Volume_20D_Z60,-0.927367091178894,-5.450864409795031e-05,5.450864409795031e-05
5,RSI_14_Scaled,-1.1684387922286987,-0.00010030517296399921,0.00010030517296399921
5,Price_to_SMA20_Z60,-0.16225069761276245,5.069193775852909e-06,5.069193775852909e-06
5,Intraday_Return_Z60,0.08965758979320526,3.5435073186818045e-06,3.5435073186818045e-06
5,Daily_Range_Z60,-1.0751084089279175,-0.00013313841191120446,0.00013313841191120446
5,QQQ_Log_Return_1D,-0.08914627134799957,-5.691260867024539e-06,5.691260867024539e-06
5,QQQ_Log_Return_5D,0.6757054924964905,6.806654710089788e-05,6.806654710089788e-05
5,QQQ_Volatility_14D,-0.11430249363183975,-1.1281116712780204e-05,1.1281116712780204e-05
6,Log_Return_1D_Z60,0.1826101392507553,-1.0077889783133287e-05,1.0077889783133287e-05
6,Log_Return_5D_Z60,1.2902218103408813,-7.017095049377531e-05,7.017095049377531e-05
6,Volatility_14D_Z60,-0.132801353931427,-1.2350245015113614e-05,1.2350245015113614e-05
6,Relative_Volume_20D_Z60,-0.46728986501693726,-3.8294649129966274e-05,3.8294649129966274e-05
6,RSI_14_Scaled,-1.1480932235717773,-0.00013299017155077308,0.00013299017155077308
6,Price_to_SMA20_Z60,-0.055715739727020264,2.4866697003744775e-06,2.4866697003744775e-06
6,Intraday_Return_Z60,0.5991536974906921,2.951653914351482e-05,2.951653914351482e-05
6,Daily_Range_Z60,-0.019290033727884293,-3.292399014753755e-06,3.292399014753755e-06
6,QQQ_Log_Return_1D,-0.8380964994430542,-7.131267193472013e-05,7.131267193472013e-05
6,QQQ_Log_Return_5D,0.41172394156455994,5.787981717730872e-05,5.787981717730872e-05
6,QQQ_Volatility_14D,-0.08038252592086792,-1.1012925824616104e-05,1.1012925824616104e-05
7,Log_Return_1D_Z60,-0.6246994137763977,4.366482244222425e-05,4.366482244222425e-05
7,Log_Return_5D_Z60,0.836515486240387,-5.367496487451717e-05,5.367496487451717e-05
7,Volatility_14D_Z60,-0.6077979207038879,-7.465358794433996e-05,7.465358794433996e-05
7,Relative_Volume_20D_Z60,-0.609335720539093,-6.726627907482907e-05,6.726627907482907e-05
7,RSI_14_Scaled,-1.4256049394607544,-0.00022714222723152488,0.00022714222723152488
7,Price_to_SMA20_Z60,-0.30437183380126953,1.7562573702889495e-05,1.7562573702889495e-05
7,Intraday_Return_Z60,-0.21227166056632996,-1.3240791304269806e-05,1.3240791304269806e-05
7,Daily_Range_Z60,-1.3310291767120361,-0.0003097170847468078,0.0003097170847468078
7,QQQ_Log_Return_1D,-0.8385142087936401,-0.00010062778164865449,0.00010062778164865449
7,QQQ_Log_Return_5D,-0.24192404747009277,-4.5829285227227956e-05,4.5829285227227956e-05
7,QQQ_Volatility_14D,-0.04869315028190613,-9.098421287490055e-06,9.098421287490055e-06
8,Log_Return_1D_Z60,-0.3017588257789612,2.7532818421605043e-05,2.7532818421605043e-05
8,Log_Return_5D_Z60,-0.13747864961624146,1.3560112165578175e-05,1.3560112165578175e-05
8,Volatility_14D_Z60,-0.6717349886894226,-0.00011221677414141595,0.00011221677414141595
8,Relative_Volume_20D_Z60,-0.6488856673240662,-0.0001040410716086626,0.0001040410716086626
8,RSI_14_Scaled,-1.5813552141189575,-0.00033627235097810626,0.00033627235097810626
8,Price_to_SMA20_Z60,-0.3705861270427704,3.0306879125419073e-05,3.0306879125419073e-05
8,Intraday_Return_Z60,-0.6985903978347778,-5.4898617236176506e-05,5.4898617236176506e-05
8,Daily_Range_Z60,-0.2199091762304306,-7.139713125070557e-05,7.139713125070557e-05
8,QQQ_Log_Return_1D,-0.5520707368850708,-9.157832391792908e-05,9.157832391792908e-05
8,QQQ_Log_Return_5D,-0.781409740447998,-0.0001991323515539989,0.0001991323515539989
8,QQQ_Volatility_14D,-0.03441309183835983,-9.012179361889139e-06,9.012179361889139e-06
9,Log_Return_1D_Z60,0.16559699177742004,-1.8089705918100663e-05,1.8089705918100663e-05
9,Log_Return_5D_Z60,-0.3663502335548401,5.1407165301498026e-05,5.1407165301498026e-05
9,Volatility_14D_Z60,-0.7801529169082642,-0.00017909971938934177,0.00017909971938934177
9,Relative_Volume_20D_Z60,-0.406276136636734,-9.065790072781965e-05,9.065790072781965e-05
9,RSI_14_Scaled,-1.5966987609863281,-0.0004561169189400971,0.0004561169189400971
9,Price_to_SMA20_Z60,-0.2253866344690323,2.624574517540168e-05,2.624574517540168e-05
9,Intraday_Return_Z60,-0.3965550363063812,-4.362351683084853e-05,4.362351683084853e-05
9,Daily_Range_Z60,-0.01851031556725502,-7.986319360497873e-06,7.986319360497873e-06
9,QQQ_Log_Return_1D,-0.16451343894004822,-3.915578781743534e-05,3.915578781743534e-05
9,QQQ_Log_Return_5D,-1.2380152940750122,-0.00042645575013011694,0.00042645575013011694
9,QQQ_Volatility_14D,-0.1460433155298233,-5.220227103563957e-05,5.220227103563957e-05
10,Log_Return_1D_Z60,1.6035584211349487,-0.00021132902475073934,0.00021132902475073934
10,Log_Return_5D_Z60,0.46859976649284363,-9.458074782742187e-05,9.458074782742187e-05
10,Volatility_14D_Z60,-0.3875885605812073,-0.00012507631618063897,0.00012507631618063897
10,Relative_Volume_20D_Z60,-0.2889770567417145,-8.080780389718711e-05,8.080780389718711e-05
10,RSI_14_Scaled,-0.7980196475982666,-0.00030001631239429116,0.00030001631239429116
10,Price_to_SMA20_Z60,0.7048780918121338,-0.00012113586126361042,0.00012113586126361042
10,Intraday_Return_Z60,1.9811323881149292,0.0003596161841414869,0.0003596161841414869
10,Daily_Range_Z60,0.15471510589122772,8.051921031437814e-05,8.051921031437814e-05
10,QQQ_Log_Return_1D,0.9080275893211365,0.00033933870145119727,0.00033933870145119727
10,QQQ_Log_Return_5D,-0.7374333739280701,-0.00036657913005910814,0.00036657913005910814
10,QQQ_Volatility_14D,-0.057759009301662445,-2.7180634788237512e-05,2.7180634788237512e-05
11,Log_Return_1D_Z60,1.3507874011993408,-0.0002486906887497753,0.0002486906887497753
11,Log_Return_5D_Z60,1.0567280054092407,-0.000267951050773263,0.000267951050773263
11,Volatility_14D_Z60,-0.3188277781009674,-0.00012927089119330049,0.00012927089119330049
11,Relative_Volume_20D_Z60,0.2714351415634155,0.00010233886132482439,0.00010233886132482439
11,RSI_14_Scaled,-0.22912462055683136,-0.0001215499360114336,0.0001215499360114336
11,Price_to_SMA20_Z60,1.630584478378296,-0.0003842181176878512,0.0003842181176878512
11,Intraday_Return_Z60,0.5033820271492004,0.00010302792361471802,0.00010302792361471802
11,Daily_Range_Z60,-0.40315136313438416,-0.00028090906562283635,0.00028090906562283635
11,QQQ_Log_Return_1D,0.6246952414512634,0.0003116983571089804,0.0003116983571089804
11,QQQ_Log_Return_5D,-0.0031108297407627106,-2.2397664452000754e-06,2.2397664452000754e-06
11,QQQ_Volatility_14D,-0.03558792918920517,-2.162950113415718e-05,2.162950113415718e-05
12,Log_Return_1D_Z60,-0.43403390049934387,0.00012203129153931513,0.00012203129153931513
12,Log_Return_5D_Z60,1.1713261604309082,-0.00038548800512216985,0.00038548800512216985
12,Volatility_14D_Z60,-0.2644553482532501,-0.00013498672342393547,0.00013498672342393547
12,Relative_Volume_20D_Z60,-0.234689861536026,-0.00013054214650765061,0.00013054214650765061
12,RSI_14_Scaled,-0.5036059021949768,-0.0003862581797875464,0.0003862581797875464
12,Price_to_SMA20_Z60,1.4113914966583252,-0.0004657536919694394,0.0004657536919694394
12,Intraday_Return_Z60,-0.972999095916748,-0.0002131053333869204,0.0002131053333869204
12,Daily_Range_Z60,0.5392950177192688,0.0005550909554585814,0.0005550909554585814
12,QQQ_Log_Return_1D,-1.1106865406036377,-0.0006612426950596273,0.0006612426950596273
12,QQQ_Log_Return_5D,-0.13974148035049438,-0.00014325448137242347,0.00014325448137242347
12,QQQ_Volatility_14D,-0.03551436588168144,-2.8830667361035012e-05,2.8830667361035012e-05
13,Log_Return_1D_Z60,-1.3964052200317383,0.0005194218247197568,0.0005194218247197568
13,Log_Return_5D_Z60,0.6169891953468323,-0.0003139326290693134,0.0003139326290693134
13,Volatility_14D_Z60,0.04327523708343506,3.089726669713855e-05,3.089726669713855e-05
13,Relative_Volume_20D_Z60,0.20077992975711823,0.00016278117254842073,0.00016278117254842073
13,RSI_14_Scaled,-1.0860238075256348,-0.0011351723223924637,0.0011351723223924637
13,Price_to_SMA20_Z60,0.48832517862319946,-0.00023310378310270607,0.00023310378310270607
13,Intraday_Return_Z60,-0.8371587991714478,-0.00028712398489005864,0.00028712398489005864
13,Daily_Range_Z60,0.9655174612998962,0.0013575314078480005,0.0013575314078480005
13,QQQ_Log_Return_1D,-0.038769420236349106,-3.301377728348598e-05,3.301377728348598e-05
13,QQQ_Log_Return_5D,0.1179361343383789,0.00016776482516434044,0.00016776482516434044
13,QQQ_Volatility_14D,-0.03366876766085625,-3.75683703168761e-05,3.75683703168761e-05
14,Log_Return_1D_Z60,-1.5078383684158325,0.0007340977899730206,0.0007340977899730206
14,Log_Return_5D_Z60,-0.22015133500099182,0.00015630621055606753,0.00015630621055606753
14,Volatility_14D_Z60,0.2718591094017029,0.0002731055428739637,0.0002731055428739637
14,Relative_Volume_20D_Z60,0.9508447051048279,0.0010589283192530274,0.0010589283192530274
14,RSI_14_Scaled,-1.5694622993469238,-0.0022055997978895903,0.0022055997978895903
14,Price_to_SMA20_Z60,-0.4769032299518585,0.00028901026234962046,0.00028901026234962046
14,Intraday_Return_Z60,-0.6332240700721741,-0.00033041764982044697,0.00033041764982044697
14,Daily_Range_Z60,0.47696393728256226,0.0009087507496587932,0.0009087507496587932
14,QQQ_Log_Return_1D,-0.9809796810150146,-0.0011276490986347198,0.0011276490986347198
14,QQQ_Log_Return_5D,-0.29193052649497986,-0.0005673334235325456,0.0005673334235325456
14,QQQ_Volatility_14D,-0.35070765018463135,-0.0005246251239441335,0.0005246251239441335
15,Log_Return_1D_Z60,0.580273449420929,-0.00024452555226162076,0.00024452555226162076
15,Log_Return_5D_Z60,-0.6992313861846924,0.0006548180244863033,0.0006548180244863033
15,Volatility_14D_Z60,0.234655499458313,0.00031957615283317864,0.00031957615283317864
15,Relative_Volume_20D_Z60,-0.26015064120292664,-0.00033182944753207266,0.00033182944753207266
15,RSI_14_Scaled,-1.3894121646881104,-0.0025635329075157642,0.0025635329075157642
15,Price_to_SMA20_Z60,-0.08185015618801117,7.445883238688111e-05,7.445883238688111e-05
15,Intraday_Return_Z60,1.2751580476760864,0.0012250369181856513,0.0012250369181856513
15,Daily_Range_Z60,-0.4061223268508911,-0.0009252882446162403,0.0009252882446162403
15,QQQ_Log_Return_1D,-0.23885780572891235,-0.00043221135274507105,0.00043221135274507105
15,QQQ_Log_Return_5D,-0.8676678538322449,-0.002237903419882059,0.002237903419882059
15,QQQ_Volatility_14D,-0.35307344794273376,-0.0006647543050348759,0.0006647543050348759
16,Log_Return_1D_Z60,-0.19509874284267426,0.00010854090942302719,0.00010854090942302719
16,Log_Return_5D_Z60,-1.4812161922454834,0.0019828297663480043,0.0019828297663480043
16,Volatility_14D_Z60,0.24534539878368378,0.00043177229235880077,0.00043177229235880077
16,Relative_Volume_20D_Z60,-0.34313514828681946,-0.0005775043391622603,0.0005775043391622603
16,RSI_14_Scaled,-1.4905359745025635,-0.0037738815881311893,0.0037738815881311893
16,Price_to_SMA20_Z60,-0.18506750464439392,0.00022440763132181019,0.00022440763132181019
16,Intraday_Return_Z60,-0.5885888338088989,-0.0007014111615717411,0.0007014111615717411
16,Daily_Range_Z60,0.4430828392505646,0.0014018863439559937,0.0014018863439559937
16,QQQ_Log_Return_1D,-0.10507670789957047,-0.00024721602676436305,0.00024721602676436305
16,QQQ_Log_Return_5D,-1.2340139150619507,-0.004347308538854122,0.004347308538854122
16,QQQ_Volatility_14D,-0.3896191716194153,-0.0009893720271065831,0.0009893720271065831
17,Log_Return_1D_Z60,1.3236092329025269,-0.000880648847669363,0.000880648847669363
17,Log_Return_5D_Z60,-0.5871680378913879,0.0009673443273641169,0.0009673443273641169
17,Volatility_14D_Z60,0.08993513137102127,0.00022005545906722546,0.00022005545906722546
17,Relative_Volume_20D_Z60,-0.2866714298725128,-0.0005424254341050982,0.0005424254341050982
17,RSI_14_Scaled,-0.9495993256568909,-0.0031179729849100113,0.0031179729849100113
17,Price_to_SMA20_Z60,0.6624880433082581,-0.0011497382074594498,0.0011497382074594498
17,Intraday_Return_Z60,1.398114800453186,0.0026770003605633974,0.0026770003605633974
17,Daily_Range_Z60,-0.5323420763015747,-0.001886840327642858,0.001886840327642858
17,QQQ_Log_Return_1D,1.2920314073562622,0.004494776949286461,0.004494776949286461
17,QQQ_Log_Return_5D,-0.027847744524478912,-0.0001388799719279632,0.0001388799719279632
17,QQQ_Volatility_14D,-0.23392228782176971,-0.0007158388616517186,0.0007158388616517186
18,Log_Return_1D_Z60,-0.2820017337799072,0.00029262405587360263,0.00029262405587360263
18,Log_Return_5D_Z60,-0.036728307604789734,6.482655589934438e-05,6.482655589934438e-05
18,Volatility_14D_Z60,0.053072813898324966,0.00015722159878350794,0.00015722159878350794
18,Relative_Volume_20D_Z60,-0.7156307697296143,-0.001691362471319735,0.001691362471319735
18,RSI_14_Scaled,-1.0925757884979248,-0.005094186402857304,0.005094186402857304
18,Price_to_SMA20_Z60,0.42688825726509094,-0.0009341411059722304,0.0009341411059722304
18,Intraday_Return_Z60,-0.5528918504714966,-0.0012366381706669927,0.0012366381706669927
18,Daily_Range_Z60,-0.5875224471092224,-0.0027921271976083517,0.0027921271976083517
18,QQQ_Log_Return_1D,-0.4635990262031555,-0.0018914095126092434,0.0018914095126092434
18,QQQ_Log_Return_5D,-0.24111254513263702,-0.0016478492179885507,0.0016478492179885507
18,QQQ_Volatility_14D,-0.2985452711582184,-0.0011637699790298939,0.0011637699790298939
19,Log_Return_1D_Z60,1.0275412797927856,-0.0012905877083539963,0.0012905877083539963
19,Log_Return_5D_Z60,1.2493723630905151,-0.0025427897926419973,0.0025427897926419973
19,Volatility_14D_Z60,0.17917419970035553,0.0007129341247491539,0.0007129341247491539
19,Relative_Volume_20D_Z60,-0.3227420151233673,-0.0008293988648802042,0.0008293988648802042
19,RSI_14_Scaled,-0.692851722240448,-0.004052811302244663,0.004052811302244663
19,Price_to_SMA20_Z60,1.0599315166473389,-0.00317739462479949,0.00317739462479949
19,Intraday_Return_Z60,0.5541058778762817,0.0016731376526877284,0.0016731376526877284
19,Daily_Range_Z60,-1.124319076538086,-0.005773294251412153,0.005773294251412153
19,QQQ_Log_Return_1D,0.937790036201477,0.005273218732327223,0.005273218732327223
19,QQQ_Log_Return_5D,0.7221112847328186,0.006555822212249041,0.006555822212249041
19,QQQ_Volatility_14D,-0.1892062872648239,-0.0008713533752597868,0.0008713533752597868
20,Log_Return_1D_Z60,0.3836804926395416,-0.00068896688753739,0.00068896688753739
20,Log_Return_5D_Z60,1.1324379444122314,-0.0029592260252684355,0.0029592260252684355
20,Volatility_14D_Z60,0.1853662133216858,0.0008874679333530366,0.0008874679333530366
20,Relative_Volume_20D_Z60,-0.556877076625824,-0.0017929815221577883,0.0017929815221577883
20,RSI_14_Scaled,-0.5878462791442871,-0.004500396549701691,0.004500396549701691
20,Price_to_SMA20_Z60,1.1900922060012817,-0.004632338881492615,0.004632338881492615
20,Intraday_Return_Z60,0.2139483094215393,0.0007893555448390543,0.0007893555448390543
20,Daily_Range_Z60,-0.8053832054138184,-0.005077574402093887,0.005077574402093887
20,QQQ_Log_Return_1D,0.29572945833206177,0.0019925672095268965,0.0019925672095268965
20,QQQ_Log_Return_5D,0.9904745817184448,0.012000910006463528,0.012000910006463528
20,QQQ_Volatility_14D,-0.23021528124809265,-0.0012943738838657737,0.0012943738838657737
21,Log_Return_1D_Z60,0.5459493398666382,-0.001455336227081716,0.001455336227081716
21,Log_Return_5D_Z60,1.4868710041046143,-0.00541137857362628,0.00541137857362628
21,Volatility_14D_Z60,0.13046018779277802,0.0007483907975256443,0.0007483907975256443
21,Relative_Volume_20D_Z60,-0.2963513433933258,-0.0011412508320063353,0.0011412508320063353
21,RSI_14_Scaled,-0.39820313453674316,-0.003641500137746334,0.003641500137746334
21,Price_to_SMA20_Z60,1.388059377670288,-0.007146601099520922,0.007146601099520922
