Node,Feature,Model_Input_Value,Threshold,Decision,Next_Node
0,numeric__QQQ_Log_Return_1D,-0.0002333039741571,-0.007366756675764918,>,10.0
10,numeric__RSI_14,70.62666426558468,68.23184204101562,>,18.0
18,numeric__Relative_Volume_20D,1.039352017985839,1.5542431473731995,<=,19.0
19,numeric__QQQ_Volatility_14D,0.0073648072263687,0.009307305328547955,<=,20.0
20,,,,leaf,
