Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
Stock_vs_QQQ_5D,-0.0675066258992433,0.43285043354609815,0.43285043354609815,toward_class_1,1
QQQ_Log_Return_1D,-0.0152026334230975,0.26961319548876944,0.26961319548876944,toward_class_1,2
Volatility_14D,0.0634100187285561,0.2058436403610337,0.2058436403610337,toward_class_1,3
Has_Item_1_01,1,0.20356541841940679,0.20356541841940679,toward_class_1,4
Relative_Volume_20D,0.6204599543104157,0.20038803832728516,0.20038803832728516,toward_class_1,5
Price_to_SMA20,0.1409370827944269,0.1884697260018845,0.1884697260018845,toward_class_1,6
Stock_vs_QQQ_1D,-0.043408796626162,0.177213987096336,0.177213987096336,toward_class_1,7
Sentiment_Momentum_3,-0.5196818237840594,0.14834865835319608,0.14834865835319608,toward_class_1,8
Has_Item_2_03,1,0.09736615086458483,0.09736615086458483,toward_class_1,9
Daily_Range,0.0368781287982816,-0.06509781387764418,0.06509781387764418,toward_class_0,10
QQQ_Log_Return_5D,-0.0032390027972698,0.06150700558466565,0.06150700558466565,toward_class_1,11
Has_Event_Earnings,0,0.059738000028264245,0.059738000028264245,toward_class_1,12
Intraday_Return,-0.0213227265252715,0.05202814620054888,0.05202814620054888,toward_class_1,13
RSI_14,67.29245034006377,-0.051608793358509486,0.051608793358509486,toward_class_0,14
Has_Item_5_07,1,0.040406531129369774,0.040406531129369774,toward_class_1,15
Has_Item_2_02,0,0.03934451189877653,0.03934451189877653,toward_class_1,16
Has_EX99,0,0.027170118844285017,0.027170118844285017,toward_class_1,17
Stock_vs_QQQ_3D,-0.0578578304064893,-0.024423279659906105,0.024423279659906105,toward_class_0,18
Has_Event_Guidance,0,-0.02278243540785363,0.02278243540785363,toward_class_0,19
Has_Item_5_02,1,0.022222552959362464,0.022222552959362464,toward_class_1,20
Ticker,AMD,0.01885441818860375,0.01885441818860375,toward_class_1,21
QQQ_Volatility_14D,0.0111533754911273,0.017634309726627915,0.017634309726627915,toward_class_1,22
Mean_Net_Sentiment,-0.0977886747797099,-0.011761451342240208,0.011761451342240208,toward_class_0,23
Has_Item_5_03,0,-0.011377963652208055,0.011377963652208055,toward_class_0,24
Has_Item_7_01,0,-0.006165126690447337,0.006165126690447337,toward_class_0,25
QQQ_Log_Return_3D,0.0023867577961651,-0.0035124916881618673,0.0035124916881618673,toward_class_0,26
Has_Sentiment_History,1,-0.002787739589133134,0.002787739589133134,toward_class_0,27
Has_Item_2_01,0,-0.000538158061915781,0.000538158061915781,toward_class_0,28
Has_Event_Buyback,0,-0.0003873751564790061,0.0003873751564790061,toward_class_0,29
Has_Item_8_01,0,-2.7324966354773123e-05,2.7324966354773123e-05,toward_class_0,30
Has_Item_1_02,1,0.0,0.0,neutral,31
