Variant,Test_Year,Feature,Mean_Abs_SHAP,Mean_SHAP,Std_SHAP,Positive_Share,Negative_Share,Rank
A,2026,Stock_vs_QQQ_3D,0.04220971526426113,0.0037694986625842726,0.06606727864383843,0.4230769230769231,0.5769230769230769,12
A,2026,Intraday_Return,0.03750279404160233,-0.004563415875257671,0.05205624167592083,0.5096153846153846,0.49038461538461536,13
A,2026,QQQ_Volatility_14D,0.03248449365508365,-0.0009747290610623678,0.04609114003388604,0.38461538461538464,0.6153846153846154,14
B,2026,Stock_vs_QQQ_5D,0.20450835491460867,0.03811268188406361,0.25137395972653714,0.40384615384615385,0.5961538461538461,1
B,2026,QQQ_Log_Return_1D,0.15794180605690905,0.03671476546505914,0.18878238753134258,0.41346153846153844,0.5865384615384616,2
B,2026,Stock_vs_QQQ_1D,0.14764605022692928,-0.03138706436532206,0.1995357751219232,0.5961538461538461,0.40384615384615385,3
B,2026,Price_to_SMA20,0.12680956254569045,0.05299609445006658,0.1986449125304108,0.5384615384615384,0.46153846153846156,4
B,2026,RSI_14,0.12377379914509838,-0.026499217305005415,0.15465651074657497,0.36538461538461536,0.6346153846153846,5
B,2026,Relative_Volume_20D,0.12258392685478753,-0.0025653532136940033,0.16183372645393734,0.6057692307692307,0.3942307692307692,6
B,2026,Daily_Range,0.11740050240179574,-0.00665076097238134,0.1488208914055284,0.6634615384615384,0.33653846153846156,7
B,2026,QQQ_Log_Return_3D,0.11691476939018328,-0.0028758784420631575,0.1416111522947949,0.40384615384615385,0.5961538461538461,8
B,2026,Volatility_14D,0.1068548356760694,0.02778723226523481,0.14105904032188304,0.4519230769230769,0.5480769230769231,9
B,2026,QQQ_Log_Return_5D,0.08174044592686408,-0.006348157457459735,0.11561147175260264,0.5,0.5,10
B,2026,Intraday_Return,0.07876406219406083,0.0022847916380983563,0.10146398682056351,0.5673076923076923,0.4326923076923077,11
B,2026,Ticker,0.07700262471663641,-0.0010572898372825936,0.11238576480147411,0.5192307692307693,0.4807692307692308,12
B,2026,Has_EX99,0.07413556129943026,0.014558589429557182,0.07762923261760533,0.5192307692307693,0.4807692307692308,13
B,2026,Stock_vs_QQQ_3D,0.061336862351801365,0.007529397392524121,0.10107090296420221,0.4326923076923077,0.5673076923076923,14
B,2026,Has_Item_1_01,0.048678303432177834,0.0008826235842389994,0.10525580877944184,0.11538461538461539,0.8846153846153846,15
B,2026,Has_Event_Earnings,0.048089678165302,0.009843565887260292,0.04965143691551465,0.6442307692307693,0.3557692307692308,16
B,2026,QQQ_Volatility_14D,0.04427681311373785,0.0026124304419167838,0.0733894421571501,0.41346153846153844,0.5865384615384616,17
B,2026,Has_Item_2_02,0.03628604838698448,0.004288054251143804,0.04147317164071427,0.6346153846153846,0.36538461538461536,18
B,2026,Has_Event_Guidance,0.022617778219036384,-0.005817879179081498,0.02543027860811471,0.3269230769230769,0.6730769230769231,19
B,2026,Has_Item_5_02,0.013773320059431163,0.0013736209687713918,0.021162432548899882,0.5096153846153846,0.49038461538461536,20
B,2026,Has_Item_7_01,0.010807828910065128,-0.0003996772772005343,0.01750882329644372,0.20192307692307693,0.7980769230769231,21
B,2026,Has_Item_5_03,0.008869340466827667,-0.0056643491653550525,0.016822023041852704,0.038461538461538464,0.9615384615384616,22
B,2026,Has_Item_8_01,0.008494234327866874,0.003135674843182572,0.01653671867315731,0.34615384615384615,0.6538461538461539,23
B,2026,Has_Event_Buyback,0.0033948468631392224,0.00022024374385619134,0.008404937168306138,0.28846153846153844,0.7115384615384616,24
B,2026,Has_Item_2_03,0.0015029413407060014,0.0008811551191753533,0.003264734131443168,0.19230769230769232,0.8076923076923077,25
B,2026,Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,26
B,2026,Has_Item_2_01,0.0,0.0,0.0,0.0,0.0,27
B,2026,Has_Item_5_07,0.0,0.0,0.0,0.0,0.0,28
C,2026,Stock_vs_QQQ_5D,0.17832343504817655,0.04174911999119325,0.21472420084281865,0.3942307692307692,0.6057692307692307,1
C,2026,Stock_vs_QQQ_1D,0.1278642111406746,-0.002942282053081361,0.15690774807238353,0.5673076923076923,0.4326923076923077,2
C,2026,Daily_Range,0.12724602901111173,-0.007444214371638493,0.15546336803279226,0.5865384615384616,0.41346153846153844,3
C,2026,QQQ_Log_Return_1D,0.12437903089682908,0.03821187996046542,0.14731894824205732,0.4423076923076923,0.5576923076923077,4
C,2026,Relative_Volume_20D,0.11923214642047336,0.01578018625478002,0.14955289635989924,0.6730769230769231,0.3269230769230769,5
C,2026,QQQ_Log_Return_3D,0.11090685870549513,0.012787322062646314,0.13456925993227695,0.46153846153846156,0.5384615384615384,6
C,2026,RSI_14,0.10429713075250249,-0.0036285709210173273,0.13821454619999143,0.3557692307692308,0.6442307692307693,7
C,2026,Volatility_14D,0.09603283797288654,0.01010411566514819,0.11818532609829163,0.4326923076923077,0.5673076923076923,8
C,2026,QQQ_Log_Return_5D,0.08949990990272119,-0.02337364894775977,0.11938347820184932,0.47115384615384615,0.5288461538461539,9
C,2026,Mean_Net_Sentiment,0.08506651732920874,-0.0020943982940939275,0.11058165277241912,0.5192307692307693,0.4807692307692308,10
C,2026,Price_to_SMA20,0.082631540506953,0.02049709230571052,0.11477675685962362,0.5961538461538461,0.40384615384615385,11
C,2026,Sentiment_Momentum_3,0.07458779007850012,-0.017557228295293357,0.08354146471905774,0.5,0.5,12
C,2026,Stock_vs_QQQ_3D,0.07185762429974774,0.0012166192773100926,0.1099830423866856,0.41346153846153844,0.5865384615384616,13
C,2026,Intraday_Return,0.06345265610482678,-0.0094553775496118,0.07985869090873204,0.4807692307692308,0.5192307692307693,14
C,2026,Ticker,0.06012651777548813,0.008582007283188114,0.08842307482822137,0.5576923076923077,0.4423076923076923,15
C,2026,QQQ_Volatility_14D,0.051958998966855074,-0.011557943691937843,0.07179680641820621,0.46153846153846156,0.5384615384615384,16
C,2026,Has_Item_2_02,0.03511057057064717,-0.005687556459150787,0.040550171270272925,0.5769230769230769,0.4230769230769231,17
C,2026,Has_Event_Earnings,0.03495119931479469,0.002565374418119773,0.036783512764735224,0.5673076923076923,0.4326923076923077,18
C,2026,Has_Item_1_01,0.03130363472321361,-1.0513219433601986e-05,0.06809726197024774,0.10576923076923077,0.8942307692307693,19
C,2026,Has_Event_Guidance,0.022550405447259628,-0.0027869832829519664,0.027959192545849127,0.20192307692307693,0.7980769230769231,20
C,2026,Has_EX99,0.018067737580568087,0.003704446650115865,0.019776470692640435,0.5096153846153846,0.49038461538461536,21
C,2026,Has_Item_7_01,0.01678989781815334,-0.004035959425303357,0.02582196590700217,0.1346153846153846,0.8653846153846154,22
C,2026,Has_Item_5_03,0.011916352706973084,-0.005929450218047618,0.03153238736326208,0.038461538461538464,0.9615384615384616,23
C,2026,Has_Item_5_02,0.010736411764235017,0.0009498733151418429,0.021029627083907744,0.46153846153846156,0.5384615384615384,24
C,2026,Has_Item_5_07,0.008485625767202359,0.00023059840357129036,0.015321245505753294,0.6923076923076923,0.3076923076923077,25
C,2026,Has_Item_8_01,0.005669843326553793,0.0031000753600557564,0.008860523248313547,0.6057692307692307,0.3942307692307692,26
C,2026,Has_Event_Buyback,0.005076831806665054,-0.00033527894258373226,0.011160435224694867,0.5192307692307693,0.4807692307692308,27
C,2026,Has_Sentiment_History,0.0028520751622511174,-0.0028520751622511174,0.0008012475870239205,0.0,1.0,28
C,2026,Has_Item_2_03,0.0026802668255727366,-0.0002111915342973347,0.011230001399687804,0.2403846153846154,0.7596153846153846,29
C,2026,Has_Item_2_01,0.0006298145172448967,-0.000371701385673268,0.0005814835843245107,0.19230769230769232,0.8076923076923077,30
C,2026,Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,31
