Variant,Test_Year,Feature,Baseline_BA,Mean_BA_Drop,Std_BA_Drop,Baseline_AUC,Mean_AUC_Drop,Std_AUC_Drop,N_Repeats,Rank_AUC
A,2023,Stock_vs_QQQ_5D,0.5388167388167389,0.02526984126984132,0.018362599260030074,0.627994227994228,0.05944877344877345,0.01948691535907332,100,1
A,2023,Ticker,0.5388167388167389,0.013467532467532517,0.01538270760976798,0.627994227994228,0.04690620490620489,0.021698825079699672,100,2
A,2023,QQQ_Log_Return_1D,0.5388167388167389,0.010278499278499331,0.022164913385352928,0.627994227994228,0.0312929292929293,0.02527103819271731,100,3
A,2023,Price_to_SMA20,0.5388167388167389,0.020721500721500762,0.01402997609400827,0.627994227994228,0.024883116883116882,0.011718518642147069,100,4
A,2023,Relative_Volume_20D,0.5388167388167389,0.0013997113997114585,0.020485297589487663,0.627994227994228,0.01588744588744588,0.02409564521656109,100,5
A,2023,Stock_vs_QQQ_1D,0.5388167388167389,-0.010818181818181753,0.015184212266241916,0.627994227994228,0.01337662337662339,0.016160750701971847,100,6
A,2023,QQQ_Log_Return_5D,0.5388167388167389,0.0034170274170274672,0.018622822561868507,0.627994227994228,0.008086580086580093,0.014326327670731262,100,7
A,2023,QQQ_Volatility_14D,0.5388167388167389,0.00799278499278504,0.01296895716815823,0.627994227994228,0.006354978354978359,0.008466997687721581,100,8
A,2023,QQQ_Log_Return_3D,0.5388167388167389,0.0026507936507937013,0.013980622464548592,0.627994227994228,0.005174603174603174,0.009289911799256402,100,9
A,2023,RSI_14,0.5388167388167389,-0.006709956709956651,0.023520673138228722,0.627994227994228,0.00386435786435787,0.023759242429452786,100,10
A,2023,Intraday_Return,0.5388167388167389,0.006258297258297313,0.01587861536079175,0.627994227994228,7.503607503608123e-05,0.010489028964236083,100,11
A,2023,Daily_Range,0.5388167388167389,0.004275613275613325,0.016551623027812736,0.627994227994228,-0.007849927849927843,0.015271677472570404,100,12
A,2023,Stock_vs_QQQ_3D,0.5388167388167389,0.007855699855699904,0.014179013079725352,0.627994227994228,-0.010265512265512262,0.008667939266753182,100,13
A,2023,Volatility_14D,0.5388167388167389,0.006864357864357917,0.01631838163028794,0.627994227994228,-0.010998556998557008,0.012137158285197883,100,14
B,2023,Ticker,0.515007215007215,0.01824819624819627,0.016333869057896487,0.5916305916305916,0.035642135642135614,0.014641302980169133,100,1
B,2023,Stock_vs_QQQ_5D,0.515007215007215,-0.0006796536796536517,0.02020632266797579,0.5916305916305916,0.02646753246753245,0.019408172228056027,100,2
