Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
RSI_14,70.62666426558468,0.6177114698125845,0.6177114698125845,toward_class_1,1
Log_Return_1D_Z60,-0.6400304670420153,0.3010205151771018,0.3010205151771018,toward_class_1,2
QQQ_Volatility_14D,0.0073647988456859,0.23196631255999706,0.23196631255999706,toward_class_1,3
Intraday_Return_Z60,-0.9271991553511074,0.1973324204332992,0.1973324204332992,toward_class_1,4
Price_to_SMA20_Z60,0.0989547009147169,0.19183675603397427,0.19183675603397427,toward_class_1,5
Mean_Net_Sentiment,0.2896954402679529,0.16124467899487496,0.16124467899487496,toward_class_1,6
Daily_Range_Z60,-0.3212058469833055,0.1472705094824361,0.1472705094824361,toward_class_1,7
QQQ_Log_Return_5D,0.0338344408728819,0.1410526482651838,0.1410526482651838,toward_class_1,8
Ticker,TSLA,0.07812528915916715,0.07812528915916715,toward_class_1,9
Sentiment_Momentum_3,0.2226710216775603,0.05221178552134298,0.05221178552134298,toward_class_1,10
QQQ_Log_Return_1D,-0.0002334649844928,0.042782747478660114,0.042782747478660114,toward_class_1,11
Volatility_14D_Z60,-0.8637533714979205,-0.020259269857846585,0.020259269857846585,toward_class_0,12
Log_Return_5D_Z60,0.4088426242514654,0.019426764668804643,0.019426764668804643,toward_class_1,13
Has_Item_5_02,0,0.019294029033294822,0.019294029033294822,toward_class_1,14
Has_Item_5_07,0,0.01268980791927992,0.01268980791927992,toward_class_1,15
Has_EX99,1,-0.010620427534529887,0.010620427534529887,toward_class_0,16
Relative_Volume_20D_Z60,0.2006321632748007,-0.007666504994310867,0.007666504994310867,toward_class_0,17
Has_Item_1_01,0,-0.005513656691145825,0.005513656691145825,toward_class_0,18
Has_Item_7_01,0,0.004226469680821267,0.004226469680821267,toward_class_1,19
Has_Item_5_03,0,-0.0032933028777818426,0.0032933028777818426,toward_class_0,20
Has_Item_8_01,0,-0.0020643261178097134,0.0020643261178097134,toward_class_0,21
Has_Item_2_02,1,0.00021336001991025002,0.00021336001991025002,toward_class_1,22
Has_Sentiment_History,1,0.0,0.0,neutral,23
