Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
sentiment__Sentiment_Momentum_3,-0.2629452323446964,0.35243070125579834,0.35243070125579834,toward_class_1,1
market__Intraday_Return_Z60,0.2299682902621862,0.33458828926086426,0.33458828926086426,toward_class_1,2
market__Price_to_SMA20_Z60,-0.885955652458916,0.2977113127708435,0.2977113127708435,toward_class_1,3
market__Volatility_14D_Z60,0.3543120645964738,0.17502515017986298,0.17502515017986298,toward_class_1,4
market__Log_Return_5D_Z60,-1.7213814062083743,0.1538286656141281,0.1538286656141281,toward_class_1,5
market__Daily_Range_Z60,-0.6880391388191816,0.14944706857204437,0.14944706857204437,toward_class_1,6
market__QQQ_Volatility_14D,0.0090544461724072,0.14233365654945374,0.14233365654945374,toward_class_1,7
market__Relative_Volume_20D_Z60,-0.0018921853368627,0.13814878463745117,0.13814878463745117,toward_class_1,8
binary__Has_Item_5_02,0.0,0.1162351667881012,0.1162351667881012,toward_class_1,9
market__QQQ_Log_Return_1D,-0.0018856450433876,-0.08316249400377274,0.08316249400377274,toward_class_0,10
sentiment__Mean_Net_Sentiment,3.656360073970669e-06,0.07363440841436386,0.07363440841436386,toward_class_1,11
binary__Has_Item_8_01,1.0,-0.05870029330253601,0.05870029330253601,toward_class_0,12
market__RSI_14,41.26827700228922,0.046611711382865906,0.046611711382865906,toward_class_1,13
ticker__Ticker_INTC,0.0,0.04054856300354004,0.04054856300354004,toward_class_1,14
binary__Has_Item_1_01,0.0,-0.016651686280965805,0.016651686280965805,toward_class_0,15
market__Log_Return_1D_Z60,0.1653082379308093,-0.014963717199862003,0.014963717199862003,toward_class_0,16
ticker__Ticker_AVGO,0.0,-0.01342829316854477,0.01342829316854477,toward_class_0,17
market__QQQ_Log_Return_5D,0.0129385300813282,0.012969630770385265,0.012969630770385265,toward_class_1,18
ticker__Ticker_QCOM,0.0,0.005612746812403202,0.005612746812403202,toward_class_1,19
ticker__Ticker_GOOGL,0.0,-0.004575123079121113,0.004575123079121113,toward_class_0,20
ticker__Ticker_MSFT,0.0,-0.003553694812580943,0.003553694812580943,toward_class_0,21
ticker__Ticker_META,1.0,0.0,0.0,neutral,22
ticker__Ticker_AMD,0.0,0.0,0.0,neutral,23
ticker__Ticker_AMZN,0.0,0.0,0.0,neutral,24
ticker__Ticker_AAPL,0.0,0.0,0.0,neutral,25
ticker__Ticker_ADBE,0.0,0.0,0.0,neutral,26
ticker__Ticker_NVDA,0.0,0.0,0.0,neutral,27
ticker__Ticker_NFLX,0.0,0.0,0.0,neutral,28
binary__Has_Item_2_02,0.0,0.0,0.0,neutral,29
binary__Has_Item_2_01,0.0,0.0,0.0,neutral,30
binary__Has_EX99,0.0,0.0,0.0,neutral,31
ticker__Ticker_TSLA,0.0,0.0,0.0,neutral,32
binary__Has_Item_7_01,0.0,0.0,0.0,neutral,33
binary__Has_Item_5_07,0.0,0.0,0.0,neutral,34
binary__Has_Item_5_03,0.0,0.0,0.0,neutral,35
binary__Has_Sentiment_History,1.0,0.0,0.0,neutral,36
