Feature,Feature_Value,SHAP_Value,Abs_SHAP_Value,Direction,Rank
market__Price_to_SMA20,-0.0027248240983475,-0.45412251353263855,0.45412251353263855,toward_class_0,1
market__QQQ_Volatility_14D,0.0097728762439605,-0.4507550001144409,0.4507550001144409,toward_class_0,2
market__QQQ_Log_Return_1D,-0.0032808473889701,-0.44960781931877136,0.44960781931877136,toward_class_0,3
market__Daily_Range,0.0517547928765576,-0.3555949330329895,0.3555949330329895,toward_class_0,4
market__Stock_vs_QQQ_3D,-0.0615094843279101,-0.3196377754211426,0.3196377754211426,toward_class_0,5
market__Stock_vs_QQQ_5D,-0.0404019330868051,0.29271233081817627,0.29271233081817627,toward_class_1,6
sentiment__Mean_Net_Sentiment,-0.0340687311001238,-0.28440937399864197,0.28440937399864197,toward_class_0,7
market__Relative_Volume_20D,1.9480954261786243,-0.2800907790660858,0.2800907790660858,toward_class_0,8
market__Stock_vs_QQQ_1D,-0.044644279798046,0.22853821516036987,0.22853821516036987,toward_class_1,9
market__Volatility_14D,0.0232963428851566,-0.20469580590724945,0.20469580590724945,toward_class_0,10
market__Intraday_Return,-0.0014090971513227,-0.20161740481853485,0.20161740481853485,toward_class_0,11
market__RSI_14,46.00530796352406,-0.17510288953781128,0.17510288953781128,toward_class_0,12
market__QQQ_Log_Return_5D,-0.0010587817543138,0.17052751779556274,0.17052751779556274,toward_class_1,13
market__QQQ_Log_Return_3D,-0.0046875757267094,-0.13086286187171936,0.13086286187171936,toward_class_0,14
binary__Has_Item_8_01,1.0,-0.03715737536549568,0.03715737536549568,toward_class_0,15
binary__Has_EX99,0.0,0.031097516417503357,0.031097516417503357,toward_class_1,16
sentiment__Sentiment_Momentum_3,-0.2918856954333675,-0.029826225712895393,0.029826225712895393,toward_class_0,17
binary__Has_Event_Earnings,1.0,-0.028250612318515778,0.028250612318515778,toward_class_0,18
binary__Has_Item_2_02,0.0,0.00809876061975956,0.00809876061975956,toward_class_1,19
ticker__Ticker_INTC,0.0,0.0,0.0,neutral,20
ticker__Ticker_GOOGL,0.0,0.0,0.0,neutral,21
ticker__Ticker_AAPL,0.0,0.0,0.0,neutral,22
ticker__Ticker_ADBE,0.0,0.0,0.0,neutral,23
ticker__Ticker_AMD,0.0,0.0,0.0,neutral,24
ticker__Ticker_AMZN,0.0,0.0,0.0,neutral,25
ticker__Ticker_AVGO,0.0,0.0,0.0,neutral,26
ticker__Ticker_TSLA,0.0,0.0,0.0,neutral,27
ticker__Ticker_QCOM,0.0,0.0,0.0,neutral,28
ticker__Ticker_NVDA,1.0,0.0,0.0,neutral,29
ticker__Ticker_NFLX,0.0,0.0,0.0,neutral,30
ticker__Ticker_MSFT,0.0,0.0,0.0,neutral,31
ticker__Ticker_META,0.0,0.0,0.0,neutral,32
binary__Has_Event_Buyback,0.0,0.0,0.0,neutral,33
binary__Has_Event_Guidance,0.0,0.0,0.0,neutral,34
binary__Has_Item_2_03,0.0,0.0,0.0,neutral,35
binary__Has_Item_1_02,0.0,0.0,0.0,neutral,36
binary__Has_Item_1_01,0.0,0.0,0.0,neutral,37
binary__Has_Item_5_02,0.0,0.0,0.0,neutral,38
binary__Has_Item_7_01,0.0,0.0,0.0,neutral,39
binary__Has_Item_5_07,0.0,0.0,0.0,neutral,40
binary__Has_Item_5_03,0.0,0.0,0.0,neutral,41
binary__Has_Sentiment_History,1.0,0.0,0.0,neutral,42
