Variant,Test_Year,Feature,Mean_Abs_SHAP,Mean_SHAP,Std_SHAP,Positive_Share,Negative_Share,Rank
B,2025,ticker__Ticker_INTC,0.0769262365748485,-0.014984820658961931,0.12465765007724586,0.8533333333333334,0.14666666666666667,14
B,2025,binary__Has_EX99,0.06957361411303281,-9.11165401339531e-05,0.0734958090302071,0.47333333333333333,0.5266666666666666,15
B,2025,binary__Has_Item_2_02,0.017304679931451877,-0.000618592333048582,0.02000414616059782,0.6266666666666667,0.37333333333333335,16
B,2025,binary__Has_Item_7_01,0.016869276442254583,-0.0013734048884361983,0.02467821202671299,0.12666666666666668,0.8733333333333333,17
B,2025,ticker__Ticker_MSFT,0.010368349778776367,-0.002831615833565593,0.01753571959076687,0.05333333333333334,0.9466666666666667,18
B,2025,binary__Has_Item_1_01,0.010036180187016725,-0.00010845419640342395,0.01813588438436299,0.08666666666666667,0.9133333333333333,19
B,2025,binary__Has_Event_Guidance,0.009887790797899167,-0.0023816543258726596,0.012959937572795191,0.22,0.78,20
B,2025,ticker__Ticker_AMD,0.0,0.0,0.0,0.0,0.0,21
B,2025,ticker__Ticker_ADBE,0.0,0.0,0.0,0.0,0.0,22
B,2025,ticker__Ticker_AVGO,0.0,0.0,0.0,0.0,0.0,23
B,2025,ticker__Ticker_AAPL,0.0,0.0,0.0,0.0,0.0,24
B,2025,ticker__Ticker_NVDA,0.0,0.0,0.0,0.0,0.0,25
B,2025,ticker__Ticker_NFLX,0.0,0.0,0.0,0.0,0.0,26
B,2025,ticker__Ticker_META,0.0,0.0,0.0,0.0,0.0,27
B,2025,ticker__Ticker_GOOGL,0.0,0.0,0.0,0.0,0.0,28
B,2025,ticker__Ticker_AMZN,0.0,0.0,0.0,0.0,0.0,29
B,2025,ticker__Ticker_TSLA,0.0,0.0,0.0,0.0,0.0,30
B,2025,binary__Has_Event_Earnings,0.0,0.0,0.0,0.0,0.0,31
B,2025,ticker__Ticker_QCOM,0.0,0.0,0.0,0.0,0.0,32
B,2025,binary__Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,33
B,2025,binary__Has_Event_Buyback,0.0,0.0,0.0,0.0,0.0,34
B,2025,binary__Has_Item_2_03,0.0,0.0,0.0,0.0,0.0,35
B,2025,binary__Has_Item_2_01,0.0,0.0,0.0,0.0,0.0,36
B,2025,binary__Has_Item_5_02,0.0,0.0,0.0,0.0,0.0,37
B,2025,binary__Has_Item_5_03,0.0,0.0,0.0,0.0,0.0,38
B,2025,binary__Has_Item_5_07,0.0,0.0,0.0,0.0,0.0,39
B,2025,binary__Has_Item_8_01,0.0,0.0,0.0,0.0,0.0,40
C,2025,market__RSI_14,0.28154210732628904,0.03197639138748248,0.33358474468087645,0.44666666666666666,0.5533333333333333,1
C,2025,market__Stock_vs_QQQ_1D,0.2648826390132308,-0.030354369667669138,0.307951730763969,0.6,0.4,2
C,2025,market__Stock_vs_QQQ_5D,0.19861622102403392,-0.004547373737829427,0.2414334212646863,0.4066666666666667,0.5933333333333334,3
C,2025,market__QQQ_Log_Return_1D,0.17660355849812429,-0.06549039086947839,0.2188826308004587,0.28,0.72,4
C,2025,market__Price_to_SMA20,0.16915861951187253,-0.006885205376893282,0.1905038991962945,0.47333333333333333,0.5266666666666666,5
C,2025,market__Daily_Range,0.1689468352186183,0.016455099179099004,0.204113228527423,0.6933333333333334,0.30666666666666664,6
C,2025,market__Relative_Volume_20D,0.1688530397725602,0.0009456277700761954,0.21723048782262067,0.6,0.4,7
C,2025,market__QQQ_Volatility_14D,0.15092762544751168,-0.03678528275340796,0.18521134057743835,0.4,0.6,8
C,2025,market__Volatility_14D,0.15091315616698314,0.031133408516955872,0.17103109743948774,0.5,0.5,9
C,2025,market__QQQ_Log_Return_3D,0.13797875251000127,-0.025727283836652834,0.1578838231102544,0.29333333333333333,0.7066666666666667,10
C,2025,market__Intraday_Return,0.13194043652464946,0.006412670699258645,0.14502700158776408,0.64,0.36,11
C,2025,sentiment__Sentiment_Momentum_3,0.1028289251588285,-0.005847387108951807,0.12404687896133064,0.5666666666666667,0.43333333333333335,12
C,2025,market__Stock_vs_QQQ_3D,0.091853614654392,-0.009900119689603647,0.11339961653752731,0.4266666666666667,0.5733333333333334,13
C,2025,sentiment__Mean_Net_Sentiment,0.08946784665963302,-0.007575047756545245,0.12089255401847278,0.35333333333333333,0.6466666666666666,14
C,2025,market__QQQ_Log_Return_5D,0.08523167549942931,-0.004555035488059123,0.10126217754573208,0.5,0.5,15
C,2025,ticker__Ticker_INTC,0.07978391896933318,-0.01399028766900301,0.12759661525690222,0.8533333333333334,0.14666666666666667,16
C,2025,binary__Has_EX99,0.043138789472480614,0.002018493575354417,0.04436499516512375,0.47333333333333333,0.5266666666666666,17
C,2025,ticker__Ticker_MSFT,0.01073407410333554,-0.002872879095375538,0.018266909343861496,0.05333333333333334,0.9466666666666667,18
C,2025,binary__Has_Item_1_01,0.00975342197343707,0.0001701986479262511,0.01797926306728009,0.08666666666666667,0.9133333333333333,19
C,2025,binary__Has_Event_Guidance,0.008647146690636874,-0.0033360923640429973,0.011131860458431314,0.22,0.78,20
C,2025,ticker__Ticker_AVGO,0.0,0.0,0.0,0.0,0.0,21
C,2025,ticker__Ticker_AMZN,0.0,0.0,0.0,0.0,0.0,22
C,2025,ticker__Ticker_META,0.0,0.0,0.0,0.0,0.0,23
C,2025,ticker__Ticker_GOOGL,0.0,0.0,0.0,0.0,0.0,24
C,2025,ticker__Ticker_AMD,0.0,0.0,0.0,0.0,0.0,25
C,2025,ticker__Ticker_AAPL,0.0,0.0,0.0,0.0,0.0,26
C,2025,ticker__Ticker_ADBE,0.0,0.0,0.0,0.0,0.0,27
C,2025,ticker__Ticker_TSLA,0.0,0.0,0.0,0.0,0.0,28
C,2025,ticker__Ticker_QCOM,0.0,0.0,0.0,0.0,0.0,29
C,2025,ticker__Ticker_NVDA,0.0,0.0,0.0,0.0,0.0,30
C,2025,ticker__Ticker_NFLX,0.0,0.0,0.0,0.0,0.0,31
C,2025,binary__Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,32
C,2025,binary__Has_Item_2_01,0.0,0.0,0.0,0.0,0.0,33
C,2025,binary__Has_Event_Earnings,0.0,0.0,0.0,0.0,0.0,34
C,2025,binary__Has_Event_Buyback,0.0,0.0,0.0,0.0,0.0,35
C,2025,binary__Has_Item_2_03,0.0,0.0,0.0,0.0,0.0,36
C,2025,binary__Has_Item_2_02,0.0,0.0,0.0,0.0,0.0,37
C,2025,binary__Has_Item_5_02,0.0,0.0,0.0,0.0,0.0,38
C,2025,binary__Has_Item_5_03,0.0,0.0,0.0,0.0,0.0,39
C,2025,binary__Has_Item_7_01,0.0,0.0,0.0,0.0,0.0,40
C,2025,binary__Has_Item_5_07,0.0,0.0,0.0,0.0,0.0,41
C,2025,binary__Has_Sentiment_History,0.0,0.0,0.0,0.0,0.0,42
C,2025,binary__Has_Item_8_01,0.0,0.0,0.0,0.0,0.0,43
A,2026,market__QQQ_Log_Return_1D,0.2370280425529927,0.014028663836562863,0.27800820330632614,0.40384615384615385,0.5961538461538461,1
A,2026,market__Stock_vs_QQQ_5D,0.23354611972955844,0.05582483927719295,0.2793117385348848,0.375,0.625,2
A,2026,market__RSI_14,0.23133864860910064,-0.010113142242726799,0.26732118212465,0.38461538461538464,0.6153846153846154,3
A,2026,market__QQQ_Log_Return_3D,0.2004198647605685,-0.01848124648229434,0.2304241763040547,0.3076923076923077,0.6923076923076923,4
A,2026,market__Relative_Volume_20D,0.18475518943383717,-0.005762311450850505,0.24682363045889025,0.5288461538461539,0.47115384615384615,5
A,2026,market__Daily_Range,0.16542820346792445,-0.011123905406118585,0.20427564952629257,0.5673076923076923,0.4326923076923077,6
A,2026,market__Volatility_14D,0.15697394460081482,0.013713703974365042,0.19119474129514025,0.4423076923076923,0.5576923076923077,7
A,2026,market__Stock_vs_QQQ_1D,0.15267888456583023,-0.001727969922985022,0.18558897886496198,0.5288461538461539,0.47115384615384615,8
A,2026,market__Price_to_SMA20,0.13481754097693527,0.02369510401219416,0.18978094904886256,0.6346153846153846,0.36538461538461536,9
A,2026,market__QQQ_Log_Return_5D,0.12526648081033132,-0.00017349767194201166,0.16443299059189959,0.5576923076923077,0.4423076923076923,10
A,2026,market__Stock_vs_QQQ_3D,0.1208003861292337,0.012312485460335245,0.15003514516591765,0.4807692307692308,0.5192307692307693,11
A,2026,market__Intraday_Return,0.10426468214091773,0.010191327516132822,0.12613832658883836,0.5673076923076923,0.4326923076923077,12
A,2026,market__QQQ_Volatility_14D,0.09739272660898188,-0.0630452084229686,0.11003374891672654,0.19230769230769232,0.8076923076923077,13
A,2026,ticker__Ticker_INTC,0.07380759690959866,0.0075179974978359845,0.11099402686715,0.8942307692307693,0.10576923076923077,14
A,2026,ticker__Ticker_MSFT,0.032822728246593706,-0.012286525595789919,0.056530863708143905,0.038461538461538464,0.9615384615384616,15
A,2026,ticker__Ticker_GOOGL,0.014993346381323555,-0.00450198931279234,0.027929012430083815,0.875,0.125,16
A,2026,ticker__Ticker_ADBE,0.0,0.0,0.0,0.0,0.0,17
A,2026,ticker__Ticker_AAPL,0.0,0.0,0.0,0.0,0.0,18
A,2026,ticker__Ticker_AVGO,0.0,0.0,0.0,0.0,0.0,19
A,2026,ticker__Ticker_AMZN,0.0,0.0,0.0,0.0,0.0,20
A,2026,ticker__Ticker_AMD,0.0,0.0,0.0,0.0,0.0,21
A,2026,ticker__Ticker_META,0.0,0.0,0.0,0.0,0.0,22
A,2026,ticker__Ticker_NFLX,0.0,0.0,0.0,0.0,0.0,23
A,2026,ticker__Ticker_NVDA,0.0,0.0,0.0,0.0,0.0,24
A,2026,ticker__Ticker_QCOM,0.0,0.0,0.0,0.0,0.0,25
A,2026,ticker__Ticker_TSLA,0.0,0.0,0.0,0.0,0.0,26
B,2026,market__RSI_14,0.23835939158184025,-0.011920961658828534,0.27055333803570886,0.3269230769230769,0.6730769230769231,1
B,2026,market__Stock_vs_QQQ_5D,0.21970263189779451,0.07244720046695036,0.2617101132231824,0.41346153846153844,0.5865384615384616,2
B,2026,market__QQQ_Log_Return_1D,0.19463249975636315,0.03670419540363722,0.22987803095692824,0.4423076923076923,0.5576923076923077,3
B,2026,market__Daily_Range,0.1662318904172235,-0.020958751240798917,0.21164105551808374,0.5769230769230769,0.4230769230769231,4
B,2026,market__QQQ_Log_Return_3D,0.16269716487910885,-0.05255330522329761,0.18603284655092708,0.28846153846153844,0.7115384615384616,5
B,2026,market__Stock_vs_QQQ_1D,0.16241213377977076,0.024970682279672474,0.19059297624334987,0.6057692307692307,0.3942307692307692,6
B,2026,market__Volatility_14D,0.1471967431044994,-0.0030626772696940373,0.18560637880706435,0.33653846153846156,0.6634615384615384,7
B,2026,market__Relative_Volume_20D,0.1416949043319059,-0.0026550600439524995,0.19061003218224234,0.5673076923076923,0.4326923076923077,8
B,2026,binary__Has_EX99,0.1354754361538933,0.023076313977631237,0.13987597021171916,0.5096153846153846,0.49038461538461536,9
B,2026,market__Price_to_SMA20,0.12699994166345838,0.040980898515464596,0.16441243263764208,0.5961538461538461,0.40384615384615385,10
B,2026,market__QQQ_Log_Return_5D,0.11858623423344958,0.02690293369904304,0.13937562416030141,0.6057692307692307,0.3942307692307692,11
B,2026,market__QQQ_Volatility_14D,0.10452695081207472,-0.04428253014339134,0.12110028961541554,0.36538461538461536,0.6346153846153846,12
B,2026,market__Stock_vs_QQQ_3D,0.10128441479845116,-0.007641203271654936,0.12087864386890071,0.49038461538461536,0.5096153846153846,13
B,2026,ticker__Ticker_INTC,0.06935690619194737,0.007506892837297458,0.10375046489451925,0.8942307692307693,0.10576923076923077,14
B,2026,market__Intraday_Return,0.06637547400672562,-0.00910708316279432,0.07920358731566904,0.5384615384615384,0.46153846153846156,15
B,2026,ticker__Ticker_MSFT,0.03843679445652434,-0.014803641636927541,0.06450298113030425,0.038461538461538464,0.9615384615384616,16
B,2026,binary__Has_Item_7_01,0.03714890598964233,-0.004142484770944485,0.05423521139784142,0.11538461538461539,0.8846153846153846,17
B,2026,binary__Has_Item_1_01,0.02292451000987337,-0.002467121319988599,0.04189609272213798,0.0673076923076923,0.9326923076923077,18
B,2026,binary__Has_Event_Earnings,0.01711567678452971,0.004669951731697298,0.01834209459832336,0.5865384615384616,0.41346153846153844,19
B,2026,binary__Has_Item_8_01,0.011118022460812846,0.0025968580963448263,0.015084914308413636,0.27884615384615385,0.7211538461538461,20
B,2026,binary__Has_Item_2_02,0.011080391467728008,-0.0019810433329369584,0.013327937851336041,0.6346153846153846,0.36538461538461536,21
B,2026,binary__Has_Item_5_07,0.010288370831403881,-0.0010420938085119885,0.018560108393779366,0.8942307692307693,0.10576923076923077,22
B,2026,binary__Has_Event_Guidance,0.008181127607643317,-0.001966921415609809,0.011684111729420778,0.5769230769230769,0.4230769230769231,23
B,2026,binary__Has_Item_5_02,0.006714810703460199,6.350959525801815e-07,0.009644021806507263,0.7115384615384616,0.28846153846153844,24
B,2026,ticker__Ticker_NVDA,0.0,0.0,0.0,0.0,0.0,25
B,2026,ticker__Ticker_NFLX,0.0,0.0,0.0,0.0,0.0,26
B,2026,ticker__Ticker_META,0.0,0.0,0.0,0.0,0.0,27
B,2026,ticker__Ticker_GOOGL,0.0,0.0,0.0,0.0,0.0,28
B,2026,ticker__Ticker_AMZN,0.0,0.0,0.0,0.0,0.0,29
B,2026,ticker__Ticker_AVGO,0.0,0.0,0.0,0.0,0.0,30
B,2026,ticker__Ticker_ADBE,0.0,0.0,0.0,0.0,0.0,31
B,2026,ticker__Ticker_AMD,0.0,0.0,0.0,0.0,0.0,32
B,2026,ticker__Ticker_AAPL,0.0,0.0,0.0,0.0,0.0,33
B,2026,binary__Has_Event_Buyback,0.0,0.0,0.0,0.0,0.0,34
B,2026,ticker__Ticker_TSLA,0.0,0.0,0.0,0.0,0.0,35
B,2026,ticker__Ticker_QCOM,0.0,0.0,0.0,0.0,0.0,36
B,2026,binary__Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,37
B,2026,binary__Has_Item_2_01,0.0,0.0,0.0,0.0,0.0,38
B,2026,binary__Has_Item_2_03,0.0,0.0,0.0,0.0,0.0,39
B,2026,binary__Has_Item_5_03,0.0,0.0,0.0,0.0,0.0,40
C,2026,market__RSI_14,0.23686478197431335,-0.014964237916641511,0.26599728076024487,0.3269230769230769,0.6730769230769231,1
C,2026,market__Stock_vs_QQQ_5D,0.21348225880557528,0.05099533200980379,0.24819731104148204,0.36538461538461536,0.6346153846153846,2
C,2026,market__QQQ_Log_Return_3D,0.1844073015695008,-0.05968180986551138,0.21568409355776982,0.3269230769230769,0.6730769230769231,3
C,2026,market__Stock_vs_QQQ_1D,0.18358872297148293,0.003789778216741979,0.21966670652465328,0.6057692307692307,0.3942307692307692,4
C,2026,market__QQQ_Log_Return_1D,0.1822799981544869,0.029076467836813,0.2096326120013203,0.4230769230769231,0.5769230769230769,5
C,2026,market__Daily_Range,0.1706815513719518,-0.022361506443793096,0.21402568433369346,0.5769230769230769,0.4230769230769231,6
C,2026,sentiment__Mean_Net_Sentiment,0.15420402782127404,0.007344522074652979,0.17518314512483926,0.5096153846153846,0.49038461538461536,7
C,2026,market__Volatility_14D,0.15390190610644192,0.00422549318934146,0.18483000967301902,0.4230769230769231,0.5769230769230769,8
C,2026,market__QQQ_Log_Return_5D,0.12887278282925343,0.01332580822502048,0.16029598966949132,0.5576923076923077,0.4423076923076923,9
C,2026,market__Price_to_SMA20,0.11653335773959182,0.03919135300944058,0.15199284606570831,0.6346153846153846,0.36538461538461536,10
C,2026,market__Relative_Volume_20D,0.11122527443176995,-0.0048298731383581,0.14139553482687664,0.5384615384615384,0.46153846153846156,11
C,2026,market__Intraday_Return,0.10041160441379851,-0.011404131901844475,0.12095280835680375,0.5865384615384616,0.41346153846153844,12
C,2026,sentiment__Sentiment_Momentum_3,0.09670015049274437,-0.030106394820345137,0.11968825665063186,0.40384615384615385,0.5961538461538461,13
C,2026,market__Stock_vs_QQQ_3D,0.09273899742402136,-0.00580035771529835,0.11370644746178818,0.5288461538461539,0.47115384615384615,14
C,2026,ticker__Ticker_INTC,0.08791142501510106,0.005041992721649317,0.13720963172667308,0.8942307692307693,0.10576923076923077,15
C,2026,market__QQQ_Volatility_14D,0.0787137291716555,-0.03289092915992324,0.11336905717226514,0.3942307692307692,0.6057692307692307,16
C,2026,binary__Has_EX99,0.04204115196346091,0.003661128763969128,0.04635377491362937,0.5192307692307693,0.4807692307692308,17
C,2026,ticker__Ticker_MSFT,0.02732602633141841,-0.010039058272153713,0.04701644999146218,0.038461538461538464,0.9615384615384616,18
C,2026,binary__Has_Item_1_01,0.025131450213778477,-0.0031843964511958454,0.04561167661578701,0.0673076923076923,0.9326923076923077,19
C,2026,binary__Has_Event_Guidance,0.02171162094992514,-0.0005592459705300056,0.027601100369836182,0.22115384615384615,0.7788461538461539,20
C,2026,binary__Has_Item_7_01,0.018725204120318476,-0.0005592585433847629,0.028949635107801148,0.11538461538461539,0.8846153846153846,21
C,2026,binary__Has_Item_2_02,0.017229772289283574,0.0018745946357599818,0.019092832447014752,0.6346153846153846,0.36538461538461536,22
C,2026,binary__Has_Item_8_01,0.015019556373142852,-0.002205604212716795,0.01824767675279924,0.7211538461538461,0.27884615384615385,23
C,2026,ticker__Ticker_GOOGL,0.010258547451275472,-0.0028105634712399198,0.018848228914503926,0.875,0.125,24
C,2026,binary__Has_Item_5_02,0.007216097914631694,-0.0008762278840339815,0.010829933032577128,0.47115384615384615,0.5288461538461539,25
C,2026,ticker__Ticker_ADBE,0.0,0.0,0.0,0.0,0.0,26
C,2026,ticker__Ticker_AAPL,0.0,0.0,0.0,0.0,0.0,27
C,2026,ticker__Ticker_TSLA,0.0,0.0,0.0,0.0,0.0,28
C,2026,ticker__Ticker_QCOM,0.0,0.0,0.0,0.0,0.0,29
C,2026,ticker__Ticker_NVDA,0.0,0.0,0.0,0.0,0.0,30
C,2026,ticker__Ticker_NFLX,0.0,0.0,0.0,0.0,0.0,31
C,2026,ticker__Ticker_META,0.0,0.0,0.0,0.0,0.0,32
C,2026,ticker__Ticker_AMD,0.0,0.0,0.0,0.0,0.0,33
C,2026,ticker__Ticker_AMZN,0.0,0.0,0.0,0.0,0.0,34
C,2026,ticker__Ticker_AVGO,0.0,0.0,0.0,0.0,0.0,35
C,2026,binary__Has_Item_2_03,0.0,0.0,0.0,0.0,0.0,36
C,2026,binary__Has_Item_2_01,0.0,0.0,0.0,0.0,0.0,37
C,2026,binary__Has_Item_1_02,0.0,0.0,0.0,0.0,0.0,38
C,2026,binary__Has_Event_Buyback,0.0,0.0,0.0,0.0,0.0,39
C,2026,binary__Has_Event_Earnings,0.0,0.0,0.0,0.0,0.0,40
C,2026,binary__Has_Item_5_03,0.0,0.0,0.0,0.0,0.0,41
C,2026,binary__Has_Item_5_07,0.0,0.0,0.0,0.0,0.0,42
C,2026,binary__Has_Sentiment_History,0.0,0.0,0.0,0.0,0.0,43
