Sequence_Step,Feature,Mean_Abs_IG,Mean_IG,Positive_Share,Negative_Share
24,Daily_Range_Z60,0.002108744578436017,-0.00017242295143660158,0.6355140186915887,0.3644859813084112
24,QQQ_Log_Return_1D,0.0009991562692448497,-0.0001483667001593858,0.5327102803738317,0.4672897196261682
24,QQQ_Log_Return_5D,0.0009880762081593275,-1.2923042959300801e-05,0.4392523364485981,0.5607476635514018
24,QQQ_Volatility_14D,0.0013137770583853126,-0.0008665366913191974,0.2523364485981308,0.7476635514018691
25,Log_Return_1D_Z60,0.0034094518050551414,0.00021661026403307915,0.4392523364485981,0.5607476635514018
25,Log_Return_5D_Z60,0.0008016360807232559,-1.0894794286286924e-05,0.5420560747663551,0.45794392523364486
25,Volatility_14D_Z60,0.00131793727632612,-0.0004797488800249994,0.4953271028037383,0.5046728971962616
25,Relative_Volume_20D_Z60,0.0009452113881707191,-0.00032194159575738013,0.40186915887850466,0.5981308411214953
25,RSI_14_Scaled,0.007442959118634462,-0.0004174420319031924,0.3925233644859813,0.6074766355140186
25,Price_to_SMA20_Z60,0.004213295411318541,0.0004840050241909921,0.4953271028037383,0.5046728971962616
25,Intraday_Return_Z60,0.00225656945258379,0.00011961404379690066,0.5327102803738317,0.4672897196261682
25,Daily_Range_Z60,0.0018377767410129309,0.00026712316321209073,0.6074766355140186,0.3925233644859813
25,QQQ_Log_Return_1D,0.0011757230386137962,0.0001497430057497695,0.5233644859813084,0.4766355140186916
25,QQQ_Log_Return_5D,0.0009462960879318416,0.00011059501412091777,0.4953271028037383,0.5046728971962616
25,QQQ_Volatility_14D,0.0013182994443923235,-0.0008383070817217231,0.27102803738317754,0.7289719626168224
26,Log_Return_1D_Z60,0.00325281685218215,0.0002254206337966025,0.5981308411214953,0.40186915887850466
26,Log_Return_5D_Z60,0.0006809637998230755,-0.00010063336958410218,0.48598130841121495,0.514018691588785
26,Volatility_14D_Z60,0.0015101708704605699,-0.0006456627743318677,0.48598130841121495,0.514018691588785
26,Relative_Volume_20D_Z60,0.000943652237765491,-0.00024067048798315227,0.42990654205607476,0.5700934579439252
26,RSI_14_Scaled,0.007151429541409016,-0.000880206236615777,0.3364485981308411,0.6635514018691588
26,Price_to_SMA20_Z60,0.00423079589381814,0.0005571825313381851,0.5233644859813084,0.4766355140186916
26,Intraday_Return_Z60,0.0022739635314792395,-0.00016813109687063843,0.4485981308411215,0.5514018691588785
26,Daily_Range_Z60,0.0020828053820878267,-0.00011788034316850826,0.5887850467289719,0.411214953271028
26,QQQ_Log_Return_1D,0.0009806756861507893,-0.00023773169959895313,0.4485981308411215,0.5514018691588785
26,QQQ_Log_Return_5D,0.0008976857061497867,0.00010301800648448989,0.5233644859813084,0.4766355140186916
26,QQQ_Volatility_14D,0.0013198116794228554,-0.0008223979384638369,0.27102803738317754,0.7289719626168224
27,Log_Return_1D_Z60,0.0034992138389497995,0.00039545519393868744,0.5514018691588785,0.4485981308411215
27,Log_Return_5D_Z60,0.0008473300840705633,-6.326237780740485e-05,0.48598130841121495,0.514018691588785
27,Volatility_14D_Z60,0.001485728076659143,-0.0007389339152723551,0.45794392523364486,0.5420560747663551
27,Relative_Volume_20D_Z60,0.000932469149120152,-0.00023239271831698716,0.3644859813084112,0.6355140186915887
27,RSI_14_Scaled,0.007545896340161562,-0.0012777677038684487,0.3644859813084112,0.6355140186915887
27,Price_to_SMA20_Z60,0.00429424038156867,0.0007997897337190807,0.5327102803738317,0.4672897196261682
27,Intraday_Return_Z60,0.0029088167939335108,0.0001807925436878577,0.4766355140186916,0.5233644859813084
27,Daily_Range_Z60,0.0020087019074708223,-1.1603564416873269e-05,0.5700934579439252,0.42990654205607476
27,QQQ_Log_Return_1D,0.0010906002717092633,-4.6679127990501e-05,0.4485981308411215,0.5514018691588785
27,QQQ_Log_Return_5D,0.0009117817389778793,0.00010509887215448543,0.4953271028037383,0.5046728971962616
27,QQQ_Volatility_14D,0.0012983003398403525,-0.0008419463993050158,0.27102803738317754,0.7289719626168224
28,Log_Return_1D_Z60,0.003523517632856965,-0.0007613507914356887,0.45794392523364486,0.5420560747663551
28,Log_Return_5D_Z60,0.0008945032604970038,1.5807674571988173e-05,0.42990654205607476,0.5700934579439252
28,Volatility_14D_Z60,0.001483875559642911,-0.0007699568523094058,0.4205607476635514,0.5794392523364486
28,Relative_Volume_20D_Z60,0.0009367656894028187,-0.00037145422538742423,0.34579439252336447,0.6542056074766355
28,RSI_14_Scaled,0.007612748071551323,-0.000926616950891912,0.35514018691588783,0.6448598130841121
28,Price_to_SMA20_Z60,0.0038755617570132017,0.00045900512486696243,0.5327102803738317,0.4672897196261682
28,Intraday_Return_Z60,0.002902565523982048,2.366752414673101e-05,0.4485981308411215,0.5514018691588785
28,Daily_Range_Z60,0.0019687660969793797,-0.0001457866164855659,0.514018691588785,0.48598130841121495
28,QQQ_Log_Return_1D,0.0011020005913451314,-3.5136061342200264e-05,0.5327102803738317,0.4672897196261682
28,QQQ_Log_Return_5D,0.0009611176792532206,5.6131681049009785e-05,0.5046728971962616,0.4953271028037383
28,QQQ_Volatility_14D,0.001274565584026277,-0.0008351473370566964,0.27102803738317754,0.7289719626168224
29,Log_Return_1D_Z60,0.002719386713579297,-0.00041908686398528516,0.48598130841121495,0.514018691588785
29,Log_Return_5D_Z60,0.0008596140542067587,0.0001363663177471608,0.5046728971962616,0.4953271028037383
29,Volatility_14D_Z60,0.0013704709708690643,-0.000622314284555614,0.42990654205607476,0.5700934579439252
29,Relative_Volume_20D_Z60,0.0008981376886367798,-0.000354944437276572,0.34579439252336447,0.6542056074766355
29,RSI_14_Scaled,0.00785602442920208,-0.0005930372281000018,0.40186915887850466,0.5981308411214953
29,Price_to_SMA20_Z60,0.0037604630924761295,0.00010681459389161319,0.5233644859813084,0.4766355140186916
29,Intraday_Return_Z60,0.002452635206282139,0.0008063708082772791,0.5794392523364486,0.4205607476635514
29,Daily_Range_Z60,0.0019019615137949586,0.0005480126710608602,0.616822429906542,0.38317757009345793
29,QQQ_Log_Return_1D,0.0010354402475059032,6.0892423789482564e-05,0.4953271028037383,0.5046728971962616
29,QQQ_Log_Return_5D,0.0010229696054011583,-1.2588333447638433e-05,0.48598130841121495,0.514018691588785
29,QQQ_Volatility_14D,0.0013185384450480342,-0.0008566301548853517,0.2897196261682243,0.7102803738317757
30,Log_Return_1D_Z60,0.0032046623528003693,4.216969318804331e-05,0.514018691588785,0.48598130841121495
30,Log_Return_5D_Z60,0.000952425820287317,7.992111932253465e-05,0.514018691588785,0.48598130841121495
30,Volatility_14D_Z60,0.0014980195555835962,-0.0007221953710541129,0.42990654205607476,0.5700934579439252
30,Relative_Volume_20D_Z60,0.001256384770385921,0.00020088399469386786,0.42990654205607476,0.5700934579439252
30,RSI_14_Scaled,0.00781373679637909,-0.0009206481627188623,0.40186915887850466,0.5981308411214953
30,Price_to_SMA20_Z60,0.0038543997798115015,0.00015688511484768242,0.48598130841121495,0.514018691588785
30,Intraday_Return_Z60,0.0021562385372817516,0.0003207464760635048,0.5514018691588785,0.4485981308411215
30,Daily_Range_Z60,0.001904387609101832,0.00013862003106623888,0.5327102803738317,0.4672897196261682
30,QQQ_Log_Return_1D,0.0012759360251948237,0.00012252744636498392,0.4953271028037383,0.5046728971962616
30,QQQ_Log_Return_5D,0.000969722808804363,-1.6362824680982158e-05,0.514018691588785,0.48598130841121495
30,QQQ_Volatility_14D,0.0012816848466172814,-0.0007375085260719061,0.3364485981308411,0.6635514018691588
