Sequence_Step,Feature,Mean_Abs_IG,Mean_IG,Positive_Share,Negative_Share
6,RSI_14_Scaled,0.008010998368263245,-0.0014040663372725248,0.35514018691588783,0.6448598130841121
6,Price_to_SMA20_Z60,0.004189958330243826,0.0013010429684072733,0.5981308411214953,0.40186915887850466
6,Intraday_Return_Z60,0.002258127788081765,-1.9713335859705694e-05,0.4766355140186916,0.5233644859813084
6,Daily_Range_Z60,0.002012966899201274,-0.0002578026906121522,0.6448598130841121,0.35514018691588783
6,QQQ_Log_Return_1D,0.0009055215050466359,1.1626410923781805e-05,0.4392523364485981,0.5607476635514018
6,QQQ_Log_Return_5D,0.0008968280162662268,-0.0004592713958118111,0.34579439252336447,0.6542056074766355
6,QQQ_Volatility_14D,0.00158005952835083,-0.0008941121050156653,0.205607476635514,0.794392523364486
7,Log_Return_1D_Z60,0.003452445613220334,6.70973167871125e-05,0.5046728971962616,0.4953271028037383
7,Log_Return_5D_Z60,0.0006611067219637334,-0.00017087187734432518,0.4672897196261682,0.5327102803738317
7,Volatility_14D_Z60,0.0012621610658243299,-0.0004063775995746255,0.5420560747663551,0.45794392523364486
7,Relative_Volume_20D_Z60,0.0015367494197562337,0.0005927413003519177,0.4672897196261682,0.5327102803738317
7,RSI_14_Scaled,0.007895538583397865,-0.0015975118149071932,0.37383177570093457,0.6261682242990654
7,Price_to_SMA20_Z60,0.003870024112984538,0.0012629275443032384,0.5794392523364486,0.4205607476635514
7,Intraday_Return_Z60,0.002611993346363306,-1.1332370377203915e-05,0.5046728971962616,0.4953271028037383
7,Daily_Range_Z60,0.0021790149621665478,-0.00016364587645512074,0.5327102803738317,0.4672897196261682
7,QQQ_Log_Return_1D,0.001017106929793954,-0.0001915954053401947,0.514018691588785,0.48598130841121495
7,QQQ_Log_Return_5D,0.0010046869283542037,-0.0005238846060819924,0.29906542056074764,0.7009345794392523
7,QQQ_Volatility_14D,0.001517369644716382,-0.0008922627894207835,0.21495327102803738,0.7850467289719626
8,Log_Return_1D_Z60,0.0030066650360822678,0.0003732152981683612,0.4672897196261682,0.5327102803738317
8,Log_Return_5D_Z60,0.000604559201747179,-0.00021205574739724398,0.42990654205607476,0.5700934579439252
8,Volatility_14D_Z60,0.001189836417324841,-0.0003392595681361854,0.5514018691588785,0.4485981308411215
8,Relative_Volume_20D_Z60,0.0011094898218289018,0.0002899521787185222,0.5420560747663551,0.45794392523364486
8,RSI_14_Scaled,0.008001275360584259,-0.001761286985129118,0.38317757009345793,0.616822429906542
8,Price_to_SMA20_Z60,0.003812230657786131,0.0012654569000005722,0.5794392523364486,0.4205607476635514
8,Intraday_Return_Z60,0.0023608957417309284,-0.0003833092632703483,0.4672897196261682,0.5327102803738317
8,Daily_Range_Z60,0.0019447498489171267,-0.00030157662695273757,0.5981308411214953,0.40186915887850466
8,QQQ_Log_Return_1D,0.0010273308726027608,-1.043088013830129e-05,0.48598130841121495,0.514018691588785
8,QQQ_Log_Return_5D,0.0010274079395458102,-0.00038460109499283135,0.34579439252336447,0.6542056074766355
8,QQQ_Volatility_14D,0.0015081471065059304,-0.0008967681205831468,0.22429906542056074,0.7757009345794392
9,Log_Return_1D_Z60,0.0032913656905293465,5.284215512801893e-05,0.48598130841121495,0.514018691588785
9,Log_Return_5D_Z60,0.0005435327184386551,-6.714505434501916e-05,0.4766355140186916,0.5233644859813084
9,Volatility_14D_Z60,0.0011761423666030169,-0.00023739920288790017,0.5420560747663551,0.45794392523364486
9,Relative_Volume_20D_Z60,0.0010749405482783914,0.0002202233881689608,0.5233644859813084,0.4766355140186916
9,RSI_14_Scaled,0.007781150750815868,-0.0013084554811939597,0.42990654205607476,0.5700934579439252
9,Price_to_SMA20_Z60,0.00367272412404418,0.0011324345832690597,0.5514018691588785,0.4485981308411215
9,Intraday_Return_Z60,0.002299983287230134,0.0003506136126816273,0.5607476635514018,0.4392523364485981
9,Daily_Range_Z60,0.0019554488826543093,-9.677475463831797e-05,0.5981308411214953,0.40186915887850466
9,QQQ_Log_Return_1D,0.0009264136315323412,5.730456905439496e-05,0.5233644859813084,0.4766355140186916
9,QQQ_Log_Return_5D,0.0009309123852290213,-0.0003104881616309285,0.40186915887850466,0.5981308411214953
9,QQQ_Volatility_14D,0.0014991986099630594,-0.0008711324189789593,0.22429906542056074,0.7757009345794392
10,Log_Return_1D_Z60,0.0037057127337902784,0.00033827705192379653,0.5420560747663551,0.45794392523364486
10,Log_Return_5D_Z60,0.0006450085784308612,-1.1539892739165225e-06,0.4953271028037383,0.5046728971962616
10,Volatility_14D_Z60,0.0013176541542634368,-0.00021429677144624293,0.5607476635514018,0.4392523364485981
10,Relative_Volume_20D_Z60,0.001229525776579976,0.00045417193905450404,0.5327102803738317,0.4672897196261682
10,RSI_14_Scaled,0.0074844080954790115,-0.001020592637360096,0.38317757009345793,0.616822429906542
10,Price_to_SMA20_Z60,0.003663663286715746,0.001054998952895403,0.5607476635514018,0.4392523364485981
10,Intraday_Return_Z60,0.0025711730122566223,0.00020003959070891142,0.4672897196261682,0.5327102803738317
10,Daily_Range_Z60,0.002249079756438732,-0.00044987956061959267,0.6074766355140186,0.3925233644859813
10,QQQ_Log_Return_1D,0.0010212300112470984,-4.919278944726102e-05,0.48598130841121495,0.514018691588785
10,QQQ_Log_Return_5D,0.000841549423057586,-0.00019477716705296189,0.4205607476635514,0.5794392523364486
10,QQQ_Volatility_14D,0.0014565184246748686,-0.0007852358394302428,0.2616822429906542,0.7383177570093458
11,Log_Return_1D_Z60,0.003318331204354763,0.00018658506451174617,0.5233644859813084,0.4766355140186916
11,Log_Return_5D_Z60,0.0006931014941073954,2.154148751287721e-05,0.4672897196261682,0.5327102803738317
11,Volatility_14D_Z60,0.0014390482101589441,-0.0002755337627604604,0.5514018691588785,0.4485981308411215
11,Relative_Volume_20D_Z60,0.0009721695678308606,0.0001236198440892622,0.5233644859813084,0.4766355140186916
11,RSI_14_Scaled,0.0071348752826452255,-0.0008602695306763053,0.411214953271028,0.5887850467289719
11,Price_to_SMA20_Z60,0.0035284266341477633,0.0009490965749137104,0.5420560747663551,0.45794392523364486
11,Intraday_Return_Z60,0.0024944571778178215,0.0003633821615949273,0.48598130841121495,0.514018691588785
11,Daily_Range_Z60,0.0019827077630907297,-0.0003195623285137117,0.5794392523364486,0.4205607476635514
11,QQQ_Log_Return_1D,0.0008445506682619452,-6.249202851904556e-05,0.48598130841121495,0.514018691588785
11,QQQ_Log_Return_5D,0.0007733873790130019,-0.00018216847092844546,0.4205607476635514,0.5794392523364486
11,QQQ_Volatility_14D,0.0014141079736873507,-0.0007792633259668946,0.2616822429906542,0.7383177570093458
12,Log_Return_1D_Z60,0.003006177255883813,-0.00011382290540495887,0.5046728971962616,0.4953271028037383
12,Log_Return_5D_Z60,0.0006683607934974134,5.277524905977771e-05,0.45794392523364486,0.5420560747663551
12,Volatility_14D_Z60,0.0014370041899383068,-0.0003109769313596189,0.5327102803738317,0.4672897196261682
12,Relative_Volume_20D_Z60,0.0008479433599859476,-7.643578283023089e-05,0.40186915887850466,0.5981308411214953
12,RSI_14_Scaled,0.006735207978636026,-0.0009174601873382926,0.4205607476635514,0.5794392523364486
12,Price_to_SMA20_Z60,0.003575926646590233,0.0008183548343367875,0.5700934579439252,0.42990654205607476
12,Intraday_Return_Z60,0.0026639883872121572,0.000502444920130074,0.5700934579439252,0.42990654205607476
12,Daily_Range_Z60,0.002196237677708268,-0.0004583712143357843,0.5046728971962616,0.4953271028037383
12,QQQ_Log_Return_1D,0.0009511620155535638,-0.0001676921092439443,0.4953271028037383,0.5046728971962616
12,QQQ_Log_Return_5D,0.0008064423454925418,-7.377196016022936e-05,0.45794392523364486,0.5420560747663551
12,QQQ_Volatility_14D,0.0013848562957718968,-0.0007404137868434191,0.2803738317757009,0.719626168224299
13,Log_Return_1D_Z60,0.0031689282041043043,0.0004909054841846228,0.4953271028037383,0.5046728971962616
13,Log_Return_5D_Z60,0.0007159649394452572,9.702848183223978e-05,0.5327102803738317,0.4672897196261682
13,Volatility_14D_Z60,0.0013880979968234897,-0.00030174179119057953,0.45794392523364486,0.5420560747663551
13,Relative_Volume_20D_Z60,0.0009878062410280108,-8.041594810492825e-06,0.4392523364485981,0.5607476635514018
13,RSI_14_Scaled,0.006672882474958897,-0.0012207526015117764,0.4205607476635514,0.5794392523364486
13,Price_to_SMA20_Z60,0.0037224472034722567,0.0009255113545805216,0.5420560747663551,0.45794392523364486
13,Intraday_Return_Z60,0.0025926786474883556,-0.0006590317934751511,0.4766355140186916,0.5233644859813084
13,Daily_Range_Z60,0.00261636427603662,-0.0005364849930629134,0.5794392523364486,0.4205607476635514
13,QQQ_Log_Return_1D,0.001055240398272872,-0.00021691339497920126,0.4485981308411215,0.5514018691588785
13,QQQ_Log_Return_5D,0.00097813515458256,-0.00010949066199827939,0.42990654205607476,0.5700934579439252
13,QQQ_Volatility_14D,0.00129086768720299,-0.000734921486582607,0.29906542056074764,0.7009345794392523
14,Log_Return_1D_Z60,0.0031246584840118885,-0.00030636810697615147,0.3925233644859813,0.6074766355140186
14,Log_Return_5D_Z60,0.0007001449703238904,6.273319741012529e-05,0.4953271028037383,0.5046728971962616
14,Volatility_14D_Z60,0.0013279701815918088,-0.0002091899368679151,0.48598130841121495,0.514018691588785
14,Relative_Volume_20D_Z60,0.0008582707960158587,-0.0002028027520282194,0.40186915887850466,0.5981308411214953
14,RSI_14_Scaled,0.006439104676246643,-0.0009039569413289428,0.42990654205607476,0.5700934579439252
14,Price_to_SMA20_Z60,0.0036843062844127417,0.0007323051686398685,0.5327102803738317,0.4672897196261682
14,Intraday_Return_Z60,0.0022384615149348974,0.00025833945255726576,0.5420560747663551,0.45794392523364486
14,Daily_Range_Z60,0.002447320381179452,-0.00027636156301014125,0.5887850467289719,0.411214953271028
14,QQQ_Log_Return_1D,0.000930212321691215,4.34324647358153e-05,0.5046728971962616,0.4953271028037383
14,QQQ_Log_Return_5D,0.000977625255472958,-0.00012002890434814617,0.42990654205607476,0.5700934579439252
14,QQQ_Volatility_14D,0.0012875766260549426,-0.0007201199769042432,0.308411214953271,0.6915887850467289
15,Log_Return_1D_Z60,0.003428718773648143,0.0003767756570596248,0.5233644859813084,0.4766355140186916
15,Log_Return_5D_Z60,0.0006953715346753597,3.8264126487774774e-05,0.5420560747663551,0.45794392523364486
15,Volatility_14D_Z60,0.0013302084989845753,-0.00035684730391949415,0.4672897196261682,0.5327102803738317
15,Relative_Volume_20D_Z60,0.0009874532697722316,-0.00023206690093502402,0.4205607476635514,0.5794392523364486
15,RSI_14_Scaled,0.006060125771909952,-0.00090599968098104,0.3925233644859813,0.6074766355140186
15,Price_to_SMA20_Z60,0.003464819397777319,0.0006517733563669026,0.5327102803738317,0.4672897196261682
15,Intraday_Return_Z60,0.002609842922538519,-0.00037389626959338784,0.514018691588785,0.48598130841121495
15,Daily_Range_Z60,0.0019964813254773617,-2.184338700317312e-05,0.5607476635514018,0.4392523364485981
15,QQQ_Log_Return_1D,0.0009754392667673528,0.0001734186807880178,0.5607476635514018,0.4392523364485981
15,QQQ_Log_Return_5D,0.000907254230696708,-7.227983587654307e-05,0.4392523364485981,0.5607476635514018
15,QQQ_Volatility_14D,0.0012944574700668454,-0.0006624599918723106,0.3177570093457944,0.6822429906542056
16,Log_Return_1D_Z60,0.00320835062302649,0.0004705079481936991,0.5046728971962616,0.4953271028037383
16,Log_Return_5D_Z60,0.0007064622477628291,-5.157353371032514e-06,0.5046728971962616,0.4953271028037383
16,Volatility_14D_Z60,0.0012735556811094284,-0.00040970303234644234,0.45794392523364486,0.5420560747663551
16,Relative_Volume_20D_Z60,0.000849856820423156,-0.0002530741912778467,0.3364485981308411,0.6635514018691588
16,RSI_14_Scaled,0.006378160789608955,-0.0009425560128875077,0.4205607476635514,0.5794392523364486
16,Price_to_SMA20_Z60,0.003535555675625801,0.0006935772835277021,0.5046728971962616,0.4953271028037383
16,Intraday_Return_Z60,0.0025059187319129705,-3.054772241739556e-05,0.4766355140186916,0.5233644859813084
16,Daily_Range_Z60,0.0018500970909371972,8.001751848496497e-05,0.5607476635514018,0.4392523364485981
16,QQQ_Log_Return_1D,0.0008027163567021489,-0.00016370241064578295,0.5046728971962616,0.4953271028037383
16,QQQ_Log_Return_5D,0.0008686241926625371,2.7370913812774234e-05,0.4672897196261682,0.5327102803738317
16,QQQ_Volatility_14D,0.0012564113130792975,-0.0006678185309283435,0.3364485981308411,0.6635514018691588
17,Log_Return_1D_Z60,0.003215128555893898,-0.0003550534602254629,0.4672897196261682,0.5327102803738317
17,Log_Return_5D_Z60,0.0007807148504070938,0.00012665324902627617,0.5327102803738317,0.4672897196261682
17,Volatility_14D_Z60,0.001301111769862473,-0.0004267945187166333,0.4672897196261682,0.5327102803738317
17,Relative_Volume_20D_Z60,0.0011386132100597024,1.0742523045337293e-05,0.37383177570093457,0.6261682242990654
17,RSI_14_Scaled,0.006437957752496004,-0.00040554095176048577,0.4205607476635514,0.5794392523364486
17,Price_to_SMA20_Z60,0.003398347180336714,0.000502235721796751,0.4766355140186916,0.5233644859813084
17,Intraday_Return_Z60,0.0024156938306987286,0.0003452730306889862,0.48598130841121495,0.514018691588785
17,Daily_Range_Z60,0.0021733345929533243,-3.7557940231636167e-05,0.5794392523364486,0.4205607476635514
17,QQQ_Log_Return_1D,0.0009084104094654322,0.00011724192154360935,0.5794392523364486,0.4205607476635514
17,QQQ_Log_Return_5D,0.0008756728493608534,-6.159104668768123e-05,0.4672897196261682,0.5327102803738317
17,QQQ_Volatility_14D,0.0012695476179942489,-0.000726362457498908,0.3364485981308411,0.6635514018691588
18,Log_Return_1D_Z60,0.003467322327196598,0.0007500843494199216,0.4672897196261682,0.5327102803738317
18,Log_Return_5D_Z60,0.0007734388345852494,0.0001854381407611072,0.5514018691588785,0.4485981308411215
18,Volatility_14D_Z60,0.0013754230458289385,-0.0004651365161407739,0.45794392523364486,0.5420560747663551
18,Relative_Volume_20D_Z60,0.0010020625777542591,-5.5007185437716544e-05,0.48598130841121495,0.514018691588785
18,RSI_14_Scaled,0.006559405475854874,-0.00037757481914013624,0.411214953271028,0.5887850467289719
18,Price_to_SMA20_Z60,0.0036633326672017574,0.0007207302842289209,0.5514018691588785,0.4485981308411215
18,Intraday_Return_Z60,0.002499487018212676,-4.8545305617153645e-05,0.5327102803738317,0.4672897196261682
18,Daily_Range_Z60,0.0024867691099643707,-0.00019239101675339043,0.5607476635514018,0.4392523364485981
18,QQQ_Log_Return_1D,0.0009901373414322734,7.423985516652465e-05,0.5794392523364486,0.4205607476635514
18,QQQ_Log_Return_5D,0.0009468106436543167,-3.835689494735561e-05,0.4485981308411215,0.5514018691588785
18,QQQ_Volatility_14D,0.0012478474527597427,-0.000727740814909339,0.32710280373831774,0.6728971962616822
19,Log_Return_1D_Z60,0.003149351803585887,0.00011001634265994653,0.42990654205607476,0.5700934579439252
19,Log_Return_5D_Z60,0.0008326080278493464,0.0001924568205140531,0.5327102803738317,0.4672897196261682
19,Volatility_14D_Z60,0.0012451715301722288,-0.0002958474215120077,0.4766355140186916,0.5233644859813084
19,Relative_Volume_20D_Z60,0.0009332163026556373,-0.0002892079937737435,0.40186915887850466,0.5981308411214953
19,RSI_14_Scaled,0.007019026204943657,-9.976254659704864e-05,0.4205607476635514,0.5794392523364486
19,Price_to_SMA20_Z60,0.003908170852810144,0.000637034943792969,0.5233644859813084,0.4766355140186916
19,Intraday_Return_Z60,0.002361863851547241,0.0003738885570783168,0.5981308411214953,0.40186915887850466
19,Daily_Range_Z60,0.001709415577352047,0.00039369676960632205,0.6355140186915887,0.3644859813084112
19,QQQ_Log_Return_1D,0.001032440923154354,-5.6711112847551703e-05,0.4672897196261682,0.5327102803738317
19,QQQ_Log_Return_5D,0.0010354198748245835,2.7402977138990536e-05,0.45794392523364486,0.5420560747663551
19,QQQ_Volatility_14D,0.0012193357106298208,-0.0007223299471661448,0.3364485981308411,0.6635514018691588
20,Log_Return_1D_Z60,0.0031923505011945963,-0.00043939135503023863,0.4953271028037383,0.5046728971962616
20,Log_Return_5D_Z60,0.0007317346753552556,0.00020829065761063248,0.5327102803738317,0.4672897196261682
20,Volatility_14D_Z60,0.0011581109138205647,-0.0002340201026527211,0.4953271028037383,0.5046728971962616
20,Relative_Volume_20D_Z60,0.000913045194465667,-9.271404996979982e-05,0.4392523364485981,0.5607476635514018
20,RSI_14_Scaled,0.006924810819327831,0.00023385130043607205,0.45794392523364486,0.5420560747663551
20,Price_to_SMA20_Z60,0.0037217179778963327,0.00031214035698212683,0.5420560747663551,0.45794392523364486
20,Intraday_Return_Z60,0.0026328645180910826,1.0591234058665577e-05,0.5420560747663551,0.45794392523364486
20,Daily_Range_Z60,0.0017986921593546867,-6.918960571056232e-05,0.5233644859813084,0.4766355140186916
20,QQQ_Log_Return_1D,0.0009254229953512549,4.6049983211560175e-05,0.4485981308411215,0.5514018691588785
20,QQQ_Log_Return_5D,0.0009519157465547323,-7.809425005689263e-05,0.4205607476635514,0.5794392523364486
20,QQQ_Volatility_14D,0.0012577567249536514,-0.0007461015484295785,0.3177570093457944,0.6822429906542056
21,Log_Return_1D_Z60,0.0041304463520646095,0.00048738057375885546,0.4953271028037383,0.5046728971962616
21,Log_Return_5D_Z60,0.0007650212501175702,0.00020464502449613065,0.5233644859813084,0.4766355140186916
21,Volatility_14D_Z60,0.0012317128712311387,-0.0004416524898260832,0.48598130841121495,0.514018691588785
21,Relative_Volume_20D_Z60,0.0011979029513895512,6.332695920718834e-05,0.4485981308411215,0.5514018691588785
21,RSI_14_Scaled,0.0072629391215741634,0.00021055748220533133,0.4485981308411215,0.5514018691588785
21,Price_to_SMA20_Z60,0.003986505791544914,0.0004111452726647258,0.4953271028037383,0.5046728971962616
21,Intraday_Return_Z60,0.002922458341345191,0.00018209671543445438,0.5327102803738317,0.4672897196261682
21,Daily_Range_Z60,0.0021125979255884886,-0.00030260279891081154,0.5514018691588785,0.4485981308411215
21,QQQ_Log_Return_1D,0.000993868219666183,-0.00015231114230118692,0.5420560747663551,0.45794392523364486
21,QQQ_Log_Return_5D,0.0009959377348423004,-0.0001672447833698243,0.3644859813084112,0.6355140186915887
21,QQQ_Volatility_14D,0.00127223355229944,-0.0007682656869292259,0.2897196261682243,0.7102803738317757
22,Log_Return_1D_Z60,0.0033008623868227005,0.0008243115735240281,0.48598130841121495,0.514018691588785
22,Log_Return_5D_Z60,0.0008299069595523179,9.608904656488448e-05,0.5046728971962616,0.4953271028037383
22,Volatility_14D_Z60,0.0012830517953261733,-0.0005001008394174278,0.45794392523364486,0.5420560747663551
22,Relative_Volume_20D_Z60,0.0014296870213001966,0.0003846477484330535,0.4205607476635514,0.5794392523364486
22,RSI_14_Scaled,0.007588594686239958,3.281729368609376e-05,0.4205607476635514,0.5794392523364486
22,Price_to_SMA20_Z60,0.004110321868211031,0.0006409090128727257,0.514018691588785,0.48598130841121495
22,Intraday_Return_Z60,0.002207605866715312,-0.00013106309052091092,0.4766355140186916,0.5233644859813084
22,Daily_Range_Z60,0.001994085032492876,0.00019467684614937752,0.616822429906542,0.38317757009345793
22,QQQ_Log_Return_1D,0.0010669762268662453,9.2356996901799e-05,0.6448598130841121,0.35514018691588783
22,QQQ_Log_Return_5D,0.0009978993330150843,8.042163244681433e-06,0.40186915887850466,0.5981308411214953
22,QQQ_Volatility_14D,0.0012675501639023423,-0.0008098474936559796,0.2803738317757009,0.719626168224299
23,Log_Return_1D_Z60,0.0033439111430197954,6.305139686446637e-05,0.5233644859813084,0.4766355140186916
23,Log_Return_5D_Z60,0.0007699936395511031,3.3704378438415006e-05,0.5046728971962616,0.4953271028037383
23,Volatility_14D_Z60,0.0013131219893693924,-0.0005998873966746032,0.4392523364485981,0.5607476635514018
23,Relative_Volume_20D_Z60,0.0009970213286578655,-0.0001966229610843584,0.4392523364485981,0.5607476635514018
23,RSI_14_Scaled,0.007557539269328117,-0.00027863550349138677,0.40186915887850466,0.5981308411214953
23,Price_to_SMA20_Z60,0.004013792145997286,0.00046965942601673305,0.5420560747663551,0.45794392523364486
23,Intraday_Return_Z60,0.002274656668305397,-0.0002217001747339964,0.48598130841121495,0.514018691588785
23,Daily_Range_Z60,0.002071663271635771,-0.00010141088569071144,0.6074766355140186,0.3925233644859813
23,QQQ_Log_Return_1D,0.0008437872165814042,0.00013600834063254297,0.514018691588785,0.48598130841121495
23,QQQ_Log_Return_5D,0.000928949739318341,1.351988066744525e-05,0.42990654205607476,0.5700934579439252
23,QQQ_Volatility_14D,0.0012949401279911399,-0.0008394618635065854,0.2616822429906542,0.7383177570093458
24,Log_Return_1D_Z60,0.003379485569894314,0.00036924402229487896,0.5327102803738317,0.4672897196261682
24,Log_Return_5D_Z60,0.0007793627446517348,-2.0741010303026997e-05,0.5233644859813084,0.4766355140186916
24,Volatility_14D_Z60,0.0014011956518515944,-0.0005643891636282206,0.45794392523364486,0.5420560747663551
24,Relative_Volume_20D_Z60,0.0008459113887511194,-0.0002030742762144655,0.40186915887850466,0.5981308411214953
24,RSI_14_Scaled,0.007571248337626457,-0.0005873770569451153,0.411214953271028,0.5887850467289719
24,Price_to_SMA20_Z60,0.003959751222282648,0.0005423593102023005,0.514018691588785,0.48598130841121495
24,Intraday_Return_Z60,0.002673486713320017,3.9348018617602065e-05,0.4392523364485981,0.5607476635514018
