Variant,Test_Year,Feature,Mean_Explain_Weight,Std_Explain_Weight,Mean_Mask_Step_1,Mean_Mask_Step_2,Mean_Mask_Step_3,Mean_Mask_Step_4,Rank
A,2023,market__QQQ_Volatility_14D,0.030854323005372882,0.02216355050921997,0.012015611054405365,0.06145099474766323,0.04264129268723714,0.014040368433690395,19
A,2023,market__Stock_vs_QQQ_5D,0.030670511832759966,0.028897016161380726,0.031065154237185814,0.012388665188709793,0.04755411376424367,0.032510376841682335,20
A,2023,ticker__Ticker_INTC,0.029229895492539494,0.02210532652353836,0.01924286887385849,0.05981109111019316,0.020856622066021683,0.018455001103598465,21
A,2023,market__Stock_vs_QQQ_3D,0.028893974714008144,0.040779137908027695,0.03373923704862521,0.027352244364010403,0.025238804060174546,0.02957758775445285,22
A,2023,market__Volatility_14D,0.028778456410300128,0.02337996768587924,0.01225525352239887,0.0643825625065493,0.030036611521593887,0.02763231993519138,23
A,2023,ticker__Ticker_QCOM,0.028625159077393242,0.020815014718750986,0.014466010069995873,0.04467703697273618,0.023782925418838544,0.04687273957615154,24
A,2023,ticker__Ticker_AMD,0.0250492049127008,0.021171377811732055,0.02122610465214505,0.02234655086328214,0.06222507687925827,0.013136304320604244,25
A,2023,ticker__Ticker_GOOGL,0.02113785113999062,0.015039273914269432,0.013715972996455463,0.024538425276342382,0.017075616572382987,0.03442086793722287,26
B,2023,market__QQQ_Volatility_14D,0.051877305493036464,0.026213416504107363,0.015178103327960312,0.009738622598364353,0.05619262237796339,0.10725026106130395,1
B,2023,market__Stock_vs_QQQ_1D,0.04856459110372929,0.019916515778888352,0.0309137148497492,0.03483881955727711,0.016044323393840633,0.09738167093956243,2
B,2023,binary__Has_Event_Buyback,0.04749908018516179,0.020055198158925477,0.03965438452067216,0.007463778631147962,0.09204830665938493,0.04807763965219927,3
B,2023,ticker__Ticker_INTC,0.04139572563205276,0.016518915038457763,0.022189121497168514,0.02221440693734097,0.060619097905701136,0.05719641495017055,4
B,2023,binary__Has_Item_2_02,0.037162125509297865,0.023536673559696086,0.02707011100798358,0.1208260061211442,0.0029824032110932963,0.009463973010065659,5
B,2023,market__Daily_Range,0.03677551486241202,0.022294872042439923,0.013368937822556522,0.02294106676654183,0.007197334162795461,0.09454043739143822,6
B,2023,market__Intraday_Return,0.033536168738659465,0.020004080152602573,0.019809388913464794,0.03331024549044156,0.05709494932128464,0.022428688023125178,7
B,2023,binary__Has_Item_2_03,0.03346883242457534,0.029487389783395292,0.06416478809500158,0.028515395431649097,0.026295885146722004,0.020041936904580334,8
B,2023,binary__Has_Event_Earnings,0.033080190875179494,0.02390594935237518,0.04949815798163477,0.03202051183380733,0.013201622649372222,0.03189827576839519,9
B,2023,ticker__Ticker_MSFT,0.032552461727433264,0.014509462822539893,0.013436304326930356,0.027203627141593103,0.013861016097430597,0.0739391851722326,10
B,2023,ticker__Ticker_AVGO,0.03100501883895156,0.02471495071039462,0.03940131797053717,0.04412146706836519,0.03760487681685876,0.0138877733563269,11
B,2023,market__Stock_vs_QQQ_5D,0.03074703542570897,0.023899871458801392,0.03825289845652871,0.05635983887234835,0.01358181514771817,0.020614645710539063,12
B,2023,binary__Has_Item_5_07,0.02959674219572127,0.027752047063316597,0.049058614801698104,0.025059760641405297,0.034796318118824894,0.013056262676184554,13
B,2023,market__Stock_vs_QQQ_3D,0.029395217687415785,0.022161291146604974,0.02730271323409428,0.012455077232239015,0.0428393393244906,0.029270615219039904,14
B,2023,market__RSI_14,0.02924989770685471,0.021631809213427413,0.049184114784072905,0.02033199677106942,0.025415623759368764,0.022541811416454425,15
B,2023,ticker__Ticker_AMZN,0.029151344294288267,0.015954191662771344,0.01316482793688118,0.012615303126610451,0.06711040979933973,0.022054267887460424,16
B,2023,market__Price_to_SMA20,0.02851140912479378,0.013166062836110973,0.02385353633136697,0.034907709706527325,0.004888824476868826,0.05183502800774492,17
B,2023,market__QQQ_Log_Return_3D,0.02797236563887962,0.018329636671897732,0.008873589002540308,0.012715065853114632,0.06709791572137551,0.018702240280016894,18
B,2023,market__Volatility_14D,0.027073404279341164,0.0177151732257409,0.02747095834360985,0.04408796752250055,0.02797126722466832,0.017781331360588487,19
B,2023,binary__Has_Item_8_01,0.027066126522483313,0.0187490172750629,0.027975481067372483,0.03811698888578468,0.031124909795989416,0.012345040904448951,20
B,2023,binary__Has_Item_1_02,0.024829800708822913,0.016711166598961897,0.04420621612511649,0.03617202380713533,0.03412835048152759,0.001391376890046173,21
B,2023,ticker__Ticker_META,0.024465476470106832,0.012706245491592648,0.01897922605072358,0.05625604674497805,0.03519034381149094,0.0014460821657811677,22
B,2023,binary__Has_Item_5_02,0.024106754837563492,0.04701953555117677,0.05583943980872453,0.020105458215304246,0.018718225627369172,0.002646529593367647,23
B,2023,ticker__Ticker_TSLA,0.022426568120150096,0.022341305793829067,0.04192904681657622,0.018110104191090597,0.012128197446985477,0.01462357099509329,24
B,2023,ticker__Ticker_NFLX,0.020659420671110994,0.012002126235918524,0.008616943549121339,0.041578767472270496,0.002679330006477527,0.027736549371326674,25
B,2023,ticker__Ticker_QCOM,0.01952472904266284,0.009240294301347096,0.005389183581243387,0.011232503474444858,0.060504303357200855,0.003021094924325568,26
B,2023,binary__Has_Item_5_03,0.019205320287793527,0.011661645947796223,0.004835077006862128,0.015673310881662104,0.0041679832124613585,0.04597160697251684,27
B,2023,ticker__Ticker_AAPL,0.018864274440428413,0.009219215660858895,0.007321958316596064,0.02020360000514498,0.031137104122504845,0.018670651065742463,28
B,2023,binary__Has_EX99,0.01825969513314158,0.013838492432686736,0.036210105437252636,0.022604155642403707,0.010767534541027074,0.010953107003553854,29
B,2023,ticker__Ticker_GOOGL,0.017057275348077414,0.02140521895782821,0.041879211198878906,0.024143179392706507,0.0012819766692300002,0.00545439068765379,30
B,2023,market__QQQ_Log_Return_1D,0.015519756633909858,0.0181494967547109,0.013507546789428952,0.0053062376124439386,0.02846177564198747,0.007864747354086815,31
B,2023,binary__Has_Item_7_01,0.013739396663785673,0.010911761214850477,0.0078115770115415465,0.026742495207576735,0.009199985900846452,0.013557594893111438,32
B,2023,market__QQQ_Log_Return_5D,0.013288308434808082,0.01880806750183434,0.03066569232291609,0.008816582292569118,0.005247251832986229,0.006084257962731749,33
B,2023,binary__Has_Item_1_01,0.013055610626529414,0.018804847890771446,0.009901223212413459,0.015892302529448635,0.01660376964837232,0.005880443071262194,34
B,2023,ticker__Ticker_ADBE,0.011032828517527266,0.01563254288183283,0.021072313140521954,0.009294787326587662,0.008312734606704453,0.00795470672004493,35
B,2023,binary__Has_Event_Guidance,0.010775953392048848,0.024292413992057647,0.013197653609894186,0.010558304361301013,0.001579237555996754,0.011054197087142996,36
B,2023,ticker__Ticker_AMD,0.010749852367251523,0.017186248149281876,0.013623082490949085,0.0020646733749853704,0.014949675984514785,0.008999058142321546,37
B,2023,market__Relative_Volume_20D,0.009206828543156246,0.009878467306774382,0.009286940282914132,0.00953380863888847,0.001671791776169488,0.015213622145692772,38
B,2023,ticker__Ticker_NVDA,0.0075515914951488,0.008582278160590685,0.015906472361382193,0.00586800416400843,0.005301601089267336,0.007168934625059653,39
C,2023,ticker__Ticker_MSFT,0.03970625281024787,0.037107920250456644,0.09590271147372748,0.016912581309937242,0.031244131249711968,0.029461212517551728,1
C,2023,ticker__Ticker_TSLA,0.038511500539553975,0.029331746054832436,0.019555254146788208,0.06769489693964469,0.02113205799006687,0.039761737804915126,2
C,2023,market__Stock_vs_QQQ_1D,0.03752608485551072,0.053282659393336734,0.07186830376008016,0.03078591057493537,0.029551022821471047,0.006874715149934245,3
C,2023,ticker__Ticker_AAPL,0.035324035308088135,0.028063227279588578,0.01612043121210679,0.03211191072662941,0.02919649027901068,0.05378621694311575,4
C,2023,sentiment__Mean_Net_Sentiment,0.031875292398374624,0.0469303346460281,0.03228390864327745,0.013579687335665875,0.022119395415032512,0.03998496551203177,5
C,2023,binary__Has_Item_5_03,0.03182012073111703,0.02374331966430923,0.039649083259033525,0.0025771562861362876,0.044571267390969976,0.04571615731612252,6
C,2023,market__Relative_Volume_20D,0.031369481464206546,0.02398530969540651,0.016397247762173627,0.04436780649765899,0.016466706052227182,0.04151896349109416,7
C,2023,ticker__Ticker_GOOGL,0.03134979973808634,0.051549893011529506,0.07556087493620738,0.021769865733296097,0.023987159314740786,0.00978958152829703,8
C,2023,market__QQQ_Log_Return_1D,0.030283763433554167,0.04459121509851318,0.08143565525892496,0.019625049084424973,0.015621476136788014,0.00631256419272442,9
C,2023,ticker__Ticker_QCOM,0.028257609313933393,0.022444805436607734,0.01898035351732071,0.02301133668207528,0.032632692775932504,0.03647102016148599,10
C,2023,market__Volatility_14D,0.027985537497486192,0.01462588850395659,0.013756497333754126,0.06387757577033619,0.026416963178127258,0.017667704702266054,11
C,2023,market__Stock_vs_QQQ_3D,0.02714161515981884,0.017325793778316726,0.022397336840971917,0.03417487146546946,0.021687636481428237,0.03287041794125906,12
C,2023,binary__Has_Event_Earnings,0.026622126056477426,0.034956211659556556,0.024975511077712526,0.02436160929167241,0.024860616222613933,0.0285445077955709,13
C,2023,binary__Has_Sentiment_History,0.02646544997329506,0.033451932301977565,0.04121798158118154,0.015916348029797085,0.019373437534965378,0.030083584727636063,14
C,2023,ticker__Ticker_AMZN,0.02619510974704252,0.027450242466396494,0.05581576584063875,0.01542921162985356,0.038288936014010934,0.005339604640373906,15
C,2023,binary__Has_EX99,0.025839445931683844,0.01761929310950439,0.015254015986333105,0.013704257609102353,0.04153575016242307,0.031208984778258727,16
C,2023,binary__Has_Item_7_01,0.025161737272945402,0.02586132419646535,0.03980121760760778,0.04333021012391358,0.012908410889622246,0.014417708093618383,17
C,2023,binary__Has_Item_8_01,0.024170601822731886,0.02290737684039041,0.007643692754192085,0.024894231587603503,0.020159844574271658,0.03747610903322357,18
C,2023,ticker__Ticker_INTC,0.02406011238984677,0.023559740115654083,0.024305369212693915,0.011946267450169263,0.01680786904948685,0.03659655447700061,19
C,2023,binary__Has_Event_Buyback,0.02346593612750683,0.014323261197336758,0.012502590385739202,0.04097990149368682,0.01274070831505785,0.02556549291323991,20
C,2023,ticker__Ticker_META,0.023232539865232434,0.022005613520469786,0.011680677768200146,0.041335899145621115,0.009413196285619298,0.024437419632257366,21
C,2023,market__Intraday_Return,0.023068004575110556,0.01346899449617842,0.002635161432793874,0.029736355542855423,0.02581436754960539,0.03292004299701302,22
C,2023,market__Daily_Range,0.02276182517530271,0.044495987537540374,0.014818305856428874,0.020736707497559046,0.01593004965428209,0.028200360893668217,23
C,2023,ticker__Ticker_NFLX,0.022613921519835583,0.023357419238408044,0.03908912440416293,0.027488564931214352,0.01812627073019739,0.011476786724060885,24
C,2023,market__QQQ_Log_Return_5D,0.022375081305083002,0.029374275212083585,0.020509835077110298,0.013192650662165113,0.02799595779467027,0.028813347735102347,25
C,2023,ticker__Ticker_NVDA,0.022171896791876724,0.017128803015564503,0.032274869830994785,0.019442959507568188,0.026808762442176545,0.016252689320057377,26
C,2023,binary__Has_Item_5_02,0.021046869003488455,0.011259774871537103,0.003662394322742268,0.016109364414914725,0.0438409662110952,0.02208229133494739,27
C,2023,binary__Has_Event_Guidance,0.020907804249335006,0.018200436178271957,0.028038267423800375,0.02844035679293684,0.022318069976189674,0.00926542744032612,28
C,2023,market__Price_to_SMA20,0.020368676991131155,0.013347306845765737,0.01693589103003637,0.034327009323479325,0.021462739406438308,0.013988335487522556,29
C,2023,binary__Has_Item_2_03,0.01956901367098958,0.009861301875817496,0.0012182717409640938,0.030530207208141938,0.009066458652634569,0.031675560294635204,30
C,2023,market__QQQ_Volatility_14D,0.01915028614804631,0.0279618924296366,0.016349354999204216,0.016138034722807625,0.021964159254108474,0.016639895457293448,31
C,2023,ticker__Ticker_AVGO,0.01885716425466089,0.023948884991337197,0.0024299250169156857,0.02446813749770241,0.02915035850008866,0.020132191474581534,32
C,2023,sentiment__Sentiment_Momentum_3,0.017831416157820277,0.011008621255577866,0.00453436131622658,0.014291926566992345,0.021849988616232725,0.028345178625108852,33
C,2023,binary__Has_Item_1_01,0.017799138319274075,0.027362949610507472,0.02242259033097317,0.012951785789020074,0.017737841323358195,0.017725584804885963,34
C,2023,binary__Has_Item_1_02,0.017490589363014872,0.0338103812893613,0.02678609264484741,0.008628224252048714,0.00546350659288733,0.021805135195683174,35
C,2023,ticker__Ticker_ADBE,0.01701852199890066,0.011277896174415328,0.010015558638862507,0.02905942873193669,0.029691192279056786,0.01057996331046987,36
C,2023,market__Stock_vs_QQQ_5D,0.01589262389611478,0.009602547688106514,0.004665341265613047,0.025194566682075984,0.013945449275640493,0.0188569655174279,37
C,2023,ticker__Ticker_AMD,0.015299363974695855,0.00917460820300352,0.0010852507252435562,0.006078126537671089,0.03205466072090608,0.022555517475223233,38
C,2023,binary__Has_Item_2_02,0.015266986571788627,0.009838236720138343,0.00813208696835919,0.010530160289934108,0.043591091540416155,0.011773183522610314,39
C,2023,binary__Has_Item_5_07,0.014374436063080547,0.009167360477568843,0.00453496246902463,0.00979571206377631,0.041401784469522,0.01305096041457962,40
C,2023,market__RSI_14,0.012718795966388583,0.01674923721432393,0.0018461396329704735,0.013495376681160035,0.006044856124182103,0.022839921497260378,41
C,2023,market__QQQ_Log_Return_3D,0.00705343156732176,0.006504281820864703,0.0009117680680701288,0.006977760280093762,0.015025709244736837,0.007135397604529471,42
A,2024,market__Stock_vs_QQQ_1D,0.06707783724606299,0.047849796388596565,0.10580870622664511,0.024136462915742257,0.03560652609648242,0.06198369369548211,1
A,2024,ticker__Ticker_INTC,0.05921966891408414,0.03165758313691866,0.059366532495111465,0.07146320524615937,0.055090995427205795,0.038141405893182934,2
A,2024,ticker__Ticker_META,0.057420049643197614,0.03064403982421278,0.08071763797491512,0.029623896533267413,0.067840599047277,0.05315598058634768,3
A,2024,market__Volatility_14D,0.056166094993093135,0.0330575877352563,0.06935971523476152,0.038167548847774076,0.07777748151193754,0.022434317768486044,4
A,2024,market__RSI_14,0.048900065935411435,0.025065726453535556,0.05203372029576653,0.050071250371535724,0.04800970921472772,0.029923254201679305,5
A,2024,ticker__Ticker_GOOGL,0.04888162572054728,0.035147870218162014,0.08500871969721868,0.05540385464213368,0.027783013535189523,0.03730144567708569,6
A,2024,ticker__Ticker_ADBE,0.04726266159452297,0.035430244274526776,0.05383427061289674,0.07905118933618335,0.027753389537449904,0.03324056084700894,7
A,2024,market__QQQ_Volatility_14D,0.045058765568046215,0.02298267357299053,0.013129115172902306,0.07075525700702946,0.025349553559950718,0.08470727683003938,8
A,2024,ticker__Ticker_AMD,0.04445544868178712,0.025802719071708186,0.04184289114190968,0.02145647709378073,0.04498436877248259,0.09602311196962188,9
A,2024,market__Stock_vs_QQQ_5D,0.04049778666112606,0.024636732969075082,0.024841747530609,0.027630702735446815,0.0729608831060745,0.04595298424321866,10
A,2024,ticker__Ticker_NFLX,0.03999838214462726,0.025406822145309857,0.030541341858985167,0.006517315655803598,0.10766599041297192,0.015924863343861645,11
A,2024,market__Daily_Range,0.03881290849650845,0.022369089815574575,0.013127120766519689,0.09017332924939511,0.04112105652989083,0.01152326613477398,12
A,2024,ticker__Ticker_AMZN,0.03784713691702662,0.02278298658037415,0.03471581701995122,0.0470293484898723,0.04154481352094588,0.027097456770952405,13
A,2024,market__Stock_vs_QQQ_3D,0.034097720084409526,0.035662737619232235,0.035208978537948646,0.05050743248749746,0.018589330191327136,0.031148358235948196,14
A,2024,ticker__Ticker_TSLA,0.033359543459621686,0.02989154499172482,0.05750323552059794,0.026729676094629718,0.015975067311076407,0.015187316598227842,15
A,2024,market__Intraday_Return,0.03245903258244356,0.02224696997472109,0.022510987092804587,0.012122939601565054,0.04038416376248711,0.059439065817208696,16
A,2024,market__Relative_Volume_20D,0.0324170903876711,0.04049300798799745,0.02811943306013108,0.038318857126930686,0.02442333312512335,0.023238421677321684,17
A,2024,market__QQQ_Log_Return_1D,0.032250194231636484,0.025586493530723353,0.01765356101776754,0.03740938001557551,0.03605607880002876,0.04779873763663048,18
A,2024,ticker__Ticker_NVDA,0.0315531916721628,0.02401726404003961,0.033798984753059175,0.048256494877664334,0.015931494809756558,0.027361083043652784,19
A,2024,ticker__Ticker_AVGO,0.030613245282929774,0.018485689511422477,0.02604012626007172,0.04356031629772662,0.026247639222689387,0.03378114014955574,20
A,2024,market__QQQ_Log_Return_5D,0.027345347242203392,0.029758634975780972,0.04290409172799665,0.019958856244109664,0.009421593901427766,0.020926328773653115,21
A,2024,ticker__Ticker_QCOM,0.027050274161557423,0.020564673262386337,0.020206633930579525,0.04932023960924961,0.020666381314051668,0.02952309017709773,22
A,2024,market__QQQ_Log_Return_3D,0.025830091573564175,0.019796051756234747,0.009800678533916899,0.010490861976889943,0.024431954818163695,0.066608999224778,23
A,2024,ticker__Ticker_AAPL,0.023587095115516894,0.0176151569098487,0.013626830878333083,0.018293496703008116,0.02696801452524686,0.05558870544919101,24
A,2024,ticker__Ticker_MSFT,0.022322257777392076,0.01582380109088552,0.018423661430692025,0.01905346164291631,0.04728054955092852,0.010873848613166464,25
A,2024,market__Price_to_SMA20,0.015516483912849826,0.013875744619613271,0.009875462731886912,0.014498158629305449,0.02013604646883144,0.021115287192919788,26
B,2024,ticker__Ticker_AVGO,0.056792908622283575,0.11994035710672596,0.13272926449531414,0.021566137852504816,0.03626868941250532,0.020390842386298753,1
B,2024,market__QQQ_Volatility_14D,0.053316860264379574,0.10997295957033952,0.0761051418025478,0.039699993342004684,0.01862221296012723,0.0268686799339194,2
B,2024,market__Volatility_14D,0.05135722333164536,0.08567629611026899,0.0457027817250059,0.02714573095745208,0.05115964117490488,0.03653383112169485,3
B,2024,binary__Has_EX99,0.04600353423730004,0.095502505343279,0.06418955770080725,0.04180873650273229,0.013675399122177146,0.01720720572383038,4
B,2024,market__RSI_14,0.044149519286857376,0.10498731585892689,0.037509593190854326,0.02461011401983789,0.023973544329230028,0.04208091322998669,5
B,2024,ticker__Ticker_TSLA,0.03538647703628855,0.05221687931557997,0.061193889879133004,0.03852695836967094,0.017866381915155216,0.034310078555328624,6
B,2024,ticker__Ticker_NVDA,0.035129131254506,0.07860194894078415,0.08003599477214281,0.041274161736450356,0.01682126776675387,0.015018675313181344,7
B,2024,market__Stock_vs_QQQ_5D,0.033681892586740966,0.04684327120601174,0.016556270652040066,0.02907954129251102,0.012740700914916681,0.06227241199657455,8
B,2024,binary__Has_Item_7_01,0.030110897018632565,0.04981082199558296,0.03850449020134621,0.02103169134898053,0.02251021058619633,0.043812156780136245,9
B,2024,ticker__Ticker_AMD,0.029641490683582232,0.055551623720727264,0.04492513502310565,0.02855111128597169,0.013641023195111197,0.02373610265655517,10
B,2024,binary__Has_Item_2_01,0.028408485165055234,0.05067439986658333,0.040161231374291735,0.023703799115865565,0.024055585071690703,0.007300769548326899,11
B,2024,ticker__Ticker_INTC,0.02706740579443869,0.04489874802043588,0.033762577020364705,0.026052132640061842,0.04394390506923464,0.007827888865650777,12
B,2024,binary__Has_Item_8_01,0.0244977938387287,0.027719523489763923,0.03035839260927951,0.026514628395444398,0.029422008039608635,0.028527596409246337,13
B,2024,ticker__Ticker_ADBE,0.024164907067818094,0.03613446658235927,0.011634696870431548,0.01693001674439223,0.05046661068173889,0.031896850551138264,14
B,2024,binary__Has_Item_1_02,0.024149753581562915,0.027496632266172986,0.0079001577268784,0.042139772849623114,0.019439100836354525,0.04275085608910036,15
B,2024,market__Intraday_Return,0.024054343535575604,0.034253163184103055,0.047519766733233555,0.016315971024780204,0.03076058297444776,0.02839103701692427,16
B,2024,market__QQQ_Log_Return_3D,0.02394835714751794,0.025041184184388568,0.005892601688621474,0.008580841778357204,0.028341453628004797,0.05697182188126388,17
B,2024,market__Stock_vs_QQQ_3D,0.022617652429750106,0.049991603405156106,0.011737567549270814,0.01890638351924132,0.01959101704236017,0.027647014719500998,18
B,2024,market__Daily_Range,0.021696484326355868,0.0707885508334423,0.014637225513696216,0.027084065080700503,0.016334973380044623,0.012834222127635332,19
B,2024,ticker__Ticker_AMZN,0.021211773425247722,0.024649076794165937,0.01995914621630752,0.03868421849079095,0.018974228061466182,0.009573044878228538,20
B,2024,binary__Has_Item_5_02,0.020872254639760657,0.01710101451782798,0.0024395920030894826,0.04123767937002055,0.023071409344158352,0.028774318928411004,21
B,2024,ticker__Ticker_GOOGL,0.020727173392101207,0.01458149660957466,0.0018308683161119945,0.015368555379085058,0.055303007015027106,0.03058501013257679,22
B,2024,market__Relative_Volume_20D,0.02016269915414029,0.0229016977810224,0.009386113203573422,0.02674825019783414,0.01903959776193572,0.027081271198081507,23
B,2024,ticker__Ticker_AAPL,0.02014155295516264,0.01834563171049463,0.010932287615657113,0.024563609262545524,0.03414386625999974,0.021086531785904,24
B,2024,ticker__Ticker_MSFT,0.019874336582687537,0.023737509134461945,0.016877214180030783,0.02210293895494361,0.01284015164762169,0.040980372746684014,25
B,2024,ticker__Ticker_QCOM,0.019642502976164572,0.02277535421120896,0.01636810576436816,0.030982246645284935,0.027015509278440233,0.010834261173497863,26
B,2024,market__Stock_vs_QQQ_1D,0.019201875843253807,0.04991431816367013,0.008007422394928385,0.01786956812763686,0.03001296792771442,0.01251072282006224,27
B,2024,ticker__Ticker_NFLX,0.0187121868174944,0.02254434556351266,0.012344677898208381,0.025125511747945462,0.030599011267396073,0.023074260871207578,28
B,2024,binary__Has_Item_5_03,0.018403225862014608,0.015090514361584463,0.010077402362080871,0.02910895597335825,0.023540345341431377,0.024408882467976015,29
B,2024,ticker__Ticker_META,0.0179773173426699,0.027541512547089107,0.018474329868904085,0.02023831268696935,0.014646223004301198,0.02679877216688197,30
B,2024,binary__Has_Event_Guidance,0.01745107360946709,0.020988569223248276,0.013336910018850057,0.02146466740561634,0.01992499036124859,0.01930774335671201,31
B,2024,market__QQQ_Log_Return_5D,0.017228949252556323,0.011403845802855559,0.0045206048764425836,0.023823202484268745,0.03870787845499151,0.01863555127074207,32
B,2024,binary__Has_Item_5_07,0.016919994635601166,0.025087609371601986,0.01945933617900187,0.013308410132570586,0.021675522213448203,0.019521129722351524,33
B,2024,binary__Has_Event_Earnings,0.016482618065439304,0.05626916805109881,0.019964523713646425,0.012243170576021228,0.015269633451604037,0.008886696061417248,34
B,2024,market__QQQ_Log_Return_1D,0.015654776684727433,0.01620605538397211,0.0017259653359956917,0.020661011357661352,0.014976449929221059,0.03582446915795233,35
B,2024,binary__Has_Event_Buyback,0.014843080592011507,0.013253376031570247,0.004755959947227088,0.027157863275459052,0.019739731325630526,0.012348052560791536,36
B,2024,binary__Has_Item_1_01,0.014761737031704329,0.014397509263939064,0.0020070504206309066,0.022875193985499687,0.021408916418533677,0.02486110656230371,37
B,2024,binary__Has_Item_2_02,0.012757872664262664,0.01142937098503067,0.0016868286117239565,0.016723675014783692,0.024647355088835286,0.020846895473268758,38
B,2024,market__Price_to_SMA20,0.010975243519381511,0.016685079146189274,0.003601789337079056,0.01839803236870481,0.01262118134471792,0.010703966375644325,39
B,2024,binary__Has_Item_2_03,0.009822637745131984,0.008036023177919736,0.0011874899634572325,0.011793143407602224,0.0322077041129261,0.006978030955026759,40
C,2024,market__QQQ_Log_Return_3D,0.05353184234403016,0.04178820565570026,0.028222933454448824,0.03578843109752612,0.13200194075084926,0.002823141974241465,1
C,2024,market__Price_to_SMA20,0.04707599825455217,0.05175528051052882,0.0185030442657766,0.05475405400707654,0.006110497624503609,0.08805984328503164,2
C,2024,ticker__Ticker_AMZN,0.042614781531566705,0.041923419877453724,0.01200136044125501,0.027657108337663074,0.008054161700420455,0.10773274973072432,3
C,2024,binary__Has_Item_1_01,0.0419551383005799,0.02648413315955774,0.028597234144757244,0.05353182439738121,0.020612018131442547,0.07764614367213235,4
C,2024,binary__Has_Item_5_03,0.041904182285106346,0.04220030376896319,0.07619527261942763,0.016604602912340224,0.025167445629881886,0.047509338829289934,5
C,2024,binary__Has_Item_1_02,0.04094012653239267,0.03141353662462814,0.013433782231526284,0.03764680531988785,0.10765653692453911,0.014492061471650768,6
C,2024,binary__Has_Event_Earnings,0.037304533703810656,0.03719228382164825,0.07346396044249978,0.011584625198727553,0.02549507239495679,0.00045933594648260145,7
C,2024,ticker__Ticker_META,0.03212750418840774,0.02171991751370524,0.0024946907788258523,0.013898890809734261,0.04655899218943857,0.0830714817912834,8
C,2024,sentiment__Mean_Net_Sentiment,0.030938683043347782,0.032184361837561404,0.029005163705401397,0.008163162891427411,0.05463973635793439,0.00496548219101054,9
C,2024,ticker__Ticker_AMD,0.03073082558383929,0.02352515994770404,0.010371083264932376,0.04782686533013237,0.004335523436018358,0.0767030960467041,10
C,2024,binary__Has_Item_8_01,0.027795276902218304,0.05332503801521217,0.03627001644763666,0.007520985725585084,0.0009618880450317624,0.06343449512627797,11
C,2024,market__Volatility_14D,0.02739231412551766,0.02824156159357356,0.04311998694792886,0.017327383685682672,0.010991461338860854,0.022919714131394806,12
